ref id,Predicted,Actual
34079,['Society', 'Shopping', 'Sports', 'Recreation'],['Shopping']
8365,['Business', 'Health', 'Recreation', 'Arts'],['Business']
8370,['Computers', 'Business', 'Science', 'Reference'],['Business']
42434,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
42442,['Sports', 'Society', 'Business', 'Shopping'],['Sports']
8383,['Business', 'Science', 'Society', 'Home'],['Business', 'Society']
8385,['Reference', 'Arts', 'Business', 'Society'],['Business']
42446,['Sports', 'Shopping', 'Society', 'Business'],['Sports']
42452,['Shopping', 'Business', 'Society', 'Recreation'],['Sports']
42457,['Sports', 'Society', 'Arts', 'Recreation'],['Sports']
42462,['Sports', 'Games', 'Business', 'Computers'],['Sports']
42463,['Society', 'Shopping', 'Sports', 'Business'],['Sports']
8411,['Computers', 'Business', 'Recreation', 'Reference'],['Business']
42472,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
8421,['Business', 'Science', 'News', 'Computers'],['Business']
8425,['Business', 'Home', 'Recreation', 'News'],['Business']
8429,['Business', 'Society', 'Recreation', 'Health'],['Business']
8430,['Business', 'Recreation', 'Society', 'Science'],['Business']
42491,['Adult', 'Society', 'Shopping', 'Sports'],['Sports']
8433,['Health', 'Recreation', 'Business', 'Computers'],['Business']
42507,['Sports', 'Business', 'Shopping', 'Society'],['Sports']
8448,['Business', 'Shopping', 'Society', 'Arts'],['Business']
8449,['Business', 'Science', 'Health', 'Reference'],['Business']
42511,['Sports', 'Business', 'Computers', 'Shopping'],['Sports']
8455,['Business', 'Society', 'Home', 'Reference'],['Business']
42525,['Sports', 'Society', 'Recreation', 'Reference'],['Sports']
8464,['Business', 'Recreation', 'Society', 'Health'],['Business']
8473,['Business', 'Computers', 'Reference', 'Recreation'],['Business']
42539,['Sports', 'Society', 'Reference', 'Business'],['Sports']
8478,['Business', 'Computers', 'Recreation', 'Shopping'],['Business']
8484,['Business', 'Health', 'Science', 'Shopping'],['Business']
8485,['Business', 'Recreation', 'News', 'Computers'],['Business']
8488,['Health', 'Business', 'Science', 'Recreation'],['Business']
42550,['Sports', 'Business', 'Shopping', 'Society'],['Sports']
8490,['Business', 'News', 'Reference', 'Computers'],['Business']
42560,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
42563,['Sports', 'Arts', 'Business', 'Shopping'],['Sports']
8509,['Business', 'Society', 'Sports', 'Computers'],['Business']
42576,['Sports', 'Society', 'Recreation', 'Business'],['Sports']
42579,['Sports', 'Society', 'Business', 'Recreation'],['Sports']
42581,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
8522,['Business', 'Recreation', 'Home', 'Society'],['Business']
42593,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
8531,['Business', 'Science', 'Computers', 'Society'],['Business']
42595,['Sports', 'Business', 'Society', 'Shopping'],['Sports']
42611,['Arts', 'Sports', 'Society', 'Computers'],['Sports']
42612,['Sports', 'Society', 'Shopping', 'Business'],['Sports']
42628,['Sports', 'Business', 'Society', 'Recreation'],['Sports']
42630,['Sports', 'Recreation', 'Society', 'Business'],['Sports']
42631,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
42640,['Sports', 'Society', 'Recreation', 'Business'],['Sports']
42645,['Sports', 'News', 'Shopping', 'Society'],['Sports']
42650,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
42651,['Sports', 'Recreation', 'Society', 'Business'],['Sports']
8589,['Science', 'Business', 'Computers', 'Recreation'],['Business']
8590,['Business', 'Arts', 'Science', 'Society'],['Business']
8592,['Computers', 'Business', 'Recreation', 'Science'],['Business']
8595,['Computers', 'Business', 'Science', 'Arts'],['Business']
42671,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
8619,['Shopping', 'Business', 'Recreation', 'Science'],['Business']
42685,['Sports', 'Business', 'Society', 'Shopping'],['Sports']
8622,['Shopping', 'Business', 'Recreation', 'Society'],['Business']
8624,['Business', 'Computers', 'Society', 'Recreation'],['Business']
42689,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
8628,['Business', 'Recreation', 'Science', 'Shopping'],['Business']
8630,['Business', 'Computers', 'Recreation', 'Health'],['Business']
8632,['Business', 'Science', 'Recreation', 'Reference'],['Business']
42698,['Sports', 'Arts', 'Society', 'Reference'],['Sports']
8640,['Shopping', 'Business', 'Arts', 'Recreation'],['Business']
8650,['Business', 'Computers', 'Reference', 'Society'],['Business']
42717,['Sports', 'Shopping', 'Recreation', 'Arts'],['Sports']
42731,['Sports', 'Arts', 'Shopping', 'Recreation'],['Sports']
42734,['Sports', 'Recreation', 'News', 'Shopping'],['Sports']
42736,['Sports', 'Business', 'Recreation', 'Shopping'],['Sports']
42739,['Sports', 'Business', 'Recreation', 'Shopping'],['Sports']
8675,['Business', 'Computers', 'Reference', 'Science'],['Business']
8682,['Business', 'News', 'Science', 'Computers'],['Business']
42748,['Sports', 'Arts', 'Business', 'Recreation'],['Sports']
42749,['Sports', 'Recreation', 'News', 'Shopping'],['Sports']
8689,['Business', 'Shopping', 'Science', 'Home'],['Business']
42758,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
42762,['Sports', 'Shopping', 'Society', 'Business'],['Sports']
42766,['Sports', 'Shopping', 'Recreation', 'Arts'],['Sports']
8703,['Business', 'Recreation', 'Arts', 'Shopping'],['Business']
42769,['Sports', 'Business', 'Society', 'Arts'],['Sports']
42771,['Sports', 'Society', 'Business', 'Shopping'],['Sports']
8708,['Business', 'Shopping', 'Science', 'Recreation'],['Business']
8709,['Business', 'Computers', 'Recreation', 'Science'],['Business']
42783,['Sports', 'Business', 'Recreation', 'Society'],['Sports']
8720,['Business', 'Computers', 'Arts', 'Recreation'],['Business']
42789,['Sports', 'Society', 'Business', 'Arts'],['Sports']
8727,['Business', 'Recreation', 'Arts', 'Games'],['Business']
8729,['Business', 'News', 'Recreation', 'Society'],['Business']
42795,['Sports', 'Recreation', 'Society', 'Business'],['Sports']
8735,['Business', 'Shopping', 'Recreation', 'Computers'],['Business']
8739,['Business', 'Arts', 'Computers', 'Recreation'],['Business']
42806,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
8746,['Business', 'Society', 'Recreation', 'Science'],['Business']
42812,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
42824,['Sports', 'Society', 'Shopping', 'Business'],['Sports']
42826,['Sports', 'Society', 'Computers', 'Business'],['Sports']
42828,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
8778,['Business', 'Games', 'Computers', 'Recreation'],['Business']
8782,['Arts', 'Business', 'Recreation', 'Computers'],['Business']
8789,['Business', 'Recreation', 'Science', 'Computers'],['Business']
42860,['Sports', 'Shopping', 'Arts', 'Recreation'],['Sports']
42865,['Sports', 'Society', 'Shopping', 'Business'],['Sports']
42870,['Sports', 'Business', 'Society', 'Recreation'],['Sports']
42871,['Sports', 'Shopping', 'Recreation', 'Arts'],['Sports']
8806,['Business', 'Computers', 'Recreation', 'Reference'],['Business']
8809,['Computers', 'Business', 'Shopping', 'Games'],['Business']
42878,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
42882,['Sports', 'Society', 'Business', 'Shopping'],['Sports']
8819,['Business', 'Society', 'Home', 'Science'],['Business']
8820,['Business', 'News', 'Arts', 'Home'],['Business']
8824,['Business', 'Computers', 'Shopping', 'Science'],['Business']
8828,['Business', 'Computers', 'Recreation', 'Shopping'],['Business']
42901,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
42902,['Sports', 'Shopping', 'Society', 'Business'],['Sports']
42904,['Sports', 'Arts', 'Business', 'Society'],['Sports']
42906,['Sports', 'Arts', 'Shopping', 'Recreation'],['Sports']
8842,['Business', 'News', 'Games', 'Home'],['Business']
42915,['Sports', 'Shopping', 'Business', 'News'],['Sports']
8851,['Business', 'Shopping', 'Recreation', 'Society'],['Business']
8859,['Business', 'Reference', 'Shopping', 'Recreation'],['Business']
42932,['Society', 'Shopping', 'Business', 'Sports'],['Sports']
8874,['Business', 'News', 'Society', 'Reference'],['Business']
42942,['Sports', 'Society', 'Shopping', 'Business'],['Sports']
8877,['Business', 'Computers', 'Society', 'Science'],['Business']
8878,['Business', 'Games', 'News', 'Science'],['Games', 'Business']
8882,['News', 'Recreation', 'Arts', 'Health'],['Business']
8883,['Business', 'Science', 'Computers', 'Shopping'],['Business']
42960,['Sports', 'Society', 'Shopping', 'Business'],['Sports']
42970,['Sports', 'Society', 'Recreation', 'Business'],['Sports']
8904,['Business', 'Computers', 'Recreation', 'Home'],['Business']
8910,['Business', 'Home', 'Arts', 'Recreation'],['Business']
42977,['Sports', 'Business', 'Society', 'News'],['Sports']
8916,['Business', 'Computers', 'Reference', 'Science'],['Business']
42992,['Sports', 'Shopping', 'Arts', 'Business'],['Sports']
8927,['Business', 'Science', 'Recreation', 'News'],['Business']
43001,['Sports', 'Recreation', 'Arts', 'Business'],['Sports']
43010,['Sports', 'Recreation', 'Reference', 'Society'],['Sports']
8946,['Business', 'Science', 'Computers', 'Health'],['Business']
43016,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
43022,['Sports', 'Society', 'Recreation', 'Arts'],['Sports']
8963,['Business', 'Reference', 'Arts', 'Society'],['Business']
43037,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
43038,['Business', 'Shopping', 'Society', 'Recreation'],['Sports']
43045,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
8977,['Business', 'Computers', 'Science', 'Reference'],['Business']
43051,['Sports', 'Recreation', 'Arts', 'Society'],['Sports']
8983,['Business', 'Computers', 'Reference', 'Science'],['Business']
8986,['Business', 'Reference', 'Computers', 'Society'],['Business']
43062,['Sports', 'Arts', 'Recreation', 'Shopping'],['Sports']
8994,['Business', 'Computers', 'Reference', 'Science'],['Business']
8995,['Business', 'Computers', 'Reference', 'Recreation'],['Business']
43068,['Sports', 'Society', 'Recreation', 'Arts'],['Sports']
9004,['Business', 'Computers', 'Science', 'Society'],['Business']
43076,['Arts', 'News', 'Recreation', 'Business'],['Sports']
43077,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
9009,['Home', 'Computers', 'Business', 'Society'],['Business']
9010,['Business', 'Computers', 'Recreation', 'Science'],['Business']
9016,['Business', 'Reference', 'Health', 'Computers'],['Business']
43086,['Sports', 'Business', 'Recreation', 'Society'],['Sports']
9018,['Business', 'Science', 'Society', 'Computers'],['Business']
43090,['Recreation', 'Business', 'Sports', 'Society'],['Sports']
9022,['Business', 'Health', 'Computers', 'Recreation'],['Business']
9023,['Business', 'Health', 'Computers', 'Home'],['Business']
9027,['Business', 'Recreation', 'Health', 'Computers'],['Business']
43096,['Sports', 'Shopping', 'Business', 'Society'],['Sports']
9029,['Computers', 'Recreation', 'Business', 'Health'],['Business']
9033,['Business', 'Recreation', 'Computers', 'Arts'],['Business']
9039,['Arts', 'Business', 'Computers', 'Reference'],['Reference', 'Business']
9043,['Business', 'Computers', 'Health', 'Reference'],['Business']
9044,['Business', 'Health', 'Computers', 'Science'],['Business']
43112,['Sports', 'News', 'Society', 'Business'],['Sports']
9046,['Business', 'Science', 'Computers', 'Reference'],['Business']
43113,['Sports', 'Recreation', 'Business', 'Society'],['Sports']
43118,['Sports', 'Recreation', 'Business', 'Society'],['Sports']
43123,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
43124,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
9060,['Computers', 'Business', 'Recreation', 'Health'],['Business']
43129,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
43135,['Business', 'Science', 'Society', 'Recreation'],['Sports']
9068,['Business', 'Computers', 'Health', 'Arts'],['Business']
9071,['Computers', 'Business', 'Recreation', 'Arts'],['Business']
43141,['Sports', 'Business', 'Society', 'Shopping'],['Sports']
9076,['News', 'Business', 'Arts', 'Computers'],['Business']
43157,['Sports', 'Recreation', 'Business', 'News'],['Sports']
9088,['Business', 'Computers', 'Shopping', 'Reference'],['Business']
9092,['Business', 'Computers', 'Society', 'Shopping'],['Business']
43179,['Arts', 'Business', 'Recreation', 'Shopping'],['Sports']
9112,['Business', 'Science', 'Health', 'Arts'],['Business']
43185,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
9125,['Business', 'Computers', 'Home', 'News'],['Business']
43196,['Sports', 'Recreation', 'Society', 'Business'],['Sports']
9138,['Business', 'Shopping', 'Recreation', 'Computers'],['Business']
9139,['Business', 'Recreation', 'Arts', 'Reference'],['Business']
43214,['Sports', 'Business', 'Shopping', 'Society'],['Sports']
9145,['Business', 'Computers', 'Recreation', 'Reference'],['Business']
9150,['Business', 'Computers', 'Arts', 'Shopping'],['Business']
43221,['Sports', 'Business', 'Shopping', 'Society'],['Sports']
43227,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
9159,['Business', 'Reference', 'Science', 'Computers'],['Business']
9166,['Business', 'Health', 'Arts', 'Computers'],['Business']
9171,['Shopping', 'Business', 'Computers', 'Science'],['Business']
43246,['Sports', 'Society', 'Business', 'Recreation'],['Sports']
43248,['Sports', 'Shopping', 'Society', 'Business'],['Sports']
43249,['Computers', 'Health', 'Society', 'Business'],['Sports']
43268,['Sports', 'Recreation', 'Business', 'Society'],['Sports']
9204,['Business', 'Shopping', 'Society', 'Science'],['Business']
9208,['Business', 'Science', 'Recreation', 'Health'],['Business']
43283,['Shopping', 'Business', 'Society', 'Recreation'],['Sports']
9221,['Business', 'Science', 'Computers', 'Reference'],['Business']
9226,['Business', 'Recreation', 'Computers', 'Games'],['Business']
43300,['Business', 'Society', 'Arts', 'Shopping'],['Sports']
9228,['Business', 'Reference', 'Shopping', 'Society'],['Business', 'Arts']
9234,['Business', 'Recreation', 'Science', 'Society'],['Business']
9238,['Computers', 'Business', 'Science', 'Reference'],['Business']
9240,['Business', 'Computers', 'Recreation', 'Shopping'],['Business']
9244,['Business', 'Society', 'Recreation', 'Shopping'],['Business']
43318,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
9249,['Business', 'Shopping', 'Recreation', 'Society'],['Business']
43331,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
9268,['Business', 'Recreation', 'Society', 'News'],['Business']
43341,['Sports', 'Business', 'Recreation', 'Shopping'],['Sports']
43344,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
43349,['Sports', 'News', 'Recreation', 'Business'],['Sports']
43354,['Arts', 'Sports', 'Society', 'Computers'],['Sports']
43355,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
43356,['Sports', 'Society', 'Shopping', 'Business'],['Sports']
9285,['Recreation', 'Society', 'News', 'Computers'],['Recreation']
43358,['Sports', 'Business', 'Recreation', 'Society'],['Sports']
9295,['Recreation', 'Home', 'Arts', 'Games'],['Recreation']
9299,['Business', 'Recreation', 'Shopping', 'Arts'],['Recreation']
43374,['Sports', 'Business', 'Shopping', 'Society'],['Sports']
9304,['Home', 'Recreation', 'Society', 'Health'],['Recreation']
9316,['Recreation', 'Business', 'Health', 'Arts'],['Recreation']
9330,['Business', 'Recreation', 'Reference', 'Arts'],['Recreation']
43411,['Adult', 'Recreation', 'Shopping', 'Business'],['Adult']
9334,['Society', 'Business', 'Recreation', 'Shopping'],['Recreation']
43433,['Adult', 'Recreation', 'Arts', 'Society'],['Adult']
43444,['Adult', 'Society', 'Computers', 'Recreation'],['Adult']
43449,['Adult', 'Society', 'Business', 'Shopping'],['Adult']
43471,['Business', 'Shopping', 'Society', 'Recreation'],['Adult']
9398,['Business', 'Recreation', 'Health', 'Science'],['Business']
9405,['Business', 'Science', 'Arts', 'Recreation'],['Business']
9417,['Business', 'Computers', 'Shopping', 'Society'],['Business']
9425,['Business', 'Science', 'Computers', 'Recreation'],['Business']
43506,['Adult', 'Society', 'Business', 'Shopping'],['Adult']
9438,['Business', 'Science', 'Recreation', 'Society'],['Business']
9444,['Science', 'Business', 'Computers', 'Recreation'],['Business']
9448,['Business', 'Recreation', 'Arts', 'Computers'],['Business']
9449,['Shopping', 'Business', 'Recreation', 'Games'],['Business']
43527,['Shopping', 'Business', 'Society', 'Recreation'],['Adult']
43528,['Adult', 'Business', 'Society', 'Shopping'],['Adult']
43535,['Adult', 'Business', 'Society', 'Shopping'],['Adult']
9458,['Business', 'Recreation', 'Science', 'Computers'],['Business']
9468,['Science', 'Business', 'Health', 'Shopping'],['Business']
9473,['Business', 'Recreation', 'Society', 'News'],['Business']
43554,['Computers', 'Arts', 'Business', 'Shopping'],['Computers', 'Arts']
9480,['Recreation', 'Business', 'Reference', 'Science'],['Business']
9481,['Business', 'Recreation', 'Science', 'Health'],['Business']
43571,['Arts', 'Shopping', 'Society', 'Business'],['Arts']
9492,['Business', 'Recreation', 'Arts', 'Science'],['Business']
9497,['Business', 'Recreation', 'Science', 'Reference'],['Business']
9512,['Recreation', 'Health', 'Business', 'Games'],['Business']
43600,['Arts', 'Sports', 'Shopping', 'Business'],['Arts']
9521,['Business', 'Recreation', 'Home', 'Society'],['Business']
9525,['Business', 'Recreation', 'Computers', 'Arts'],['Business']
9528,['Business', 'Shopping', 'Recreation', 'Society'],['Business']
9531,['Business', 'Computers', 'Science', 'Society'],['Business']
9534,['Business', 'Recreation', 'Reference', 'Science'],['Business']
43620,['Arts', 'Business', 'Society', 'Science'],['Arts']
43621,['Sports', 'Arts', 'Society', 'Computers'],['Arts']
43637,['Arts', 'Games', 'Shopping', 'Computers'],['Arts']
9565,['Business', 'Computers', 'Reference', 'Science'],['Business']
43645,['Arts', 'Business', 'Society', 'News'],['Arts']
43646,['Arts', 'News', 'Society', 'Sports'],['Arts']
43652,['Business', 'Shopping', 'Recreation', 'Society'],['News', 'Business']
9574,['Business', 'Science', 'Health', 'Computers'],['Business']
9593,['Business', 'Computers', 'Reference', 'Science'],['Business']
43675,['Business', 'Computers', 'Shopping', 'Science'],['Business', 'Shopping']
43678,['Business', 'Society', 'Home', 'News'],['Business']
43682,['Business', 'Recreation', 'Shopping', 'Society'],['Business', 'Recreation']
9603,['Business', 'Arts', 'News', 'Recreation'],['Business']
9604,['Arts', 'News', 'Recreation', 'Business'],['Business']
43686,['Business', 'Computers', 'Society', 'Reference'],['Business']
9611,['Business', 'News', 'Science', 'Computers'],['Business']
43693,['Shopping', 'Business', 'Home', 'Computers'],['Business']
9617,['Business', 'Recreation', 'News', 'Health'],['Business']
43698,['Business', 'Shopping', 'Health', 'Society'],['Business']
43701,['Shopping', 'Business', 'Recreation', 'Society'],['Business']
9630,['Business', 'Reference', 'News', 'Recreation'],['Business']
9638,['Business', 'Recreation', 'Adult', 'Arts'],['Business']
9639,['Recreation', 'Business', 'Computers', 'Shopping'],['Business']
43719,['Business', 'Society', 'Health', 'Arts'],['Business']
9641,['Shopping', 'Business', 'Recreation', 'Arts'],['Business', 'Shopping']
43721,['Business', 'Computers', 'News', 'Society'],['Business']
43727,['Business', 'Shopping', 'Computers', 'Society'],['Business']
43729,['Business', 'Computers', 'Society', 'Shopping'],['Business', 'Computers']
9651,['Business', 'Arts', 'Computers', 'Reference'],['Business']
9660,['Business', 'Recreation', 'Shopping', 'Arts'],['Business']
9661,['Business', 'Shopping', 'Health', 'Recreation'],['Business']
43742,['Business', 'Home', 'Shopping', 'Society'],['Business']
9665,['Home', 'Business', 'Recreation', 'Shopping'],['Business']
43746,['Business', 'Society', 'Shopping', 'Computers'],['Business']
9670,['Business', 'Shopping', 'News', 'Computers'],['Business']
43760,['Business', 'Society', 'Shopping', 'Computers'],['Business']
9681,['Business', 'Computers', 'Arts', 'Society'],['Business']
43763,['Business', 'Shopping', 'Adult', 'Home'],['Business']
9687,['Games', 'Business', 'Computers', 'Shopping'],['Business']
9696,['Business', 'Recreation', 'Health', 'Arts'],['Business']
43779,['Shopping', 'Business', 'Home', 'Society'],['Computers']
9698,['Computers', 'Science', 'Business', 'Reference'],['Business']
9700,['Business', 'Society', 'Recreation', 'Sports'],['Business']
9701,['Business', 'Shopping', 'Computers', 'Recreation'],['Business']
43785,['Computers', 'Business', 'Society', 'Shopping'],['Computers']
43786,['Games', 'Business', 'Computers', 'Shopping'],['Computers']
43787,['Computers', 'Society', 'Reference', 'Science'],['Computers']
9704,['Business', 'Arts', 'Home', 'Computers'],['Business']
9707,['Business', 'Recreation', 'Health', 'Computers'],['Business']
43790,['Business', 'Arts', 'Society', 'Shopping'],['Computers']
9709,['Shopping', 'Business', 'Arts', 'Health'],['Business']
9712,['Recreation', 'Business', 'News', 'Science'],['Business']
43798,['Computers', 'Science', 'Business', 'Reference'],['Computers']
43808,['Business', 'Computers', 'Arts', 'Society'],['Computers']
9741,['Business', 'Home', 'Health', 'Recreation'],['Business']
43824,['Computers', 'Business', 'Recreation', 'Sports'],['Computers']
9744,['Business', 'Shopping', 'Recreation', 'Arts'],['Business']
43830,['Business', 'Shopping', 'Computers', 'Society'],['Computers']
43843,['Computers', 'Business', 'Society', 'Shopping'],['Computers']
43845,['Computers', 'Business', 'Society', 'Shopping'],['Computers']
9776,['Business', 'Science', 'Arts', 'Computers'],['Business']
43871,['Business', 'Computers', 'Arts', 'Society'],['Computers']
9794,['News', 'Business', 'Science', 'Arts'],['Business']
9796,['Business', 'Shopping', 'Computers', 'Reference'],['Business']
9800,['Shopping', 'Business', 'Society', 'Arts'],['Business']
43887,['Computers', 'Science', 'Society', 'Business'],['Computers']
43900,['Games', 'Sports', 'Business', 'Computers'],['Games']
9823,['Business', 'Shopping', 'Arts', 'Science'],['Business', 'Shopping']
43918,['Games', 'Business', 'Shopping', 'Computers'],['Games']
9836,['Business', 'Recreation', 'Science', 'Reference'],['Business']
9841,['Business', 'Computers', 'Shopping', 'Society'],['Business']
43924,['Sports', 'Business', 'Computers', 'Shopping'],['Games']
9844,['Science', 'Reference', 'Business', 'Society'],['Business']
43927,['Business', 'Computers', 'Games', 'Society'],['Games']
9858,['Business', 'Health', 'Home', 'Science'],['Business']
9860,['Business', 'Society', 'Home', 'Recreation'],['Business']
43943,['Games', 'Computers', 'Shopping', 'Business'],['Games']
43946,['Games', 'Shopping', 'Arts', 'Recreation'],['Games']
9866,['Business', 'Recreation', 'News', 'Computers'],['Business']
9869,['Business', 'Home', 'Shopping', 'Science'],['Business']
9870,['Arts', 'Science', 'News', 'Business'],['Business']
9873,['Business', 'Shopping', 'Recreation', 'Society'],['Business']
43961,['Shopping', 'Society', 'Games', 'Business'],['Games']
43970,['Games', 'Computers', 'News', 'Recreation'],['Games']
43972,['Games', 'Computers', 'Shopping', 'Home'],['Games']
43976,['Games', 'Shopping', 'Business', 'Society'],['Games']
43979,['Computers', 'Arts', 'Home', 'Shopping'],['Games']
9902,['Business', 'Society', 'Recreation', 'Home'],['Business']
43986,['Arts', 'Shopping', 'Computers', 'Society'],['Games']
43990,['Computers', 'Games', 'Shopping', 'Business'],['Games']
9908,['Business', 'Shopping', 'Computers', 'Recreation'],['Business']
43992,['Computers', 'Arts', 'Society', 'Business'],['Games', 'Computers']
43994,['Games', 'Sports', 'Business', 'Shopping'],['Games']
43995,['Business', 'Shopping', 'Computers', 'Society'],['Games']
9920,['Business', 'Shopping', 'Society', 'Computers'],['Business']
44009,['Health', 'Shopping', 'Business', 'Society'],['Health']
9928,['Business', 'Society', 'Home', 'Health'],['Business']
44015,['Computers', 'Business', 'Recreation', 'Sports'],['Health']
9938,['Business', 'Recreation', 'Arts', 'Science'],['Business']
9944,['Business', 'Home', 'Society', 'Sports'],['Business']
44027,['Business', 'Shopping', 'Recreation', 'Society'],['Science', 'Health']
44031,['Business', 'Health', 'Society', 'Shopping'],['Business', 'Shopping', 'Health']
44035,['Sports', 'Business', 'Society', 'Shopping'],['Health']
44036,['Health', 'Business', 'Science', 'Society'],['Health']
9956,['Business', 'Recreation', 'News', 'Society'],['Business']
44041,['Shopping', 'Business', 'Society', 'Computers'],['Health']
9959,['Business', 'Health', 'Computers', 'Science'],['Business']
44046,['Health', 'Business', 'Society', 'Sports'],['Health']
9966,['Business', 'Recreation', 'Reference', 'Computers'],['Business']
9967,['Recreation', 'Business', 'Computers', 'Arts'],['Business']
9974,['Business', 'Society', 'Shopping', 'Recreation'],['Business']
44061,['News', 'Society', 'Health', 'Arts'],['Health']
44064,['Health', 'Society', 'Business', 'Science'],['Health']
44066,['Home', 'Health', 'Shopping', 'Society'],['Health']
44067,['Health', 'Business', 'Society', 'Arts'],['Health']
44068,['Business', 'Arts', 'Computers', 'Society'],['Science', 'Health']
44069,['Health', 'Society', 'Business', 'Shopping'],['Health']
44073,['Computers', 'Business', 'Reference', 'Home'],['Health']
9990,['Business', 'Society', 'Recreation', 'Shopping'],['Business']
9997,['Business', 'Recreation', 'Arts', 'Reference'],['Business']
9998,['Health', 'Business', 'Society', 'Science'],['Business']
44082,['Health', 'Business', 'Sports', 'Shopping'],['Health']
44084,['Business', 'Shopping', 'Society', 'Recreation'],['Health']
10009,['Business', 'Shopping', 'Recreation', 'Arts'],['Business']
44093,['Society', 'Computers', 'Business', 'Health'],['Society', 'Health']
44096,['Health', 'Home', 'Society', 'Recreation'],['Health']
10020,['Business', 'Science', 'Society', 'Reference'],['Business']
10021,['Business', 'News', 'Recreation', 'Home'],['Business']
44104,['Business', 'Society', 'Shopping', 'Reference'],['Home', 'Society']
44107,['Home', 'Health', 'Business', 'Shopping'],['Home']
10026,['Business', 'Computers', 'Science', 'Society'],['Business']
44110,['Computers', 'Business', 'Home', 'Arts'],['Home']
10028,['Business', 'Computers', 'Shopping', 'Reference'],['Business']
10029,['Business', 'Shopping', 'Recreation', 'Arts'],['Business']
10031,['Business', 'Recreation', 'Home', 'Society'],['Business']
44118,['Arts', 'Home', 'Sports', 'Shopping'],['Home']
44120,['Home', 'Arts', 'Recreation', 'Shopping'],['Home']
10037,['Shopping', 'Business', 'Arts', 'Recreation'],['Business']
10042,['Computers', 'Business', 'News', 'Recreation'],['Business']
10055,['Business', 'Shopping', 'Computers', 'Sports'],['Business']
10059,['Society', 'Business', 'News', 'Recreation'],['Business']
10062,['Health', 'Recreation', 'Computers', 'Business'],['Business']
44149,['Society', 'Health', 'Home', 'Business'],['Home']
44152,['Business', 'Computers', 'Reference', 'Shopping'],['Home']
10071,['Business', 'Recreation', 'Home', 'Arts'],['Business']
10078,['Business', 'Home', 'Recreation', 'Computers'],['Business']
10079,['Business', 'Shopping', 'Recreation', 'Computers'],['Business']
44167,['Business', 'Health', 'Arts', 'Society'],['Home']
44168,['Home', 'Business', 'Shopping', 'Society'],['Home']
10086,['Business', 'Computers', 'Health', 'Recreation'],['Business']
44173,['Business', 'Society', 'Arts', 'Shopping'],['Home']
44176,['Home', 'Recreation', 'Society', 'Shopping'],['Home']
10099,['Business', 'Computers', 'Science', 'Games'],['Business']
10101,['Business', 'Reference', 'Society', 'Science'],['Business']
10107,['Business', 'Shopping', 'Recreation', 'Reference'],['Business']
44197,['Society', 'Home', 'Reference', 'Business'],['Business']
10117,['Computers', 'Business', 'Science', 'Recreation'],['Business']
44239,['Society', 'Business', 'Computers', 'Shopping'],['Society']
44240,['Computers', 'Business', 'Society', 'Shopping'],['Computers']
44247,['Arts', 'Society', 'Recreation', 'Home'],['Science']
44248,['Reference', 'Computers', 'Society', 'Business'],['Arts']
10133,['Business', 'Computers', 'Science', 'Shopping'],['Business']
44262,['Arts', 'News', 'Society', 'Business'],['News']
10140,['Business', 'Health', 'Science', 'Computers'],['Business']
10141,['Business', 'Home', 'Computers', 'Reference'],['Business']
44264,['Arts', 'News', 'Business', 'Shopping'],['News']
44272,['Shopping', 'News', 'Society', 'Business'],['News']
10150,['Business', 'Shopping', 'Reference', 'Society'],['Business']
10155,['Business', 'Computers', 'Health', 'Home'],['Business']
10158,['Computers', 'Recreation', 'Business', 'Arts'],['Business']
44282,['News', 'Sports', 'Society', 'Arts'],['News']
