49773, predicted: Recreation, actual: Business
47472, predicted: Arts, actual: Society
47474, predicted: News, actual: Society
47476, predicted: Games, actual: Society
47490, predicted: Arts, actual: Society
47507, predicted: Recreation, actual: Society
47517, predicted: Sports, actual: Society
47523, predicted: Arts, actual: Society
47529, predicted: Shopping, actual: Society
47559, predicted: Health, actual: Society
47618, predicted: Sports, actual: Society
47762, predicted: Kids, actual: Society
47770, predicted: Reference, actual: Society
47802, predicted: Reference, actual: Society
47818, predicted: Reference, actual: Society
47860, predicted: Recreation, actual: Society
47914, predicted: Sports, actual: Society
48037, predicted: News, actual: Society
48057, predicted: Business, actual: Society
48108, predicted: Arts, actual: Society
48199, predicted: Reference, actual: Society
48246, predicted: Shopping, actual: Society
48248, predicted: Shopping, actual: Society
52866, predicted: Shopping, actual: Society
47238, predicted: Shopping, actual: Society
47293, predicted: News, actual: Society
47311, predicted: Shopping, actual: Society
49552, predicted: Adult, actual: Society
49559, predicted: Arts, actual: Society
49600, predicted: Health, actual: Society
49619, predicted: Shopping, actual: Society
52830, predicted: Computers, actual: Society
52837, predicted: Shopping, actual: Society
52846, predicted: News, actual: Society
58235, predicted: Recreation, actual: Society
45409, predicted: Sports, actual: Society
45541, predicted: Arts, actual: Society
48323, predicted: Shopping, actual: Society
48366, predicted: Health, actual: Society
48432, predicted: Business, actual: Society
48440, predicted: Arts, actual: Society
48519, predicted: Health, actual: Society
48522, predicted: Sports, actual: Society
48532, predicted: Business, actual: Society
48664, predicted: Science, actual: Sports
48960, predicted: Arts, actual: Sports
49006, predicted: News, actual: Sports
49043, predicted: News, actual: Sports
52169, predicted: Shopping, actual: Sports
52374, predicted: Kids, actual: Sports
52564, predicted: Adult, actual: Sports
37350, predicted: Health, actual: Sports
38254, predicted: Computers, actual: Sports
38330, predicted: News, actual: Sports
38674, predicted: Regional, actual: Sports
39656, predicted: Arts, actual: Sports
39729, predicted: Home, actual: Sports
40260, predicted: Recreation, actual: Sports
40426, predicted: Health, actual: Sports
42036, predicted: Regional, actual: Sports
42583, predicted: Business, actual: Sports
42760, predicted: Regional, actual: Sports
42869, predicted: Recreation, actual: Sports
43122, predicted: Kids, actual: Sports
43142, predicted: Recreation, actual: Sports
43170, predicted: Kids, actual: Sports
44136, predicted: Shopping, actual: Sports
44173, predicted: Reference, actual: Sports
44203, predicted: Computers, actual: Sports
44413, predicted: Society, actual: Sports
44487, predicted: Computers, actual: Sports
44506, predicted: Society, actual: Sports
44539, predicted: Recreation, actual: Sports
45362, predicted: Society, actual: Sports
45528, predicted: Society, actual: Sports
45559, predicted: Health, actual: Sports
45615, predicted: Business, actual: Sports
45836, predicted: Society, actual: Sports
45884, predicted: Society, actual: Sports
45896, predicted: Recreation, actual: Sports
46127, predicted: Science, actual: Sports
46283, predicted: Regional, actual: Sports
46300, predicted: Society, actual: Sports
46319, predicted: Health, actual: Sports
46352, predicted: Kids, actual: Sports
46640, predicted: Games, actual: Sports
46725, predicted: News, actual: Sports
46745, predicted: Computers, actual: Sports
47100, predicted: Games, actual: Sports
47129, predicted: Adult, actual: Sports
47160, predicted: Games, actual: Sports
47223, predicted: Health, actual: Sports
47318, predicted: Society, actual: Sports
47319, predicted: Business, actual: Sports
47451, predicted: Kids, actual: Sports
47575, predicted: Recreation, actual: Sports
47686, predicted: Recreation, actual: Sports
47722, predicted: Society, actual: Sports
47731, predicted: Health, actual: Sports
47743, predicted: Society, actual: Sports
47747, predicted: Shopping, actual: Sports
47762, predicted: Recreation, actual: Sports
47770, predicted: Recreation, actual: Sports
47784, predicted: Shopping, actual: Sports
47860, predicted: Recreation, actual: Sports
47906, predicted: Society, actual: Sports
47916, predicted: Recreation, actual: Games
47963, predicted: Society, actual: Health
47984, predicted: Society, actual: Reference
48057, predicted: Business, actual: Adult
48111, predicted: Sports, actual: Adult
48248, predicted: Society, actual: Arts
49773, predicted: Home, actual: Arts
52866, predicted: Arts, actual: Regional
47238, predicted: Regional, actual: Computers
47293, predicted: Arts, actual: News
47365, predicted: Regional, actual: Arts
49559, predicted: News, actual: Arts
49564, predicted: Computers, actual: Arts
49574, predicted: Regional, actual: Business
49600, predicted: Regional, actual: Business
49619, predicted: Computers, actual: Business
49667, predicted: Shopping, actual: Business
49701, predicted: Business, actual: Computers
49714, predicted: Business, actual: Regional
52669, predicted: Regional, actual: Business
52707, predicted: Health, actual: Business
52733, predicted: Business, actual: Regional
52749, predicted: Business, actual: Regional
52789, predicted: Sports, actual: Business
52830, predicted: Arts, actual: Business
52837, predicted: Computers, actual: Regional
52846, predicted: Society, actual: Regional
52858, predicted: Reference, actual: Computers
58235, predicted: Arts, actual: Computers
45211, predicted: Business, actual: Computers
45541, predicted: Kids, actual: Games
45832, predicted: Kids, actual: Regional
45949, predicted: Kids, actual: Games
46041, predicted: Kids, actual: Games
46567, predicted: Health, actual: Shopping
46887, predicted: Shopping, actual: Health
46930, predicted: Society, actual: Health
47118, predicted: Society, actual: Health
48141, predicted: Computers, actual: Kids
48168, predicted: Kids, actual: Computers
48187, predicted: Computers, actual: Regional
48208, predicted: Computers, actual: Regional
48223, predicted: Shopping, actual: Business
48252, predicted: Computers, actual: Shopping
48267, predicted: Games, actual: Society
48282, predicted: Shopping, actual: Society
48323, predicted: Arts, actual: Society
48330, predicted: Health, actual: Society
48366, predicted: Reference, actual: Society
48440, predicted: Reference, actual: Society
48506, predicted: Health, actual: Adult
48507, predicted: Computers, actual: Adult
48522, predicted: Kids, actual: Adult
48597, predicted: Computers, actual: Adult
48613, predicted: Recreation, actual: Adult
48657, predicted: Recreation, actual: Adult
48717, predicted: Kids, actual: Arts
48731, predicted: Arts, actual: Kids
48772, predicted: Sports, actual: Arts
48792, predicted: Arts, actual: Kids
48960, predicted: Shopping, actual: Arts
49006, predicted: Shopping, actual: Arts
49151, predicted: Shopping, actual: Arts
49260, predicted: Arts, actual: Computers
49358, predicted: Computers, actual: Games
49362, predicted: Health, actual: Games
49390, predicted: Shopping, actual: Games
49422, predicted: Recreation, actual: Games
49444, predicted: Science, actual: Games
49490, predicted: Computers, actual: Games
49545, predicted: Society, actual: Health
51543, predicted: Games, actual: Health
51647, predicted: Adult, actual: Health
51691, predicted: Society, actual: Health
51795, predicted: Computers, actual: Health
51828, predicted: News, actual: Health
51829, predicted: Games, actual: Health
51923, predicted: Computers, actual: Health
51947, predicted: Home, actual: Health
52060, predicted: Recreation, actual: Health
52069, predicted: Science, actual: Home
52125, predicted: Society, actual: Kids
52250, predicted: Kids, actual: Society
52280, predicted: Kids, actual: Society
52334, predicted: Health, actual: News
52337, predicted: Kids, actual: News
52405, predicted: Recreation, actual: News
52414, predicted: Arts, actual: News
52427, predicted: Society, actual: News
52449, predicted: Sports, actual: Recreation
52514, predicted: Health, actual: Recreation
52580, predicted: Recreation, actual: Regional
52593, predicted: Regional, actual: Recreation
37132, predicted: Society, actual: News
38405, predicted: Business, actual: Shopping
38674, predicted: Home, actual: Society
39656, predicted: Kids, actual: Sports
43681, predicted: Society, actual: Adult
43780, predicted: Recreation, actual: Adult
43909, predicted: Society, actual: Arts
43935, predicted: Society, actual: Arts
44144, predicted: Society, actual: Arts
44145, predicted: Health, actual: Arts
44161, predicted: Home, actual: Arts
44171, predicted: Society, actual: Arts
44175, predicted: Computers, actual: Arts
44340, predicted: Games, actual: Arts
44407, predicted: Recreation, actual: Arts
44487, predicted: Business, actual: Arts
44556, predicted: Shopping, actual: Arts
44591, predicted: Society, actual: Arts
44598, predicted: Kids, actual: Arts
44681, predicted: Society, actual: Arts
45219, predicted: Reference, actual: Arts
45250, predicted: Society, actual: Arts
45362, predicted: Business, actual: Arts
45389, predicted: Society, actual: Arts
45403, predicted: Society, actual: Arts
45548, predicted: Business, actual: Arts
45615, predicted: Computers, actual: Arts
45647, predicted: Recreation, actual: Arts
45835, predicted: Arts, actual: Games
45987, predicted: Kids, actual: Arts
45998, predicted: Reference, actual: Arts
46077, predicted: Kids, actual: Arts
46101, predicted: Society, actual: Reference
46407, predicted: Computers, actual: Arts
46500, predicted: Computers, actual: Arts
46544, predicted: Computers, actual: Arts
46620, predicted: Shopping, actual: Arts
46725, predicted: Kids, actual: Arts
46839, predicted: Society, actual: Arts
46847, predicted: Science, actual: Arts
46918, predicted: Society, actual: Arts
46924, predicted: Computers, actual: Arts
47035, predicted: Computers, actual: Arts
47055, predicted: Computers, actual: Arts
47502, predicted: Society, actual: Arts
47575, predicted: Shopping, actual: Arts
47664, predicted: Reference, actual: Arts
47678, predicted: News, actual: Arts
47749, predicted: Regional, actual: Arts
47762, predicted: Home, actual: Arts
47773, predicted: Business, actual: Arts
47786, predicted: Computers, actual: Arts
47802, predicted: Society, actual: Arts
47891, predicted: Adult, actual: Society
47906, predicted: Arts, actual: Adult
47914, predicted: Home, actual: Adult
47965, predicted: Kids, actual: Regional
47984, predicted: Home, actual: Arts
48029, predicted: Business, actual: News
48037, predicted: Regional, actual: News
48050, predicted: Business, actual: Arts
48108, predicted: News, actual: Arts
48111, predicted: Arts, actual: Kids
48120, predicted: Sports, actual: Regional
48128, predicted: Regional, actual: Business
48194, predicted: Kids, actual: Arts
48199, predicted: Computers, actual: Kids
48248, predicted: Science, actual: Society
47238, predicted: Reference, actual: Arts
47293, predicted: Regional, actual: News
47311, predicted: Home, actual: Regional
47365, predicted: Business, actual: Home
47459, predicted: Business, actual: Regional
47549, predicted: Health, actual: Business
49564, predicted: Regional, actual: Business
49568, predicted: Computers, actual: Business
49574, predicted: Home, actual: Business
49600, predicted: Business, actual: Regional
49619, predicted: Regional, actual: Business
49667, predicted: Computers, actual: Business
49697, predicted: Recreation, actual: Regional
49701, predicted: Business, actual: Sports
49714, predicted: News, actual: Computers
52683, predicted: Reference, actual: Computers
52720, predicted: Shopping, actual: Computers
52729, predicted: News, actual: Games
52733, predicted: Kids, actual: Games
52780, predicted: Games, actual: Kids
52789, predicted: Games, actual: Sports
52837, predicted: Computers, actual: Games
52846, predicted: Kids, actual: Games
52858, predicted: Computers, actual: Games
45409, predicted: Sports, actual: Games
45949, predicted: Arts, actual: Health
45951, predicted: Health, actual: Science
46041, predicted: Shopping, actual: Health
46567, predicted: Computers, actual: Health
46930, predicted: Society, actual: Health
47118, predicted: Reference, actual: Health
48168, predicted: Home, actual: Society
48187, predicted: Home, actual: Regional
48208, predicted: Home, actual: Recreation
48223, predicted: Home, actual: Computers
48234, predicted: Business, actual: Home
48252, predicted: Computers, actual: Home
48330, predicted: Recreation, actual: Home
48432, predicted: Home, actual: Recreation
48440, predicted: Home, actual: Recreation
48473, predicted: Business, actual: Home
48506, predicted: Society, actual: Home
48507, predicted: Health, actual: Home
48519, predicted: Business, actual: Home
48522, predicted: Science, actual: Kids
48532, predicted: Regional, actual: Kids
48536, predicted: Science, actual: Kids
48557, predicted: Kids, actual: Computers
48566, predicted: Shopping, actual: Kids
48585, predicted: Science, actual: Kids
48589, predicted: Reference, actual: Recreation
48591, predicted: Kids, actual: Recreation
48597, predicted: Kids, actual: Reference
48630, predicted: Computers, actual: Kids
48657, predicted: Kids, actual: Society
48664, predicted: News, actual: Kids
48717, predicted: Kids, actual: Society
48724, predicted: Kids, actual: Society
48731, predicted: Regional, actual: News
48753, predicted: Regional, actual: News
48772, predicted: Sports, actual: News
48789, predicted: Regional, actual: News
48792, predicted: Society, actual: News
48851, predicted: Computers, actual: News
48871, predicted: News, actual: Regional
48872, predicted: Regional, actual: News
48877, predicted: Computers, actual: News
48915, predicted: Regional, actual: News
48960, predicted: Business, actual: News
49006, predicted: Games, actual: Home
49022, predicted: Society, actual: News
49024, predicted: Society, actual: News
49037, predicted: Society, actual: News
49075, predicted: News, actual: Society
49091, predicted: Society, actual: News
49151, predicted: Games, actual: Recreation
49213, predicted: Society, actual: Recreation
49229, predicted: Regional, actual: Recreation
49253, predicted: Kids, actual: Recreation
49260, predicted: Society, actual: Recreation
49271, predicted: Shopping, actual: Recreation
49358, predicted: Science, actual: Reference
49368, predicted: Science, actual: Reference
49390, predicted: Society, actual: Reference
49408, predicted: Reference, actual: Computers
49490, predicted: Society, actual: Reference
49515, predicted: Home, actual: Reference
49545, predicted: Reference, actual: Business
51543, predicted: Kids, actual: Reference
51555, predicted: Home, actual: Reference
51647, predicted: Computers, actual: Reference
51665, predicted: Arts, actual: Reference
51691, predicted: Computers, actual: Reference
51694, predicted: Regional, actual: Shopping
51795, predicted: Shopping, actual: Regional
51828, predicted: Sports, actual: Shopping
51923, predicted: Society, actual: Science
51947, predicted: Reference, actual: Science
51959, predicted: Science, actual: Reference
52060, predicted: Computers, actual: Business
52069, predicted: Health, actual: Science
52147, predicted: Reference, actual: Science
52169, predicted: Business, actual: Shopping
52250, predicted: Computers, actual: Shopping
52280, predicted: Arts, actual: Shopping
52334, predicted: News, actual: Shopping
52405, predicted: Arts, actual: Shopping
52534, predicted: Business, actual: Shopping
52564, predicted: Business, actual: Shopping
52580, predicted: Shopping, actual: Business
52650, predicted: Health, actual: Society
4053, predicted: Reference, actual: Society
37132, predicted: Health, actual: Society
37290, predicted: Society, actual: Regional
37301, predicted: Regional, actual: Society
37350, predicted: Society, actual: Regional
37517, predicted: Computers, actual: Society
37932, predicted: Shopping, actual: Society
38436, predicted: Regional, actual: Sports
38466, predicted: Regional, actual: Sports
38674, predicted: Arts, actual: Sports
38868, predicted: Arts, actual: Sports
40426, predicted: Sports, actual: News
40472, predicted: Arts, actual: Adult
40625, predicted: Shopping, actual: Adult
40765, predicted: Computers, actual: Adult
40792, predicted: Society, actual: Adult
41219, predicted: Arts, actual: Adult
42553, predicted: Games, actual: Adult
42583, predicted: Arts, actual: Adult
42657, predicted: Games, actual: Adult
43122, predicted: Kids, actual: Adult
43142, predicted: Society, actual: Adult
43692, predicted: Health, actual: Adult
44085, predicted: Society, actual: Adult
44105, predicted: Recreation, actual: Adult
44106, predicted: Arts, actual: Adult
44146, predicted: Arts, actual: Adult
44175, predicted: Recreation, actual: Adult
44184, predicted: Business, actual: Adult
44190, predicted: Recreation, actual: Adult
44244, predicted: Shopping, actual: Adult
44290, predicted: Business, actual: Adult
44316, predicted: Shopping, actual: Adult
44327, predicted: Arts, actual: Adult
44331, predicted: Health, actual: Adult
44339, predicted: Arts, actual: Adult
44340, predicted: Recreation, actual: Adult
44376, predicted: Society, actual: Science
44401, predicted: Arts, actual: Adult
44434, predicted: Kids, actual: Arts
44455, predicted: Kids, actual: Arts
44457, predicted: Computers, actual: Arts
44487, predicted: Kids, actual: Arts
44506, predicted: Kids, actual: Arts
44553, predicted: Recreation, actual: Arts
44558, predicted: Computers, actual: Arts
44561, predicted: Computers, actual: Arts
44583, predicted: Reference, actual: Arts
44591, predicted: Games, actual: Arts
44598, predicted: Shopping, actual: Arts
44632, predicted: Computers, actual: Arts
44681, predicted: Kids, actual: Arts
44725, predicted: Arts, actual: Reference
44789, predicted: Society, actual: Arts
44835, predicted: Reference, actual: Arts
44838, predicted: Reference, actual: Arts
45148, predicted: Arts, actual: Kids
45181, predicted: News, actual: Arts
45219, predicted: Computers, actual: Arts
45351, predicted: Games, actual: Arts
45528, predicted: Shopping, actual: Arts
45615, predicted: Society, actual: Arts
45668, predicted: Kids, actual: Arts
45680, predicted: Arts, actual: Kids
45704, predicted: Business, actual: Arts
45836, predicted: Business, actual: Arts
45896, predicted: Reference, actual: Arts
45902, predicted: Games, actual: Arts
45935, predicted: Kids, actual: Arts
45998, predicted: Business, actual: Arts
46057, predicted: Shopping, actual: Arts
46071, predicted: Shopping, actual: Arts
46073, predicted: Recreation, actual: Arts
46077, predicted: Recreation, actual: Arts
46100, predicted: Shopping, actual: Arts
46101, predicted: Adult, actual: Arts
46127, predicted: Arts, actual: Science
46171, predicted: Kids, actual: Arts
46191, predicted: Business, actual: Arts
46203, predicted: Reference, actual: Arts
46264, predicted: Computers, actual: Arts
46300, predicted: Reference, actual: Arts
46319, predicted: Recreation, actual: Arts
46327, predicted: Recreation, actual: Arts
46352, predicted: Society, actual: Arts
46358, predicted: Science, actual: Arts
46376, predicted: Games, actual: Arts
46439, predicted: Computers, actual: Arts
46451, predicted: Science, actual: Arts
46500, predicted: Regional, actual: Arts
46507, predicted: Computers, actual: Arts
46549, predicted: Computers, actual: Arts
46566, predicted: Science, actual: Arts
46590, predicted: Games, actual: Arts
46640, predicted: Health, actual: Arts
46725, predicted: Kids, actual: Arts
46745, predicted: Recreation, actual: Arts
46754, predicted: Computers, actual: Arts
46764, predicted: Recreation, actual: Arts
46765, predicted: News, actual: Arts
46778, predicted: Computers, actual: Arts
46796, predicted: News, actual: Arts
46849, predicted: Society, actual: Arts
46877, predicted: Games, actual: Arts
46894, predicted: Kids, actual: Arts
46979, predicted: News, actual: Arts
47035, predicted: Business, actual: Arts
47047, predicted: Arts, actual: News
47055, predicted: Recreation, actual: Arts
47092, predicted: Health, actual: Arts
47100, predicted: Society, actual: Arts
47129, predicted: Recreation, actual: Arts
47160, predicted: Kids, actual: Arts
47213, predicted: Reference, actual: Arts
47361, predicted: Kids, actual: Arts
47367, predicted: Society, actual: Arts
47441, predicted: Computers, actual: Arts
47446, predicted: Computers, actual: Arts
47472, predicted: Computers, actual: Arts
47474, predicted: Society, actual: Arts
47476, predicted: Kids, actual: Arts
47490, predicted: Shopping, actual: Arts
47507, predicted: Shopping, actual: Arts
47517, predicted: Computers, actual: Arts
47523, predicted: Kids, actual: Arts
47529, predicted: Recreation, actual: Arts
47559, predicted: Arts, actual: Reference
47575, predicted: Computers, actual: Arts
47592, predicted: Computers, actual: Arts
47678, predicted: Reference, actual: Arts
47686, predicted: Society, actual: Arts
47722, predicted: Computers, actual: Arts
47818, predicted: Kids, actual: Arts
47914, predicted: Kids, actual: Arts
48029, predicted: Shopping, actual: Arts
48057, predicted: Arts, actual: Kids
48081, predicted: Society, actual: Arts
48111, predicted: Recreation, actual: Arts
48199, predicted: Recreation, actual: Arts
47238, predicted: News, actual: Arts
47311, predicted: Society, actual: Arts
47365, predicted: Health, actual: Arts
47549, predicted: News, actual: Arts
49559, predicted: Sports, actual: Arts
49568, predicted: Recreation, actual: Arts
49667, predicted: News, actual: Arts
49740, predicted: News, actual: Arts
52669, predicted: Computers, actual: Arts
52683, predicted: Regional, actual: Arts
52707, predicted: Business, actual: Arts
52720, predicted: Shopping, actual: Arts
52729, predicted: Shopping, actual: Arts
52733, predicted: Recreation, actual: Arts
52749, predicted: Reference, actual: Arts
52789, predicted: Arts, actual: Reference
52837, predicted: Business, actual: Arts
45211, predicted: Computers, actual: Arts
45409, predicted: Sports, actual: Arts
45627, predicted: Society, actual: Recreation
45832, predicted: Arts, actual: Kids
45949, predicted: Computers, actual: Arts
46041, predicted: Regional, actual: Arts
46320, predicted: Kids, actual: Arts
46567, predicted: Arts, actual: News
46930, predicted: Home, actual: Business
47118, predicted: Society, actual: Business
48141, predicted: Society, actual: Business
48208, predicted: Science, actual: Business
48330, predicted: Home, actual: Business
48368, predicted: Science, actual: Business
48522, predicted: Computers, actual: Business
48566, predicted: Science, actual: Business
48585, predicted: Science, actual: Business
48589, predicted: Recreation, actual: Business
48724, predicted: News, actual: Business
48772, predicted: Business, actual: Shopping
48792, predicted: Society, actual: Business
48851, predicted: Science, actual: Business
48871, predicted: Recreation, actual: Business
48877, predicted: Games, actual: Business
48915, predicted: Shopping, actual: Business
49006, predicted: Recreation, actual: Business
49037, predicted: Shopping, actual: Business
49043, predicted: Shopping, actual: Business
49091, predicted: Recreation, actual: Business
49151, predicted: Shopping, actual: Business
49229, predicted: Recreation, actual: Business
49230, predicted: Shopping, actual: Business
49253, predicted: Recreation, actual: Business
49358, predicted: Science, actual: Business
49362, predicted: Health, actual: Business
49390, predicted: Health, actual: Business
49422, predicted: Health, actual: Business
49444, predicted: Home, actual: Business
49490, predicted: Science, actual: Business
49515, predicted: Health, actual: Business
51543, predicted: Computers, actual: Business
51555, predicted: Shopping, actual: Business
51614, predicted: Computers, actual: Business
51691, predicted: Computers, actual: Business
51694, predicted: Shopping, actual: Business
51699, predicted: Arts, actual: Business
51743, predicted: Shopping, actual: Business
51795, predicted: Science, actual: Business
51828, predicted: Shopping, actual: Business
51923, predicted: Arts, actual: Business
52069, predicted: Society, actual: Business
52534, predicted: Arts, actual: Business
52564, predicted: Recreation, actual: Business
52580, predicted: Shopping, actual: Business
52650, predicted: Computers, actual: Business
4053, predicted: Arts, actual: Business
38254, predicted: Shopping, actual: Business
38304, predicted: Shopping, actual: Business
38330, predicted: Shopping, actual: Business
38496, predicted: Recreation, actual: Business
39656, predicted: Kids, actual: Business
39729, predicted: Society, actual: Business
40260, predicted: Reference, actual: Business
40426, predicted: Computers, actual: Business
40724, predicted: Computers, actual: Business
41219, predicted: Computers, actual: Business
41486, predicted: Business, actual: Recreation
42195, predicted: Games, actual: Business
42553, predicted: Science, actual: Business
42657, predicted: Reference, actual: Business
42707, predicted: Reference, actual: Business
42811, predicted: Society, actual: Business
42869, predicted: Health, actual: Business
43122, predicted: Computers, actual: Business
43142, predicted: Science, actual: Business
43170, predicted: Computers, actual: Business
43400, predicted: Shopping, actual: Business
43692, predicted: Business, actual: Science
43729, predicted: Science, actual: Business
43909, predicted: Health, actual: Business
43935, predicted: Society, actual: Business
44037, predicted: Science, actual: Business
44105, predicted: Business, actual: Science
44131, predicted: Society, actual: Business
44146, predicted: Kids, actual: Business
44161, predicted: News, actual: Business
44171, predicted: Society, actual: Business
44244, predicted: Reference, actual: Business
44273, predicted: Health, actual: Business
44290, predicted: Business, actual: Regional
44297, predicted: Sports, actual: Regional
44302, predicted: Games, actual: Kids
44318, predicted: Science, actual: Business
44327, predicted: News, actual: Business
44331, predicted: Business, actual: Home
44376, predicted: Computers, actual: Business
44378, predicted: Recreation, actual: Business
44401, predicted: Society, actual: Business
44407, predicted: Society, actual: Science
44434, predicted: Health, actual: Business
44441, predicted: Health, actual: Business
44454, predicted: Health, actual: Business
44455, predicted: Health, actual: Business
44457, predicted: Computers, actual: Business
44463, predicted: Health, actual: Business
44496, predicted: Health, actual: Business
44499, predicted: Business, actual: Society
44506, predicted: Science, actual: Business
44553, predicted: Health, actual: Business
44556, predicted: Kids, actual: Business
44583, predicted: Regional, actual: Business
44639, predicted: Home, actual: Business
44681, predicted: Shopping, actual: Business
44784, predicted: Games, actual: Business
44835, predicted: Arts, actual: Business
44838, predicted: Society, actual: Home
44875, predicted: Health, actual: Business
45219, predicted: Science, actual: Business
45250, predicted: Shopping, actual: Business
45351, predicted: Society, actual: Business
45362, predicted: Society, actual: Science
45389, predicted: Business, actual: Computers
45403, predicted: Shopping, actual: Business
45413, predicted: Shopping, actual: Business
45758, predicted: Science, actual: Business
45836, predicted: News, actual: Business
45987, predicted: Business, actual: Home
45998, predicted: Computers, actual: Business
46057, predicted: Business, actual: Society
46071, predicted: Business, actual: Regional
46073, predicted: News, actual: Business
46127, predicted: Computers, actual: Business
46203, predicted: Games, actual: Business
46217, predicted: Reference, actual: Business
46319, predicted: Science, actual: Business
46327, predicted: Computers, actual: Business
46407, predicted: Science, actual: Business
46423, predicted: News, actual: Business
46439, predicted: Home, actual: Business
46451, predicted: Computers, actual: Business
46463, predicted: Shopping, actual: Business
46506, predicted: Health, actual: Business
46507, predicted: Home, actual: Business
46549, predicted: Adult, actual: Business
46587, predicted: Business, actual: Recreation
46590, predicted: Shopping, actual: Recreation
46620, predicted: Society, actual: Recreation
46640, predicted: Reference, actual: Recreation
46691, predicted: Science, actual: Recreation
46715, predicted: Arts, actual: Recreation
46764, predicted: Health, actual: Business
46778, predicted: Health, actual: Business
46790, predicted: Science, actual: Business
46877, predicted: Computers, actual: Business
46898, predicted: Health, actual: Business
46934, predicted: Recreation, actual: Business
46979, predicted: Society, actual: Business
46988, predicted: News, actual: Business
47047, predicted: News, actual: Business
47055, predicted: Business, actual: Science
47092, predicted: Computers, actual: Business
47093, predicted: Computers, actual: Business
47100, predicted: Health, actual: Business
47129, predicted: Shopping, actual: Business
47248, predicted: Games, actual: Business
47318, predicted: Shopping, actual: Business
47375, predicted: Society, actual: Business
47385, predicted: Society, actual: Business
47392, predicted: Home, actual: Business
47397, predicted: Reference, actual: Business
47407, predicted: Reference, actual: Business
47435, predicted: Recreation, actual: Business
47446, predicted: Arts, actual: Business
47451, predicted: Business, actual: News
47474, predicted: Reference, actual: Business
47476, predicted: Computers, actual: Business
47490, predicted: Society, actual: Business
47530, predicted: Sports, actual: Business
47618, predicted: Science, actual: Business
47636, predicted: Games, actual: Business
47664, predicted: Society, actual: Business
47743, predicted: Games, actual: Business
47762, predicted: Health, actual: Business
47770, predicted: Health, actual: Business
47780, predicted: Shopping, actual: Business
47784, predicted: Games, actual: Business
47885, predicted: News, actual: Business
47912, predicted: Computers, actual: Business
47963, predicted: News, actual: Business
48081, predicted: Regional, actual: Business
48108, predicted: Computers, actual: Business
48111, predicted: Home, actual: Business
48194, predicted: Computers, actual: Business
48246, predicted: News, actual: Business
49773, predicted: Computers, actual: Business
47549, predicted: Shopping, actual: Business
49552, predicted: Computers, actual: Business
49559, predicted: Shopping, actual: Business
49564, predicted: Recreation, actual: Business
49587, predicted: Recreation, actual: Business
49697, predicted: Adult, actual: Business
49714, predicted: Shopping, actual: Business
52669, predicted: Shopping, actual: Business
52683, predicted: Arts, actual: Computers
52707, predicted: Science, actual: Computers
52733, predicted: Science, actual: Computers
52749, predicted: Recreation, actual: Computers
52789, predicted: Science, actual: Computers
52830, predicted: Health, actual: Computers
52846, predicted: Business, actual: Computers
46041, predicted: Society, actual: Computers
46221, predicted: Games, actual: Computers
46320, predicted: Science, actual: Computers
46887, predicted: Business, actual: Computers
46930, predicted: Business, actual: Computers
48223, predicted: Science, actual: Computers
48234, predicted: Arts, actual: Computers
48267, predicted: Science, actual: Computers
48282, predicted: Games, actual: Computers
48323, predicted: Business, actual: Computers
48368, predicted: Reference, actual: Computers
48432, predicted: Business, actual: Computers
48440, predicted: Arts, actual: Computers
48506, predicted: Business, actual: Computers
48507, predicted: Business, actual: Computers
48536, predicted: Science, actual: Computers
48585, predicted: Science, actual: Computers
48589, predicted: Science, actual: Computers
48591, predicted: Reference, actual: Computers
48597, predicted: Computers, actual: Science
48613, predicted: Business, actual: Computers
48630, predicted: Business, actual: Computers
48717, predicted: Kids, actual: Computers
48724, predicted: Home, actual: Computers
48753, predicted: Business, actual: Computers
48877, predicted: Business, actual: Computers
49021, predicted: Health, actual: Computers
49024, predicted: Home, actual: Computers
49037, predicted: Science, actual: Computers
49151, predicted: Business, actual: Computers
49229, predicted: Shopping, actual: Computers
49358, predicted: Reference, actual: Computers
49362, predicted: Health, actual: Computers
49368, predicted: Science, actual: Computers
49408, predicted: Business, actual: Computers
49490, predicted: Sports, actual: Computers
51543, predicted: Business, actual: Computers
51555, predicted: Recreation, actual: Computers
51647, predicted: Business, actual: Computers
51665, predicted: Adult, actual: Computers
51829, predicted: Regional, actual: Computers
51959, predicted: Kids, actual: Computers
52060, predicted: Kids, actual: Computers
52069, predicted: Arts, actual: Computers
52125, predicted: Kids, actual: Computers
52147, predicted: Health, actual: Computers
52169, predicted: Recreation, actual: Computers
52280, predicted: Recreation, actual: Computers
52414, predicted: Recreation, actual: Computers
52449, predicted: Recreation, actual: Computers
52457, predicted: Arts, actual: Computers
52534, predicted: Business, actual: Computers
52593, predicted: Business, actual: Computers
52650, predicted: Recreation, actual: Computers
37132, predicted: Business, actual: Computers
37350, predicted: Science, actual: Computers
37517, predicted: Home, actual: Computers
37919, predicted: Business, actual: Computers
37932, predicted: Computers, actual: Science
38254, predicted: Sports, actual: Computers
38330, predicted: Shopping, actual: Computers
38405, predicted: Arts, actual: Computers
38436, predicted: Science, actual: Computers
38447, predicted: Society, actual: Health
38466, predicted: Health, actual: Computers
38496, predicted: Business, actual: Computers
38674, predicted: Reference, actual: Computers
