47238, predicted: Society, actual: Arts
44171, predicted: Business, actual: Science
44173, predicted: Business, actual: Science
44175, predicted: Business, actual: Science
44184, predicted: Society, actual: Science
44190, predicted: Business, actual: Science
44203, predicted: Arts, actual: Science
44244, predicted: Recreation, actual: Shopping
44250, predicted: Health, actual: Shopping
44273, predicted: Business, actual: Shopping
44290, predicted: Recreation, actual: Shopping
44297, predicted: Reference, actual: Shopping
44302, predicted: Arts, actual: Shopping
44315, predicted: Home, actual: Shopping
44316, predicted: Health, actual: Shopping
44327, predicted: Recreation, actual: Shopping
44331, predicted: Arts, actual: Shopping
44340, predicted: Reference, actual: Shopping
44378, predicted: Business, actual: Shopping
44399, predicted: Business, actual: Shopping
44401, predicted: Recreation, actual: Shopping
44413, predicted: Sports, actual: Shopping
44441, predicted: Recreation, actual: Shopping
44487, predicted: Health, actual: Shopping
44496, predicted: Society, actual: Shopping
44499, predicted: Computers, actual: Shopping
44539, predicted: Business, actual: Shopping
44556, predicted: Recreation, actual: Shopping
44558, predicted: Home, actual: Shopping
44583, predicted: Home, actual: Shopping
44598, predicted: Recreation, actual: Shopping
44639, predicted: Business, actual: Shopping
44681, predicted: Arts, actual: Shopping
44725, predicted: Recreation, actual: Shopping
44784, predicted: Home, actual: Shopping
44785, predicted: Recreation, actual: Shopping
44789, predicted: Games, actual: Shopping
44807, predicted: Computers, actual: Shopping
44835, predicted: Reference, actual: Shopping
44838, predicted: Recreation, actual: Shopping
44875, predicted: Science, actual: Shopping
44934, predicted: Kids, actual: Shopping
44990, predicted: Arts, actual: Shopping
45081, predicted: Business, actual: Shopping
45219, predicted: Arts, actual: Shopping
45222, predicted: Arts, actual: Shopping
45250, predicted: Business, actual: Shopping
45559, predicted: Arts, actual: Shopping
45615, predicted: Society, actual: Shopping
45704, predicted: Society, actual: Shopping
45758, predicted: Science, actual: Shopping
45830, predicted: Sports, actual: Shopping
45892, predicted: Recreation, actual: Shopping
45899, predicted: Recreation, actual: Shopping
45926, predicted: Society, actual: Shopping
45987, predicted: Business, actual: Shopping
45998, predicted: Arts, actual: Shopping
46071, predicted: Arts, actual: Shopping
46100, predicted: Recreation, actual: Shopping
46101, predicted: Society, actual: Shopping
46264, predicted: Home, actual: Shopping
46283, predicted: Society, actual: Shopping
46300, predicted: Business, actual: Shopping
46352, predicted: Computers, actual: Shopping
46407, predicted: Society, actual: Shopping
46419, predicted: Business, actual: Shopping
46500, predicted: Recreation, actual: Shopping
46506, predicted: Science, actual: Shopping
46507, predicted: Regional, actual: Shopping
46566, predicted: Adult, actual: Shopping
46590, predicted: Computers, actual: Shopping
46640, predicted: Society, actual: Shopping
46774, predicted: Recreation, actual: Shopping
46790, predicted: Society, actual: Shopping
46815, predicted: Business, actual: Shopping
46849, predicted: Society, actual: Shopping
46877, predicted: Computers, actual: Shopping
46911, predicted: Society, actual: Shopping
47047, predicted: Business, actual: Shopping
47077, predicted: Health, actual: Shopping
47092, predicted: Science, actual: Shopping
47100, predicted: Sports, actual: Shopping
47223, predicted: Recreation, actual: Shopping
47297, predicted: Sports, actual: Shopping
47385, predicted: Business, actual: Shopping
47407, predicted: Business, actual: Shopping
47435, predicted: Recreation, actual: Shopping
47451, predicted: Business, actual: Shopping
47472, predicted: Health, actual: Shopping
47517, predicted: Health, actual: Shopping
47523, predicted: Society, actual: Shopping
47559, predicted: Computers, actual: Shopping
47618, predicted: Society, actual: Shopping
47636, predicted: Society, actual: Shopping
47722, predicted: Computers, actual: Shopping
47747, predicted: Arts, actual: Shopping
47749, predicted: Adult, actual: Shopping
47773, predicted: Society, actual: Shopping
47780, predicted: Business, actual: Shopping
47825, predicted: Business, actual: Shopping
47860, predicted: Business, actual: Shopping
47885, predicted: Society, actual: Shopping
47916, predicted: Science, actual: Shopping
47965, predicted: Business, actual: Shopping
48029, predicted: Society, actual: Shopping
48050, predicted: Science, actual: Shopping
48081, predicted: Arts, actual: Shopping
48194, predicted: Shopping, actual: Society
52866, predicted: Home, actual: Shopping
49552, predicted: Reference, actual: Shopping
49564, predicted: News, actual: Shopping
49568, predicted: Society, actual: Shopping
49600, predicted: Society, actual: Shopping
52669, predicted: Business, actual: Shopping
52683, predicted: Computers, actual: Shopping
52707, predicted: Home, actual: Shopping
52733, predicted: Arts, actual: Shopping
52780, predicted: Society, actual: Shopping
52846, predicted: Health, actual: Shopping
45541, predicted: Business, actual: Shopping
45627, predicted: Business, actual: Shopping
48141, predicted: Society, actual: Shopping
48330, predicted: Recreation, actual: Shopping
48366, predicted: Society, actual: Shopping
48368, predicted: Recreation, actual: Shopping
48432, predicted: Arts, actual: Shopping
48445, predicted: Business, actual: Shopping
48473, predicted: Games, actual: Shopping
48506, predicted: Computers, actual: Shopping
48519, predicted: Computers, actual: Shopping
48557, predicted: Games, actual: Shopping
48589, predicted: Society, actual: Shopping
48591, predicted: Reference, actual: Shopping
48613, predicted: Kids, actual: Shopping
48630, predicted: Health, actual: Shopping
48664, predicted: Sports, actual: Shopping
48724, predicted: Society, actual: Shopping
48731, predicted: Society, actual: Shopping
48772, predicted: Society, actual: Shopping
48789, predicted: Arts, actual: Shopping
48792, predicted: Society, actual: Shopping
48872, predicted: Arts, actual: Shopping
48960, predicted: Arts, actual: Shopping
49037, predicted: Business, actual: Shopping
49043, predicted: Society, actual: Shopping
49128, predicted: Arts, actual: Shopping
49151, predicted: Society, actual: Shopping
49213, predicted: Sports, actual: Shopping
49229, predicted: Business, actual: Shopping
49253, predicted: Sports, actual: Shopping
49368, predicted: Society, actual: Shopping
49390, predicted: Recreation, actual: Shopping
49422, predicted: Sports, actual: Shopping
49435, predicted: Business, actual: Shopping
49490, predicted: Society, actual: Shopping
51555, predicted: Society, actual: Shopping
51590, predicted: Computers, actual: Shopping
51614, predicted: Arts, actual: Shopping
52125, predicted: Business, actual: Shopping
52147, predicted: Business, actual: Shopping
52169, predicted: Business, actual: Shopping
52374, predicted: Computers, actual: Shopping
52405, predicted: Home, actual: Shopping
52414, predicted: Games, actual: Shopping
52427, predicted: Sports, actual: Shopping
52580, predicted: Sports, actual: Shopping
52593, predicted: Recreation, actual: Shopping
52650, predicted: Society, actual: Shopping
37919, predicted: Games, actual: Shopping
38254, predicted: Recreation, actual: Shopping
38436, predicted: Sports, actual: Shopping
38466, predicted: Business, actual: Shopping
38674, predicted: News, actual: Shopping
39656, predicted: Sports, actual: Shopping
39869, predicted: Recreation, actual: Shopping
40732, predicted: News, actual: Shopping
40792, predicted: Society, actual: Shopping
41250, predicted: Arts, actual: Shopping
41642, predicted: Sports, actual: Shopping
42036, predicted: Society, actual: Shopping
42195, predicted: Society, actual: Shopping
42553, predicted: Business, actual: Shopping
42760, predicted: Adult, actual: Shopping
42869, predicted: Sports, actual: Shopping
43142, predicted: Sports, actual: Shopping
43170, predicted: Business, actual: Shopping
43412, predicted: Shopping, actual: Society
43533, predicted: Health, actual: Society
43681, predicted: Kids, actual: Society
43729, predicted: Reference, actual: Society
43909, predicted: Recreation, actual: Society
44037, predicted: Recreation, actual: Society
44085, predicted: Games, actual: Society
44106, predicted: Home, actual: Society
44131, predicted: Sports, actual: Society
44136, predicted: Arts, actual: Society
44171, predicted: Sports, actual: Society
44273, predicted: Shopping, actual: Society
44297, predicted: Health, actual: Society
44318, predicted: Sports, actual: Society
44339, predicted: Games, actual: Society
44401, predicted: Arts, actual: Society
44434, predicted: Adult, actual: Society
44454, predicted: Business, actual: Society
44455, predicted: Shopping, actual: Society
44463, predicted: Arts, actual: Society
44487, predicted: Arts, actual: Society
44539, predicted: Business, actual: Society
44553, predicted: Shopping, actual: Society
44556, predicted: Arts, actual: Society
44561, predicted: Arts, actual: Society
44583, predicted: Computers, actual: Society
44591, predicted: Shopping, actual: Society
44632, predicted: Shopping, actual: Society
44725, predicted: Health, actual: Society
44875, predicted: Adult, actual: Society
44934, predicted: Sports, actual: Society
44990, predicted: Recreation, actual: Society
45081, predicted: Sports, actual: Society
45148, predicted: Computers, actual: Society
45237, predicted: Recreation, actual: Society
45250, predicted: Adult, actual: Society
45351, predicted: Computers, actual: Society
45362, predicted: Business, actual: Society
45389, predicted: Arts, actual: Society
45403, predicted: Recreation, actual: Society
45528, predicted: Computers, actual: Society
45559, predicted: Recreation, actual: Society
45595, predicted: Science, actual: Society
45605, predicted: Business, actual: Society
45615, predicted: Computers, actual: Society
45668, predicted: Computers, actual: Society
45758, predicted: Health, actual: Society
45830, predicted: Arts, actual: Society
45835, predicted: Shopping, actual: Society
45836, predicted: Kids, actual: Society
45892, predicted: Arts, actual: Society
45896, predicted: Home, actual: Society
45899, predicted: Sports, actual: Society
45926, predicted: Sports, actual: Society
45935, predicted: Computers, actual: Society
45977, predicted: Computers, actual: Society
45987, predicted: Health, actual: Society
45998, predicted: Sports, actual: Society
46032, predicted: Computers, actual: Society
46057, predicted: Shopping, actual: Society
46071, predicted: Arts, actual: Society
46073, predicted: Sports, actual: Society
46077, predicted: Arts, actual: Society
46171, predicted: Home, actual: Society
46203, predicted: Shopping, actual: Society
46217, predicted: Shopping, actual: Society
46220, predicted: Reference, actual: Society
46313, predicted: Business, actual: Society
46327, predicted: Arts, actual: Society
46419, predicted: Arts, actual: Society
46423, predicted: Health, actual: Society
46439, predicted: Health, actual: Society
46451, predicted: Computers, actual: Society
46463, predicted: Shopping, actual: Society
46500, predicted: Science, actual: Society
46506, predicted: Home, actual: Society
46529, predicted: Business, actual: Society
46544, predicted: Recreation, actual: Society
46549, predicted: Sports, actual: Society
46587, predicted: Arts, actual: Society
46620, predicted: Health, actual: Society
46640, predicted: Kids, actual: Society
46684, predicted: Business, actual: Society
46715, predicted: Recreation, actual: Society
46725, predicted: Sports, actual: Society
46745, predicted: Recreation, actual: Society
46764, predicted: Health, actual: Society
46765, predicted: Shopping, actual: Society
46774, predicted: Arts, actual: Society
46778, predicted: Science, actual: Society
46781, predicted: Computers, actual: Society
46796, predicted: Health, actual: Society
46820, predicted: Shopping, actual: Society
46839, predicted: Computers, actual: Society
46849, predicted: Shopping, actual: Society
46894, predicted: Health, actual: Society
46898, predicted: Recreation, actual: Society
46911, predicted: Health, actual: Society
46918, predicted: Shopping, actual: Society
46924, predicted: Games, actual: Society
46934, predicted: Regional, actual: Society
46962, predicted: Computers, actual: Society
46979, predicted: Sports, actual: Society
46988, predicted: Shopping, actual: Society
47035, predicted: Computers, actual: Society
47042, predicted: Business, actual: Society
47047, predicted: Sports, actual: Society
47055, predicted: Sports, actual: Society
47129, predicted: Arts, actual: Society
47160, predicted: Sports, actual: Society
47223, predicted: Shopping, actual: Society
47248, predicted: Sports, actual: Society
47297, predicted: Computers, actual: Society
47319, predicted: Recreation, actual: Society
47361, predicted: Sports, actual: Society
47367, predicted: Arts, actual: Society
47385, predicted: Shopping, actual: Society
47420, predicted: Computers, actual: Society
47435, predicted: Sports, actual: Society
47446, predicted: Sports, actual: Society
47472, predicted: Health, actual: Society
47476, predicted: Games, actual: Society
47490, predicted: Recreation, actual: Society
47502, predicted: Sports, actual: Society
47506, predicted: Adult, actual: Society
47507, predicted: Health, actual: Society
47517, predicted: Health, actual: Society
47521, predicted: Shopping, actual: Society
47530, predicted: Shopping, actual: Society
47575, predicted: Business, actual: Society
47592, predicted: Sports, actual: Society
47636, predicted: Home, actual: Society
47722, predicted: Sports, actual: Society
47725, predicted: Health, actual: Society
47749, predicted: Computers, actual: Society
47762, predicted: Business, actual: Society
47770, predicted: Business, actual: Society
47784, predicted: Business, actual: Society
47786, predicted: Science, actual: Society
47818, predicted: Business, actual: Society
47825, predicted: Shopping, actual: Society
47891, predicted: Computers, actual: Society
47916, predicted: Kids, actual: Society
48029, predicted: Kids, actual: Society
48050, predicted: Reference, actual: Society
48108, predicted: Arts, actual: Society
48111, predicted: Shopping, actual: Society
48120, predicted: Computers, actual: Society
48128, predicted: Games, actual: Society
48199, predicted: Shopping, actual: Society
48246, predicted: Adult, actual: Society
48248, predicted: Shopping, actual: Society
49773, predicted: Reference, actual: Society
47238, predicted: Shopping, actual: Society
47293, predicted: Shopping, actual: Society
47311, predicted: Arts, actual: Society
47549, predicted: Science, actual: Society
49559, predicted: Business, actual: Society
49564, predicted: Recreation, actual: Society
49600, predicted: Arts, actual: Society
49619, predicted: Arts, actual: Society
49667, predicted: Arts, actual: Society
49701, predicted: Computers, actual: Society
49740, predicted: Shopping, actual: Society
52733, predicted: Arts, actual: Society
52789, predicted: Health, actual: Society
52830, predicted: Sports, actual: Society
52837, predicted: Arts, actual: Society
52846, predicted: Games, actual: Society
45211, predicted: Recreation, actual: Society
45409, predicted: Sports, actual: Society
45541, predicted: Reference, actual: Society
45832, predicted: Games, actual: Society
46041, predicted: Recreation, actual: Society
46320, predicted: Arts, actual: Society
46567, predicted: Arts, actual: Society
47118, predicted: Business, actual: Society
48141, predicted: Shopping, actual: Society
48208, predicted: Health, actual: Society
48223, predicted: Health, actual: Society
48323, predicted: Business, actual: Society
48368, predicted: Shopping, actual: Society
48507, predicted: Business, actual: Society
48522, predicted: Computers, actual: Society
48532, predicted: Sports, actual: Society
48664, predicted: Arts, actual: Sports
48789, predicted: Arts, actual: Sports
48915, predicted: Arts, actual: Sports
49006, predicted: Arts, actual: Sports
49229, predicted: Health, actual: Sports
49230, predicted: Business, actual: Sports
49358, predicted: Computers, actual: Sports
49362, predicted: Society, actual: Sports
49422, predicted: Recreation, actual: Sports
49435, predicted: Society, actual: Sports
51555, predicted: Science, actual: Sports
51828, predicted: Society, actual: Sports
52169, predicted: Shopping, actual: Sports
52457, predicted: Health, actual: Sports
52514, predicted: Games, actual: Sports
52534, predicted: Games, actual: Sports
37350, predicted: Business, actual: Sports
37932, predicted: Society, actual: Sports
38674, predicted: Business, actual: Sports
39869, predicted: Recreation, actual: Sports
40472, predicted: Arts, actual: Sports
40784, predicted: Shopping, actual: Sports
40792, predicted: Games, actual: Sports
41250, predicted: Shopping, actual: Sports
41642, predicted: Games, actual: Sports
42036, predicted: Home, actual: Sports
42657, predicted: Arts, actual: Sports
42869, predicted: Shopping, actual: Sports
43901, predicted: Shopping, actual: Sports
43909, predicted: Recreation, actual: Sports
44033, predicted: Games, actual: Sports
44146, predicted: Society, actual: Sports
44190, predicted: Arts, actual: Sports
44401, predicted: Society, actual: Sports
44407, predicted: Arts, actual: Sports
44441, predicted: Kids, actual: Sports
44454, predicted: Shopping, actual: Sports
44487, predicted: Computers, actual: Sports
44539, predicted: News, actual: Sports
44553, predicted: Shopping, actual: Sports
44990, predicted: Society, actual: Sports
45181, predicted: Health, actual: Sports
45219, predicted: Computers, actual: Sports
45237, predicted: Regional, actual: Sports
45413, predicted: Home, actual: Sports
45497, predicted: Recreation, actual: Sports
45559, predicted: Arts, actual: Sports
45615, predicted: Recreation, actual: Sports
45704, predicted: Society, actual: Sports
45758, predicted: Arts, actual: Sports
45896, predicted: Science, actual: Sports
45899, predicted: Games, actual: Sports
45902, predicted: Shopping, actual: Sports
45987, predicted: Games, actual: Sports
46007, predicted: Shopping, actual: Sports
46032, predicted: Society, actual: Sports
46073, predicted: Society, actual: Sports
46101, predicted: Society, actual: Sports
46127, predicted: Arts, actual: Sports
46172, predicted: Reference, actual: Sports
46313, predicted: Computers, actual: Sports
46327, predicted: Games, actual: Sports
46376, predicted: Home, actual: Sports
46423, predicted: Society, actual: Sports
46439, predicted: Reference, actual: Sports
46462, predicted: Computers, actual: Sports
46463, predicted: Science, actual: Sports
46500, predicted: Arts, actual: Sports
46549, predicted: Shopping, actual: Sports
46640, predicted: Science, actual: Sports
46684, predicted: Reference, actual: Sports
46691, predicted: Arts, actual: Sports
46765, predicted: Shopping, actual: Sports
46781, predicted: Shopping, actual: Sports
46796, predicted: Kids, actual: Sports
46877, predicted: Games, actual: Sports
46979, predicted: Society, actual: Sports
47092, predicted: Home, actual: Sports
47100, predicted: Home, actual: Sports
47129, predicted: Society, actual: Sports
47319, predicted: Shopping, actual: Sports
47361, predicted: Games, actual: Sports
47367, predicted: Shopping, actual: Sports
47375, predicted: Games, actual: Sports
47392, predicted: Arts, actual: Sports
47397, predicted: Business, actual: Sports
47420, predicted: Arts, actual: Sports
47441, predicted: Society, actual: Sports
47446, predicted: Shopping, actual: Sports
47619, predicted: Shopping, actual: Sports
47722, predicted: Health, actual: Sports
47731, predicted: Computers, actual: Sports
47743, predicted: Society, actual: Sports
47770, predicted: Business, actual: Sports
47780, predicted: Business, actual: Sports
47786, predicted: Shopping, actual: Sports
47802, predicted: Business, actual: Sports
47810, predicted: Society, actual: Sports
47818, predicted: Society, actual: Sports
47825, predicted: Society, actual: Sports
47860, predicted: Recreation, actual: Sports
47861, predicted: Arts, actual: Sports
47885, predicted: Shopping, actual: Sports
47891, predicted: Business, actual: Sports
47906, predicted: Kids, actual: Sports
47916, predicted: Sports, actual: Games
47984, predicted: Society, actual: Reference
48037, predicted: Society, actual: Adult
48050, predicted: Health, actual: Adult
48057, predicted: Society, actual: Adult
48081, predicted: Business, actual: Adult
48111, predicted: Recreation, actual: Adult
48120, predicted: Arts, actual: Adult
48128, predicted: Arts, actual: Adult
48199, predicted: Home, actual: Adult
48246, predicted: Society, actual: Adult
48248, predicted: News, actual: Arts
49773, predicted: Business, actual: Arts
52866, predicted: Arts, actual: Regional
47238, predicted: Arts, actual: Computers
47293, predicted: Arts, actual: News
47311, predicted: Shopping, actual: Arts
47365, predicted: Regional, actual: Arts
47459, predicted: Business, actual: Arts
49552, predicted: Society, actual: Arts
49564, predicted: Computers, actual: Arts
49574, predicted: Society, actual: Business
49587, predicted: Business, actual: Computers
49600, predicted: Regional, actual: Business
49619, predicted: Arts, actual: Business
49667, predicted: Computers, actual: Business
49701, predicted: Business, actual: Computers
49714, predicted: Business, actual: Regional
49740, predicted: Regional, actual: Business
52669, predicted: Regional, actual: Business
52707, predicted: Health, actual: Business
52720, predicted: Recreation, actual: Business
52729, predicted: Shopping, actual: Business
52733, predicted: Business, actual: Regional
52749, predicted: Business, actual: Regional
52780, predicted: Society, actual: Business
52830, predicted: Games, actual: Business
52837, predicted: Business, actual: Regional
52846, predicted: Computers, actual: Regional
52858, predicted: Reference, actual: Computers
58235, predicted: Business, actual: Computers
45211, predicted: Games, actual: Computers
45276, predicted: Business, actual: Computers
45409, predicted: Regional, actual: Computers
45541, predicted: Kids, actual: Games
45832, predicted: Games, actual: Regional
45949, predicted: Kids, actual: Games
46041, predicted: Kids, actual: Games
46221, predicted: Computers, actual: Games
46320, predicted: Sports, actual: Games
46425, predicted: Recreation, actual: Games
46510, predicted: Sports, actual: Games
46567, predicted: Health, actual: Shopping
46887, predicted: Business, actual: Health
46930, predicted: Kids, actual: Health
47118, predicted: Society, actual: Health
48141, predicted: Business, actual: Kids
48168, predicted: Kids, actual: Computers
48208, predicted: Business, actual: Regional
48223, predicted: Shopping, actual: Business
48234, predicted: Business, actual: Shopping
48252, predicted: Recreation, actual: Shopping
48267, predicted: Adult, actual: Society
48282, predicted: Recreation, actual: Society
48323, predicted: Business, actual: Society
48330, predicted: Shopping, actual: Society
48366, predicted: Computers, actual: Society
48440, predicted: Arts, actual: Society
48445, predicted: Kids, actual: Society
48473, predicted: Computers, actual: Adult
48506, predicted: Shopping, actual: Adult
48507, predicted: Computers, actual: Adult
48522, predicted: Society, actual: Adult
48532, predicted: Society, actual: Adult
48536, predicted: Arts, actual: Adult
48589, predicted: Computers, actual: Adult
48591, predicted: Shopping, actual: Adult
48597, predicted: Business, actual: Adult
48613, predicted: News, actual: Adult
48630, predicted: Shopping, actual: Adult
48657, predicted: Recreation, actual: Adult
48664, predicted: Business, actual: Adult
48717, predicted: Kids, actual: Arts
48731, predicted: Arts, actual: Kids
48753, predicted: Recreation, actual: Arts
48772, predicted: Society, actual: Arts
48789, predicted: Shopping, actual: Arts
48792, predicted: Arts, actual: Kids
48872, predicted: Science, actual: Arts
48960, predicted: Shopping, actual: Arts
49006, predicted: Reference, actual: Arts
49037, predicted: Business, actual: Arts
49101, predicted: Sports, actual: Arts
49151, predicted: Reference, actual: Arts
49213, predicted: Society, actual: Computers
49229, predicted: Recreation, actual: Computers
49253, predicted: Business, actual: Computers
49260, predicted: Recreation, actual: Computers
49346, predicted: Society, actual: Games
49358, predicted: Computers, actual: Games
49362, predicted: Health, actual: Games
49368, predicted: Arts, actual: Games
49390, predicted: Computers, actual: Games
49422, predicted: Recreation, actual: Games
49435, predicted: Sports, actual: Games
49444, predicted: Adult, actual: Games
49490, predicted: Computers, actual: Games
49515, predicted: Arts, actual: Games
49545, predicted: Adult, actual: Health
51543, predicted: Adult, actual: Health
51555, predicted: Society, actual: Health
51647, predicted: Adult, actual: Health
51665, predicted: Home, actual: Health
51691, predicted: Society, actual: Health
51694, predicted: Business, actual: Health
51699, predicted: Business, actual: Health
51743, predicted: Home, actual: Health
51795, predicted: Business, actual: Health
51828, predicted: Science, actual: Health
51829, predicted: Computers, actual: Health
51923, predicted: Society, actual: Health
51947, predicted: Science, actual: Health
51959, predicted: Society, actual: Health
52060, predicted: Business, actual: Health
52069, predicted: Sports, actual: Home
52125, predicted: Society, actual: Kids
52169, predicted: Shopping, actual: Kids
52250, predicted: Kids, actual: Society
52280, predicted: Kids, actual: Society
52334, predicted: Computers, actual: News
52337, predicted: Society, actual: News
52374, predicted: Sports, actual: News
52405, predicted: Shopping, actual: News
52414, predicted: Sports, actual: News
52427, predicted: Home, actual: News
52449, predicted: Business, actual: Recreation
52457, predicted: Health, actual: Recreation
52514, predicted: Shopping, actual: Recreation
52580, predicted: Recreation, actual: Regional
37290, predicted: Regional, actual: Society
38405, predicted: Business, actual: Shopping
38447, predicted: Business, actual: Shopping
38803, predicted: Business, actual: Society
43681, predicted: Recreation, actual: Adult
43780, predicted: Recreation, actual: Adult
44131, predicted: Arts, actual: Kids
44145, predicted: Science, actual: Arts
44161, predicted: Recreation, actual: Arts
44175, predicted: Business, actual: Arts
44203, predicted: Business, actual: Arts
44250, predicted: Arts, actual: Kids
44407, predicted: Recreation, actual: Arts
44455, predicted: Arts, actual: Business
44553, predicted: Home, actual: Reference
44556, predicted: Business, actual: Arts
45219, predicted: Business, actual: Arts
45835, predicted: Arts, actual: Games
45892, predicted: Arts, actual: Games
45987, predicted: Science, actual: Arts
45998, predicted: Computers, actual: Arts
46077, predicted: Kids, actual: Arts
46101, predicted: Arts, actual: Reference
46725, predicted: Recreation, actual: Arts
46745, predicted: Adult, actual: Arts
46790, predicted: Arts, actual: News
47420, predicted: Arts, actual: Shopping
47575, predicted: Recreation, actual: Arts
47747, predicted: Arts, actual: Society
47818, predicted: Health, actual: Arts
47890, predicted: Business, actual: Adult
47891, predicted: Adult, actual: Society
47914, predicted: Recreation, actual: Adult
47916, predicted: Health, actual: Adult
47965, predicted: Arts, actual: Regional
47984, predicted: Business, actual: Arts
48029, predicted: Arts, actual: News
48037, predicted: Arts, actual: News
48050, predicted: News, actual: Arts
48108, predicted: News, actual: Arts
48111, predicted: Arts, actual: Kids
48120, predicted: Arts, actual: Regional
48128, predicted: Arts, actual: Business
48194, predicted: Kids, actual: Arts
48199, predicted: Arts, actual: Kids
48246, predicted: Arts, actual: Home
48248, predicted: Arts, actual: Society
49773, predicted: Business, actual: Arts
52866, predicted: Science, actual: Arts
47293, predicted: Business, actual: News
47311, predicted: Business, actual: Regional
47365, predicted: Business, actual: Home
47459, predicted: Business, actual: Regional
47549, predicted: Arts, actual: Business
49552, predicted: Business, actual: Computers
49564, predicted: Regional, actual: Business
49574, predicted: Home, actual: Business
49600, predicted: Business, actual: Regional
49619, predicted: Regional, actual: Business
49667, predicted: Shopping, actual: Business
49697, predicted: Business, actual: Regional
49701, predicted: Business, actual: Sports
49714, predicted: Home, actual: Computers
49740, predicted: Reference, actual: Computers
52669, predicted: Recreation, actual: Computers
52683, predicted: Home, actual: Computers
52707, predicted: Business, actual: Computers
52720, predicted: Shopping, actual: Computers
52729, predicted: Recreation, actual: Games
52733, predicted: Kids, actual: Games
52780, predicted: Games, actual: Kids
52789, predicted: Games, actual: Sports
52837, predicted: Arts, actual: Games
52858, predicted: Kids, actual: Games
45211, predicted: Computers, actual: Games
45832, predicted: Recreation, actual: Health
45951, predicted: Health, actual: Science
46041, predicted: Business, actual: Health
46320, predicted: News, actual: Health
46510, predicted: Science, actual: Health
46567, predicted: Computers, actual: Health
46930, predicted: Society, actual: Health
47118, predicted: Kids, actual: Health
48141, predicted: Recreation, actual: Home
48168, predicted: Home, actual: Society
48187, predicted: Home, actual: Regional
48208, predicted: Home, actual: Recreation
48223, predicted: Home, actual: Computers
48234, predicted: Health, actual: Home
48267, predicted: Shopping, actual: Home
48282, predicted: Games, actual: Home
48323, predicted: Health, actual: Home
48330, predicted: Health, actual: Home
48366, predicted: Business, actual: Home
48432, predicted: Home, actual: Recreation
48440, predicted: Home, actual: Recreation
48473, predicted: Business, actual: Home
48506, predicted: Business, actual: Home
48507, predicted: Arts, actual: Home
48519, predicted: Computers, actual: Home
48522, predicted: Regional, actual: Kids
48532, predicted: Regional, actual: Kids
48536, predicted: Science, actual: Kids
48557, predicted: Kids, actual: Computers
48566, predicted: Reference, actual: Kids
48585, predicted: Arts, actual: Kids
48589, predicted: Kids, actual: Recreation
48591, predicted: Kids, actual: Recreation
48597, predicted: Kids, actual: Reference
48613, predicted: Business, actual: Kids
48630, predicted: Business, actual: Kids
48657, predicted: Kids, actual: Society
48664, predicted: Arts, actual: Kids
48717, predicted: Kids, actual: Society
48724, predicted: Arts, actual: Society
48731, predicted: Regional, actual: News
48753, predicted: Regional, actual: News
48789, predicted: Regional, actual: News
48792, predicted: Regional, actual: News
48851, predicted: Computers, actual: News
48871, predicted: News, actual: Regional
48872, predicted: Regional, actual: News
48877, predicted: Business, actual: News
48915, predicted: Regional, actual: News
48960, predicted: Business, actual: News
49006, predicted: Shopping, actual: Home
49021, predicted: News, actual: Recreation
49037, predicted: Business, actual: News
49043, predicted: Computers, actual: News
49075, predicted: News, actual: Society
49101, predicted: Business, actual: Recreation
49128, predicted: Shopping, actual: Recreation
49151, predicted: Home, actual: Recreation
49229, predicted: Business, actual: Recreation
49230, predicted: Society, actual: Recreation
49253, predicted: Shopping, actual: Recreation
49260, predicted: Home, actual: Recreation
49271, predicted: Business, actual: Recreation
49358, predicted: Science, actual: Reference
49368, predicted: Business, actual: Reference
49408, predicted: Reference, actual: Computers
49422, predicted: Computers, actual: Reference
49515, predicted: Science, actual: Reference
49545, predicted: Reference, actual: Business
51543, predicted: Arts, actual: Reference
51555, predicted: Society, actual: Reference
51590, predicted: Arts, actual: Reference
51614, predicted: Recreation, actual: Reference
51647, predicted: Computers, actual: Reference
51665, predicted: Adult, actual: Reference
51694, predicted: Regional, actual: Shopping
51699, predicted: Home, actual: Regional
51743, predicted: Shopping, actual: Regional
51795, predicted: Home, actual: Regional
51828, predicted: Regional, actual: Shopping
51923, predicted: Society, actual: Science
51959, predicted: Science, actual: Reference
52060, predicted: Computers, actual: Business
52069, predicted: News, actual: Science
52125, predicted: Science, actual: Recreation
52147, predicted: Reference, actual: Science
52250, predicted: Computers, actual: Shopping
52280, predicted: Arts, actual: Shopping
52334, predicted: News, actual: Shopping
52337, predicted: Recreation, actual: Shopping
52374, predicted: Home, actual: Shopping
52405, predicted: Recreation, actual: Shopping
52414, predicted: Recreation, actual: Shopping
52427, predicted: Recreation, actual: Shopping
52449, predicted: Reference, actual: Shopping
52457, predicted: Business, actual: Shopping
52534, predicted: Business, actual: Shopping
52564, predicted: Business, actual: Shopping
52580, predicted: Shopping, actual: Business
52593, predicted: Recreation, actual: Shopping
52650, predicted: Arts, actual: Society
58230, predicted: Recreation, actual: Society
4053, predicted: Health, actual: Society
37132, predicted: Regional, actual: Society
37290, predicted: Computers, actual: Regional
37301, predicted: Computers, actual: Society
37350, predicted: Society, actual: Regional
