ref id,Predicted,Actual
44778,['Health', 'Society', 'Business', 'Science'],['Society']
41353,['Business', 'Society', 'Computers', 'Sports'],['Society']
45313,['Arts', 'Sports', 'Shopping', 'Health'],['Arts']
5177,['Sports', 'Society', 'Games', 'Business'],['Health']
17574,['Computers', 'Society', 'Business', 'Health'],['Society']
134,['Business', 'Society', 'Sports', 'Recreation'],['Society']
53795,['Reference', 'Health', 'Society', 'Recreation'],['Adult']
46626,['Business', 'Computers', 'Shopping', 'Science'],['Business']
1771,['Shopping', 'Society', 'Sports', 'Arts'],['Shopping']
36456,['Shopping', 'Computers', 'Arts', 'Sports'],['Society']
46006,['Sports', 'Arts', 'Society', 'Business'],['Arts']
40246,['Sports', 'Shopping', 'Computers', 'Arts'],['Arts']
41714,['Society', 'Shopping', 'Sports', 'Health'],['Arts']
54948,['Shopping', 'Health', 'Sports', 'Society'],['Shopping']
46867,['Business', 'Shopping', 'Games', 'Computers'],['Business']
26590,['Society', 'Computers', 'Shopping', 'Recreation'],['Society']
21918,['Society', 'Shopping', 'Recreation', 'Health'],['Society']
21968,['Health', 'Business', 'Science', 'Reference'],['Business']
49216,['Society', 'Games', 'Sports', 'Arts'],['Arts']
12816,['Business', 'Recreation', 'Reference', 'Games'],['Business']
52281,['Shopping', 'Society', 'Science', 'Computers'],['Shopping']
35509,['Adult', 'Recreation', 'Computers', 'Arts'],['Adult']
51607,['Shopping', 'Recreation', 'Computers', 'Business'],['Business']
53167,['Arts', 'Shopping', 'Sports', 'Health'],['Arts']
6054,['Shopping', 'Business', 'Society', 'Arts'],['Business']
54525,['Adult', 'Reference', 'Computers', 'Business'],['Adult']
1620,['Society', 'Health', 'Business', 'Sports'],['Society']
105,['Science', 'Business', 'Health', 'Computers'],['Business']
48850,['Computers', 'Business', 'Recreation', 'Games'],['Business']
46820,['Shopping', 'Computers', 'Sports', 'Science'],['Shopping']
50439,['Health', 'Society', 'Reference', 'Business'],['Health']
9006,['Business', 'Health', 'Society', 'Arts'],['Society']
37192,['Society', 'Health', 'Shopping', 'Business'],['Society']
49455,['Sports', 'Games', 'Society', 'Shopping'],['Arts']
41736,['Shopping', 'Society', 'Sports', 'Business'],['Shopping']
32163,['Recreation', 'Science', 'Health', 'Computers'],['Adult']
29518,['Shopping', 'Recreation', 'Computers', 'Business'],['Shopping']
30805,['Society', 'Health', 'Shopping', 'Computers'],['Society']
22362,['Business', 'Sports', 'Society', 'Arts'],['Arts']
48017,['Health', 'Business', 'Shopping', 'Sports'],['Health']
41784,['Health', 'Sports', 'Society', 'Shopping'],['Health']
38827,['Society', 'Sports', 'Business', 'Science'],['Arts']
7487,['Adult', 'Arts', 'Sports', 'Science'],['Arts']
2546,['Health', 'Shopping', 'Business', 'Adult'],['Health']
10587,['Arts', 'Recreation', 'Sports', 'Society'],['Arts']
54978,['Business', 'Recreation', 'Health', 'Computers'],['Business']
9634,['Shopping', 'Sports', 'Recreation', 'Business'],['Sports']
26214,['Adult', 'Arts', 'Recreation', 'Sports'],['Adult']
13611,['Shopping', 'Sports', 'Business', 'Adult'],['Sports']
51373,['Society', 'Shopping', 'Arts', 'Science'],['Shopping']
57672,['Health', 'Society', 'Sports', 'Shopping'],['Health']
16464,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
37575,['Sports', 'Shopping', 'Society', 'Computers'],['Shopping']
23830,['Sports', 'Society', 'Adult', 'Shopping'],['Shopping']
13780,['Business', 'Society', 'Science', 'Health'],['Business']
29838,['Society', 'Sports', 'Shopping', 'Arts'],['Arts']
32744,['Health', 'Arts', 'Society', 'Computers'],['Health']
4042,['Shopping', 'Business', 'Society', 'Sports'],['Shopping']
10675,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
43894,['Health', 'Science', 'Arts', 'Sports'],['Health']
3249,['Business', 'Health', 'Computers', 'Science'],['Business']
11483,['Sports', 'Shopping', 'Games', 'Society'],['Shopping']
9320,['Sports', 'Reference', 'Society', 'Shopping'],['Sports']
11813,['Recreation', 'Games', 'Business', 'Sports'],['Business']
17720,['Arts', 'Recreation', 'Business', 'Sports'],['Business']
199,['Shopping', 'Society', 'Sports', 'Science'],['Sports']
50284,['Shopping', 'Computers', 'Business', 'Sports'],['Shopping']
4733,['Business', 'Sports', 'Recreation', 'Health'],['Arts']
50480,['Society', 'Health', 'Games', 'Sports'],['Health']
58923,['Games', 'Business', 'Reference', 'Science'],['Science', 'Business', 'Computers', 'Society']
3983,['Adult', 'Reference', 'Games', 'Arts'],['Adult']
27556,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
55340,['Society', 'Sports', 'Shopping', 'Health'],['Arts']
6881,['Society', 'Arts', 'Recreation', 'Games'],['Health']
21721,['Business', 'Computers', 'Recreation', 'Sports'],['Business']
9757,['Sports', 'Society', 'Recreation', 'Shopping'],['Sports']
47742,['Business', 'Arts', 'Recreation', 'Games'],['Business']
42719,['Recreation', 'Society', 'Sports', 'Science'],['Arts']
26369,['Arts', 'Sports', 'Recreation', 'Business'],['Arts']
21625,['Computers', 'Recreation', 'Arts', 'Society'],['Computers']
25225,['Arts', 'Recreation', 'Computers', 'Health'],['Computers']
24989,['Shopping', 'Sports', 'Society', 'Business'],['Shopping']
1876,['Society', 'Arts', 'Science', 'Reference'],['Sports']
16302,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
24730,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
12241,['Health', 'Arts', 'Sports', 'Society'],['Health']
26068,['Shopping', 'Recreation', 'Business', 'Science'],['Shopping']
1582,['Computers', 'Business', 'Science', 'Health'],['Computers']
54104,['Games', 'Computers', 'Recreation', 'Reference'],['Computers']
52086,['Computers', 'Recreation', 'Reference', 'Business'],['Business']
42515,['Business', 'Computers', 'Reference', 'Health'],['Business']
43221,['Sports', 'Recreation', 'Games', 'Society'],['Sports']
31674,['Adult', 'Society', 'Recreation', 'Sports'],['Arts']
54309,['Society', 'Games', 'Computers', 'Arts'],['Arts']
34737,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
9145,['Society', 'Computers', 'Health', 'Recreation'],['Health']
8104,['Shopping', 'Sports', 'Reference', 'Health'],['Shopping']
8812,['Shopping', 'Recreation', 'Business', 'Arts'],['Shopping']
44647,['Adult', 'Science', 'Sports', 'Society'],['Adult']
7357,['Recreation', 'Computers', 'Arts', 'Society'],['Recreation', 'Business']
25792,['Health', 'Sports', 'Society', 'Shopping'],['Health']
17924,['Computers', 'Adult', 'Reference', 'Games'],['Games', 'Adult']
41057,['Business', 'Shopping', 'Science', 'Recreation'],['Business']
46928,['Health', 'Society', 'Science', 'Business'],['Health']
38124,['Adult', 'Society', 'Health', 'Sports'],['Adult']
5958,['Health', 'Society', 'Business', 'Sports'],['Health']
20529,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
621,['Health', 'Sports', 'Society', 'Shopping'],['Health']
30043,['Shopping', 'Recreation', 'Computers', 'Sports'],['Shopping']
25154,['Games', 'Sports', 'Arts', 'Recreation'],['Arts']
31806,['Shopping', 'Business', 'Sports', 'Computers'],['Shopping']
33683,['Society', 'Health', 'Sports', 'Shopping'],['Health']
5634,['Adult', 'Arts', 'Recreation', 'Sports'],['Adult']
23509,['Adult', 'Arts', 'Society', 'Recreation'],['Adult']
30660,['Computers', 'Business', 'Sports', 'Society'],['Business', 'Computers']
40022,['Sports', 'Business', 'Society', 'Shopping'],['Sports']
35489,['Sports', 'Computers', 'Arts', 'Society'],['Health']
58219,['Health', 'Recreation', 'Business', 'Arts'],['Health']
37653,['Health', 'Science', 'Sports', 'Society'],['Health']
23743,['Recreation', 'Business', 'Shopping', 'Science'],['Business']
52679,['Society', 'Science', 'Recreation', 'Health'],['Health']
47525,['Business', 'Reference', 'Computers', 'Arts'],['Business']
43018,['Computers', 'Business', 'Health', 'Science'],['Business']
44710,['Business', 'Computers', 'Sports', 'Society'],['Business']
25918,['Society', 'Reference', 'Health', 'Computers'],['Arts']
17182,['Sports', 'Adult', 'Recreation', 'Society'],['Health']
2427,['Sports', 'Arts', 'Society', 'Shopping'],['Sports']
481,['Recreation', 'Health', 'Science', 'Arts'],['Society']
1304,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
32250,['Sports', 'Business', 'Society', 'Shopping'],['Sports']
47182,['Recreation', 'Computers', 'Adult', 'Science'],['Adult']
17272,['Business', 'Computers', 'Games', 'Sports'],['Adult']
47046,['Science', 'Recreation', 'Computers', 'Business'],['Sports']
4601,['Business', 'Recreation', 'Games', 'Sports'],['Business']
24913,['Business', 'Sports', 'Society', 'Shopping'],['Health']
46412,['Health', 'Business', 'Sports', 'Society'],['Health']
28557,['Recreation', 'Business', 'Science', 'Reference'],['Adult']
18185,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
23430,['Arts', 'Games', 'Sports', 'Society'],['Arts']
38724,['Society', 'Sports', 'Business', 'Arts'],['Health']
13645,['Computers', 'Society', 'Arts', 'Shopping'],['Sports']
43488,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
33768,['Health', 'Business', 'Sports', 'Society'],['Health']
47229,['Society', 'Computers', 'Sports', 'Health'],['Health']
27152,['Shopping', 'Sports', 'Science', 'Games'],['Shopping']
6992,['Arts', 'Sports', 'Shopping', 'Recreation'],['Arts']
10269,['Society', 'Shopping', 'Recreation', 'Business'],['Health']
7731,['Shopping', 'Science', 'Reference', 'Recreation'],['Business']
34909,['Shopping', 'Business', 'Arts', 'Sports'],['Shopping']
6279,['Adult', 'Games', 'Computers', 'Sports'],['Adult']
38499,['Shopping', 'Sports', 'Science', 'Business'],['Shopping']
4141,['Shopping', 'Health', 'Sports', 'Society'],['Arts']
16687,['Arts', 'Health', 'Games', 'Society'],['Health']
8501,['Shopping', 'Society', 'Recreation', 'Sports'],['Shopping']
24878,['Recreation', 'Business', 'Society', 'Health'],['Health']
8019,['Arts', 'Shopping', 'Society', 'Games'],['Arts']
15209,['Shopping', 'Society', 'Computers', 'Business'],['Shopping']
3908,['Games', 'Computers', 'Society', 'Business'],['Adult']
5998,['Health', 'Sports', 'Society', 'Shopping'],['Health']
53605,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
58249,['Arts', 'Games', 'Sports', 'Society'],['Arts']
29680,['Adult', 'Recreation', 'Arts', 'Sports'],['Adult']
31889,['Business', 'Science', 'Sports', 'Society'],['Business']
3456,['Computers', 'Business', 'Sports', 'Shopping'],['Arts']
16638,['Health', 'Society', 'Sports', 'Shopping'],['Health']
605,['Society', 'Health', 'Sports', 'Shopping'],['Health']
37806,['Arts', 'Adult', 'Sports', 'Shopping'],['Adult']
35884,['Health', 'Arts', 'Business', 'Sports'],['Recreation']
18364,['Computers', 'Shopping', 'Society', 'Games'],['Shopping']
48715,['Society', 'Health', 'Shopping', 'Arts'],['Health']
59206,['Shopping', 'Arts', 'Society', 'Computers'],['Shopping']
8031,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
27014,['Health', 'Business', 'Society', 'Arts'],['Health']
26491,['Adult', 'Recreation', 'Reference', 'Health'],['Adult']
1651,['Shopping', 'Society', 'Health', 'Computers'],['Shopping']
2224,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
52656,['Adult', 'Reference', 'Recreation', 'Arts'],['Adult']
7616,['Recreation', 'Business', 'Arts', 'Shopping'],['Business']
41412,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
13384,['Arts', 'Recreation', 'Health', 'Business'],['Recreation']
16373,['Recreation', 'Adult', 'Arts', 'Reference'],['Adult']
39031,['Recreation', 'Arts', 'Computers', 'Sports'],['Recreation']
762,['Recreation', 'Arts', 'Adult', 'Sports'],['Adult']
8647,['Adult', 'Recreation', 'Health', 'Arts'],['Adult']
10553,['Arts', 'Sports', 'Shopping', 'Society'],['Shopping']
392,['Arts', 'Sports', 'Shopping', 'Business'],['Arts']
12825,['Business', 'Computers', 'Science', 'Sports'],['Business']
13588,['Shopping', 'Society', 'Computers', 'Sports'],['Shopping']
476,['Shopping', 'Business', 'Arts', 'Games'],['Shopping']
17105,['Health', 'Society', 'Recreation', 'Computers'],['Health']
55031,['Science', 'Computers', 'Reference', 'Health'],['Science', 'Business']
54215,['Adult', 'Computers', 'Arts', 'Sports'],['Adult']
4318,['Health', 'Computers', 'Recreation', 'Arts'],['Recreation']
47802,['Adult', 'Science', 'Recreation', 'Sports'],['Adult']
14501,['Business', 'Science', 'Computers', 'Shopping'],['Business']
23518,['Sports', 'Recreation', 'Business', 'Arts'],['Health']
9153,['Computers', 'Science', 'Shopping', 'Reference'],['Recreation']
58966,['Shopping', 'Business', 'Arts', 'Adult'],['Shopping']
21609,['Adult', 'Computers', 'Science', 'Recreation'],['Adult']
26550,['Arts', 'Society', 'Sports', 'Shopping'],['Arts']
2955,['Health', 'Shopping', 'Science', 'Reference'],['Health']
12517,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
33708,['Recreation', 'Business', 'Arts', 'Science'],['Recreation']
57256,['Recreation', 'Sports', 'Business', 'Arts'],['Recreation']
49611,['Sports', 'Society', 'Recreation', 'Business'],['Sports']
26442,['Society', 'Shopping', 'Computers', 'Arts'],['Arts']
17760,['Business', 'Recreation', 'Arts', 'Sports'],['Business']
33253,['Society', 'Adult', 'Sports', 'Shopping'],['Arts']
4127,['Arts', 'Sports', 'Shopping', 'Games'],['Arts']
42893,['Health', 'Society', 'Shopping', 'Science'],['Health']
8581,['Business', 'Science', 'Shopping', 'Reference'],['Business']
24713,['Arts', 'Shopping', 'Recreation', 'Sports'],['Recreation']
31034,['Business', 'Society', 'Sports', 'Shopping'],['Arts']
44431,['Health', 'Science', 'Reference', 'Sports'],['Health']
47231,['Business', 'Science', 'Health', 'Computers'],['Business']
11394,['Recreation', 'Business', 'Games', 'Arts'],['Recreation']
47045,['Sports', 'Society', 'Shopping', 'Computers'],['Health']
35560,['Arts', 'Society', 'Recreation', 'Sports'],['Adult']
49220,['Shopping', 'Business', 'Adult', 'Society'],['Shopping']
53897,['Recreation', 'Sports', 'Society', 'Computers'],['Arts']
8456,['Recreation', 'Arts', 'Computers', 'Society'],['Business']
45929,['Sports', 'Shopping', 'Business', 'Society'],['Sports']
25773,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
49527,['Sports', 'Society', 'Recreation', 'Shopping'],['Sports']
15216,['Games', 'Science', 'Business', 'Reference'],['Adult']
27959,['Health', 'Arts', 'Shopping', 'Sports'],['Health']
53507,['Business', 'Computers', 'Shopping', 'Arts'],['Business']
47834,['Adult', 'Society', 'Recreation', 'Health'],['Adult']
48841,['Recreation', 'Health', 'Business', 'Society'],['Recreation']
52834,['Adult', 'Recreation', 'Shopping', 'Reference'],['Adult']
53041,['Society', 'Shopping', 'Business', 'Health'],['Arts']
11919,['Health', 'Society', 'Computers', 'Sports'],['Health']
36232,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
55021,['Shopping', 'Sports', 'Arts', 'Adult'],['Shopping']
4842,['Society', 'Business', 'Adult', 'Sports'],['Arts']
8495,['Arts', 'Society', 'Shopping', 'Science'],['Arts']
35786,['Sports', 'Shopping', 'Business', 'Society'],['Sports']
27709,['Arts', 'Society', 'Sports', 'Shopping'],['Arts']
4975,['Recreation', 'Health', 'Science', 'Reference'],['Recreation']
23950,['Adult', 'Business', 'Shopping', 'Science'],['Adult']
55514,['Adult', 'Recreation', 'Shopping', 'Health'],['Adult']
22429,['Business', 'Recreation', 'Health', 'Science'],['Business']
49486,['Recreation', 'Reference', 'Business', 'Shopping'],['Recreation']
28460,['Arts', 'Recreation', 'Computers', 'Science'],['Recreation']
41750,['Recreation', 'Shopping', 'Games', 'Business'],['Recreation']
53245,['Computers', 'Science', 'Society', 'Reference'],['Adult']
43744,['Business', 'Computers', 'Science', 'Games'],['Business']
38821,['Health', 'Society', 'Business', 'Sports'],['Health']
1681,['Arts', 'Society', 'Health', 'Computers'],['Arts']
25414,['Arts', 'Sports', 'Shopping', 'Business'],['Arts']
27849,['Sports', 'Society', 'Games', 'Arts'],['Arts']
52408,['Arts', 'Shopping', 'Business', 'Recreation'],['Adult']
25353,['Business', 'Reference', 'Recreation', 'Shopping'],['Business']
28295,['Shopping', 'Computers', 'Adult', 'Sports'],['Shopping']
20618,['Adult', 'Computers', 'Reference', 'Recreation'],['Adult']
41335,['Shopping', 'Computers', 'Business', 'Society'],['Arts']
1216,['Adult', 'Business', 'Shopping', 'Health'],['Adult']
35935,['Recreation', 'Science', 'Games', 'Business'],['Recreation']
10918,['Recreation', 'Business', 'Arts', 'Adult'],['Adult']
22515,['Business', 'Recreation', 'Shopping', 'Science'],['Recreation']
29695,['Recreation', 'Science', 'Computers', 'Business'],['Recreation']
10106,['Arts', 'Society', 'Shopping', 'Reference'],['Arts']
25822,['Recreation', 'Health', 'Arts', 'Science'],['Recreation']
42411,['Shopping', 'Computers', 'Business', 'Arts'],['Recreation']
54231,['Science', 'Computers', 'Recreation', 'Business'],['Computers']
23159,['Computers', 'Reference', 'Recreation', 'Health'],['Recreation']
35872,['Recreation', 'Games', 'Sports', 'Computers'],['Recreation']
4669,['Arts', 'Recreation', 'Business', 'Shopping'],['Recreation']
57197,['Recreation', 'Business', 'Arts', 'Reference'],['Recreation']
43492,['Business', 'Society', 'Shopping', 'Recreation'],['Shopping']
5229,['Health', 'Society', 'Science', 'Computers'],['Health']
48991,['Health', 'Business', 'Computers', 'Society'],['Computers']
6250,['Society', 'Shopping', 'Sports', 'Recreation'],['Shopping']
40362,['Shopping', 'Sports', 'Games', 'Computers'],['Shopping']
6594,['Health', 'Sports', 'Society', 'Business'],['Health']
17914,['Society', 'Sports', 'Recreation', 'Health'],['Health']
26020,['Society', 'Recreation', 'Arts', 'Reference'],['Computers']
9588,['Sports', 'Business', 'Society', 'Shopping'],['Sports']
51596,['Recreation', 'Shopping', 'Games', 'Computers'],['Recreation']
25299,['Computers', 'Science', 'Arts', 'Recreation'],['Computers']
57187,['Shopping', 'Adult', 'Games', 'Arts'],['Shopping']
28738,['Arts', 'Business', 'Society', 'Shopping'],['Shopping']
15812,['Sports', 'Business', 'Recreation', 'Shopping'],['Arts']
11513,['Recreation', 'Adult', 'Health', 'Sports'],['Adult']
34577,['Shopping', 'Business', 'Recreation', 'Games'],['Shopping']
36444,['Recreation', 'Reference', 'Arts', 'Science'],['Recreation']
25359,['Shopping', 'Science', 'Adult', 'Sports'],['Shopping']
23487,['Shopping', 'Business', 'Society', 'Health'],['Shopping']
3755,['Society', 'Shopping', 'Arts', 'Sports'],['Arts']
9621,['Society', 'Health', 'Adult', 'Sports'],['Health']
2356,['Shopping', 'Arts', 'Society', 'Reference'],['Shopping']
15118,['Computers', 'Science', 'Reference', 'Recreation'],['Recreation']
13077,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
22010,['Society', 'Shopping', 'Recreation', 'Computers'],['Arts']
49232,['Recreation', 'Sports', 'Society', 'Health'],['Arts']
48154,['Shopping', 'Health', 'Games', 'Business'],['Shopping']
9936,['Shopping', 'Science', 'Recreation', 'Sports'],['Arts']
35716,['Sports', 'Society', 'Science', 'Recreation'],['Health']
1540,['Adult', 'Arts', 'Society', 'Games'],['Adult']
597,['Arts', 'Society', 'Shopping', 'Computers'],['Arts']
45266,['Society', 'Business', 'Arts', 'Sports'],['Shopping']
9764,['Adult', 'Shopping', 'Science', 'Recreation'],['Adult']
26169,['Society', 'Sports', 'Shopping', 'Business'],['Shopping']
52996,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
20565,['Health', 'Society', 'Shopping', 'Sports'],['Health']
429,['Health', 'Society', 'Reference', 'Business'],['Health']
6392,['Recreation', 'Arts', 'Business', 'Reference'],['Recreation']
16479,['Shopping', 'Arts', 'Sports', 'Games'],['Sports']
8596,['Science', 'Health', 'Arts', 'Reference'],['Computers']
4429,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
41603,['Computers', 'Health', 'Sports', 'Society'],['Health']
57605,['Health', 'Society', 'Computers', 'Shopping'],['Health']
41778,['Arts', 'Recreation', 'Health', 'Computers'],['Recreation']
48632,['Shopping', 'Business', 'Society', 'Arts'],['Shopping']
54136,['Society', 'Health', 'Sports', 'Science'],['Health']
42322,['Adult', 'Science', 'Games', 'Sports'],['Adult']
47244,['Sports', 'Arts', 'Health', 'Society'],['Health']
1633,['Society', 'Computers', 'Reference', 'Recreation'],['Health']
58750,['Sports', 'Arts', 'Society', 'Shopping'],['Arts']
24557,['Shopping', 'Health', 'Arts', 'Sports'],['Health']
37252,['Business', 'Recreation', 'Computers', 'Adult'],['Adult']
31859,['Sports', 'Society', 'Arts', 'Adult'],['Sports']
12160,['Arts', 'Science', 'Reference', 'Games'],['Recreation']
42456,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
33367,['Shopping', 'Recreation', 'Business', 'Arts'],['Shopping']
32501,['Shopping', 'Health', 'Business', 'Sports'],['Health']
555,['Sports', 'Shopping', 'Recreation', 'Computers'],['Sports']
37044,['Society', 'Health', 'Sports', 'Science'],['Health']
26077,['Computers', 'Science', 'Health', 'Business'],['Computers']
49571,['Shopping', 'Society', 'Recreation', 'Arts'],['Shopping']
26390,['Adult', 'Recreation', 'Games', 'Shopping'],['Adult']
6130,['Business', 'Society', 'Science', 'Recreation'],['Arts']
14784,['Adult', 'Sports', 'Health', 'Business'],['Adult']
15681,['Science', 'Business', 'Computers', 'Reference'],['Computers']
23281,['Recreation', 'Computers', 'Arts', 'Sports'],['Recreation']
42260,['Computers', 'Science', 'Recreation', 'Business'],['Computers']
28514,['Adult', 'Recreation', 'Health', 'Reference'],['Adult']
31783,['Computers', 'Science', 'Reference', 'Arts'],['Computers']
57933,['Adult', 'Business', 'Sports', 'Society'],['Adult']
45227,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
17814,['Shopping', 'Sports', 'Recreation', 'Games'],['Shopping']
13301,['Sports', 'Arts', 'Society', 'Shopping'],['Sports']
43323,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
24733,['Shopping', 'Business', 'Arts', 'Sports'],['Shopping']
45784,['Sports', 'Health', 'Arts', 'Business'],['Arts']
5960,['Adult', 'Recreation', 'Shopping', 'Arts'],['Adult']
40208,['Business', 'Arts', 'Adult', 'Society'],['Adult']
56469,['Science', 'Health', 'Recreation', 'Computers'],['Recreation']
8946,['Recreation', 'Health', 'Arts', 'Sports'],['Recreation']
54334,['Recreation', 'Health', 'Business', 'Adult'],['Adult']
11104,['Sports', 'Recreation', 'Arts', 'Society'],['Sports']
25326,['Adult', 'Shopping', 'Science', 'Arts'],['Adult']
24749,['Sports', 'Shopping', 'Health', 'Society'],['Sports']
37979,['Recreation', 'Arts', 'Society', 'Shopping'],['Recreation']
39408,['Recreation', 'Arts', 'Computers', 'Sports'],['Computers']
24409,['Science', 'Health', 'Computers', 'Shopping'],['Computers']
42426,['Shopping', 'Recreation', 'Computers', 'Sports'],['Shopping']
23770,['Shopping', 'Recreation', 'Sports', 'Society'],['Shopping']
592,['Shopping', 'Business', 'Arts', 'Sports'],['Shopping']
29272,['Recreation', 'Computers', 'Arts', 'Adult'],['Recreation']
52101,['Computers', 'Business', 'Sports', 'Society'],['Computers']
59119,['Sports', 'Society', 'Recreation', 'Arts'],['Sports']
26595,['Adult', 'Society', 'Recreation', 'Computers'],['Adult']
41560,['Society', 'Shopping', 'Arts', 'Sports'],['Shopping']
39399,['Sports', 'Shopping', 'Health', 'Business'],['Sports']
5276,['Society', 'Shopping', 'Sports', 'Recreation'],['Arts']
26176,['Society', 'Sports', 'Arts', 'Business'],['Arts']
17669,['Recreation', 'Science', 'Arts', 'Games'],['Computers']
8232,['Sports', 'Games', 'Arts', 'Shopping'],['Arts']
58351,['Recreation', 'Reference', 'Science', 'Computers'],['Recreation']
4262,['Sports', 'Shopping', 'Arts', 'Adult'],['Sports']
15367,['Sports', 'Business', 'Shopping', 'Games'],['Sports']
37897,['Arts', 'Society', 'Health', 'Games'],['Arts']
32750,['Sports', 'Arts', 'Society', 'Recreation'],['Arts']
9336,['Arts', 'Society', 'Sports', 'Shopping'],['Arts']
45339,['Business', 'Health', 'Sports', 'Society'],['Reference']
50800,['Computers', 'Games', 'Sports', 'Society'],['Computers']
42817,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
47186,['Society', 'Recreation', 'Arts', 'Health'],['Arts']
24281,['Sports', 'Computers', 'Adult', 'Business'],['Recreation']
6139,['Arts', 'Sports', 'Society', 'Health'],['Arts']
42246,['Reference', 'Science', 'Recreation', 'Health'],['Recreation']
37284,['Recreation', 'Arts', 'Sports', 'Science'],['Recreation']
53563,['Recreation', 'Sports', 'Science', 'Health'],['Sports']
59053,['Adult', 'Health', 'Arts', 'Sports'],['Adult']
48966,['Sports', 'Society', 'Shopping', 'Games'],['Sports']
47713,['Recreation', 'Sports', 'Shopping', 'Games'],['Sports']
36909,['Sports', 'Shopping', 'Society', 'Computers'],['Sports']
50967,['Society', 'Business', 'Sports', 'Shopping'],['Arts']
46012,['Adult', 'Recreation', 'Health', 'Games'],['Adult']
43382,['Recreation', 'Business', 'Science', 'Health'],['Recreation']
41100,['Shopping', 'Sports', 'Computers', 'Business'],['Shopping']
2705,['Shopping', 'Games', 'Sports', 'Society'],['Shopping']
37183,['Sports', 'Science', 'Games', 'Business'],['Sports']
21528,['Shopping', 'Society', 'Business', 'Sports'],['Shopping']
12890,['Sports', 'Computers', 'Society', 'Shopping'],['Arts']
29789,['Arts', 'Sports', 'Society', 'Shopping'],['Recreation']
51040,['Adult', 'Recreation', 'Reference', 'Games'],['Adult']
13855,['Shopping', 'Business', 'Adult', 'Sports'],['Shopping']
34002,['Science', 'Computers', 'Health', 'Business'],['Computers']
36691,['Computers', 'Health', 'Arts', 'Society'],['Recreation']
6557,['Computers', 'Science', 'Arts', 'Recreation'],['Computers']
15270,['Shopping', 'Arts', 'Recreation', 'Health'],['Shopping']
7974,['Recreation', 'Arts', 'Shopping', 'Science'],['Adult']
40495,['Shopping', 'Society', 'Sports', 'Health'],['Recreation']
6091,['Shopping', 'Games', 'Sports', 'Society'],['Shopping']
16225,['Computers', 'Business', 'Science', 'Sports'],['Computers']
34088,['Business', 'Adult', 'Science', 'Reference'],['Adult']
24049,['Shopping', 'Business', 'Society', 'Health'],['Shopping']
31387,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
17365,['Sports', 'Society', 'Computers', 'Shopping'],['Sports']
37971,['Arts', 'Sports', 'Shopping', 'Computers'],['Arts']
50427,['Games', 'Shopping', 'Computers', 'Arts'],['Recreation']
5190,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
41511,['Shopping', 'Health', 'Business', 'Society'],['Shopping']
36023,['Shopping', 'Games', 'Computers', 'Arts'],['Recreation']
4062,['Arts', 'Recreation', 'Business', 'Shopping'],['Recreation']
339,['Society', 'Recreation', 'Business', 'Sports'],['Sports']
49904,['Sports', 'Society', 'Recreation', 'Arts'],['Arts']
21494,['Reference', 'Health', 'Business', 'Arts'],['Adult']
5356,['Sports', 'Health', 'Society', 'Arts'],['Arts']
27338,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38446,['Shopping', 'Business', 'Arts', 'Sports'],['Shopping']
14847,['Business', 'Shopping', 'Recreation', 'Computers'],['Arts']
30418,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
37714,['Recreation', 'Reference', 'Arts', 'Sports'],['Recreation']
26533,['Recreation', 'Arts', 'Shopping', 'Health'],['Recreation']
14294,['Shopping', 'Recreation', 'Sports', 'Society'],['Recreation']
57362,['Business', 'Shopping', 'Reference', 'Recreation'],['Computers']
17016,['Business', 'Shopping', 'Society', 'Computers'],['Recreation']
9719,['Arts', 'Society', 'Shopping', 'Sports'],['Arts']
10338,['Sports', 'Society', 'Business', 'Arts'],['Arts']
