ref id,Predicted,Actual
44778,['Society', 'Business', 'Health', 'Arts'],['Society']
25773,['Shopping', 'Business', 'Arts', 'Society'],['Shopping']
49527,['Sports', 'Society', 'Recreation', 'Shopping'],['Sports']
15216,['Recreation', 'Business', 'Arts', 'Shopping'],['Adult']
27959,['Health', 'Arts', 'Business', 'Society'],['Health']
53507,['Business', 'Shopping', 'Recreation', 'Arts'],['Business']
47834,['Adult', 'Recreation', 'Business', 'Games'],['Adult']
48841,['Recreation', 'Arts', 'Games', 'Business'],['Recreation']
52834,['Adult', 'Recreation', 'Arts', 'Business'],['Adult']
53041,['Arts', 'Society', 'Business', 'Recreation'],['Arts']
11919,['Health', 'Society', 'Business', 'Science'],['Health']
36232,['Shopping', 'Business', 'Computers', 'Science'],['Shopping']
55021,['Shopping', 'Adult', 'Computers', 'Business'],['Shopping']
4842,['Shopping', 'Business', 'Computers', 'Recreation'],['Arts']
8495,['Arts', 'Society', 'Business', 'Reference'],['Arts']
35786,['Sports', 'Arts', 'Business', 'Games'],['Sports']
27709,['Arts', 'Society', 'Shopping', 'Business'],['Arts']
4975,['Recreation', 'Health', 'Games', 'Computers'],['Recreation']
23950,['Adult', 'Shopping', 'Business', 'Recreation'],['Adult']
55514,['Shopping', 'Business', 'Adult', 'Recreation'],['Adult']
22429,['Business', 'Shopping', 'Computers', 'Recreation'],['Business']
49486,['Shopping', 'Recreation', 'Business', 'Sports'],['Recreation']
28460,['Recreation', 'Business', 'Shopping', 'Computers'],['Recreation']
41750,['Recreation', 'Business', 'Sports', 'Games'],['Recreation']
53245,['Computers', 'Business', 'Arts', 'Recreation'],['Adult']
43744,['Business', 'Shopping', 'Recreation', 'Computers'],['Business']
38821,['Health', 'Business', 'Society', 'Science'],['Health']
1681,['Arts', 'Shopping', 'Society', 'Business'],['Arts']
25414,['Arts', 'Society', 'Recreation', 'Sports'],['Arts']
27849,['Arts', 'Society', 'Sports', 'Reference'],['Arts']
52408,['Business', 'Shopping', 'Recreation', 'Arts'],['Adult']
25353,['Business', 'Shopping', 'Recreation', 'Science'],['Business']
28295,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
20618,['Adult', 'Business', 'Shopping', 'Society'],['Adult']
41335,['Society', 'Business', 'Computers', 'Reference'],['Arts']
1216,['Adult', 'Business', 'Recreation', 'Health'],['Adult']
35935,['Recreation', 'Sports', 'Business', 'Arts'],['Recreation']
10918,['Adult', 'Business', 'Recreation', 'Computers'],['Adult']
22515,['Recreation', 'Health', 'Shopping', 'Business'],['Recreation']
29695,['Recreation', 'Business', 'Arts', 'Health'],['Recreation']
10106,['Arts', 'Computers', 'Society', 'Business'],['Arts']
25822,['Recreation', 'Health', 'Science', 'Business'],['Recreation']
42411,['Shopping', 'Business', 'Recreation', 'Society'],['Recreation']
54231,['Computers', 'Science', 'Business', 'Recreation'],['Computers']
23159,['Computers', 'Recreation', 'Science', 'Business'],['Recreation']
35872,['Recreation', 'Shopping', 'Business', 'Computers'],['Recreation']
4669,['Recreation', 'Computers', 'Business', 'Arts'],['Recreation']
57197,['Recreation', 'Business', 'Arts', 'Society'],['Recreation']
43492,['Business', 'Society', 'Shopping', 'Sports'],['Shopping']
5229,['Health', 'Society', 'Business', 'Arts'],['Health']
48991,['Business', 'Recreation', 'Society', 'Computers'],['Computers']
6250,['Business', 'Shopping', 'Society', 'Computers'],['Shopping']
40362,['Shopping', 'Business', 'Computers', 'Games'],['Shopping']
6594,['Health', 'Shopping', 'Business', 'Computers'],['Health']
17914,['Health', 'Society', 'Computers', 'Arts'],['Health']
26020,['Business', 'Arts', 'Computers', 'Recreation'],['Computers']
9588,['Sports', 'Recreation', 'Society', 'Business'],['Sports']
51596,['Recreation', 'Arts', 'Computers', 'Games'],['Recreation']
25299,['Computers', 'Science', 'Recreation', 'Reference'],['Computers']
57187,['Games', 'Shopping', 'Arts', 'Business'],['Shopping']
28738,['Arts', 'Shopping', 'Business', 'Society'],['Shopping']
15812,['Business', 'Shopping', 'Society', 'Arts'],['Arts']
11513,['Adult', 'Recreation', 'Business', 'Health'],['Adult']
34577,['Shopping', 'Business', 'Computers', 'Recreation'],['Shopping']
36444,['Recreation', 'Arts', 'Computers', 'Games'],['Recreation']
25359,['Shopping', 'Adult', 'Business', 'Arts'],['Shopping']
23487,['Shopping', 'Recreation', 'Society', 'Business'],['Shopping']
3755,['Arts', 'Sports', 'Society', 'Recreation'],['Arts']
9621,['Society', 'Health', 'Business', 'Recreation'],['Health']
2356,['Shopping', 'Society', 'Arts', 'Business'],['Shopping']
15118,['Recreation', 'Business', 'Arts', 'Science'],['Recreation']
13077,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
22010,['Shopping', 'Reference', 'Arts', 'Computers'],['Arts']
49232,['Shopping', 'Recreation', 'Society', 'Sports'],['Arts']
48154,['Shopping', 'Arts', 'Business', 'Computers'],['Shopping']
9936,['Shopping', 'Arts', 'Business', 'Computers'],['Arts']
35716,['Health', 'Business', 'Society', 'Shopping'],['Health']
1540,['Adult', 'Society', 'Business', 'Shopping'],['Adult']
597,['Arts', 'Shopping', 'Recreation', 'Sports'],['Arts']
45266,['Arts', 'Shopping', 'Business', 'Society'],['Shopping']
9764,['Adult', 'Shopping', 'Business', 'Arts'],['Adult']
26169,['Recreation', 'Sports', 'Shopping', 'Society'],['Shopping']
52996,['Sports', 'Business', 'Shopping', 'Society'],['Sports']
20565,['Health', 'Business', 'Society', 'Arts'],['Health']
429,['Health', 'Shopping', 'Business', 'Society'],['Health']
6392,['Business', 'Recreation', 'Computers', 'Science'],['Recreation']
16479,['Shopping', 'Business', 'Sports', 'Recreation'],['Sports']
8596,['Science', 'Computers', 'Reference', 'Business'],['Computers']
4429,['Sports', 'Business', 'Society', 'Computers'],['Sports']
41603,['Health', 'Arts', 'Society', 'Business'],['Health']
57605,['Health', 'Society', 'Business', 'Shopping'],['Health']
41778,['Recreation', 'Business', 'Health', 'Computers'],['Recreation']
48632,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
54136,['Health', 'Society', 'Shopping', 'Business'],['Health']
42322,['Adult', 'Recreation', 'Business', 'Health'],['Adult']
47244,['Health', 'Sports', 'Society', 'Arts'],['Health']
1633,['Health', 'Society', 'Business', 'Shopping'],['Health']
58750,['Shopping', 'Society', 'Arts', 'Recreation'],['Arts']
24557,['Health', 'Shopping', 'Business', 'Society'],['Health']
37252,['Adult', 'Recreation', 'Business', 'Computers'],['Adult']
31859,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
12160,['Science', 'Recreation', 'Arts', 'Business'],['Recreation']
42456,['Sports', 'Business', 'Society', 'Shopping'],['Sports']
33367,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
32501,['Society', 'Business', 'Recreation', 'Computers'],['Health']
555,['Sports', 'Arts', 'Business', 'Recreation'],['Sports']
37044,['Health', 'Arts', 'Business', 'Recreation'],['Health']
26077,['Computers', 'Reference', 'Science', 'Arts'],['Computers']
49571,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
26390,['Adult', 'Recreation', 'Business', 'Health'],['Adult']
6130,['Business', 'Shopping', 'Arts', 'Computers'],['Arts']
14784,['Adult', 'Shopping', 'Business', 'Recreation'],['Adult']
15681,['Business', 'Computers', 'Science', 'Reference'],['Computers']
23281,['Recreation', 'Business', 'Shopping', 'Science'],['Recreation']
42260,['Computers', 'Science', 'Arts', 'Business'],['Computers']
28514,['Adult', 'Business', 'Recreation', 'Computers'],['Adult']
31783,['Computers', 'Recreation', 'Arts', 'Science'],['Computers']
57933,['Adult', 'Business', 'Recreation', 'Games'],['Adult']
45227,['Shopping', 'Business', 'Recreation', 'Arts'],['Shopping']
17814,['Shopping', 'Business', 'Arts', 'Computers'],['Shopping']
13301,['Sports', 'Shopping', 'Business', 'Arts'],['Sports']
43323,['Shopping', 'Business', 'Arts', 'Games'],['Shopping']
24733,['Shopping', 'Business', 'Society', 'Arts'],['Shopping']
45784,['Arts', 'Sports', 'Society', 'Business'],['Arts']
5960,['Business', 'Shopping', 'Recreation', 'Computers'],['Adult']
40208,['Adult', 'Shopping', 'Business', 'Society'],['Adult']
56469,['Recreation', 'Health', 'Business', 'Science'],['Recreation']
8946,['Games', 'Recreation', 'Reference', 'Arts'],['Recreation']
54334,['Business', 'Recreation', 'Adult', 'Games'],['Adult']
11104,['Sports', 'Arts', 'Recreation', 'Society'],['Sports']
25326,['Adult', 'Business', 'Shopping', 'Society'],['Adult']
24749,['Sports', 'Health', 'Shopping', 'Business'],['Sports']
37979,['Recreation', 'Shopping', 'Business', 'Arts'],['Recreation']
39408,['Shopping', 'Business', 'Recreation', 'Computers'],['Computers']
24409,['Science', 'Recreation', 'Business', 'Computers'],['Computers']
42426,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
23770,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
592,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
29272,['Recreation', 'Arts', 'Science', 'Business'],['Recreation']
52101,['Computers', 'Business', 'Science', 'Shopping'],['Computers']
59119,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
26595,['Adult', 'Recreation', 'Business', 'Arts'],['Adult']
41560,['Shopping', 'Business', 'Arts', 'Society'],['Shopping']
39399,['Sports', 'Reference', 'Recreation', 'Health'],['Sports']
5276,['Health', 'Shopping', 'Society', 'Arts'],['Arts']
26176,['Society', 'Arts', 'Business', 'Recreation'],['Arts']
17669,['Recreation', 'Games', 'Arts', 'Computers'],['Computers']
8232,['Arts', 'Sports', 'Recreation', 'Business'],['Arts']
58351,['Recreation', 'Arts', 'Games', 'Science'],['Recreation']
4262,['Sports', 'Recreation', 'Arts', 'Society'],['Sports']
15367,['Sports', 'Arts', 'Business', 'Shopping'],['Sports']
37897,['Arts', 'Sports', 'Health', 'Business'],['Arts']
32750,['Arts', 'Shopping', 'Business', 'Recreation'],['Arts']
9336,['Arts', 'Sports', 'Business', 'Shopping'],['Arts']
45339,['Society', 'Business', 'Reference', 'Arts'],['Reference']
50800,['Recreation', 'Society', 'Business', 'Computers'],['Computers']
42817,['Shopping', 'Recreation', 'Business', 'Arts'],['Shopping']
47186,['Society', 'Arts', 'Shopping', 'Business'],['Arts']
24281,['Shopping', 'Business', 'Society', 'Computers'],['Recreation']
6139,['Arts', 'Health', 'Sports', 'Business'],['Arts']
42246,['Recreation', 'Arts', 'Science', 'Business'],['Recreation']
37284,['Recreation', 'Business', 'Arts', 'Science'],['Recreation']
53563,['Sports', 'Business', 'Society', 'Shopping'],['Sports']
59053,['Adult', 'Shopping', 'Society', 'Arts'],['Adult']
48966,['Sports', 'Games', 'Shopping', 'Computers'],['Sports']
47713,['Sports', 'Society', 'Business', 'Shopping'],['Sports']
36909,['Shopping', 'Business', 'Society', 'Recreation'],['Sports']
50967,['Society', 'Arts', 'Business', 'Health'],['Arts']
46012,['Adult', 'Recreation', 'Business', 'Arts'],['Adult']
43382,['Recreation', 'Business', 'Sports', 'Shopping'],['Recreation']
41100,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
2705,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
37183,['Sports', 'Recreation', 'Arts', 'Shopping'],['Sports']
21528,['Shopping', 'Business', 'Adult', 'Arts'],['Shopping']
12890,['Arts', 'Sports', 'Health', 'Games'],['Arts']
29789,['Arts', 'Reference', 'Society', 'Shopping'],['Recreation']
51040,['Adult', 'Business', 'Recreation', 'Shopping'],['Adult']
13855,['Shopping', 'Recreation', 'Arts', 'Business'],['Shopping']
34002,['Computers', 'Science', 'Business', 'Recreation'],['Computers']
36691,['Shopping', 'Business', 'Society', 'Arts'],['Recreation']
6557,['Computers', 'Arts', 'Science', 'Business'],['Computers']
15270,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
7974,['Recreation', 'Adult', 'Business', 'Computers'],['Adult']
40495,['Shopping', 'Arts', 'Recreation', 'Computers'],['Recreation']
6091,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
16225,['Computers', 'Business', 'Reference', 'Science'],['Computers']
34088,['Adult', 'Society', 'Business', 'Recreation'],['Adult']
24049,['Shopping', 'Business', 'Society', 'Arts'],['Shopping']
31387,['Shopping', 'Business', 'Computers', 'Adult'],['Shopping']
17365,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
37971,['Arts', 'Sports', 'Business', 'Society'],['Arts']
50427,['Shopping', 'Computers', 'Business', 'Arts'],['Recreation']
5190,['Recreation', 'Arts', 'Games', 'Computers'],['Recreation']
41511,['Shopping', 'Society', 'Business', 'Recreation'],['Shopping']
36023,['Business', 'Shopping', 'Recreation', 'Arts'],['Recreation']
4062,['Recreation', 'Business', 'Arts', 'Reference'],['Recreation']
339,['Recreation', 'Sports', 'Shopping', 'Business'],['Sports']
49904,['Sports', 'Business', 'Arts', 'Shopping'],['Arts']
21494,['Computers', 'Business', 'Recreation', 'Reference'],['Adult']
5356,['Arts', 'Sports', 'Health', 'Society'],['Arts']
27338,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
38446,['Shopping', 'Recreation', 'Business', 'Society'],['Shopping']
14847,['Business', 'Shopping', 'Arts', 'Computers'],['Arts']
30418,['Sports', 'Society', 'Business', 'Shopping'],['Sports']
37714,['Recreation', 'Health', 'Business', 'Computers'],['Recreation']
26533,['Recreation', 'Business', 'Games', 'Arts'],['Recreation']
14294,['Recreation', 'Sports', 'Society', 'Computers'],['Recreation']
57362,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
17016,['Business', 'Shopping', 'Recreation', 'Computers'],['Recreation']
9719,['Business', 'Arts', 'Computers', 'Shopping'],['Arts']
10338,['Arts', 'Society', 'Health', 'Science'],['Arts']
12876,['Business', 'Health', 'Computers', 'Shopping'],['Arts']
20631,['Arts', 'Recreation', 'Computers', 'Business'],['Arts']
6249,['Recreation', 'Business', 'Health', 'Computers'],['Recreation']
50019,['Society', 'Arts', 'Shopping', 'Business'],['Arts']
51825,['Recreation', 'Sports', 'Games', 'Business'],['Recreation']
38312,['Sports', 'Business', 'Society', 'Recreation'],['Recreation']
24846,['Sports', 'Business', 'Shopping', 'Arts'],['Sports']
46338,['Recreation', 'Shopping', 'Business', 'Arts'],['Recreation']
25685,['Business', 'Computers', 'Science', 'Reference'],['Computers']
38657,['Shopping', 'Business', 'Society', 'Science'],['Shopping']
30875,['Recreation', 'Business', 'Arts', 'Shopping'],['Recreation']
27029,['Society', 'Shopping', 'Business', 'Computers'],['Arts']
47725,['Shopping', 'Business', 'Recreation', 'Arts'],['Shopping']
2577,['Computers', 'Shopping', 'Business', 'Arts'],['Arts']
8064,['Recreation', 'Business', 'Computers', 'Arts'],['Recreation']
31284,['Shopping', 'Business', 'Sports', 'Recreation'],['Arts']
58971,['Computers', 'Business', 'Games', 'Recreation'],['Computers']
57128,['Computers', 'Arts', 'Shopping', 'Society'],['Arts']
51523,['Recreation', 'Games', 'Arts', 'Science'],['Recreation']
31562,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
52885,['Computers', 'Business', 'Science', 'Reference'],['Computers']
13291,['Recreation', 'Arts', 'Reference', 'Science'],['Recreation']
17645,['Business', 'Recreation', 'Arts', 'Health'],['Computers']
56599,['Sports', 'Shopping', 'Business', 'Arts'],['Sports']
8613,['Computers', 'Business', 'Science', 'Shopping'],['Computers']
17433,['Computers', 'Business', 'Recreation', 'Arts'],['Computers']
12347,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
41103,['Arts', 'Shopping', 'Business', 'Society'],['Arts']
36440,['Arts', 'Computers', 'Science', 'Recreation'],['Arts']
11169,['Computers', 'Business', 'Science', 'Arts'],['Computers']
41827,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
9542,['Recreation', 'Arts', 'Games', 'Computers'],['Arts']
35762,['Shopping', 'Business', 'Society', 'Health'],['Shopping']
29264,['Games', 'Arts', 'Recreation', 'Business'],['Games', 'Arts']
30353,['Sports', 'Society', 'Business', 'Computers'],['Sports']
23247,['Games', 'Arts', 'Computers', 'Business'],['Arts']
32526,['Computers', 'Recreation', 'Arts', 'Business'],['Computers']
57957,['Business', 'Shopping', 'Arts', 'Computers'],['Shopping']
22269,['Computers', 'Business', 'Shopping', 'Society'],['Arts']
47106,['Shopping', 'Arts', 'Computers', 'Business'],['Arts']
25753,['Arts', 'Adult', 'Sports', 'Business'],['Arts']
9830,['Computers', 'Business', 'Recreation', 'Arts'],['Games', 'Arts']
39139,['Business', 'Recreation', 'Computers', 'Reference'],['Recreation']
38711,['Arts', 'Business', 'Computers', 'Recreation'],['Arts']
2575,['Sports', 'Business', 'Computers', 'Science'],['Sports']
59195,['Arts', 'Society', 'Shopping', 'Business'],['Arts']
36462,['Shopping', 'Business', 'Computers', 'Arts'],['Recreation']
11088,['Sports', 'Recreation', 'Shopping', 'Business'],['Recreation', 'Sports']
45874,['Sports', 'Business', 'Shopping', 'Society'],['Sports']
45319,['Recreation', 'Business', 'Computers', 'Arts'],['Recreation']
5397,['Arts', 'Business', 'Adult', 'Sports'],['Arts']
31309,['Computers', 'Business', 'Science', 'Reference'],['Computers']
54191,['Computers', 'Business', 'Science', 'Reference'],['Computers']
43815,['Arts', 'Computers', 'Games', 'Business'],['Arts']
41540,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
52602,['Shopping', 'Business', 'Society', 'Arts'],['Shopping']
46443,['Shopping', 'Business', 'Computers', 'Society'],['Arts']
53022,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
8953,['Recreation', 'Sports', 'Shopping', 'Business'],['Recreation']
27300,['Shopping', 'Sports', 'Recreation', 'Society'],['Recreation']
44060,['Shopping', 'Society', 'Business', 'Recreation'],['Shopping']
566,['Recreation', 'Arts', 'Shopping', 'Business'],['Recreation']
34324,['Shopping', 'Business', 'Recreation', 'Health'],['Shopping']
46120,['Arts', 'Reference', 'Recreation', 'Business'],['Arts']
46469,['Recreation', 'Arts', 'Business', 'Games'],['Recreation']
5748,['Sports', 'Recreation', 'Business', 'Arts'],['Sports']
57207,['Recreation', 'Arts', 'Business', 'Computers'],['Arts']
32671,['Arts', 'Business', 'Shopping', 'Society'],['Arts']
16691,['Arts', 'Games', 'Shopping', 'Sports'],['Recreation']
24405,['Business', 'Recreation', 'Computers', 'Games'],['Computers']
57608,['Recreation', 'Computers', 'Health', 'Arts'],['Computers']
22687,['Shopping', 'Business', 'Society', 'Arts'],['Shopping']
22483,['Recreation', 'Sports', 'Business', 'Shopping'],['Recreation']
40323,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
39956,['Shopping', 'Business', 'Health', 'Arts'],['Recreation']
28698,['Arts', 'Business', 'Shopping', 'Society'],['Arts']
47396,['Shopping', 'Business', 'Computers', 'Recreation'],['Shopping']
26106,['Arts', 'Science', 'Society', 'Business'],['Arts']
20657,['Computers', 'Reference', 'Business', 'Science'],['Computers']
57899,['Recreation', 'Arts', 'Business', 'Science'],['Recreation']
57413,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
57851,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
23069,['Sports', 'Society', 'Arts', 'Business'],['Sports']
35348,['Society', 'Business', 'Computers', 'Shopping'],['Recreation']
27968,['Business', 'Recreation', 'Sports', 'Arts'],['Recreation']
11769,['Recreation', 'Business', 'Arts', 'Computers'],['Recreation']
6807,['Recreation', 'Business', 'Sports', 'Games'],['Recreation']
11000,['Computers', 'Arts', 'Science', 'Business'],['Computers']
14716,['Recreation', 'Arts', 'Business', 'Health'],['Recreation']
7707,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
53390,['Business', 'Society', 'Shopping', 'Computers'],['Arts']
27654,['Sports', 'Games', 'Recreation', 'Business'],['Sports']
5937,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
45089,['Recreation', 'Business', 'Arts', 'Science'],['Recreation']
38352,['Arts', 'Business', 'Reference', 'Science'],['Arts']
27075,['Computers', 'Science', 'Business', 'Reference'],['Computers']
318,['Shopping', 'Business', 'Computers', 'Society'],['Shopping']
50390,['Business', 'Society', 'Shopping', 'Sports'],['Recreation']
14108,['Business', 'Society', 'Computers', 'Science'],['Business']
11362,['Business', 'Recreation', 'Society', 'Arts'],['Recreation']
39998,['Society', 'Business', 'Shopping', 'Computers'],['Recreation']
8293,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
32033,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
31106,['Arts', 'Science', 'Reference', 'Computers'],['Arts']
32416,['Computers', 'Reference', 'Science', 'Arts'],['Computers']
42130,['Recreation', 'Business', 'Health', 'Arts'],['Recreation']
30222,['Shopping', 'Recreation', 'Business', 'Arts'],['Recreation']
20369,['Computers', 'Reference', 'Science', 'Business'],['Computers']
35534,['Sports', 'Business', 'Shopping', 'Society'],['Shopping']
46922,['Arts', 'Business', 'Recreation', 'Reference'],['Arts', 'Reference']
25746,['Sports', 'Business', 'Shopping', 'Society'],['Sports']
47580,['Business', 'Society', 'Computers', 'Shopping'],['Business']
13355,['Shopping', 'Recreation', 'Business', 'Society'],['Shopping']
58648,['Business', 'Society', 'Computers', 'Shopping'],['Business']
17803,['Business', 'Society', 'Computers', 'Health'],['Business']
15794,['Business', 'Society', 'Science', 'Health'],['Business']
3810,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
10342,['Recreation', 'Adult', 'Business', 'Computers'],['Recreation']
8244,['Recreation', 'Business', 'Arts', 'Society'],['Recreation']
59218,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
39096,['Sports', 'Games', 'Society', 'Computers'],['Sports']
6288,['Business', 'Shopping', 'Society', 'Sports'],['Business']
58462,['Arts', 'Recreation', 'Society', 'Business'],['Arts']
35337,['Computers', 'Arts', 'Sports', 'Society'],['Computers']
50031,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
42287,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
9491,['Shopping', 'Society', 'Business', 'Computers'],['Recreation']
46500,['Computers', 'Business', 'Science', 'Reference'],['Computers']
59075,['Arts', 'Business', 'Sports', 'Society'],['Recreation']
45401,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
22977,['Shopping', 'Business', 'Sports', 'Society'],['Recreation']
33913,['Recreation', 'Reference', 'Arts', 'Business'],['Arts']
15030,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
29759,['Shopping', 'Recreation', 'Computers', 'Society'],['Shopping']
51016,['Business', 'Computers', 'Shopping', 'Recreation'],['Recreation', 'Business']
48974,['Recreation', 'Business', 'Sports', 'Society'],['Recreation']
45189,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
58706,['Shopping', 'Society', 'Business', 'Sports'],['Shopping']
34538,['Business', 'Society', 'Shopping', 'Computers'],['Shopping']
51176,['Business', 'Computers', 'Science', 'Shopping'],['Computers']
39130,['Arts', 'Reference', 'Shopping', 'Business'],['Arts']
25404,['Shopping', 'Business', 'Computers', 'Society'],['Sports']
24571,['Business', 'Computers', 'Science', 'Health'],['Computers']
24717,['Sports', 'Games', 'Business', 'Society'],['Sports']
28592,['Business', 'Shopping', 'Arts', 'Recreation'],['Business']
53858,['Shopping', 'Business', 'Sports', 'Recreation'],['Business']
8410,['Computers', 'Business', 'Arts', 'Shopping'],['Recreation']
30293,['Shopping', 'Business', 'Sports', 'Recreation'],['Shopping']
58214,['Health', 'Recreation', 'Business', 'Computers'],['Recreation']
43317,['Computers', 'Arts', 'Business', 'Shopping'],['Business']
27243,['Recreation', 'Computers', 'Arts', 'Business'],['Recreation']
25233,['Sports', 'Games', 'Shopping', 'Business'],['Sports']
384,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
11627,['Shopping', 'Business', 'Computers', 'Recreation'],['Recreation']
42648,['Sports', 'Games', 'Shopping', 'Business'],['Sports']
15439,['Shopping', 'Business', 'Arts', 'Recreation'],['Recreation']
49610,['Business', 'Society', 'Science', 'Shopping'],['Business']
46068,['Computers', 'Business', 'Society', 'Health'],['Computers']
34961,['Shopping', 'Business', 'Recreation', 'Arts'],['Shopping']
13264,['Computers', 'Business', 'Recreation', 'Health'],['Computers']
12358,['Recreation', 'Business', 'Shopping', 'Sports'],['Recreation']
51403,['Sports', 'Shopping', 'Business', 'Games'],['Sports']
15392,['Arts', 'Recreation', 'Computers', 'Games'],['Arts']
46597,['Business', 'Recreation', 'Computers', 'Arts'],['Recreation']
26013,['Recreation', 'Business', 'Sports', 'Computers'],['Recreation']
11684,['Adult', 'Shopping', 'Health', 'Business'],['Business']
9310,['Business', 'Health', 'Science', 'Society'],['Business']
41028,['Business', 'Computers', 'Reference', 'Science'],['Computers']
25927,['Shopping', 'Recreation', 'Business', 'Arts'],['Recreation']
15790,['Shopping', 'Society', 'Business', 'Recreation'],['Shopping']
41593,['Arts', 'Shopping', 'Business', 'Society'],['Arts']
54252,['Business', 'Health', 'Computers', 'Arts'],['Computers']
53505,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
57290,['Recreation', 'Arts', 'Business', 'Science'],['Recreation']
13541,['Business', 'Shopping', 'Science', 'Computers'],['Business']
54504,['Computers', 'Business', 'Science', 'Shopping'],['Computers']
29898,['Business', 'Shopping', 'Society', 'Computers'],['Sports']
50372,['Recreation', 'Business', 'Arts', 'Science'],['Recreation']
7075,['Shopping', 'Society', 'Business', 'Arts'],['Shopping']
55285,['Shopping', 'Arts', 'Society', 'Business'],['Shopping']
47688,['Society', 'Science', 'Arts', 'Recreation'],['Business']
6271,['Shopping', 'Society', 'Business', 'Arts'],['Shopping']
45412,['Society', 'Shopping', 'Arts', 'Recreation'],['Recreation']
37003,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
27925,['Recreation', 'Arts', 'Games', 'Computers'],['Recreation']
8216,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
53792,['Sports', 'Business', 'Society', 'Recreation'],['Sports']
58216,['Business', 'Shopping', 'Society', 'Computers'],['Recreation']
54442,['Shopping', 'Business', 'Arts', 'Sports'],['Recreation']
50052,['Business', 'Computers', 'Health', 'Science'],['Computers']
43619,['Recreation', 'Sports', 'Science', 'Arts'],['Recreation']
10499,['Shopping', 'Business', 'Recreation', 'Arts'],['Recreation']
53620,['Recreation', 'Computers', 'Arts', 'Business'],['Recreation']
32133,['Arts', 'Business', 'Computers', 'Recreation'],['Arts']
30682,['Arts', 'Recreation', 'Business', 'Shopping'],['Arts']
38595,['Business', 'Society', 'Shopping', 'Arts'],['Business']
8273,['Business', 'Shopping', 'Recreation', 'Society'],['Business']
54754,['Sports', 'Society', 'Recreation', 'Arts'],['Sports']
32711,['Business', 'Shopping', 'Recreation', 'Society'],['Business']
29233,['Shopping', 'Business', 'Recreation', 'Society'],['Business']
2831,['Sports', 'Business', 'Society', 'Computers'],['Sports']
45910,['Recreation', 'Arts', 'Business', 'Reference'],['Recreation']
9768,['Shopping', 'Business', 'Computers', 'Society'],['Recreation']
10596,['Shopping', 'Society', 'Business', 'Recreation'],['Shopping']
47481,['Arts', 'Business', 'Computers', 'Health'],['Arts']
32533,['Sports', 'Business', 'Games', 'Recreation'],['Sports']
11953,['Shopping', 'Business', 'Computers', 'Arts'],['Shopping']
32383,['Business', 'Computers', 'Society', 'Reference'],['Computers']
27361,['Computers', 'Business', 'Society', 'Health'],['Computers']
23832,['Shopping', 'Business', 'Recreation', 'Society'],['Business']
15283,['Shopping', 'Business', 'Sports', 'Society'],['Recreation']
33388,['Shopping', 'Business', 'Recreation', 'Computers'],['Business']
27986,['Recreation', 'Shopping', 'Society', 'Business'],['Recreation']
28122,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
25966,['Computers', 'Business', 'Reference', 'Science'],['Computers']
