52866, predicted: Health, actual: Games
29420, predicted: Business, actual: Shopping
29426, predicted: Regional, actual: Shopping
29429, predicted: Business, actual: Shopping
29445, predicted: Recreation, actual: Shopping
29447, predicted: Business, actual: Shopping
29450, predicted: Sports, actual: Shopping
29470, predicted: Business, actual: Shopping
29508, predicted: Business, actual: Shopping
29511, predicted: Business, actual: Shopping
29520, predicted: Society, actual: Shopping
29522, predicted: Computers, actual: Shopping
29537, predicted: Business, actual: Shopping
29547, predicted: Recreation, actual: Shopping
29555, predicted: Reference, actual: Shopping
29601, predicted: Recreation, actual: Shopping
29637, predicted: Business, actual: Shopping
29641, predicted: Arts, actual: Shopping
29644, predicted: Recreation, actual: Shopping
29649, predicted: Home, actual: Shopping
29655, predicted: Recreation, actual: Shopping
29662, predicted: Home, actual: Shopping
29724, predicted: Arts, actual: Shopping
29732, predicted: Recreation, actual: Shopping
29736, predicted: Health, actual: Shopping
29741, predicted: Business, actual: Shopping
29752, predicted: Arts, actual: Shopping
29769, predicted: Business, actual: Shopping
29799, predicted: Recreation, actual: Shopping
29838, predicted: Business, actual: Shopping
29872, predicted: Business, actual: Shopping
29898, predicted: Recreation, actual: Shopping
29904, predicted: Society, actual: Shopping
29942, predicted: Adult, actual: Shopping
29980, predicted: Computers, actual: Shopping
29989, predicted: Kids, actual: Shopping
29997, predicted: Computers, actual: Shopping
30059, predicted: Society, actual: Shopping
30065, predicted: Society, actual: Shopping
30079, predicted: Sports, actual: Shopping
30090, predicted: Society, actual: Shopping
30112, predicted: Sports, actual: Shopping
30163, predicted: Arts, actual: Shopping
30236, predicted: Business, actual: Shopping
30239, predicted: Recreation, actual: Shopping
30285, predicted: Science, actual: Shopping
30312, predicted: Society, actual: Shopping
30315, predicted: News, actual: Shopping
30363, predicted: Sports, actual: Shopping
30391, predicted: Arts, actual: Shopping
30394, predicted: Business, actual: Shopping
30467, predicted: Recreation, actual: Shopping
30471, predicted: Arts, actual: Shopping
30474, predicted: Regional, actual: Shopping
30477, predicted: Computers, actual: Shopping
30502, predicted: Sports, actual: Shopping
30511, predicted: Business, actual: Shopping
30512, predicted: Business, actual: Shopping
30555, predicted: Games, actual: Shopping
30627, predicted: Computers, actual: Shopping
30699, predicted: Business, actual: Shopping
30703, predicted: Business, actual: Shopping
30708, predicted: Business, actual: Shopping
30732, predicted: Society, actual: Shopping
30744, predicted: Sports, actual: Shopping
30766, predicted: Kids, actual: Shopping
30774, predicted: Recreation, actual: Shopping
30799, predicted: Society, actual: Shopping
30815, predicted: Reference, actual: Shopping
30835, predicted: Business, actual: Shopping
30863, predicted: Sports, actual: Shopping
30866, predicted: Health, actual: Shopping
30879, predicted: Science, actual: Shopping
30912, predicted: Business, actual: Shopping
30949, predicted: Society, actual: Shopping
30969, predicted: Health, actual: Shopping
31073, predicted: Society, actual: Shopping
31099, predicted: Sports, actual: Shopping
31161, predicted: Business, actual: Shopping
31196, predicted: Health, actual: Shopping
31222, predicted: Society, actual: Shopping
31250, predicted: Society, actual: Shopping
31256, predicted: Science, actual: Shopping
31285, predicted: Sports, actual: Shopping
31320, predicted: Arts, actual: Shopping
31362, predicted: Recreation, actual: Shopping
31366, predicted: Society, actual: Shopping
31384, predicted: Arts, actual: Shopping
31409, predicted: Recreation, actual: Shopping
31447, predicted: Arts, actual: Shopping
31464, predicted: Arts, actual: Shopping
31497, predicted: Recreation, actual: Shopping
31509, predicted: Business, actual: Shopping
31514, predicted: Recreation, actual: Shopping
31563, predicted: Business, actual: Shopping
31572, predicted: Business, actual: Shopping
31610, predicted: Society, actual: Shopping
31658, predicted: Arts, actual: Shopping
31680, predicted: Home, actual: Shopping
31693, predicted: Arts, actual: Shopping
31745, predicted: Arts, actual: Shopping
31825, predicted: Business, actual: Shopping
31835, predicted: Shopping, actual: Society
31881, predicted: Health, actual: Shopping
31886, predicted: Sports, actual: Shopping
31891, predicted: Arts, actual: Shopping
31951, predicted: Recreation, actual: Shopping
31973, predicted: Society, actual: Shopping
31979, predicted: Games, actual: Shopping
31993, predicted: Arts, actual: Shopping
31997, predicted: Recreation, actual: Shopping
32052, predicted: Health, actual: Shopping
32055, predicted: Arts, actual: Shopping
32060, predicted: Home, actual: Shopping
32114, predicted: Business, actual: Shopping
32123, predicted: Arts, actual: Shopping
32143, predicted: Home, actual: Shopping
32174, predicted: Business, actual: Shopping
32214, predicted: Society, actual: Shopping
32239, predicted: Business, actual: Shopping
32300, predicted: Society, actual: Shopping
32325, predicted: Regional, actual: Shopping
32368, predicted: Recreation, actual: Shopping
32392, predicted: Health, actual: Shopping
32452, predicted: Sports, actual: Shopping
32460, predicted: Kids, actual: Shopping
32465, predicted: Business, actual: Shopping
32472, predicted: Adult, actual: Shopping
32482, predicted: Science, actual: Shopping
32557, predicted: Home, actual: Shopping
32593, predicted: Arts, actual: Shopping
32610, predicted: Arts, actual: Shopping
32621, predicted: Arts, actual: Shopping
32697, predicted: Society, actual: Shopping
32708, predicted: Society, actual: Shopping
32710, predicted: Arts, actual: Shopping
32717, predicted: Society, actual: Shopping
32733, predicted: Arts, actual: Shopping
32812, predicted: Society, actual: Shopping
32838, predicted: Arts, actual: Shopping
32877, predicted: Business, actual: Shopping
32881, predicted: Business, actual: Shopping
32884, predicted: Computers, actual: Shopping
32933, predicted: Recreation, actual: Shopping
32936, predicted: Health, actual: Shopping
32979, predicted: Sports, actual: Shopping
33016, predicted: Sports, actual: Shopping
33064, predicted: Society, actual: Shopping
33116, predicted: Sports, actual: Shopping
33170, predicted: Arts, actual: Shopping
33192, predicted: Health, actual: Shopping
33196, predicted: Society, actual: Shopping
33228, predicted: Business, actual: Shopping
33260, predicted: News, actual: Shopping
33269, predicted: Arts, actual: Shopping
33284, predicted: Business, actual: Shopping
33337, predicted: Business, actual: Shopping
33355, predicted: Business, actual: Shopping
33469, predicted: Games, actual: Shopping
33477, predicted: Sports, actual: Shopping
33481, predicted: Sports, actual: Shopping
33493, predicted: Business, actual: Shopping
33506, predicted: Sports, actual: Shopping
33513, predicted: Sports, actual: Shopping
33524, predicted: Arts, actual: Shopping
33591, predicted: Computers, actual: Shopping
33606, predicted: Business, actual: Shopping
33609, predicted: Arts, actual: Shopping
33643, predicted: Computers, actual: Shopping
33781, predicted: Recreation, actual: Shopping
33791, predicted: Computers, actual: Shopping
33856, predicted: Business, actual: Shopping
33874, predicted: Health, actual: Shopping
33924, predicted: Arts, actual: Shopping
34015, predicted: Society, actual: Shopping
34028, predicted: Society, actual: Shopping
34063, predicted: Recreation, actual: Shopping
34144, predicted: Games, actual: Shopping
34199, predicted: Shopping, actual: Society
34212, predicted: Business, actual: Society
34262, predicted: Sports, actual: Society
34290, predicted: Arts, actual: Society
34307, predicted: Recreation, actual: Society
34351, predicted: Health, actual: Society
34355, predicted: Computers, actual: Society
34375, predicted: Games, actual: Society
34409, predicted: Science, actual: Society
34412, predicted: Reference, actual: Society
34467, predicted: Health, actual: Society
34584, predicted: Shopping, actual: Society
34618, predicted: Arts, actual: Society
34680, predicted: Shopping, actual: Society
34698, predicted: Business, actual: Society
34705, predicted: Sports, actual: Society
34738, predicted: Arts, actual: Society
34766, predicted: Reference, actual: Society
34804, predicted: Business, actual: Society
34807, predicted: Shopping, actual: Society
34817, predicted: Arts, actual: Society
34818, predicted: Arts, actual: Society
34821, predicted: Home, actual: Society
34848, predicted: Health, actual: Society
34858, predicted: Kids, actual: Society
34879, predicted: Shopping, actual: Society
34888, predicted: Arts, actual: Society
34891, predicted: Business, actual: Society
34903, predicted: Computers, actual: Society
34930, predicted: Shopping, actual: Society
34995, predicted: Sports, actual: Society
34997, predicted: Science, actual: Society
35009, predicted: Computers, actual: Society
35033, predicted: Health, actual: Society
35056, predicted: Home, actual: Society
35116, predicted: Health, actual: Society
35126, predicted: Adult, actual: Society
35137, predicted: Computers, actual: Society
35155, predicted: Business, actual: Society
35167, predicted: Computers, actual: Society
35173, predicted: News, actual: Society
35222, predicted: Home, actual: Society
35255, predicted: Health, actual: Society
35262, predicted: Sports, actual: Society
35267, predicted: Arts, actual: Society
35302, predicted: Shopping, actual: Society
35305, predicted: Shopping, actual: Society
35448, predicted: Recreation, actual: Society
35465, predicted: Regional, actual: Society
35489, predicted: Arts, actual: Society
35490, predicted: Sports, actual: Society
35513, predicted: Business, actual: Society
35550, predicted: Adult, actual: Society
35582, predicted: Sports, actual: Society
35591, predicted: Shopping, actual: Society
35596, predicted: Sports, actual: Society
35614, predicted: Computers, actual: Society
35620, predicted: Science, actual: Society
35642, predicted: Arts, actual: Society
35644, predicted: Reference, actual: Society
35651, predicted: Business, actual: Society
35665, predicted: Arts, actual: Society
35761, predicted: Shopping, actual: Society
35770, predicted: Sports, actual: Society
35771, predicted: Recreation, actual: Society
35819, predicted: Business, actual: Society
35873, predicted: Shopping, actual: Society
35893, predicted: Arts, actual: Society
35913, predicted: Health, actual: Society
35978, predicted: Shopping, actual: Society
35991, predicted: Business, actual: Society
36032, predicted: Shopping, actual: Society
36059, predicted: News, actual: Society
36070, predicted: News, actual: Society
36124, predicted: Computers, actual: Society
36136, predicted: News, actual: Society
36171, predicted: Sports, actual: Society
36179, predicted: Recreation, actual: Society
36206, predicted: Science, actual: Society
36209, predicted: Arts, actual: Society
36240, predicted: Home, actual: Society
36248, predicted: Arts, actual: Society
36261, predicted: Business, actual: Society
36278, predicted: Health, actual: Society
36280, predicted: Computers, actual: Society
36292, predicted: Arts, actual: Society
36312, predicted: Recreation, actual: Society
36322, predicted: Shopping, actual: Society
36323, predicted: Business, actual: Society
36328, predicted: Computers, actual: Society
36361, predicted: Sports, actual: Society
36364, predicted: Shopping, actual: Society
36366, predicted: Home, actual: Society
36386, predicted: Games, actual: Society
36388, predicted: Sports, actual: Society
36430, predicted: Health, actual: Society
36459, predicted: Sports, actual: Society
36469, predicted: Shopping, actual: Society
36476, predicted: Games, actual: Society
36504, predicted: Sports, actual: Society
36553, predicted: Sports, actual: Society
36574, predicted: Arts, actual: Society
36613, predicted: Arts, actual: Society
36631, predicted: Business, actual: Society
36632, predicted: Sports, actual: Society
36643, predicted: Sports, actual: Society
36653, predicted: Health, actual: Society
36657, predicted: Arts, actual: Society
36665, predicted: Sports, actual: Society
36671, predicted: Sports, actual: Society
36687, predicted: Arts, actual: Society
36689, predicted: Health, actual: Society
36708, predicted: Home, actual: Society
36713, predicted: Arts, actual: Society
36738, predicted: Health, actual: Society
36752, predicted: Shopping, actual: Society
36753, predicted: Health, actual: Society
36763, predicted: Health, actual: Society
36790, predicted: Kids, actual: Society
36812, predicted: Business, actual: Society
36886, predicted: Business, actual: Society
36892, predicted: Computers, actual: Society
36894, predicted: Adult, actual: Society
36915, predicted: Computers, actual: Society
36947, predicted: Shopping, actual: Society
36959, predicted: Shopping, actual: Society
36973, predicted: Shopping, actual: Society
36977, predicted: Computers, actual: Society
37034, predicted: Arts, actual: Society
37036, predicted: Science, actual: Society
37051, predicted: Business, actual: Society
37058, predicted: Arts, actual: Society
37070, predicted: Recreation, actual: Society
37138, predicted: Shopping, actual: Society
37141, predicted: Health, actual: Society
37197, predicted: News, actual: Society
37201, predicted: Shopping, actual: Society
37210, predicted: Shopping, actual: Society
37212, predicted: Sports, actual: Society
37213, predicted: Reference, actual: Society
37215, predicted: Adult, actual: Society
37238, predicted: Business, actual: Society
37241, predicted: Sports, actual: Society
37243, predicted: Business, actual: Society
37263, predicted: Computers, actual: Society
37270, predicted: Sports, actual: Society
37280, predicted: Arts, actual: Society
37295, predicted: News, actual: Society
37377, predicted: Health, actual: Society
37379, predicted: Sports, actual: Society
37416, predicted: Arts, actual: Society
37417, predicted: Arts, actual: Society
37487, predicted: Business, actual: Society
37524, predicted: Recreation, actual: Society
37539, predicted: Sports, actual: Society
37604, predicted: Sports, actual: Society
37647, predicted: Computers, actual: Society
37648, predicted: Recreation, actual: Society
37656, predicted: Arts, actual: Society
37669, predicted: News, actual: Society
37673, predicted: Sports, actual: Society
37700, predicted: Adult, actual: Society
37706, predicted: Shopping, actual: Society
37770, predicted: Games, actual: Society
37780, predicted: Arts, actual: Society
37809, predicted: Business, actual: Society
37828, predicted: Sports, actual: Society
37866, predicted: Kids, actual: Society
37875, predicted: Business, actual: Society
37876, predicted: Health, actual: Society
37944, predicted: Business, actual: Society
37991, predicted: Science, actual: Society
38042, predicted: Business, actual: Society
38061, predicted: Computers, actual: Society
38062, predicted: Business, actual: Society
38130, predicted: Arts, actual: Sports
38137, predicted: Computers, actual: Sports
38150, predicted: Kids, actual: Sports
38153, predicted: Games, actual: Sports
38209, predicted: Shopping, actual: Sports
38285, predicted: News, actual: Sports
38300, predicted: News, actual: Sports
38311, predicted: Shopping, actual: Sports
38545, predicted: Games, actual: Sports
38548, predicted: Business, actual: Sports
38694, predicted: Arts, actual: Sports
38710, predicted: Games, actual: Sports
38712, predicted: Society, actual: Sports
38726, predicted: Society, actual: Sports
38784, predicted: Kids, actual: Sports
38800, predicted: Adult, actual: Sports
38830, predicted: Recreation, actual: Sports
39139, predicted: Recreation, actual: Sports
39155, predicted: Society, actual: Sports
39173, predicted: Kids, actual: Sports
39261, predicted: Games, actual: Sports
39323, predicted: Business, actual: Sports
39354, predicted: Business, actual: Sports
39368, predicted: Health, actual: Sports
39408, predicted: Shopping, actual: Sports
39479, predicted: Recreation, actual: Sports
39481, predicted: Shopping, actual: Sports
39503, predicted: Society, actual: Sports
39521, predicted: Recreation, actual: Sports
39538, predicted: Business, actual: Sports
39552, predicted: Games, actual: Sports
39651, predicted: Kids, actual: Sports
39662, predicted: Arts, actual: Sports
39709, predicted: Computers, actual: Sports
39801, predicted: Arts, actual: Sports
39966, predicted: Shopping, actual: Sports
39969, predicted: Arts, actual: Sports
39986, predicted: Games, actual: Sports
40026, predicted: Computers, actual: Sports
40119, predicted: Arts, actual: Sports
40226, predicted: Business, actual: Sports
40366, predicted: News, actual: Sports
40404, predicted: Games, actual: Sports
40410, predicted: Recreation, actual: Sports
40427, predicted: Arts, actual: Sports
40438, predicted: Kids, actual: Sports
40442, predicted: Shopping, actual: Sports
40508, predicted: Computers, actual: Sports
40543, predicted: Shopping, actual: Sports
40822, predicted: Shopping, actual: Sports
40839, predicted: Recreation, actual: Sports
40975, predicted: Society, actual: Sports
40990, predicted: Reference, actual: Sports
41043, predicted: Recreation, actual: Sports
41207, predicted: Society, actual: Sports
41233, predicted: Recreation, actual: Sports
41240, predicted: Shopping, actual: Sports
41241, predicted: Games, actual: Sports
41286, predicted: Shopping, actual: Sports
41289, predicted: Shopping, actual: Sports
41311, predicted: Shopping, actual: Sports
41331, predicted: Science, actual: Sports
41341, predicted: Shopping, actual: Sports
41364, predicted: Shopping, actual: Sports
41386, predicted: Games, actual: Sports
41463, predicted: Games, actual: Sports
41465, predicted: Arts, actual: Sports
41474, predicted: News, actual: Sports
41489, predicted: Computers, actual: Sports
41603, predicted: Society, actual: Sports
41632, predicted: Arts, actual: Sports
41687, predicted: Business, actual: Sports
41691, predicted: Recreation, actual: Sports
41704, predicted: Regional, actual: Sports
41705, predicted: Society, actual: Sports
41746, predicted: Shopping, actual: Sports
41827, predicted: Business, actual: Sports
41852, predicted: Shopping, actual: Sports
41989, predicted: Shopping, actual: Sports
42276, predicted: Health, actual: Sports
42308, predicted: Games, actual: Sports
42492, predicted: Business, actual: Sports
42503, predicted: Arts, actual: Sports
42528, predicted: Games, actual: Sports
42546, predicted: Health, actual: Sports
42561, predicted: Home, actual: Sports
42578, predicted: Society, actual: Sports
42585, predicted: Society, actual: Sports
42742, predicted: Arts, actual: Sports
42906, predicted: Society, actual: Sports
42938, predicted: Health, actual: Sports
43022, predicted: Computers, actual: Sports
43042, predicted: Home, actual: Sports
43098, predicted: Business, actual: Sports
43121, predicted: Recreation, actual: Sports
43127, predicted: Business, actual: Sports
43152, predicted: Kids, actual: Sports
43176, predicted: Arts, actual: Sports
43201, predicted: Recreation, actual: Sports
43209, predicted: Recreation, actual: Sports
43223, predicted: Shopping, actual: Sports
43298, predicted: Science, actual: Sports
43337, predicted: Computers, actual: Sports
43388, predicted: Sports, actual: Games
43407, predicted: Sports, actual: Reference
43444, predicted: Society, actual: Adult
43453, predicted: Recreation, actual: Adult
43485, predicted: Business, actual: Adult
43496, predicted: Recreation, actual: Adult
43511, predicted: Arts, actual: Adult
43514, predicted: Arts, actual: Adult
43531, predicted: Reference, actual: Adult
43548, predicted: News, actual: Arts
43549, predicted: Business, actual: Arts
43552, predicted: Arts, actual: Regional
43556, predicted: Arts, actual: Computers
43561, predicted: Arts, actual: News
43571, predicted: Shopping, actual: Arts
43584, predicted: Regional, actual: Arts
43599, predicted: Society, actual: Arts
43608, predicted: Society, actual: Arts
43612, predicted: Adult, actual: Arts
43616, predicted: Computers, actual: Arts
43625, predicted: Games, actual: Arts
43653, predicted: Computers, actual: Business
43659, predicted: Business, actual: Computers
43671, predicted: Regional, actual: Business
43676, predicted: Arts, actual: Business
43693, predicted: Computers, actual: Business
43697, predicted: Business, actual: Computers
43702, predicted: Business, actual: Regional
43703, predicted: Regional, actual: Business
43704, predicted: Regional, actual: Business
43714, predicted: Health, actual: Business
43719, predicted: Society, actual: Business
43734, predicted: Business, actual: Regional
43741, predicted: Business, actual: Regional
43746, predicted: Health, actual: Business
43750, predicted: Shopping, actual: Business
43752, predicted: Shopping, actual: Business
43767, predicted: Business, actual: Regional
43768, predicted: Computers, actual: Regional
43781, predicted: Reference, actual: Computers
43782, predicted: Business, actual: Computers
43791, predicted: Games, actual: Computers
43836, predicted: Business, actual: Computers
43845, predicted: Business, actual: Computers
43899, predicted: Kids, actual: Games
43916, predicted: Games, actual: Regional
43927, predicted: Kids, actual: Games
43939, predicted: Sports, actual: Games
43946, predicted: Kids, actual: Games
43954, predicted: Computers, actual: Games
43955, predicted: Kids, actual: Games
43965, predicted: Recreation, actual: Games
43970, predicted: Computers, actual: Games
44017, predicted: Health, actual: Shopping
44031, predicted: Business, actual: Health
44084, predicted: Science, actual: Health
44093, predicted: Society, actual: Health
44228, predicted: Business, actual: Kids
44245, predicted: Kids, actual: Computers
44263, predicted: News, actual: Regional
44489, predicted: Society, actual: Regional
44638, predicted: Shopping, actual: Business
44662, predicted: Recreation, actual: Shopping
44687, predicted: Recreation, actual: Society
44698, predicted: Shopping, actual: Society
44714, predicted: Business, actual: Society
44756, predicted: Arts, actual: Society
44889, predicted: Society, actual: Adult
44909, predicted: Shopping, actual: Adult
44939, predicted: Shopping, actual: Adult
45066, predicted: Sports, actual: Adult
45109, predicted: Sports, actual: Adult
45281, predicted: Computers, actual: Adult
45297, predicted: Shopping, actual: Adult
45316, predicted: Recreation, actual: Adult
45318, predicted: Arts, actual: Adult
45373, predicted: Shopping, actual: Adult
45379, predicted: Recreation, actual: Adult
45410, predicted: Society, actual: Adult
45439, predicted: Kids, actual: Arts
45454, predicted: Shopping, actual: Arts
45462, predicted: Arts, actual: Kids
45517, predicted: Society, actual: Arts
45570, predicted: Reference, actual: Arts
45638, predicted: Arts, actual: Kids
45716, predicted: Shopping, actual: Arts
45765, predicted: Shopping, actual: Arts
45777, predicted: Reference, actual: Arts
45795, predicted: Shopping, actual: Arts
45875, predicted: Computers, actual: Arts
46485, predicted: Sports, actual: Arts
46495, predicted: Health, actual: Arts
46505, predicted: Sports, actual: Arts
52700, predicted: Business, actual: Computers
52772, predicted: Home, actual: Computers
52774, predicted: Science, actual: Computers
52803, predicted: Recreation, actual: Computers
52896, predicted: Sports, actual: Games
52976, predicted: News, actual: Games
53145, predicted: Sports, actual: Games
53184, predicted: Kids, actual: Games
53397, predicted: Shopping, actual: Games
53555, predicted: Computers, actual: Games
53578, predicted: Business, actual: Games
53608, predicted: Recreation, actual: Games
53720, predicted: Arts, actual: Health
53936, predicted: Shopping, actual: Health
54071, predicted: Society, actual: Health
54194, predicted: Recreation, actual: Health
54249, predicted: Computers, actual: Health
54289, predicted: Kids, actual: Health
54387, predicted: Business, actual: Health
54576, predicted: Society, actual: Health
54885, predicted: Recreation, actual: Health
54979, predicted: Recreation, actual: Health
55102, predicted: Computers, actual: Health
55201, predicted: Computers, actual: Health
55419, predicted: Society, actual: Health
55429, predicted: Arts, actual: Health
55777, predicted: Society, actual: Home
56235, predicted: Recreation, actual: Kids
56340, predicted: Shopping, actual: Kids
56607, predicted: Kids, actual: Society
56647, predicted: Kids, actual: Society
56709, predicted: Kids, actual: News
56715, predicted: Business, actual: News
56779, predicted: Society, actual: News
56837, predicted: Recreation, actual: News
56853, predicted: Games, actual: News
56930, predicted: Shopping, actual: News
56976, predicted: Society, actual: Recreation
56991, predicted: Society, actual: Recreation
1122, predicted: Recreation, actual: Regional
1381, predicted: Regional, actual: Society
1591, predicted: Business, actual: Shopping
1599, predicted: Business, actual: Shopping
1680, predicted: Business, actual: Society
2710, predicted: Recreation, actual: Adult
2735, predicted: Recreation, actual: Adult
2880, predicted: Arts, actual: Kids
2922, predicted: Science, actual: Arts
2938, predicted: Adult, actual: Arts
2965, predicted: Business, actual: Arts
3004, predicted: Recreation, actual: Arts
3043, predicted: Arts, actual: Kids
3471, predicted: Arts, actual: Business
3549, predicted: Recreation, actual: Reference
3565, predicted: Business, actual: Arts
3912, predicted: Business, actual: Arts
4170, predicted: Arts, actual: Games
4208, predicted: Arts, actual: Games
4283, predicted: News, actual: Arts
4323, predicted: Kids, actual: Arts
4383, predicted: Arts, actual: Reference
4549, predicted: Games, actual: Arts
4766, predicted: Recreation, actual: Arts
4768, predicted: Business, actual: Arts
4802, predicted: Arts, actual: News
4842, predicted: Society, actual: Arts
5221, predicted: Arts, actual: Shopping
5402, predicted: Recreation, actual: Arts
5454, predicted: Adult, actual: Arts
5492, predicted: Arts, actual: Society
45, predicted: Business, actual: Adult
67, predicted: Adult, actual: Society
85, predicted: Games, actual: Adult
97, predicted: Recreation, actual: Adult
107, predicted: Society, actual: Adult
124, predicted: Arts, actual: Regional
125, predicted: Business, actual: Arts
140, predicted: Arts, actual: News
142, predicted: Arts, actual: News
153, predicted: Science, actual: Arts
160, predicted: Recreation, actual: Arts
162, predicted: News, actual: Arts
173, predicted: Arts, actual: Kids
174, predicted: Arts, actual: Regional
175, predicted: Arts, actual: Business
188, predicted: Kids, actual: Arts
190, predicted: Arts, actual: Kids
198, predicted: Arts, actual: Home
205, predicted: Recreation, actual: Society
217, predicted: Business, actual: Arts
235, predicted: Adult, actual: Arts
255, predicted: Business, actual: News
256, predicted: Business, actual: Regional
262, predicted: Business, actual: Home
265, predicted: Business, actual: Regional
268, predicted: Arts, actual: Business
272, predicted: Business, actual: Computers
284, predicted: Regional, actual: Business
287, predicted: News, actual: Business
310, predicted: Home, actual: Business
318, predicted: Business, actual: Regional
320, predicted: Regional, actual: Business
324, predicted: News, actual: Business
329, predicted: Business, actual: Regional
352, predicted: Business, actual: Sports
362, predicted: Home, actual: Computers
366, predicted: Reference, actual: Computers
371, predicted: Recreation, actual: Computers
394, predicted: Society, actual: Computers
396, predicted: Business, actual: Computers
430, predicted: Shopping, actual: Computers
431, predicted: Health, actual: Games
432, predicted: Kids, actual: Games
446, predicted: Games, actual: Sports
491, predicted: News, actual: Games
529, predicted: Computers, actual: Games
554, predicted: Home, actual: Health
558, predicted: Reference, actual: Health
561, predicted: Arts, actual: Health
564, predicted: Health, actual: Science
579, predicted: Business, actual: Health
622, predicted: Science, actual: Health
632, predicted: Science, actual: Health
644, predicted: Computers, actual: Health
670, predicted: Society, actual: Health
688, predicted: Recreation, actual: Home
693, predicted: Home, actual: Society
703, predicted: Home, actual: Regional
706, predicted: Home, actual: Recreation
709, predicted: Home, actual: Computers
716, predicted: Health, actual: Home
721, predicted: Kids, actual: Home
729, predicted: Games, actual: Home
730, predicted: Reference, actual: Home
741, predicted: Health, actual: Home
756, predicted: Kids, actual: Home
767, predicted: Home, actual: Recreation
771, predicted: Home, actual: Recreation
782, predicted: Business, actual: Home
792, predicted: Business, actual: Home
804, predicted: Computers, actual: Home
822, predicted: Regional, actual: Kids
829, predicted: Regional, actual: Kids
835, predicted: Science, actual: Kids
839, predicted: Kids, actual: Computers
843, predicted: News, actual: Kids
844, predicted: Recreation, actual: Kids
847, predicted: Kids, actual: Recreation
854, predicted: Kids, actual: Recreation
856, predicted: Kids, actual: Reference
862, predicted: Society, actual: Kids
869, predicted: Business, actual: Kids
870, predicted: Kids, actual: Society
889, predicted: Arts, actual: Kids
923, predicted: Kids, actual: Society
929, predicted: Arts, actual: Society
937, predicted: Regional, actual: News
942, predicted: Regional, actual: News
969, predicted: Regional, actual: News
975, predicted: Shopping, actual: News
989, predicted: Science, actual: News
995, predicted: News, actual: Regional
1002, predicted: Regional, actual: News
1010, predicted: Business, actual: News
1022, predicted: Regional, actual: News
1026, predicted: Recreation, actual: News
1034, predicted: Recreation, actual: Home
1052, predicted: Business, actual: Recreation
1076, predicted: Business, actual: News
1083, predicted: Recreation, actual: News
1085, predicted: News, actual: Society
1124, predicted: Business, actual: Recreation
1130, predicted: Shopping, actual: Recreation
1131, predicted: Kids, actual: Recreation
1143, predicted: Business, actual: Recreation
1167, predicted: News, actual: Recreation
1175, predicted: Computers, actual: Recreation
1187, predicted: Home, actual: Recreation
1190, predicted: Business, actual: Recreation
1194, predicted: Games, actual: Recreation
1213, predicted: Science, actual: Reference
1216, predicted: Business, actual: Reference
1225, predicted: Science, actual: Reference
1232, predicted: Reference, actual: Computers
1235, predicted: Computers, actual: Reference
1245, predicted: Health, actual: Reference
1255, predicted: Arts, actual: Reference
1256, predicted: Recreation, actual: Reference
1267, predicted: Reference, actual: Business
1276, predicted: Science, actual: Reference
1288, predicted: Society, actual: Reference
1290, predicted: Arts, actual: Reference
1300, predicted: Recreation, actual: Reference
1325, predicted: Computers, actual: Reference
1339, predicted: Arts, actual: Reference
1352, predicted: Regional, actual: Shopping
1366, predicted: Society, actual: Regional
1377, predicted: Games, actual: Regional
1379, predicted: Home, actual: Regional
1382, predicted: Regional, actual: Shopping
1422, predicted: Society, actual: Science
1454, predicted: Science, actual: Reference
1460, predicted: Computers, actual: Business
1461, predicted: Business, actual: Science
1475, predicted: Science, actual: Recreation
1481, predicted: Reference, actual: Science
1500, predicted: Computers, actual: Shopping
1510, predicted: Games, actual: Shopping
1513, predicted: News, actual: Shopping
1537, predicted: Recreation, actual: Shopping
1541, predicted: Business, actual: Shopping
1542, predicted: Recreation, actual: Shopping
1545, predicted: Computers, actual: Shopping
1547, predicted: Business, actual: Shopping
1559, predicted: Business, actual: Shopping
1584, predicted: Business, actual: Shopping
1605, predicted: Business, actual: Shopping
1606, predicted: Shopping, actual: Business
1612, predicted: Recreation, actual: Shopping
1623, predicted: Home, actual: Society
1626, predicted: Recreation, actual: Society
1627, predicted: Health, actual: Society
1628, predicted: Regional, actual: Society
1629, predicted: Computers, actual: Regional
1635, predicted: Business, actual: Society
1638, predicted: Society, actual: Regional
1653, predicted: Business, actual: Society
1699, predicted: Recreation, actual: Society
1709, predicted: Business, actual: Society
1711, predicted: Recreation, actual: Society
1717, predicted: News, actual: Society
1727, predicted: News, actual: Sports
1728, predicted: Arts, actual: Sports
1735, predicted: Arts, actual: Sports
1749, predicted: Regional, actual: Sports
1769, predicted: Recreation, actual: Sports
1771, predicted: Arts, actual: Sports
1777, predicted: News, actual: Sports
1782, predicted: Science, actual: Sports
1793, predicted: Adult, actual: Sports
1800, predicted: Kids, actual: Sports
1823, predicted: Recreation, actual: Sports
1825, predicted: Recreation, actual: Sports
1831, predicted: Business, actual: Sports
1840, predicted: Sports, actual: News
1846, predicted: Regional, actual: Sports
1856, predicted: Society, actual: Adult
1868, predicted: Shopping, actual: Adult
1875, predicted: Recreation, actual: Adult
1939, predicted: Health, actual: Adult
1976, predicted: Health, actual: Adult
1983, predicted: Business, actual: Adult
1995, predicted: Business, actual: Adult
