ref id,Predicted,Actual
57141,['Sports', 'Society', 'Business', 'Health'],['Adult']
37564,['Games', 'Arts', 'Recreation', 'Computers'],['Business']
8435,['Recreation', 'Computers', 'Arts', 'Sports'],['Adult']
26226,['Sports', 'Shopping', 'Recreation', 'Health'],['Sports']
17450,['Games', 'Science', 'Arts', 'Adult'],['Adult']
22363,['Recreation', 'Games', 'Business', 'Arts'],['Arts']
10382,['Sports', 'Reference', 'Computers', 'Business'],['Health']
16305,['Health', 'Business', 'Arts', 'Recreation'],['Society']
29509,['Recreation', 'Arts', 'Health', 'Business'],['Adult']
49600,['Arts', 'Society', 'Recreation', 'Computers'],['Business']
4996,['Arts', 'Shopping', 'Sports', 'Society'],['Arts']
29271,['Society', 'Shopping', 'Arts', 'Recreation'],['Society']
36035,['Arts', 'Society', 'Business', 'Health'],['Society']
17793,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
59225,['Business', 'Sports', 'Health', 'Computers'],['Shopping']
46747,['Recreation', 'Arts', 'Sports', 'Science'],['Arts']
1434,['Shopping', 'Society', 'Sports', 'Reference'],['Society']
530,['Sports', 'Society', 'Computers', 'Arts'],['Arts']
37108,['Health', 'Society', 'Business', 'Recreation'],['Health']
564,['Recreation', 'Arts', 'Games', 'Society'],['Sports']
10832,['Sports', 'Arts', 'Computers', 'Health'],['Arts']
10327,['Arts', 'Recreation', 'Shopping', 'Sports'],['Arts']
25391,['Sports', 'Health', 'Society', 'Arts'],['Society']
33210,['Business', 'Computers', 'Sports', 'Shopping'],['Business']
44982,['Adult', 'Games', 'Business', 'Arts'],['Shopping']
57564,['Sports', 'Health', 'Games', 'Computers'],['Society']
40361,['Society', 'Health', 'Shopping', 'Arts'],['Society']
22335,['Health', 'Sports', 'Arts', 'Recreation'],['Sports']
45797,['Arts', 'Reference', 'Recreation', 'Health'],['Arts']
27744,['Sports', 'Society', 'Recreation', 'Computers'],['Sports']
11339,['Arts', 'Sports', 'Society', 'Shopping'],['Shopping']
4973,['Society', 'Sports', 'Science', 'Health'],['Society']
40144,['Health', 'Recreation', 'Computers', 'Arts'],['Games']
33938,['Society', 'Health', 'Sports', 'Science'],['Health']
39623,['Health', 'Society', 'Recreation', 'Arts'],['Health']
20495,['Arts', 'Recreation', 'Sports', 'Reference'],['Adult']
43283,['Shopping', 'Recreation', 'Science', 'Business'],['Shopping']
22094,['Shopping', 'Sports', 'Recreation', 'Society'],['Society']
3696,['Arts', 'Business', 'Sports', 'Health'],['Arts']
29582,['Sports', 'Arts', 'Adult', 'Health'],['Arts']
27183,['Sports', 'Society', 'Science', 'Recreation'],['Arts']
59168,['Adult', 'Games', 'Arts', 'Recreation'],['Adult']
16146,['Health', 'Science', 'Society', 'Reference'],['Business']
10994,['Society', 'Arts', 'Shopping', 'Computers'],['Society']
2611,['Sports', 'Computers', 'Society', 'Recreation'],['Health']
57974,['Recreation', 'Adult', 'Arts', 'Science'],['Adult']
10499,['Health', 'Sports', 'Reference', 'Recreation'],['Health']
55370,['Business', 'Health', 'Reference', 'Computers'],['Business']
52542,['Health', 'Sports', 'Recreation', 'Adult'],['Health']
14650,['Shopping', 'Recreation', 'Arts', 'Sports'],['Shopping']
2079,['Arts', 'Business', 'Recreation', 'Adult'],['Business']
5065,['Arts', 'Recreation', 'Sports', 'Adult'],['Business']
46841,['Health', 'Sports', 'Society', 'Shopping'],['Health']
37119,['Sports', 'Health', 'Society', 'Recreation'],['Games', 'Arts']
17569,['Business', 'Shopping', 'Arts', 'Recreation'],['Shopping']
43546,['Recreation', 'Games', 'Business', 'Arts'],['Arts']
33211,['Recreation', 'Computers', 'Business', 'Games'],['Games']
4627,['Sports', 'Recreation', 'Computers', 'Science'],['Shopping']
51133,['Adult', 'Recreation', 'Games', 'Business'],['Adult']
51295,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
43819,['Science', 'Adult', 'Reference', 'Health'],['Health']
2707,['Arts', 'Society', 'Shopping', 'Computers'],['Society']
52393,['Shopping', 'Computers', 'Adult', 'Sports'],['Adult']
28312,['Adult', 'Arts', 'Society', 'Recreation'],['Adult']
4502,['Computers', 'Society', 'Business', 'Arts'],['Society']
31929,['Society', 'Health', 'Computers', 'Business'],['Health']
53556,['Recreation', 'Sports', 'Computers', 'Business'],['Business']
24479,['Science', 'Business', 'Society', 'Health'],['Society']
5912,['Shopping', 'Arts', 'Sports', 'Society'],['Business']
6645,['Shopping', 'Business', 'Computers', 'Arts'],['Sports']
37657,['Society', 'Recreation', 'Reference', 'Games'],['Business']
12244,['Arts', 'Recreation', 'Society', 'Shopping'],['Arts']
9690,['Business', 'Computers', 'Shopping', 'Recreation'],['Business']
4708,['Computers', 'Society', 'Shopping', 'Science'],['Sports']
40284,['Business', 'Shopping', 'Recreation', 'Games'],['Shopping']
51573,['Arts', 'Sports', 'Society', 'Science'],['Health']
59157,['Sports', 'Society', 'Reference', 'Arts'],['Recreation']
34127,['Business', 'Society', 'Shopping', 'Sports'],['Business']
646,['Society', 'Sports', 'Computers', 'Reference'],['Sports']
27466,['Arts', 'Health', 'Computers', 'Business'],['Adult']
32024,['Shopping', 'Society', 'Computers', 'Arts'],['Sports']
26314,['Health', 'Sports', 'Society', 'Shopping'],['Health']
28081,['Recreation', 'Computers', 'Health', 'Sports'],['Business']
2701,['Adult', 'Business', 'Sports', 'Society'],['Adult']
29035,['Recreation', 'Business', 'Arts', 'Science'],['Society', 'Business']
25629,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
36577,['Business', 'Science', 'Computers', 'Shopping'],['Business']
8996,['Sports', 'Shopping', 'Reference', 'Health'],['Sports']
48553,['Recreation', 'Business', 'Adult', 'Shopping'],['Adult']
17751,['Arts', 'Shopping', 'Business', 'Society'],['Arts']
30789,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
36097,['Business', 'Shopping', 'Science', 'Recreation'],['Business']
59055,['Society', 'Sports', 'Health', 'Computers'],['Business']
43289,['Business', 'Arts', 'Adult', 'Science'],['Business']
15895,['Business', 'Recreation', 'Computers', 'Science'],['Business']
46383,['Shopping', 'Business', 'Arts', 'Society'],['Shopping']
35981,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8860,['Shopping', 'Sports', 'Health', 'Business'],['Shopping']
55298,['Sports', 'Shopping', 'Society', 'Science'],['Arts']
26297,['Sports', 'Business', 'Games', 'Arts'],['Health']
27146,['Business', 'Sports', 'Computers', 'Society'],['Sports']
17371,['Adult', 'Science', 'Sports', 'Society'],['Adult']
54853,['Shopping', 'Sports', 'Adult', 'Society'],['Adult']
33433,['Health', 'Arts', 'Shopping', 'Sports'],['Health']
22350,['Business', 'Shopping', 'Society', 'Recreation'],['Shopping']
1820,['Adult', 'Computers', 'Sports', 'Society'],['Adult']
45847,['Business', 'Computers', 'Health', 'Games'],['Computers']
21571,['Business', 'Sports', 'Science', 'Games'],['Sports']
47754,['Adult', 'Arts', 'Sports', 'Business'],['Adult']
40893,['Arts', 'Sports', 'Games', 'Adult'],['Sports']
22924,['Sports', 'Shopping', 'Society', 'Health'],['Arts']
14770,['Adult', 'Recreation', 'Computers', 'Games'],['Adult']
43472,['Business', 'Computers', 'Arts', 'Science'],['Business']
29023,['Business', 'Health', 'Science', 'Computers'],['Business']
53841,['Adult', 'Arts', 'Shopping', 'Reference'],['Adult']
28218,['Shopping', 'Recreation', 'Society', 'Business'],['Shopping']
12812,['Sports', 'Recreation', 'Arts', 'Shopping'],['Sports']
26345,['Games', 'Adult', 'Reference', 'Recreation'],['Adult']
23905,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
25242,['Sports', 'Arts', 'Shopping', 'Recreation'],['Arts']
35926,['Business', 'Shopping', 'Society', 'Science'],['Shopping']
12940,['Business', 'Computers', 'Health', 'Science'],['Business']
48708,['Health', 'Society', 'Reference', 'Business'],['Health']
28935,['Sports', 'Business', 'Recreation', 'Society'],['Arts']
45719,['Shopping', 'Recreation', 'Sports', 'Society'],['Arts']
49823,['Shopping', 'Business', 'Health', 'Society'],['Shopping']
48436,['Health', 'Recreation', 'Business', 'Computers'],['Adult']
57267,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
48050,['Games', 'Society', 'Science', 'Reference'],['Computers']
24075,['Business', 'Recreation', 'Computers', 'Sports'],['Business']
24405,['Recreation', 'Science', 'Adult', 'Games'],['Sports']
58581,['Sports', 'Health', 'Society', 'Science'],['Sports']
34802,['Recreation', 'Society', 'Sports', 'Computers'],['Arts']
7611,['Arts', 'Society', 'Recreation', 'Computers'],['Recreation']
42095,['Recreation', 'Arts', 'Business', 'Sports'],['Sports']
11680,['Sports', 'Shopping', 'Recreation', 'Society'],['Arts']
17789,['Recreation', 'Games', 'Adult', 'Reference'],['Games']
49238,['Society', 'Shopping', 'Sports', 'Business'],['Shopping']
11869,['Sports', 'Recreation', 'Games', 'Arts'],['Sports']
40260,['Shopping', 'Sports', 'Reference', 'Business'],['Shopping']
47764,['Business', 'Health', 'Shopping', 'Arts'],['Business']
8617,['Business', 'Arts', 'Computers', 'Sports'],['Shopping']
40827,['Society', 'Computers', 'Arts', 'Recreation'],['Reference', 'Arts']
50563,['Recreation', 'Reference', 'Health', 'Business'],['Adult', 'Games']
2822,['Recreation', 'Society', 'Arts', 'Games'],['Adult']
51248,['Recreation', 'Arts', 'Games', 'Computers'],['Sports']
49639,['Health', 'Reference', 'Sports', 'Society'],['Health']
40033,['Shopping', 'Society', 'Science', 'Health'],['Arts']
58543,['Society', 'Sports', 'Shopping', 'Recreation'],['Shopping']
42054,['Arts', 'Recreation', 'Reference', 'Computers'],['Adult']
30318,['Arts', 'Computers', 'Sports', 'Health'],['Sports']
33216,['Adult', 'Recreation', 'Health', 'Games'],['Adult']
39237,['Recreation', 'Health', 'Reference', 'Arts'],['Health']
8985,['Computers', 'Health', 'Business', 'Society'],['Business']
20729,['Science', 'Recreation', 'Health', 'Arts'],['Health']
49070,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
26266,['Society', 'Sports', 'Shopping', 'Business'],['Arts']
29499,['Adult', 'Recreation', 'Games', 'Arts'],['Adult']
30817,['Arts', 'Recreation', 'Computers', 'Business'],['Computers', 'Business']
11683,['Business', 'Adult', 'Shopping', 'Health'],['Sports']
14689,['Computers', 'Business', 'Science', 'Society'],['Business']
43178,['Health', 'Sports', 'Society', 'Shopping'],['Health']
17169,['Business', 'Computers', 'Arts', 'Society'],['Arts']
44906,['Arts', 'Business', 'Sports', 'Adult'],['Sports']
11415,['Arts', 'Recreation', 'Shopping', 'Science'],['Arts']
37457,['Health', 'Business', 'Sports', 'Adult'],['Health']
21936,['Arts', 'Sports', 'Recreation', 'Shopping'],['Arts']
47959,['Computers', 'Business', 'Sports', 'Society'],['Business']
49142,['Arts', 'Recreation', 'Games', 'Society'],['Shopping']
14738,['Sports', 'Health', 'Society', 'Arts'],['Sports']
57244,['Computers', 'Business', 'Science', 'Reference'],['Business']
47616,['Arts', 'Shopping', 'Society', 'Science'],['Arts']
1183,['Business', 'Computers', 'Recreation', 'Sports'],['Business']
51243,['Shopping', 'Science', 'Health', 'Sports'],['Health']
32271,['Recreation', 'Games', 'Arts', 'Science'],['Society']
2481,['Shopping', 'Computers', 'Society', 'Reference'],['Society']
2026,['Business', 'Sports', 'Arts', 'Shopping'],['Health']
59207,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
58351,['Business', 'Recreation', 'Health', 'Arts'],['Adult']
53466,['Arts', 'Science', 'Recreation', 'Games'],['Sports']
49351,['Society', 'Health', 'Sports', 'Arts'],['Arts']
16007,['Sports', 'Games', 'Society', 'Health'],['Health']
40698,['Adult', 'Recreation', 'Society', 'Computers'],['Adult']
43629,['Sports', 'Business', 'Society', 'Recreation'],['Sports']
9932,['Adult', 'Recreation', 'Computers', 'Arts'],['Recreation']
51366,['Business', 'Arts', 'Adult', 'Computers'],['Business']
21845,['Health', 'Computers', 'Recreation', 'Business'],['Sports']
23063,['Business', 'Health', 'Society', 'Science'],['Health']
50620,['Business', 'Arts', 'Shopping', 'Computers'],['Adult']
30437,['Recreation', 'Arts', 'Reference', 'Business'],['Recreation']
36115,['Health', 'Recreation', 'Society', 'Science'],['Health']
53142,['Shopping', 'Business', 'Science', 'Society'],['Shopping']
25394,['Health', 'Society', 'Recreation', 'Sports'],['Sports']
17500,['Society', 'Shopping', 'Arts', 'Adult'],['Health']
3992,['Adult', 'Sports', 'Business', 'Arts'],['Adult']
43509,['Sports', 'Computers', 'Society', 'Recreation'],['Sports']
31913,['Recreation', 'Arts', 'Sports', 'Society'],['Arts']
43639,['Arts', 'Science', 'Health', 'Games'],['Recreation']
22248,['Recreation', 'Adult', 'Reference', 'Health'],['Adult']
2393,['Adult', 'Recreation', 'Health', 'Society'],['Adult']
22424,['Sports', 'Business', 'Society', 'Recreation'],['Sports']
12140,['Recreation', 'Games', 'Arts', 'Science'],['Adult']
54681,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
42898,['Shopping', 'Recreation', 'Sports', 'Society'],['Shopping']
1611,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
47932,['Business', 'Science', 'Health', 'Shopping'],['Health']
14634,['Business', 'Arts', 'Society', 'Shopping'],['Business']
22494,['Arts', 'Science', 'Recreation', 'Health'],['Recreation']
57423,['Arts', 'Business', 'Sports', 'Shopping'],['Health']
57233,['Business', 'Recreation', 'Computers', 'Arts'],['Business']
21902,['Shopping', 'Recreation', 'Society', 'Science'],['Shopping']
36242,['Recreation', 'Sports', 'Society', 'Games'],['Sports']
44022,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
30935,['Business', 'Shopping', 'Sports', 'Arts'],['Shopping', 'Business']
27332,['Recreation', 'Arts', 'Business', 'Adult'],['Recreation']
2964,['Shopping', 'Society', 'Sports', 'Reference'],['Adult']
50541,['Business', 'Shopping', 'Sports', 'Health'],['Shopping']
26342,['Recreation', 'Arts', 'Shopping', 'Sports'],['Arts']
645,['Recreation', 'Arts', 'Reference', 'Society'],['Recreation']
9090,['Recreation', 'Shopping', 'Arts', 'Games'],['Adult']
10164,['Arts', 'Recreation', 'Shopping', 'Games'],['Business']
46388,['Arts', 'Society', 'Shopping', 'Business'],['Arts']
22543,['Adult', 'Recreation', 'Computers', 'Sports'],['Adult']
12189,['Sports', 'Business', 'Recreation', 'Arts'],['Sports']
20570,['Shopping', 'Recreation', 'Sports', 'Computers'],['Shopping']
36161,['Shopping', 'Business', 'Arts', 'Society'],['Arts']
48583,['Business', 'Sports', 'Reference', 'Health'],['Recreation']
11543,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4342,['Arts', 'Society', 'Recreation', 'Adult'],['Arts']
49850,['Computers', 'Arts', 'Science', 'Recreation'],['Health']
14879,['Reference', 'Recreation', 'Arts', 'Business'],['Recreation']
29796,['Shopping', 'Health', 'Arts', 'Sports'],['Business']
27817,['Business', 'Shopping', 'Sports', 'Society'],['Sports']
38514,['Business', 'Sports', 'Computers', 'Society'],['Arts']
28359,['Adult', 'Recreation', 'Society', 'Arts'],['Adult']
51249,['Business', 'Recreation', 'Games', 'Computers'],['Health']
9858,['Sports', 'Arts', 'Society', 'Games'],['Health']
53399,['Shopping', 'Business', 'Science', 'Recreation'],['Shopping']
13762,['Shopping', 'Computers', 'Recreation', 'Society'],['Shopping']
38603,['Sports', 'Arts', 'Society', 'Business'],['Sports']
41389,['Arts', 'Recreation', 'Computers', 'Business'],['Sports']
31124,['Sports', 'Society', 'Shopping', 'Science'],['Arts']
53665,['Society', 'Health', 'Arts', 'Science'],['Health']
24406,['Science', 'Shopping', 'Business', 'Arts'],['Business']
19004,['Computers', 'Shopping', 'Reference', 'Recreation'],['Recreation']
829,['Sports', 'Arts', 'Society', 'Shopping'],['Health']
15417,['Sports', 'Arts', 'Society', 'Reference'],['Health']
15609,['Shopping', 'Business', 'Sports', 'Science'],['Shopping']
1607,['Recreation', 'Computers', 'Business', 'Science'],['Adult']
53678,['Recreation', 'Society', 'Business', 'Sports'],['Business']
26409,['Recreation', 'Business', 'Arts', 'Society'],['Recreation']
45999,['Society', 'Health', 'Recreation', 'Sports'],['Arts']
27963,['Sports', 'Society', 'Adult', 'Shopping'],['Sports']
52033,['Sports', 'Society', 'Arts', 'Shopping'],['Sports']
51001,['Arts', 'Sports', 'Society', 'Shopping'],['Business']
25381,['Sports', 'Society', 'Business', 'Recreation'],['Sports']
29394,['Arts', 'Computers', 'Business', 'Society'],['Arts']
57762,['Society', 'Shopping', 'Sports', 'Recreation'],['Shopping']
11006,['Arts', 'Society', 'Sports', 'Health'],['Health']
6604,['Arts', 'Society', 'Shopping', 'Business'],['Adult']
2335,['Shopping', 'Arts', 'Society', 'Adult'],['Arts']
50497,['Society', 'Arts', 'Sports', 'Shopping'],['Sports']
36794,['Shopping', 'Society', 'Sports', 'Reference'],['Adult']
58473,['Recreation', 'Games', 'Society', 'Business'],['Adult']
8430,['Sports', 'Society', 'Arts', 'Recreation'],['Sports']
7462,['Society', 'Shopping', 'Arts', 'Sports'],['Shopping']
53964,['Health', 'Society', 'Arts', 'Shopping'],['Health']
52825,['Shopping', 'Society', 'Computers', 'Sports'],['Recreation']
23790,['Arts', 'Adult', 'Society', 'Games'],['Arts']
38858,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
58902,['Sports', 'Recreation', 'Business', 'Health'],['Sports']
28379,['Sports', 'Recreation', 'Society', 'Health'],['Arts']
5391,['Recreation', 'Health', 'Computers', 'Arts'],['Recreation']
11837,['Health', 'Society', 'Recreation', 'Sports'],['Health']
30931,['Sports', 'Arts', 'Shopping', 'Society'],['Business']
49281,['Adult', 'Recreation', 'Shopping', 'Computers'],['Adult']
38504,['Business', 'Shopping', 'Recreation', 'Games'],['Business']
24076,['Arts', 'Sports', 'Computers', 'Adult'],['Adult']
54339,['Computers', 'Business', 'Arts', 'Sports'],['Arts']
52350,['Business', 'Computers', 'Arts', 'Shopping'],['Business']
10692,['Adult', 'Society', 'Recreation', 'Games'],['Health']
33705,['Health', 'Computers', 'Society', 'Recreation'],['Health']
40533,['Science', 'Society', 'Recreation', 'Business'],['Business']
5697,['Science', 'Sports', 'Health', 'Business'],['Adult']
22591,['Arts', 'Health', 'Sports', 'Recreation'],['Health']
41919,['Business', 'Arts', 'Society', 'Shopping'],['Arts']
22452,['Sports', 'Business', 'Computers', 'Health'],['Business']
27254,['Sports', 'Shopping', 'Society', 'Recreation'],['Sports']
8122,['Shopping', 'Recreation', 'Business', 'Sports'],['Health']
27197,['Business', 'Computers', 'Arts', 'Sports'],['Recreation']
37334,['Shopping', 'Adult', 'Sports', 'Recreation'],['Shopping']
51486,['Business', 'Computers', 'Health', 'Society'],['Business']
57060,['Business', 'Reference', 'Arts', 'Society'],['Recreation']
30891,['Business', 'Reference', 'Health', 'Computers'],['Business']
40676,['Arts', 'Sports', 'Society', 'Recreation'],['Recreation']
30802,['Shopping', 'Arts', 'Recreation', 'Games'],['Shopping']
30494,['Shopping', 'Business', 'Sports', 'Science'],['Shopping']
7289,['Shopping', 'Arts', 'Computers', 'Business'],['Shopping']
15562,['Arts', 'Sports', 'Computers', 'Business'],['Business']
30347,['Recreation', 'Games', 'Society', 'Reference'],['Adult']
6946,['Arts', 'Shopping', 'Society', 'Science'],['Shopping']
8477,['Sports', 'Society', 'Shopping', 'Recreation'],['Arts']
30744,['Sports', 'Shopping', 'Games', 'Society'],['Shopping']
10609,['Business', 'Arts', 'Recreation', 'Sports'],['Sports']
42635,['Recreation', 'Games', 'Society', 'Science'],['Recreation']
341,['Reference', 'Society', 'Science', 'Recreation'],['Adult']
45581,['Recreation', 'Society', 'Shopping', 'Sports'],['Recreation']
28986,['Shopping', 'Recreation', 'Business', 'Sports'],['Sports']
6390,['Health', 'Science', 'Society', 'Reference'],['Health']
19914,['Recreation', 'Computers', 'Arts', 'Shopping'],['Shopping']
29003,['Arts', 'Society', 'Reference', 'Recreation'],['Arts']
12280,['Arts', 'Sports', 'Business', 'Computers'],['Sports']
47403,['Society', 'Sports', 'Science', 'Arts'],['Arts']
29597,['Recreation', 'Games', 'Business', 'Reference'],['Business']
8928,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
25482,['Recreation', 'Games', 'Computers', 'Arts'],['Recreation']
45676,['Computers', 'Shopping', 'Reference', 'Recreation'],['Business']
1793,['Business', 'Arts', 'Shopping', 'Health'],['Business']
30725,['Recreation', 'Business', 'Arts', 'Science'],['Recreation']
2686,['Arts', 'Sports', 'Society', 'Shopping'],['Shopping']
37568,['Arts', 'Science', 'Recreation', 'Society'],['Arts']
16562,['Science', 'Society', 'Reference', 'Recreation'],['Arts']
16768,['Adult', 'Recreation', 'Sports', 'Society'],['Adult']
44649,['Science', 'Business', 'Health', 'Society'],['Recreation']
39486,['Arts', 'Health', 'Business', 'Science'],['Business']
10156,['Shopping', 'Recreation', 'Arts', 'Computers'],['Shopping']
28804,['Arts', 'Society', 'Recreation', 'Business'],['Recreation']
34606,['Arts', 'Society', 'Health', 'Sports'],['Arts']
2182,['Arts', 'Adult', 'Sports', 'Society'],['Business']
58331,['Health', 'Society', 'Sports', 'Shopping'],['Health']
10674,['Shopping', 'Business', 'Arts', 'Health'],['Adult']
27174,['Computers', 'Recreation', 'Games', 'Health'],['Computers']
51529,['Society', 'Arts', 'Sports', 'Science'],['Health']
7534,['Computers', 'Recreation', 'Science', 'Reference'],['Computers']
185,['Shopping', 'Sports', 'Society', 'Reference'],['Shopping']
32419,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
29624,['Computers', 'Business', 'Sports', 'Society'],['Sports']
2062,['Business', 'Arts', 'Recreation', 'Shopping'],['Adult']
2360,['Adult', 'Recreation', 'Games', 'Arts'],['Recreation']
14603,['Adult', 'Arts', 'Recreation', 'Games'],['Adult']
27569,['Sports', 'Recreation', 'Computers', 'Society'],['Sports']
24071,['Adult', 'Arts', 'Recreation', 'Sports'],['Adult']
58527,['Sports', 'Arts', 'Society', 'Shopping'],['Sports']
1934,['Shopping', 'Computers', 'Arts', 'Games'],['Shopping']
10223,['Reference', 'Recreation', 'Games', 'Computers'],['Adult']
35001,['Sports', 'Games', 'Shopping', 'Recreation'],['Sports']
15774,['Society', 'Health', 'Science', 'Computers'],['Arts']
57713,['Recreation', 'Business', 'Computers', 'Arts'],['Health']
42895,['Business', 'Recreation', 'Computers', 'Science'],['Recreation']
45715,['Computers', 'Health', 'Arts', 'Sports'],['Computers']
32629,['Recreation', 'Society', 'Health', 'Computers'],['Recreation']
47698,['Shopping', 'Business', 'Society', 'Sports'],['Shopping']
3022,['Computers', 'Science', 'Games', 'Arts'],['Computers']
54013,['Science', 'Recreation', 'Computers', 'Arts'],['Adult']
4148,['Reference', 'Computers', 'Science', 'Recreation'],['Computers']
5942,['Society', 'Arts', 'Shopping', 'Science'],['Shopping']
50771,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
22528,['Society', 'Health', 'Recreation', 'Sports'],['Arts']
31039,['Arts', 'Sports', 'Society', 'Shopping'],['Sports']
23166,['Adult', 'Reference', 'Recreation', 'Games'],['Adult']
27108,['Computers', 'Arts', 'Shopping', 'Business'],['Recreation']
27545,['Shopping', 'Sports', 'Science', 'Health'],['Shopping']
36621,['Recreation', 'Arts', 'Science', 'Adult'],['Arts']
42675,['Sports', 'Shopping', 'Society', 'Recreation'],['Shopping']
12418,['Society', 'Recreation', 'Sports', 'Shopping'],['Sports']
29754,['Society', 'Shopping', 'Computers', 'Recreation'],['Health']
4137,['Arts', 'Sports', 'Games', 'Business'],['Sports']
52029,['Arts', 'Recreation', 'Society', 'Computers'],['Health']
34799,['Computers', 'Games', 'Recreation', 'Arts'],['Computers']
15749,['Arts', 'Sports', 'Shopping', 'Recreation'],['Computers']
57791,['Sports', 'Shopping', 'Recreation', 'Computers'],['Recreation']
11123,['Business', 'Society', 'Science', 'Health'],['Arts']
52547,['Computers', 'Health', 'Business', 'Arts'],['Computers']
47777,['Health', 'Society', 'Science', 'Reference'],['Health']
10846,['Recreation', 'Arts', 'Shopping', 'Health'],['Health']
153,['Computers', 'Society', 'Shopping', 'Recreation'],['Health']
47397,['Shopping', 'Arts', 'Science', 'Sports'],['Arts']
6293,['Business', 'Computers', 'Reference', 'Recreation'],['Computers']
5529,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
29894,['Arts', 'Computers', 'Society', 'Adult'],['Arts']
54041,['Shopping', 'Recreation', 'Adult', 'Sports'],['Adult']
59221,['Computers', 'Science', 'Reference', 'Recreation'],['Computers']
57178,['Society', 'Recreation', 'Business', 'Sports'],['Shopping']
38249,['Sports', 'Society', 'Science', 'Games'],['Sports']
38020,['Sports', 'Arts', 'Society', 'Recreation'],['Sports']
43169,['Shopping', 'Arts', 'Computers', 'Sports'],['Shopping']
33376,['Sports', 'Society', 'Computers', 'Shopping'],['Sports']
23961,['Arts', 'Sports', 'Society', 'Recreation'],['Arts']
24701,['Sports', 'Arts', 'Recreation', 'Business'],['Arts']
21727,['Health', 'Sports', 'Society', 'Recreation'],['Health']
45260,['Health', 'Sports', 'Society', 'Shopping'],['Health']
3885,['Health', 'Computers', 'Arts', 'Adult'],['Health']
285,['Shopping', 'Business', 'Recreation', 'Adult'],['Shopping']
46555,['Computers', 'Science', 'Health', 'Business'],['Computers']
32655,['Arts', 'Recreation', 'Computers', 'Adult'],['Adult']
10551,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
58857,['Shopping', 'Business', 'Society', 'Sports'],['Shopping']
51716,['Games', 'Recreation', 'Arts', 'Society'],['Adult']
13376,['Recreation', 'Science', 'Computers', 'Arts'],['Adult']
21686,['Recreation', 'Sports', 'Shopping', 'Computers'],['Shopping']
35456,['Sports', 'Shopping', 'Recreation', 'Games'],['Shopping']
8357,['Recreation', 'Games', 'Health', 'Arts'],['Recreation']
31182,['Business', 'Arts', 'Computers', 'Sports'],['Shopping']
36316,['Games', 'Recreation', 'Society', 'Sports'],['Health']
15747,['Computers', 'Science', 'Health', 'Business'],['Computers']
28380,['Health', 'Sports', 'Recreation', 'Arts'],['Health']
38894,['Recreation', 'Computers', 'Health', 'Games'],['Recreation']
54531,['Games', 'Recreation', 'Society', 'Science'],['Health']
36105,['Shopping', 'Society', 'Business', 'Reference'],['Shopping']
22877,['Recreation', 'Health', 'Computers', 'Business'],['Computers']
15383,['Shopping', 'Sports', 'Recreation', 'Health'],['Health']
34487,['Recreation', 'Science', 'Computers', 'Business'],['Computers']
52726,['Recreation', 'Business', 'Arts', 'Health'],['Recreation']
41094,['Sports', 'Computers', 'Science', 'Recreation'],['Sports']
33878,['Recreation', 'Health', 'Arts', 'Sports'],['Recreation']
30263,['Recreation', 'Business', 'Shopping', 'Arts'],['Shopping']
36454,['Sports', 'Arts', 'Society', 'Shopping'],['Sports']
50240,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
55117,['Reference', 'Recreation', 'Games', 'Adult'],['Computers']
35669,['Business', 'Recreation', 'Sports', 'Reference'],['Arts']
33232,['Science', 'Health', 'Business', 'Computers'],['Science']
21940,['Sports', 'Recreation', 'Health', 'Business'],['Recreation']
13099,['Sports', 'Society', 'Science', 'Computers'],['Recreation']
27379,['Recreation', 'Games', 'Reference', 'Health'],['Adult']
46417,['Business', 'Shopping', 'Arts', 'Society'],['Shopping']
41749,['Computers', 'Arts', 'Sports', 'Society'],['Sports']
12973,['Arts', 'Shopping', 'Health', 'Business'],['Arts']
47269,['Arts', 'Society', 'Health', 'Sports'],['Arts']
44695,['Arts', 'Recreation', 'Shopping', 'Science'],['Society', 'Science']
43926,['Sports', 'Recreation', 'Business', 'Society'],['Recreation']
13468,['Sports', 'Society', 'Shopping', 'Business'],['Sports']
39586,['Arts', 'Computers', 'Shopping', 'Recreation'],['Arts']
