ref id,Predicted,Actual
34079,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
42051,['Sports', 'News', 'Kids', 'Games'],['Sports']
42059,['Sports', 'Games', 'Home', 'Computers'],['Sports']
8014,['Business', 'Home', 'Reference', 'Computers'],['Business']
42069,['Sports', 'Kids', 'Arts', 'Games'],['Sports']
8031,['Business', 'Home', 'Reference', 'News'],['Business']
8042,['Business', 'Home', 'Society', 'Reference'],['Business']
42098,['Sports', 'Games', 'Adult', 'Recreation'],['Sports']
8049,['Sports', 'News', 'Society', 'Recreation'],['Business', 'Society']
42107,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
42110,['Sports', 'Kids', 'Society', 'Games'],['Sports']
42112,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8063,['Home', 'Business', 'Kids', 'Shopping'],['Business']
42117,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
42119,['Sports', 'Recreation', 'Society', 'Business'],['Sports']
8069,['Shopping', 'Business', 'Home', 'Health'],['Business', 'Shopping']
42123,['Computers', 'Games', 'Society', 'Arts'],['Sports']
8073,['Home', 'Business', 'Health', 'Shopping'],['Business']
42134,['Business', 'Sports', 'Computers', 'Recreation'],['Sports']
8089,['Kids', 'Business', 'Sports', 'Society'],['Business']
42150,['Sports', 'Games', 'Recreation', 'Kids'],['Sports']
8098,['Business', 'Health', 'Home', 'Science'],['Business']
42153,['Sports', 'Games', 'Society', 'Home'],['Sports']
8105,['Business', 'Recreation', 'Home', 'Health'],['Business']
42159,['Business', 'Home', 'Society', 'Sports'],['Sports']
42161,['Sports', 'Society', 'Kids', 'Home'],['Sports']
8108,['Home', 'Business', 'Health', 'Kids'],['Business']
42166,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
42169,['Sports', 'Home', 'Business', 'Games'],['Sports']
42173,['Sports', 'News', 'Kids', 'Recreation'],['Sports']
8123,['Home', 'Business', 'Health', 'Society'],['Business']
42184,['Sports', 'Games', 'Recreation', 'Kids'],['Sports']
42192,['Sports', 'Kids', 'Shopping', 'Business'],['Sports']
8144,['Recreation', 'Health', 'Science', 'Business'],['Business']
42199,['Sports', 'Home', 'Kids', 'Recreation'],['Sports']
8157,['Business', 'Science', 'Computers', 'Health'],['Business']
42218,['Sports', 'Games', 'Home', 'Kids'],['Sports']
8166,['Home', 'Kids', 'Health', 'Business'],['Business']
42221,['Sports', 'Society', 'Home', 'News'],['Sports']
42239,['Computers', 'Adult', 'Games', 'Society'],['Sports']
42245,['Sports', 'Home', 'Kids', 'Games'],['Sports']
8190,['Health', 'Science', 'Business', 'Reference'],['Business']
42247,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8193,['Adult', 'Home', 'Health', 'Kids'],['Business']
8195,['Business', 'Science', 'Computers', 'Health'],['Business']
8199,['Business', 'Health', 'Science', 'Reference'],['Business']
8200,['Health', 'Business', 'Kids', 'Recreation'],['Business']
42257,['Sports', 'Games', 'Recreation', 'Home'],['Sports']
8205,['Business', 'Shopping', 'Sports', 'Society'],['Business']
8206,['Business', 'Health', 'Computers', 'Science'],['Business']
42262,['Computers', 'Business', 'Kids', 'Science'],['Sports']
42267,['Sports', 'Games', 'Kids', 'Home'],['Sports']
8213,['Health', 'Business', 'Kids', 'Society'],['Business']
42269,['Sports', 'Society', 'News', 'Health'],['Sports']
42273,['Sports', 'Home', 'Computers', 'Games'],['Sports']
8218,['Health', 'Business', 'Science', 'Computers'],['Business']
8224,['Health', 'Business', 'Reference', 'Science'],['Business']
8226,['Health', 'Business', 'Science', 'Computers'],['Business', 'Computers']
42287,['Sports', 'Games', 'Kids', 'News'],['Sports']
8234,['Business', 'Health', 'Science', 'Home'],['Business']
8250,['Business', 'Health', 'Science', 'Computers'],['Business']
8254,['Business', 'Sports', 'Society', 'Shopping'],['Business']
42315,['Sports', 'Society', 'Games', 'News'],['Sports']
8263,['Business', 'Science', 'Home', 'Health'],['Business']
8265,['Health', 'Business', 'Science', 'Computers'],['Business']
8266,['Health', 'Business', 'Science', 'Computers'],['Business']
42331,['Sports', 'Recreation', 'Games', 'Kids'],['Sports']
8279,['Business', 'Computers', 'Health', 'Science'],['Business']
42336,['Sports', 'Society', 'Recreation', 'Games'],['Sports']
8293,['Business', 'Home', 'Society', 'Kids'],['Business']
42358,['Sports', 'Kids', 'Society', 'Games'],['Sports']
8302,['Home', 'Sports', 'Society', 'Shopping'],['Business']
8304,['Home', 'Business', 'Shopping', 'Recreation'],['Business']
8309,['Home', 'Business', 'Recreation', 'Shopping'],['Business']
42371,['Sports', 'Shopping', 'Society', 'Recreation'],['Sports']
8320,['Business', 'Computers', 'Home', 'Recreation'],['Business']
42381,['Sports', 'Games', 'Society', 'Recreation'],['Sports']
42383,['Sports', 'Kids', 'Health', 'Society'],['Sports']
8328,['Recreation', 'Home', 'Business', 'Reference'],['Business']
8329,['Recreation', 'News', 'Society', 'Business'],['Business']
8330,['Recreation', 'Home', 'Business', 'News'],['Business']
42393,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8346,['Home', 'Business', 'Recreation', 'Kids'],['Business']
42414,['Sports', 'Games', 'Kids', 'News'],['Sports']
8357,['Home', 'Business', 'Recreation', 'Health'],['Business']
8358,['Shopping', 'Home', 'Business', 'Recreation'],['Business', 'Shopping']
42419,['Sports', 'Games', 'Recreation', 'Shopping'],['Sports']
8363,['Home', 'Recreation', 'Health', 'Kids'],['Business']
8365,['Business', 'Kids', 'Health', 'Home'],['Business']
8370,['Computers', 'Business', 'Science', 'Reference'],['Business']
42434,['Sports', 'Games', 'Recreation', 'Kids'],['Sports']
42442,['Sports', 'Games', 'News', 'Arts'],['Sports']
8383,['Health', 'Science', 'Business', 'Society'],['Business', 'Society']
8385,['Reference', 'Health', 'Science', 'Computers'],['Business']
42446,['Sports', 'Games', 'Recreation', 'Kids'],['Sports']
42452,['Computers', 'Business', 'Health', 'Kids'],['Sports']
42457,['Sports', 'News', 'Games', 'Society'],['Sports']
42462,['Sports', 'Games', 'Kids', 'Recreation'],['Sports']
42463,['Computers', 'Reference', 'Health', 'Business'],['Sports']
8411,['Business', 'Computers', 'News', 'Health'],['Business']
42472,['Sports', 'Games', 'Society', 'Recreation'],['Sports']
8421,['Business', 'Science', 'Reference', 'Health'],['Business']
8425,['Reference', 'Science', 'Kids', 'Home'],['Business']
8429,['Business', 'Health', 'Science', 'Computers'],['Business']
8430,['Business', 'Recreation', 'Society', 'Science'],['Business']
42491,['Adult', 'Sports', 'Society', 'Shopping'],['Sports']
8433,['Health', 'Business', 'Science', 'Computers'],['Business']
42507,['Sports', 'Games', 'News', 'Kids'],['Sports']
8448,['Arts', 'Kids', 'Computers', 'Home'],['Business']
8449,['Health', 'Science', 'Reference', 'Business'],['Business']
42511,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8455,['Business', 'Health', 'Society', 'Computers'],['Business']
42525,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8464,['Business', 'Health', 'Society', 'Science'],['Business']
8473,['Business', 'Computers', 'Reference', 'News'],['Business']
42539,['Sports', 'Kids', 'Society', 'Reference'],['Sports']
8478,['Business', 'Health', 'Computers', 'Recreation'],['Business']
8484,['Business', 'Science', 'Health', 'Home'],['Business']
8485,['Business', 'Health', 'Recreation', 'Computers'],['Business']
8488,['Science', 'Health', 'Reference', 'Business'],['Business']
42550,['Sports', 'Business', 'Kids', 'Recreation'],['Sports']
8490,['Reference', 'Business', 'Science', 'Health'],['Business']
42560,['Sports', 'Recreation', 'News', 'Games'],['Sports']
42563,['Sports', 'Arts', 'Society', 'Kids'],['Sports']
8509,['Business', 'Computers', 'Health', 'Society'],['Business']
42576,['Sports', 'Kids', 'News', 'Society'],['Sports']
42579,['Sports', 'Games', 'News', 'Kids'],['Sports']
42581,['Sports', 'Kids', 'News', 'Games'],['Sports']
8522,['Business', 'Health', 'Home', 'Computers'],['Business']
42593,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8531,['Business', 'Science', 'Computers', 'Reference'],['Business']
42595,['Sports', 'Kids', 'News', 'Games'],['Sports']
42611,['Arts', 'Kids', 'Sports', 'Society'],['Sports']
42612,['Computers', 'Society', 'Sports', 'Games'],['Sports']
42628,['Sports', 'Games', 'Recreation', 'News'],['Sports']
42630,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
42631,['Sports', 'Recreation', 'News', 'Kids'],['Sports']
42640,['Sports', 'Society', 'Games', 'News'],['Sports']
42645,['News', 'Sports', 'Society', 'Shopping'],['Sports']
42650,['Sports', 'Recreation', 'Kids', 'Society'],['Sports']
42651,['Sports', 'Recreation', 'News', 'Society'],['Sports']
8589,['Business', 'Science', 'Computers', 'Recreation'],['Business']
8590,['Business', 'Science', 'Home', 'Computers'],['Business']
8592,['Computers', 'Science', 'Business', 'Reference'],['Business']
8595,['Computers', 'Business', 'Science', 'Recreation'],['Business']
42671,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8619,['Shopping', 'Business', 'Home', 'Recreation'],['Business']
42685,['Sports', 'News', 'Kids', 'Society'],['Sports']
8622,['Shopping', 'Business', 'Computers', 'Home'],['Business']
8624,['Computers', 'Business', 'Science', 'Home'],['Business']
42689,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8628,['Business', 'Shopping', 'Science', 'Recreation'],['Business']
8630,['Business', 'Home', 'Recreation', 'Science'],['Business']
8632,['Business', 'Science', 'Recreation', 'Home'],['Business']
42698,['Sports', 'Reference', 'Arts', 'Society'],['Sports']
8640,['Business', 'Computers', 'Shopping', 'Recreation'],['Business']
8650,['Reference', 'Computers', 'Business', 'Science'],['Business']
42717,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
42731,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
42734,['Sports', 'News', 'Society', 'Shopping'],['Sports']
42736,['Sports', 'Kids', 'Recreation', 'News'],['Sports']
42739,['Sports', 'Kids', 'Recreation', 'News'],['Sports']
8675,['Business', 'Science', 'Reference', 'Computers'],['Business']
8682,['Business', 'Science', 'Computers', 'Reference'],['Business']
42748,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
42749,['Sports', 'News', 'Kids', 'Recreation'],['Sports']
8689,['Shopping', 'Business', 'Sports', 'Society'],['Business']
42758,['Sports', 'News', 'Kids', 'Games'],['Sports']
42762,['Computers', 'Business', 'Sports', 'Games'],['Sports']
42766,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8703,['Business', 'Reference', 'Science', 'Recreation'],['Business']
42769,['Sports', 'News', 'Kids', 'Recreation'],['Sports']
42771,['Society', 'Health', 'Computers', 'Science'],['Sports']
8708,['Business', 'Shopping', 'Science', 'Computers'],['Business']
8709,['Business', 'Computers', 'Science', 'Health'],['Business']
42783,['Sports', 'Kids', 'Recreation', 'Games'],['Sports']
8720,['Business', 'Computers', 'Reference', 'Recreation'],['Business']
42789,['Sports', 'Kids', 'News', 'Games'],['Sports']
8727,['Business', 'Science', 'Home', 'Recreation'],['Business']
8729,['Business', 'Science', 'Reference', 'Society'],['Business']
42795,['Sports', 'Recreation', 'Kids', 'News'],['Sports']
8735,['Business', 'Computers', 'Games', 'Recreation'],['Business']
8739,['Reference', 'Science', 'Business', 'Computers'],['Business']
42806,['Sports', 'Recreation', 'Kids', 'News'],['Sports']
8746,['Business', 'Science', 'Reference', 'Society'],['Business']
42812,['Sports', 'Recreation', 'Kids', 'Society'],['Sports']
42824,['Sports', 'Recreation', 'Kids', 'Games'],['Sports']
42826,['Sports', 'Society', 'Kids', 'Games'],['Sports']
42828,['Sports', 'Games', 'Recreation', 'Reference'],['Sports']
8778,['Business', 'Science', 'Computers', 'Recreation'],['Business']
8782,['Recreation', 'Business', 'Arts', 'Reference'],['Business']
8789,['Business', 'Science', 'Recreation', 'Home'],['Business']
42860,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
42865,['Sports', 'Computers', 'Home', 'Society'],['Sports']
42870,['Sports', 'News', 'Recreation', 'Kids'],['Sports']
42871,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8806,['Business', 'Science', 'Computers', 'Reference'],['Business']
8809,['Business', 'Computers', 'Shopping', 'Science'],['Business']
42878,['Sports', 'Games', 'Recreation', 'Reference'],['Sports']
42882,['Health', 'Society', 'Science', 'Computers'],['Sports']
8819,['Business', 'Recreation', 'Sports', 'Society'],['Business']
8820,['News', 'Business', 'Home', 'Computers'],['Business']
8824,['Business', 'Computers', 'Science', 'Society'],['Business']
8828,['Business', 'Computers', 'Reference', 'Science'],['Business']
42901,['Sports', 'Games', 'Recreation', 'Kids'],['Sports']
42902,['Computers', 'Business', 'Sports', 'Games'],['Sports']
42904,['Sports', 'Kids', 'Society', 'Shopping'],['Sports']
42906,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8842,['Business', 'Computers', 'Games', 'Science'],['Business']
42915,['Sports', 'Kids', 'News', 'Society'],['Sports']
8851,['Business', 'Recreation', 'Games', 'Shopping'],['Business']
8859,['Business', 'Reference', 'Home', 'Arts'],['Business']
42932,['Society', 'Health', 'Computers', 'Science'],['Sports']
8874,['Business', 'Science', 'News', 'Reference'],['Business']
42942,['Computers', 'Games', 'Society', 'Arts'],['Sports']
8877,['Business', 'Computers', 'Science', 'Society'],['Business']
8878,['Business', 'Games', 'Computers', 'News'],['Games', 'Business']
8882,['News', 'Games', 'Arts', 'Recreation'],['Business']
8883,['Business', 'Science', 'Computers', 'Home'],['Business']
42960,['Sports', 'Computers', 'Arts', 'Business'],['Sports']
42970,['Sports', 'Society', 'Recreation', 'Health'],['Sports']
8904,['Business', 'Computers', 'Science', 'Recreation'],['Business']
8910,['Business', 'Home', 'News', 'Recreation'],['Business']
42977,['Sports', 'News', 'Recreation', 'Arts'],['Sports']
8916,['Business', 'Computers', 'Science', 'Reference'],['Business']
42992,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8927,['Business', 'Science', 'Reference', 'Recreation'],['Business']
43001,['Recreation', 'Sports', 'Society', 'Home'],['Sports']
43010,['Sports', 'Recreation', 'Kids', 'Society'],['Sports']
8946,['Business', 'Science', 'Computers', 'Health'],['Business']
43016,['Recreation', 'Sports', 'Kids', 'Society'],['Sports']
43022,['Sports', 'Recreation', 'Games', 'Society'],['Sports']
8963,['Reference', 'Health', 'Science', 'Business'],['Business']
43037,['Recreation', 'Sports', 'Kids', 'Society'],['Sports']
43038,['Society', 'Sports', 'Home', 'Business'],['Sports']
43045,['Recreation', 'Sports', 'Shopping', 'Home'],['Sports']
8977,['Business', 'Computers', 'Science', 'Reference'],['Business']
43051,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8983,['Business', 'Computers', 'Sports', 'Society'],['Business']
8986,['Business', 'Computers', 'Science', 'Reference'],['Business']
43062,['Sports', 'Recreation', 'Games', 'Society'],['Sports']
8994,['Computers', 'Business', 'Science', 'Reference'],['Business']
8995,['Business', 'Computers', 'Science', 'Reference'],['Business']
43068,['Sports', 'Arts', 'Recreation', 'Kids'],['Sports']
9004,['Business', 'Computers', 'Science', 'Reference'],['Business']
43076,['News', 'Science', 'Recreation', 'Sports'],['Sports']
43077,['Sports', 'Kids', 'Recreation', 'Games'],['Sports']
9009,['Business', 'Computers', 'Home', 'Science'],['Business']
9010,['Computers', 'Business', 'Science', 'Reference'],['Business']
9016,['Health', 'Business', 'Science', 'Reference'],['Business']
43086,['Sports', 'Recreation', 'Kids', 'Society'],['Sports']
9018,['Science', 'Business', 'Reference', 'News'],['Business']
43090,['Business', 'Recreation', 'Society', 'Sports'],['Sports']
9022,['Science', 'Computers', 'Business', 'Health'],['Business']
9023,['Business', 'Computers', 'Health', 'Science'],['Business']
9027,['Business', 'Science', 'Health', 'Computers'],['Business']
43096,['Sports', 'Recreation', 'Shopping', 'Home'],['Sports']
9029,['Computers', 'Reference', 'Business', 'Science'],['Business']
9033,['Business', 'Science', 'Computers', 'Health'],['Business']
9039,['Computers', 'Reference', 'Business', 'Arts'],['Reference', 'Business']
9043,['Business', 'Health', 'Computers', 'Science'],['Business']
9044,['Business', 'Science', 'Health', 'Computers'],['Business']
43112,['Sports', 'Recreation', 'News', 'Shopping'],['Sports']
9046,['Business', 'Computers', 'Science', 'Health'],['Business']
43113,['Sports', 'Recreation', 'Business', 'Society'],['Sports']
43118,['Sports', 'Recreation', 'Kids', 'Society'],['Sports']
43123,['Sports', 'Recreation', 'Kids', 'Society'],['Sports']
43124,['Sports', 'Recreation', 'Kids', 'Business'],['Sports']
9060,['Health', 'Business', 'Kids', 'Society'],['Business']
43129,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
43135,['Science', 'Reference', 'Society', 'Business'],['Sports']
9068,['Computers', 'Business', 'Home', 'Health'],['Business']
9071,['Computers', 'Home', 'Business', 'Recreation'],['Business']
43141,['Sports', 'Recreation', 'News', 'Business'],['Sports']
9076,['Business', 'Sports', 'Society', 'Shopping'],['Business']
43157,['Sports', 'Recreation', 'Kids', 'Arts'],['Sports']
9088,['Business', 'Computers', 'Science', 'Reference'],['Business']
9092,['Business', 'Computers', 'Science', 'Reference'],['Business']
43179,['Sports', 'Recreation', 'Society', 'Home'],['Sports']
9112,['Business', 'Science', 'Health', 'Reference'],['Business']
43185,['Sports', 'Recreation', 'News', 'Shopping'],['Sports']
9125,['Business', 'Computers', 'Home', 'News'],['Business']
43196,['Sports', 'Recreation', 'Society', 'Kids'],['Sports']
9138,['Shopping', 'Business', 'Recreation', 'Computers'],['Business']
9139,['Business', 'Reference', 'Health', 'Science'],['Business']
43214,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
9145,['Computers', 'Business', 'Science', 'Reference'],['Business']
9150,['Business', 'Computers', 'Home', 'Recreation'],['Business']
43221,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
43227,['Sports', 'Recreation', 'Games', 'Society'],['Sports']
9159,['Health', 'Business', 'Computers', 'Science'],['Business']
9166,['Computers', 'Business', 'Health', 'Home'],['Business']
9171,['Business', 'Shopping', 'Home', 'Science'],['Business']
43246,['Sports', 'Society', 'Games', 'Adult'],['Sports']
43248,['Sports', 'Kids', 'Shopping', 'Recreation'],['Sports']
43249,['Computers', 'Society', 'Science', 'Games'],['Sports']
43268,['Sports', 'Games', 'News', 'Arts'],['Sports']
9204,['Shopping', 'Business', 'Science', 'Society'],['Business']
9208,['Science', 'Business', 'Health', 'Recreation'],['Business']
43283,['Kids', 'Games', 'Arts', 'Recreation'],['Sports']
9221,['Business', 'Science', 'Computers', 'Reference'],['Business']
9226,['Business', 'Recreation', 'Science', 'Home'],['Business']
43300,['Society', 'Arts', 'Recreation', 'Home'],['Sports']
9228,['Business', 'Health', 'Computers', 'Reference'],['Business', 'Arts']
9234,['Business', 'Science', 'Health', 'Reference'],['Business']
9238,['Computers', 'Business', 'Science', 'Reference'],['Business']
9240,['Business', 'Games', 'Computers', 'Recreation'],['Business']
9244,['Science', 'Business', 'News', 'Computers'],['Business']
43318,['Sports', 'Reference', 'Health', 'Society'],['Sports']
9249,['Home', 'Business', 'Shopping', 'Society'],['Business']
43331,['Sports', 'Games', 'Kids', 'Recreation'],['Sports']
9268,['Recreation', 'News', 'Reference', 'Science'],['Business']
43341,['Arts', 'Games', 'News', 'Sports'],['Sports']
43344,['Sports', 'Kids', 'News', 'Recreation'],['Sports']
43349,['Sports', 'News', 'Games', 'Kids'],['Sports']
43354,['Arts', 'Kids', 'Sports', 'Society'],['Sports']
43355,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
43356,['Society', 'Games', 'Sports', 'Recreation'],['Sports']
9285,['Games', 'News', 'Computers', 'Reference'],['Recreation']
43358,['Sports', 'Recreation', 'Society', 'Kids'],['Sports']
9295,['Recreation', 'Home', 'Kids', 'Business'],['Recreation']
9299,['Recreation', 'Arts', 'Business', 'Kids'],['Recreation']
43374,['Sports', 'Kids', 'News', 'Society'],['Sports']
9304,['News', 'Games', 'Home', 'Society'],['Recreation']
9316,['Recreation', 'Computers', 'Business', 'Science'],['Recreation']
9330,['Recreation', 'Business', 'Reference', 'Science'],['Recreation']
43411,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
9334,['Reference', 'Science', 'Computers', 'Health'],['Recreation']
43433,['Adult', 'Kids', 'Society', 'Arts'],['Adult']
43444,['Adult', 'Society', 'Sports', 'Kids'],['Adult']
43449,['Adult', 'Society', 'Arts', 'Sports'],['Adult']
43471,['Health', 'Business', 'Computers', 'Reference'],['Adult']
9398,['Business', 'Science', 'Recreation', 'Reference'],['Business']
9405,['Science', 'Reference', 'Business', 'Computers'],['Business']
9417,['Computers', 'Science', 'Business', 'Reference'],['Business']
9425,['Science', 'Business', 'Computers', 'Reference'],['Business']
43506,['Adult', 'Society', 'Kids', 'News'],['Adult']
9438,['Business', 'Sports', 'Society', 'Shopping'],['Business']
9444,['Business', 'Sports', 'Society', 'Shopping'],['Business']
9448,['Recreation', 'Business', 'Science', 'News'],['Business']
9449,['Shopping', 'Business', 'Science', 'Recreation'],['Business']
43527,['Computers', 'Business', 'Health', 'Kids'],['Adult']
43528,['Adult', 'Society', 'Recreation', 'Computers'],['Adult']
43535,['Adult', 'Society', 'Kids', 'Health'],['Adult']
9458,['Business', 'Science', 'Health', 'Computers'],['Business']
9468,['Science', 'Business', 'Computers', 'Reference'],['Business']
9473,['Business', 'Science', 'Computers', 'Recreation'],['Business']
43554,['News', 'Computers', 'Shopping', 'Arts'],['Computers', 'Arts']
9480,['Business', 'Science', 'Recreation', 'Computers'],['Business']
9481,['Business', 'Science', 'Recreation', 'Health'],['Business']
43571,['Arts', 'Sports', 'Society', 'Kids'],['Arts']
9492,['Business', 'Science', 'Recreation', 'Home'],['Business']
9497,['Business', 'Science', 'Recreation', 'Home'],['Business']
9512,['Recreation', 'Games', 'Kids', 'Computers'],['Business']
43600,['Arts', 'News', 'Sports', 'Society'],['Arts']
9521,['Business', 'Science', 'Reference', 'Computers'],['Business']
9525,['Business', 'Science', 'Computers', 'Recreation'],['Business']
9528,['Business', 'Science', 'Recreation', 'Home'],['Business']
9531,['Business', 'Computers', 'Science', 'Reference'],['Business']
9534,['Business', 'Science', 'Recreation', 'Reference'],['Business']
43620,['Arts', 'Society', 'Games', 'Kids'],['Arts']
43621,['Arts', 'Kids', 'Sports', 'Society'],['Arts']
43637,['Arts', 'Games', 'Kids', 'Computers'],['Arts']
9565,['Computers', 'Business', 'Science', 'Reference'],['Business']
43645,['News', 'Society', 'Arts', 'Business'],['Arts']
43646,['News', 'Arts', 'Kids', 'Society'],['Arts']
43652,['Arts', 'Computers', 'Business', 'Recreation'],['News', 'Business']
9574,['Business', 'Science', 'Computers', 'Reference'],['Business']
9593,['Business', 'Computers', 'Science', 'Reference'],['Business']
43675,['Science', 'Society', 'News', 'Business'],['Business', 'Shopping']
43678,['Business', 'Home', 'Society', 'News'],['Business']
43682,['Kids', 'Recreation', 'Business', 'Home'],['Business', 'Recreation']
9603,['Business', 'Science', 'Health', 'Reference'],['Business']
9604,['News', 'Arts', 'Recreation', 'Reference'],['Business']
43686,['Business', 'Computers', 'Science', 'Society'],['Business']
9611,['Business', 'Science', 'News', 'Reference'],['Business']
43693,['Shopping', 'Business', 'Computers', 'Home'],['Business']
9617,['Recreation', 'News', 'Kids', 'Home'],['Business']
43698,['Business', 'Society', 'Sports', 'Shopping'],['Business']
43701,['Shopping', 'Business', 'Adult', 'Science'],['Business']
9630,['Business', 'News', 'Reference', 'Science'],['Business']
9638,['Business', 'Recreation', 'News', 'Science'],['Business']
9639,['Recreation', 'Reference', 'Games', 'Computers'],['Business']
43719,['Business', 'Society', 'Computers', 'News'],['Business']
9641,['Shopping', 'Home', 'Kids', 'Recreation'],['Business', 'Shopping']
43721,['Business', 'Society', 'Computers', 'News'],['Business']
43727,['Business', 'Computers', 'Home', 'Science'],['Business']
43729,['Kids', 'Arts', 'Computers', 'Business'],['Business', 'Computers']
9651,['Reference', 'Business', 'Health', 'Computers'],['Business']
9660,['Recreation', 'Business', 'Kids', 'Home'],['Business']
9661,['Business', 'Health', 'Science', 'Home'],['Business']
43742,['Business', 'Home', 'Society', 'Health'],['Business']
9665,['Home', 'Business', 'Recreation', 'Science'],['Business']
43746,['Business', 'Society', 'Computers', 'Science'],['Business']
9670,['Business', 'Computers', 'Recreation', 'Home'],['Business']
43760,['Business', 'Sports', 'Society', 'Shopping'],['Business']
9681,['Computers', 'Business', 'Reference', 'Recreation'],['Business']
43763,['Business', 'Home', 'Shopping', 'Society'],['Business']
9687,['Business', 'Games', 'Shopping', 'Home'],['Business']
9696,['Health', 'Recreation', 'Kids', 'Business'],['Business']
43779,['Home', 'Shopping', 'Society', 'Business'],['Computers']
9698,['Computers', 'Business', 'Science', 'Reference'],['Business']
9700,['Business', 'Society', 'Recreation', 'Health'],['Business']
9701,['Business', 'Computers', 'Kids', 'Recreation'],['Business']
43785,['Computers', 'Kids', 'Business', 'Reference'],['Computers']
43786,['Games', 'Arts', 'Computers', 'Home'],['Computers']
43787,['Computers', 'Society', 'Science', 'Games'],['Computers']
9704,['Computers', 'Home', 'Business', 'Reference'],['Business']
9707,['Business', 'Computers', 'News', 'Science'],['Business']
43790,['Kids', 'Arts', 'Society', 'Computers'],['Computers']
9709,['Shopping', 'Business', 'Home', 'Arts'],['Business']
9712,['Science', 'Health', 'Recreation', 'Reference'],['Business']
43798,['Computers', 'Reference', 'Science', 'Games'],['Computers']
43808,['Business', 'Computers', 'Society', 'Home'],['Computers']
9741,['Home', 'Business', 'Recreation', 'Reference'],['Business']
43824,['Computers', 'Sports', 'Business', 'Society'],['Computers']
9744,['Business', 'Recreation', 'Home', 'Health'],['Business']
43830,['Business', 'Computers', 'Shopping', 'Society'],['Computers']
43843,['Computers', 'Business', 'Society', 'Science'],['Computers']
43845,['Computers', 'Kids', 'Games', 'Business'],['Computers']
9776,['Reference', 'Science', 'Health', 'Business'],['Business']
43871,['Computers', 'Business', 'Kids', 'Arts'],['Computers']
9794,['Business', 'Computers', 'News', 'Science'],['Business']
9796,['Business', 'Computers', 'Science', 'Reference'],['Business']
9800,['Kids', 'Home', 'Arts', 'Reference'],['Business']
43887,['Computers', 'Science', 'Kids', 'Reference'],['Computers']
43900,['Sports', 'Kids', 'Games', 'Arts'],['Games']
9823,['Business', 'Science', 'Reference', 'Health'],['Business', 'Shopping']
43918,['Games', 'Computers', 'Sports', 'Kids'],['Games']
9836,['Business', 'Science', 'Computers', 'Recreation'],['Business']
9841,['Business', 'Computers', 'Home', 'News'],['Business']
43924,['Sports', 'Kids', 'Games', 'News'],['Games']
9844,['Reference', 'Science', 'Kids', 'Computers'],['Business']
43927,['Business', 'Society', 'Computers', 'Games'],['Games']
9858,['Science', 'Health', 'Recreation', 'Home'],['Business']
9860,['Business', 'News', 'Society', 'Recreation'],['Business']
43943,['Games', 'Kids', 'Computers', 'Business'],['Games']
43946,['Kids', 'Games', 'Arts', 'Sports'],['Games']
9866,['Business', 'Reference', 'Science', 'Health'],['Business']
9869,['Business', 'Home', 'Recreation', 'Science'],['Business']
9870,['Recreation', 'Arts', 'Reference', 'Kids'],['Business']
9873,['Business', 'Recreation', 'Home', 'News'],['Business']
43961,['Games', 'Kids', 'News', 'Computers'],['Games']
43970,['Games', 'Society', 'Computers', 'Arts'],['Games']
43972,['Kids', 'Games', 'Computers', 'Sports'],['Games']
43976,['Games', 'Kids', 'Society', 'Sports'],['Games']
43979,['Computers', 'Home', 'Games', 'News'],['Games']
9902,['Business', 'News', 'Society', 'Home'],['Business']
43986,['Kids', 'Sports', 'Society', 'Shopping'],['Games']
43990,['Games', 'Computers', 'Kids', 'Sports'],['Games']
9908,['Business', 'Computers', 'Recreation', 'Society'],['Business']
43992,['Computers', 'Games', 'Kids', 'Society'],['Games', 'Computers']
