ref id,Predicted,Actual
57141,['Adult', 'Shopping', 'Society', 'Recreation'],['Adult']
52893,['Business', 'Health', 'Computers', 'Arts'],['Business']
53546,['Society', 'Shopping', 'Sports', 'Arts'],['Society']
3857,['Health', 'Society', 'Recreation', 'Business'],['Health']
46325,['Business', 'Adult', 'Computers', 'Reference'],['Business']
57893,['Society', 'Sports', 'Shopping', 'Business'],['Society']
39048,['Sports', 'Business', 'Arts', 'Recreation'],['Sports']
48885,['Business', 'Computers', 'Health', 'Society'],['Arts']
51394,['Health', 'Society', 'Science', 'Arts'],['Health']
51411,['Business', 'Shopping', 'Recreation', 'Computers'],['Shopping']
40620,['Recreation', 'Business', 'Shopping', 'Arts'],['Shopping']
37564,['Arts', 'Business', 'Recreation', 'Reference'],['Business']
8435,['Adult', 'Arts', 'Business', 'Recreation'],['Adult']
26226,['Sports', 'Adult', 'Recreation', 'Games'],['Sports']
17450,['Adult', 'Computers', 'Games', 'Recreation'],['Adult']
22363,['Arts', 'Computers', 'Business', 'Shopping'],['Arts']
10382,['Shopping', 'Health', 'Society', 'Business'],['Health']
16305,['Society', 'Health', 'Business', 'Sports'],['Society']
29509,['Adult', 'Recreation', 'Arts', 'Health'],['Adult']
49600,['Business', 'Recreation', 'Arts', 'Reference'],['Business']
4996,['Arts', 'Recreation', 'Computers', 'Shopping'],['Arts']
29271,['Society', 'Shopping', 'Recreation', 'Business'],['Society']
36035,['Society', 'Business', 'Arts', 'Computers'],['Society']
17793,['Shopping', 'Business', 'Recreation', 'Health'],['Shopping']
59225,['Recreation', 'Shopping', 'Business', 'Computers'],['Shopping']
46747,['Society', 'Arts', 'Computers', 'Sports'],['Arts']
1434,['Society', 'Business', 'Sports', 'Arts'],['Society']
530,['Computers', 'Business', 'Arts', 'Recreation'],['Arts']
37108,['Society', 'Business', 'Health', 'Recreation'],['Health']
564,['Recreation', 'Arts', 'Business', 'Games'],['Sports']
10832,['Business', 'Computers', 'Sports', 'Shopping'],['Arts']
10327,['Arts', 'Society', 'Sports', 'Adult'],['Arts']
25391,['Society', 'Health', 'Arts', 'Business'],['Society']
33210,['Business', 'Computers', 'Science', 'Society'],['Business']
44982,['Recreation', 'Business', 'Shopping', 'Computers'],['Shopping']
57564,['Society', 'Arts', 'Recreation', 'Shopping'],['Society']
40361,['Business', 'Society', 'Computers', 'Shopping'],['Society']
22335,['Arts', 'Recreation', 'Games', 'Computers'],['Sports']
45797,['Arts', 'Computers', 'Reference', 'Business'],['Arts']
27744,['Arts', 'Sports', 'Recreation', 'Games'],['Sports']
11339,['Business', 'Sports', 'Shopping', 'Recreation'],['Shopping']
4973,['Society', 'Sports', 'Business', 'Health'],['Society']
40144,['Society', 'Shopping', 'Computers', 'Arts'],['Games']
33938,['Health', 'Society', 'Business', 'Arts'],['Health']
39623,['Health', 'Business', 'Society', 'Science'],['Health']
20495,['Arts', 'Recreation', 'Business', 'Society'],['Adult']
43283,['Recreation', 'Shopping', 'Business', 'Arts'],['Shopping']
22094,['Society', 'Computers', 'Sports', 'Recreation'],['Society']
3696,['Arts', 'Health', 'Business', 'Computers'],['Arts']
29582,['Health', 'Arts', 'Recreation', 'Computers'],['Arts']
27183,['Arts', 'Business', 'Sports', 'Computers'],['Arts']
59168,['Adult', 'Recreation', 'Games', 'Health'],['Adult']
16146,['Business', 'Health', 'Arts', 'Recreation'],['Business']
10994,['Society', 'Business', 'Health', 'Shopping'],['Society']
2611,['Health', 'Business', 'Shopping', 'Society'],['Health']
57974,['Adult', 'Recreation', 'Arts', 'Reference'],['Adult']
10499,['Health', 'Shopping', 'Society', 'Business'],['Health']
55370,['Health', 'Business', 'Computers', 'Recreation'],['Business']
52542,['Health', 'Shopping', 'Business', 'Society'],['Health']
14650,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
2079,['Business', 'Computers', 'Recreation', 'Science'],['Business']
5065,['Business', 'Society', 'Recreation', 'Shopping'],['Business']
46841,['Health', 'Business', 'Shopping', 'Society'],['Health']
37119,['Arts', 'Society', 'Computers', 'Sports'],['Games', 'Arts']
17569,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
43546,['Shopping', 'Computers', 'Recreation', 'Business'],['Arts']
33211,['Business', 'Recreation', 'Sports', 'Computers'],['Games']
4627,['Society', 'Recreation', 'Business', 'Shopping'],['Shopping']
51133,['Adult', 'Recreation', 'Arts', 'Games'],['Adult']
51295,['Business', 'Shopping', 'Recreation', 'Computers'],['Business']
43819,['Science', 'Health', 'Business', 'Recreation'],['Health']
2707,['Business', 'Society', 'Computers', 'Health'],['Society']
52393,['Adult', 'Recreation', 'Business', 'Shopping'],['Adult']
28312,['Adult', 'Arts', 'Recreation', 'Science'],['Adult']
4502,['Business', 'Computers', 'Reference', 'Society'],['Society']
31929,['Health', 'Business', 'Arts', 'Reference'],['Health']
53556,['Recreation', 'Business', 'Arts', 'Computers'],['Business']
24479,['Society', 'Science', 'Health', 'Arts'],['Society']
5912,['Business', 'Shopping', 'Computers', 'Health'],['Business']
6645,['Shopping', 'Business', 'Computers', 'Science'],['Sports']
37657,['Shopping', 'Business', 'Games', 'Recreation'],['Business']
12244,['Society', 'Arts', 'Computers', 'Shopping'],['Arts']
9690,['Business', 'Computers', 'Reference', 'Games'],['Business']
4708,['Shopping', 'Business', 'Recreation', 'Arts'],['Sports']
40284,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
51573,['Shopping', 'Business', 'Society', 'Recreation'],['Health']
59157,['Computers', 'Sports', 'Recreation', 'Shopping'],['Recreation']
34127,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
646,['Sports', 'Recreation', 'Business', 'Society'],['Sports']
27466,['Adult', 'Business', 'Arts', 'Games'],['Adult']
32024,['Sports', 'Recreation', 'Society', 'Business'],['Sports']
26314,['Health', 'Society', 'Business', 'Shopping'],['Health']
28081,['Business', 'Computers', 'Recreation', 'Science'],['Business']
2701,['Adult', 'Reference', 'Computers', 'Recreation'],['Adult']
29035,['Business', 'Science', 'Recreation', 'Health'],['Society', 'Business']
25629,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
36577,['Business', 'Science', 'Recreation', 'Reference'],['Business']
8996,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
48553,['Adult', 'Recreation', 'Arts', 'Business'],['Adult']
17751,['Arts', 'Shopping', 'Society', 'Recreation'],['Arts']
30789,['Adult', 'Recreation', 'Society', 'Business'],['Adult']
36097,['Business', 'Shopping', 'Computers', 'Recreation'],['Business']
59055,['Computers', 'Arts', 'Society', 'Business'],['Business']
43289,['Business', 'Recreation', 'Computers', 'Science'],['Business']
15895,['Business', 'Computers', 'Science', 'Arts'],['Business']
46383,['Shopping', 'Business', 'Computers', 'Arts'],['Shopping']
35981,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
8860,['Shopping', 'Business', 'Arts', 'Society'],['Shopping']
55298,['Society', 'Shopping', 'Recreation', 'Arts'],['Arts']
26297,['Health', 'Society', 'Business', 'Computers'],['Health']
27146,['Sports', 'Recreation', 'Arts', 'Business'],['Sports']
17371,['Adult', 'Recreation', 'Business', 'Reference'],['Adult']
54853,['Shopping', 'Business', 'Arts', 'Recreation'],['Adult']
33433,['Health', 'Arts', 'Shopping', 'Business'],['Health']
22350,['Shopping', 'Business', 'Society', 'Adult'],['Shopping']
1820,['Adult', 'Recreation', 'Computers', 'Business'],['Adult']
45847,['Computers', 'Business', 'Science', 'Health'],['Computers']
21571,['Sports', 'Business', 'Recreation', 'Society'],['Sports']
47754,['Adult', 'Recreation', 'Business', 'Computers'],['Adult']
40893,['Sports', 'Shopping', 'Society', 'Computers'],['Sports']
22924,['Arts', 'Shopping', 'Business', 'Society'],['Arts']
14770,['Adult', 'Computers', 'Recreation', 'Business'],['Adult']
43472,['Business', 'Computers', 'Arts', 'Recreation'],['Business']
29023,['Business', 'Health', 'Science', 'Computers'],['Business']
53841,['Adult', 'Recreation', 'Business', 'Shopping'],['Adult']
28218,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
12812,['Sports', 'Society', 'Computers', 'Shopping'],['Sports']
26345,['Adult', 'Recreation', 'Business', 'Arts'],['Adult']
23905,['Shopping', 'Recreation', 'Society', 'Sports'],['Sports']
25242,['Arts', 'Society', 'Shopping', 'Recreation'],['Arts']
35926,['Shopping', 'Business', 'Society', 'Arts'],['Shopping']
12940,['Reference', 'Business', 'Computers', 'Science'],['Business']
48708,['Health', 'Society', 'Science', 'Reference'],['Health']
28935,['Computers', 'Sports', 'Shopping', 'Recreation'],['Arts']
45719,['Shopping', 'Games', 'Business', 'Arts'],['Arts']
49823,['Shopping', 'Arts', 'Business', 'Computers'],['Shopping']
48436,['Business', 'Computers', 'Shopping', 'Reference'],['Adult']
57267,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
48050,['Computers', 'Recreation', 'Business', 'Reference'],['Computers']
24075,['Business', 'Computers', 'Reference', 'Society'],['Business']
24405,['Sports', 'Shopping', 'Society', 'Games'],['Sports']
58581,['Sports', 'Society', 'Recreation', 'Games'],['Sports']
34802,['Arts', 'Computers', 'Society', 'Science'],['Arts']
7611,['Recreation', 'Computers', 'Health', 'Business'],['Recreation']
42095,['Sports', 'Recreation', 'Business', 'Society'],['Sports']
11680,['Arts', 'Computers', 'Business', 'Society'],['Arts']
17789,['Games', 'Recreation', 'Business', 'Arts'],['Games']
49238,['Shopping', 'Business', 'Recreation', 'Arts'],['Shopping']
11869,['Sports', 'Business', 'Shopping', 'Computers'],['Sports']
40260,['Shopping', 'Business', 'Society', 'Adult'],['Shopping']
47764,['Business', 'Shopping', 'Reference', 'Society'],['Business']
8617,['Shopping', 'Business', 'Recreation', 'Arts'],['Shopping']
40827,['Arts', 'Reference', 'Society', 'Computers'],['Reference', 'Arts']
50563,['Computers', 'Recreation', 'Business', 'Adult'],['Adult', 'Games']
2822,['Adult', 'Recreation', 'Business', 'Games'],['Adult']
51248,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
49639,['Health', 'Society', 'Business', 'Reference'],['Health']
40033,['Arts', 'Games', 'Shopping', 'Business'],['Arts']
58543,['Shopping', 'Recreation', 'Business', 'Science'],['Shopping']
42054,['Adult', 'Games', 'Recreation', 'Computers'],['Adult']
30318,['Sports', 'Business', 'Society', 'Computers'],['Sports']
33216,['Adult', 'Recreation', 'Business', 'Computers'],['Adult']
39237,['Health', 'Recreation', 'Computers', 'Arts'],['Health']
8985,['Business', 'Computers', 'Reference', 'Health'],['Business']
20729,['Health', 'Science', 'Business', 'Computers'],['Health']
49070,['Computers', 'Shopping', 'Business', 'Recreation'],['Shopping']
26266,['Arts', 'Shopping', 'Business', 'Society'],['Arts']
29499,['Adult', 'Business', 'Recreation', 'Computers'],['Adult']
30817,['Computers', 'Recreation', 'Business', 'Arts'],['Computers', 'Business']
11683,['Sports', 'Business', 'Computers', 'Recreation'],['Sports']
14689,['Computers', 'Business', 'Science', 'Society'],['Business']
43178,['Health', 'Shopping', 'Business', 'Sports'],['Health']
17169,['Games', 'Arts', 'Business', 'Computers'],['Arts']
44906,['Sports', 'Recreation', 'Computers', 'Business'],['Sports']
11415,['Arts', 'Society', 'Shopping', 'Computers'],['Arts']
37457,['Health', 'Business', 'Shopping', 'Society'],['Health']
21936,['Arts', 'Shopping', 'Computers', 'Business'],['Arts']
47959,['Business', 'Computers', 'Science', 'Reference'],['Business']
49142,['Computers', 'Business', 'Shopping', 'Science'],['Shopping']
14738,['Sports', 'Recreation', 'Business', 'Computers'],['Sports']
57244,['Computers', 'Business', 'Reference', 'Science'],['Business']
47616,['Arts', 'Business', 'Computers', 'Recreation'],['Arts']
1183,['Computers', 'Business', 'Society', 'Health'],['Business']
51243,['Health', 'Business', 'Shopping', 'Society'],['Health']
32271,['Recreation', 'Health', 'Science', 'Computers'],['Society']
2481,['Society', 'Recreation', 'Science', 'Business'],['Society']
2026,['Health', 'Society', 'Business', 'Shopping'],['Health']
59207,['Adult', 'Recreation', 'Business', 'Arts'],['Adult']
58351,['Adult', 'Business', 'Recreation', 'Society'],['Adult']
53466,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
49351,['Arts', 'Society', 'Business', 'Health'],['Arts']
16007,['Health', 'Society', 'Arts', 'Business'],['Health']
40698,['Adult', 'Recreation', 'Business', 'Computers'],['Adult']
43629,['Sports', 'Recreation', 'Arts', 'Shopping'],['Sports']
9932,['Recreation', 'Shopping', 'Business', 'Computers'],['Recreation']
51366,['Business', 'Computers', 'Arts', 'Adult'],['Business']
21845,['Computers', 'Sports', 'Society', 'Business'],['Sports']
23063,['Health', 'Business', 'Society', 'Science'],['Health']
50620,['Adult', 'Business', 'Computers', 'Arts'],['Adult']
30437,['Recreation', 'Business', 'Reference', 'Arts'],['Recreation']
36115,['Health', 'Society', 'Science', 'Reference'],['Health']
53142,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
25394,['Sports', 'Society', 'Recreation', 'Computers'],['Sports']
17500,['Business', 'Computers', 'Shopping', 'Health'],['Health']
3992,['Business', 'Computers', 'Shopping', 'Recreation'],['Adult']
43509,['Sports', 'Recreation', 'Arts', 'Society'],['Sports']
31913,['Arts', 'Society', 'Computers', 'Science'],['Arts']
43639,['Recreation', 'Arts', 'Science', 'Reference'],['Recreation']
22248,['Adult', 'Business', 'Recreation', 'Health'],['Adult']
2393,['Adult', 'Recreation', 'Computers', 'Society'],['Adult']
22424,['Sports', 'Games', 'Business', 'Arts'],['Sports']
12140,['Arts', 'Adult', 'Recreation', 'Games'],['Adult']
54681,['Shopping', 'Arts', 'Society', 'Business'],['Shopping']
42898,['Business', 'Society', 'Recreation', 'Shopping'],['Shopping']
1611,['Arts', 'Sports', 'Society', 'Computers'],['Arts']
47932,['Shopping', 'Society', 'Recreation', 'Computers'],['Health']
14634,['Arts', 'Business', 'Shopping', 'Recreation'],['Business']
22494,['Recreation', 'Arts', 'Reference', 'Society'],['Recreation']
57423,['Society', 'Health', 'Shopping', 'Computers'],['Health']
57233,['Business', 'Recreation', 'Arts', 'Computers'],['Business']
21902,['Shopping', 'Computers', 'Business', 'Society'],['Shopping']
36242,['Society', 'Sports', 'Games', 'Recreation'],['Sports']
44022,['Arts', 'Sports', 'Adult', 'Shopping'],['Arts']
30935,['Computers', 'Shopping', 'Adult', 'Science'],['Shopping', 'Business']
27332,['Recreation', 'Reference', 'Science', 'Computers'],['Recreation']
2964,['Adult', 'Recreation', 'Arts', 'Society'],['Adult']
50541,['Business', 'Shopping', 'Computers', 'Society'],['Shopping']
26342,['Shopping', 'Arts', 'Sports', 'Recreation'],['Arts']
645,['Arts', 'Recreation', 'Society', 'Shopping'],['Recreation']
9090,['Recreation', 'Adult', 'Arts', 'Business'],['Adult']
10164,['Business', 'Recreation', 'Shopping', 'Computers'],['Business']
46388,['Arts', 'Shopping', 'Computers', 'Business'],['Arts']
22543,['Adult', 'Recreation', 'Arts', 'Business'],['Adult']
12189,['Sports', 'Recreation', 'Shopping', 'Computers'],['Sports']
20570,['Shopping', 'Arts', 'Computers', 'Adult'],['Shopping']
36161,['Business', 'Computers', 'Shopping', 'Arts'],['Arts']
48583,['Recreation', 'Business', 'Arts', 'Shopping'],['Recreation']
11543,['Sports', 'Shopping', 'Business', 'Computers'],['Sports']
4342,['Recreation', 'Shopping', 'Computers', 'Society'],['Arts']
49850,['Shopping', 'Recreation', 'Business', 'Society'],['Health']
14879,['Recreation', 'Arts', 'Reference', 'Computers'],['Recreation']
29796,['Business', 'Computers', 'Society', 'Shopping'],['Business']
27817,['Sports', 'Games', 'Shopping', 'Recreation'],['Sports']
38514,['Recreation', 'Reference', 'Arts', 'Business'],['Arts']
28359,['Adult', 'Recreation', 'Business', 'Computers'],['Adult']
51249,['Society', 'Arts', 'Shopping', 'Sports'],['Health']
9858,['Business', 'Shopping', 'Society', 'Health'],['Health']
53399,['Shopping', 'Arts', 'Business', 'Recreation'],['Shopping']
13762,['Shopping', 'Business', 'Adult', 'Computers'],['Shopping']
38603,['Sports', 'Recreation', 'Business', 'Science'],['Sports']
41389,['Arts', 'Sports', 'Recreation', 'Society'],['Sports']
31124,['Society', 'Shopping', 'Business', 'Sports'],['Arts']
53665,['Health', 'Society', 'Business', 'Arts'],['Health']
24406,['Business', 'Computers', 'Science', 'Shopping'],['Business']
19004,['Arts', 'Recreation', 'Shopping', 'Computers'],['Recreation']
829,['Shopping', 'Sports', 'Business', 'Society'],['Health']
15417,['Health', 'Business', 'Sports', 'Society'],['Health']
15609,['Shopping', 'Business', 'Recreation', 'Science'],['Shopping']
1607,['Adult', 'Recreation', 'Arts', 'Business'],['Adult']
53678,['Recreation', 'Society', 'Business', 'Shopping'],['Business']
26409,['Recreation', 'Arts', 'Business', 'Computers'],['Recreation']
45999,['Computers', 'Arts', 'Shopping', 'Society'],['Arts']
27963,['Sports', 'Business', 'Society', 'Arts'],['Sports']
52033,['Sports', 'Business', 'Recreation', 'Shopping'],['Sports']
51001,['Business', 'Recreation', 'Shopping', 'Society'],['Business']
25381,['Sports', 'Business', 'Recreation', 'Society'],['Sports']
29394,['Arts', 'Recreation', 'Society', 'Business'],['Arts']
57762,['Shopping', 'Arts', 'Science', 'Reference'],['Shopping']
11006,['Health', 'Business', 'Society', 'Sports'],['Health']
6604,['Adult', 'Recreation', 'Shopping', 'Arts'],['Adult']
2335,['Arts', 'Shopping', 'Society', 'Computers'],['Arts']
50497,['Sports', 'Business', 'Arts', 'Recreation'],['Sports']
36794,['Adult', 'Arts', 'Recreation', 'Business'],['Adult']
58473,['Adult', 'Recreation', 'Business', 'Arts'],['Adult']
8430,['Sports', 'Business', 'Health', 'Recreation'],['Sports']
7462,['Shopping', 'Computers', 'Business', 'Arts'],['Shopping']
53964,['Health', 'Shopping', 'Business', 'Society'],['Health']
52825,['Recreation', 'Computers', 'Shopping', 'Business'],['Recreation']
23790,['Arts', 'Society', 'Shopping', 'Reference'],['Arts']
38858,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
58902,['Sports', 'Arts', 'Recreation', 'Business'],['Sports']
28379,['Recreation', 'Arts', 'Computers', 'Society'],['Arts']
5391,['Recreation', 'Science', 'Business', 'Arts'],['Recreation']
11837,['Health', 'Society', 'Arts', 'Business'],['Health']
30931,['Business', 'Recreation', 'Computers', 'Arts'],['Business']
49281,['Adult', 'Recreation', 'Business', 'Computers'],['Adult']
38504,['Business', 'Computers', 'Shopping', 'Recreation'],['Business']
24076,['Adult', 'Society', 'Computers', 'Recreation'],['Adult']
54339,['Computers', 'Business', 'Society', 'Shopping'],['Arts']
52350,['Business', 'Computers', 'Recreation', 'Science'],['Business']
10692,['Business', 'Shopping', 'Society', 'Arts'],['Health']
33705,['Health', 'Shopping', 'Business', 'Society'],['Health']
40533,['Business', 'Reference', 'Recreation', 'Computers'],['Business']
5697,['Adult', 'Society', 'Computers', 'Recreation'],['Adult']
22591,['Health', 'Society', 'Arts', 'Recreation'],['Health']
41919,['Society', 'Games', 'Computers', 'Shopping'],['Arts']
22452,['Recreation', 'Business', 'Reference', 'Health'],['Business']
27254,['Sports', 'Arts', 'Recreation', 'Shopping'],['Sports']
8122,['Health', 'Shopping', 'Society', 'Business'],['Health']
27197,['Recreation', 'Business', 'Science', 'Arts'],['Recreation']
37334,['Shopping', 'Arts', 'Society', 'Business'],['Shopping']
51486,['Business', 'Computers', 'Recreation', 'Science'],['Business']
57060,['Business', 'Recreation', 'Reference', 'Computers'],['Recreation']
30891,['Business', 'Computers', 'Society', 'Science'],['Business']
40676,['Recreation', 'Computers', 'Business', 'Sports'],['Recreation']
30802,['Shopping', 'Business', 'Arts', 'Computers'],['Shopping']
30494,['Shopping', 'Business', 'Recreation', 'Arts'],['Shopping']
7289,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
15562,['Business', 'Recreation', 'Computers', 'Arts'],['Business']
30347,['Games', 'Recreation', 'Arts', 'Computers'],['Adult']
6946,['Arts', 'Shopping', 'Society', 'Recreation'],['Shopping']
8477,['Arts', 'Society', 'Shopping', 'Sports'],['Arts']
30744,['Shopping', 'Business', 'Adult', 'Society'],['Shopping']
10609,['Recreation', 'Shopping', 'Sports', 'Arts'],['Sports']
42635,['Recreation', 'Computers', 'Science', 'Arts'],['Recreation']
341,['Adult', 'Business', 'Shopping', 'Recreation'],['Adult']
45581,['Recreation', 'Computers', 'Games', 'Business'],['Recreation']
28986,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
6390,['Health', 'Society', 'Business', 'Computers'],['Health']
19914,['Shopping', 'Business', 'Recreation', 'Arts'],['Shopping']
29003,['Society', 'Arts', 'Reference', 'Business'],['Arts']
12280,['Business', 'Sports', 'Shopping', 'Recreation'],['Sports']
47403,['Society', 'Business', 'Science', 'Computers'],['Arts']
29597,['Business', 'Recreation', 'Computers', 'Arts'],['Business']
8928,['Shopping', 'Business', 'Recreation', 'Arts'],['Shopping']
25482,['Recreation', 'Games', 'Arts', 'Health'],['Recreation']
45676,['Recreation', 'Business', 'Computers', 'Reference'],['Business']
1793,['Shopping', 'Computers', 'Business', 'Science'],['Business']
30725,['Business', 'Recreation', 'Science', 'Shopping'],['Recreation']
2686,['Society', 'Shopping', 'Adult', 'Computers'],['Shopping']
37568,['Arts', 'Reference', 'Society', 'Shopping'],['Arts']
16562,['Arts', 'Sports', 'Society', 'Recreation'],['Arts']
16768,['Adult', 'Recreation', 'Health', 'Computers'],['Adult']
44649,['Recreation', 'Business', 'Science', 'Arts'],['Recreation']
39486,['Business', 'Shopping', 'Recreation', 'Computers'],['Business']
10156,['Society', 'Shopping', 'Computers', 'Business'],['Shopping']
28804,['Recreation', 'Business', 'Science', 'Reference'],['Recreation']
34606,['Arts', 'Society', 'Reference', 'Recreation'],['Arts']
2182,['Business', 'Recreation', 'Shopping', 'Computers'],['Business']
58331,['Health', 'Society', 'Business', 'Arts'],['Health']
10674,['Adult', 'Recreation', 'Society', 'Computers'],['Adult']
27174,['Computers', 'Recreation', 'Science', 'Reference'],['Computers']
51529,['Health', 'Business', 'Society', 'Computers'],['Health']
7534,['Computers', 'Reference', 'Arts', 'Recreation'],['Computers']
185,['Business', 'Shopping', 'Society', 'Recreation'],['Shopping']
32419,['Adult', 'Games', 'Shopping', 'Recreation'],['Adult']
29624,['Computers', 'Society', 'Business', 'Recreation'],['Sports']
2062,['Sports', 'Recreation', 'Adult', 'Business'],['Adult']
2360,['Recreation', 'Science', 'Arts', 'Reference'],['Recreation']
14603,['Adult', 'Recreation', 'Computers', 'Health'],['Adult']
27569,['Sports', 'Shopping', 'Recreation', 'Games'],['Sports']
24071,['Adult', 'Shopping', 'Recreation', 'Society'],['Adult']
58527,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
1934,['Shopping', 'Arts', 'Computers', 'Society'],['Shopping']
10223,['Adult', 'Business', 'Recreation', 'Science'],['Adult']
35001,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
15774,['Health', 'Society', 'Business', 'Science'],['Arts']
57713,['Health', 'Society', 'Arts', 'Computers'],['Health']
42895,['Health', 'Recreation', 'Business', 'Science'],['Recreation']
45715,['Computers', 'Science', 'Recreation', 'Business'],['Computers']
32629,['Recreation', 'Arts', 'Health', 'Science'],['Recreation']
47698,['Shopping', 'Business', 'Games', 'Recreation'],['Shopping']
3022,['Science', 'Computers', 'Reference', 'Recreation'],['Computers']
54013,['Arts', 'Adult', 'Reference', 'Recreation'],['Adult']
4148,['Computers', 'Science', 'Recreation', 'Games'],['Computers']
5942,['Shopping', 'Arts', 'Society', 'Recreation'],['Shopping']
50771,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
22528,['Games', 'Shopping', 'Recreation', 'Business'],['Arts']
31039,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
23166,['Adult', 'Recreation', 'Arts', 'Business'],['Adult']
27108,['Recreation', 'Arts', 'Society', 'Business'],['Recreation']
27545,['Shopping', 'Arts', 'Computers', 'Business'],['Shopping']
36621,['Arts', 'Shopping', 'Society', 'Recreation'],['Arts']
42675,['Shopping', 'Society', 'Computers', 'Arts'],['Shopping']
12418,['Sports', 'Society', 'Shopping', 'Business'],['Sports']
29754,['Health', 'Shopping', 'Society', 'Computers'],['Health']
4137,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
52029,['Health', 'Computers', 'Society', 'Business'],['Health']
34799,['Computers', 'Business', 'Arts', 'Science'],['Computers']
15749,['Computers', 'Arts', 'Recreation', 'Business'],['Computers']
57791,['Sports', 'Recreation', 'Games', 'Health'],['Recreation']
11123,['Arts', 'Shopping', 'Computers', 'Science'],['Arts']
52547,['Computers', 'Reference', 'Recreation', 'Business'],['Computers']
47777,['Health', 'Society', 'Science', 'Reference'],['Health']
10846,['Society', 'Business', 'Computers', 'Recreation'],['Health']
153,['Health', 'Society', 'Business', 'Shopping'],['Health']
47397,['Shopping', 'Arts', 'Science', 'Recreation'],['Arts']
6293,['Computers', 'Science', 'Business', 'Recreation'],['Computers']
5529,['Adult', 'Recreation', 'Health', 'Arts'],['Adult']
29894,['Computers', 'Arts', 'Shopping', 'Society'],['Arts']
54041,['Adult', 'Shopping', 'Business', 'Reference'],['Adult']
59221,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
57178,['Shopping', 'Society', 'Computers', 'Arts'],['Shopping']
38249,['Sports', 'Games', 'Shopping', 'Computers'],['Sports']
38020,['Sports', 'Society', 'Arts', 'Recreation'],['Sports']
43169,['Shopping', 'Society', 'Reference', 'Computers'],['Shopping']
33376,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
23961,['Arts', 'Shopping', 'Recreation', 'Sports'],['Arts']
24701,['Arts', 'Shopping', 'Society', 'Sports'],['Arts']
21727,['Health', 'Sports', 'Shopping', 'Recreation'],['Health']
45260,['Health', 'Sports', 'Shopping', 'Society'],['Health']
3885,['Health', 'Society', 'Shopping', 'Sports'],['Health']
285,['Shopping', 'Sports', 'Business', 'Recreation'],['Shopping']
46555,['Computers', 'Science', 'Games', 'Reference'],['Computers']
32655,['Business', 'Recreation', 'Shopping', 'Computers'],['Adult']
10551,['Recreation', 'Business', 'Science', 'Society'],['Recreation']
58857,['Arts', 'Shopping', 'Sports', 'Business'],['Shopping']
51716,['Arts', 'Shopping', 'Recreation', 'Business'],['Adult']
13376,['Adult', 'Arts', 'Recreation', 'Business'],['Adult']
21686,['Arts', 'Shopping', 'Society', 'Adult'],['Shopping']
35456,['Shopping', 'Society', 'Business', 'Arts'],['Shopping']
8357,['Recreation', 'Business', 'Science', 'Computers'],['Recreation']
31182,['Shopping', 'Business', 'Arts', 'Society'],['Shopping']
36316,['Sports', 'Shopping', 'Recreation', 'Society'],['Health']
15747,['Computers', 'Science', 'Reference', 'Recreation'],['Computers']
28380,['Health', 'Shopping', 'Society', 'Sports'],['Health']
38894,['Recreation', 'Science', 'Society', 'Business'],['Recreation']
54531,['Health', 'Society', 'Shopping', 'Business'],['Health']
36105,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
22877,['Computers', 'Health', 'Recreation', 'Business'],['Computers']
15383,['Health', 'Sports', 'Society', 'Business'],['Health']
34487,['Science', 'Computers', 'Reference', 'Recreation'],['Computers']
52726,['Science', 'Recreation', 'Society', 'Reference'],['Recreation']
41094,['Business', 'Sports', 'Computers', 'Recreation'],['Sports']
33878,['Recreation', 'Science', 'Reference', 'Business'],['Recreation']
30263,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
36454,['Sports', 'Arts', 'Recreation', 'Shopping'],['Sports']
50240,['Arts', 'Business', 'Recreation', 'Shopping'],['Arts']
55117,['Computers', 'Science', 'Recreation', 'Business'],['Computers']
35669,['Business', 'Arts', 'Society', 'Recreation'],['Arts']
