ref id,Predicted,Actual
0,['Business', 'Sports', 'Society', 'Shopping'],['Adult']
4651,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38693,['Arts', 'Sports', 'Shopping', 'News'],['Sports']
4664,['Business', 'Science', 'Recreation', 'Computers'],['Arts']
4666,['Home', 'Arts', 'Health', 'Shopping'],['Arts', 'Computers']
4677,['Recreation', 'Health', 'Business', 'Arts'],['Arts']
4678,['Business', 'Sports', 'Shopping', 'Health'],['Arts']
38717,['Arts', 'Recreation', 'Sports', 'Society'],['Sports']
4687,['Shopping', 'Sports', 'Health', 'Business'],['Arts']
4691,['Business', 'Recreation', 'Sports', 'Shopping'],['Arts']
4692,['Arts', 'Recreation', 'Health', 'Sports'],['Arts']
4694,['Business', 'Recreation', 'Shopping', 'Sports'],['Arts']
4703,['Shopping', 'Recreation', 'Home', 'Computers'],['Arts']
4707,['Adult', 'Shopping', 'Recreation', 'Computers'],['Arts']
4712,['Shopping', 'Arts', 'Society', 'Sports'],['Arts']
4713,['Recreation', 'Health', 'Arts', 'Home'],['Arts']
38750,['Health', 'Recreation', 'Science', 'Business'],['Sports']
38759,['Sports', 'Society', 'Shopping', 'Computers'],['Sports']
38760,['Arts', 'Sports', 'Shopping', 'Health'],['Sports']
4723,['Business', 'Health', 'Computers', 'Sports'],['Arts']
38762,['Sports', 'Society', 'News', 'Business'],['Sports']
38769,['Adult', 'Health', 'Business', 'Sports'],['Sports']
4736,['Business', 'Shopping', 'Computers', 'Sports'],['Arts']
4738,['Business', 'Shopping', 'Computers', 'Arts'],['Arts']
38778,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
4743,['Sports', 'Games', 'Business', 'Recreation'],['Arts']
38781,['Society', 'Health', 'Recreation', 'Arts'],['Sports']
38785,['Arts', 'Business', 'Society', 'Shopping'],['Sports']
4751,['Shopping', 'Sports', 'Society', 'Recreation'],['Arts']
38792,['Arts', 'Recreation', 'Games', 'Business'],['Sports']
38793,['Recreation', 'Arts', 'Home', 'Games'],['Sports']
4767,['Recreation', 'Computers', 'Society', 'Reference'],['Arts']
4768,['Health', 'Sports', 'Reference', 'Recreation'],['Arts']
38806,['Sports', 'Business', 'Recreation', 'Arts'],['Sports']
38811,['Sports', 'Society', 'Recreation', 'Arts'],['Sports']
4779,['Science', 'Society', 'News', 'Games'],['Arts']
38831,['Sports', 'Shopping', 'Society', 'Recreation'],['Sports']
4794,['Health', 'Computers', 'Business', 'Arts'],['Arts']
38838,['Recreation', 'Sports', 'Business', 'Society'],['Sports']
38844,['Business', 'Shopping', 'Sports', 'Recreation'],['Sports']
4809,['Arts', 'Computers', 'Recreation', 'Games'],['Arts']
4810,['Adult', 'Reference', 'Recreation', 'Games'],['Arts']
4811,['Sports', 'Recreation', 'Arts', 'Business'],['Arts']
38858,['Sports', 'Arts', 'Recreation', 'Society'],['Sports']
4823,['Arts', 'Business', 'Adult', 'Reference'],['Arts']
4827,['Arts', 'Recreation', 'News', 'Health'],['Arts']
38871,['Society', 'Arts', 'Sports', 'Recreation'],['Sports']
4834,['Business', 'Computers', 'Arts', 'Society'],['Arts']
4840,['Arts', 'Recreation', 'Games', 'Health'],['Arts']
4842,['Arts', 'Recreation', 'Health', 'Computers'],['Arts']
4843,['Arts', 'Recreation', 'Home', 'Games'],['Arts']
38889,['Sports', 'Recreation', 'Business', 'Adult'],['Sports']
4851,['Shopping', 'Computers', 'Reference', 'Games'],['Arts']
38890,['Sports', 'Shopping', 'Business', 'Society'],['Sports']
38894,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38895,['Sports', 'Society', 'Business', 'Arts'],['Sports']
38901,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
4869,['Recreation', 'Health', 'Arts', 'Home'],['Arts']
38909,['Recreation', 'Sports', 'Home', 'Arts'],['Sports']
4873,['Recreation', 'Arts', 'Sports', 'Reference'],['Arts']
4877,['Recreation', 'Games', 'Computers', 'Adult'],['Arts']
4881,['Arts', 'Sports', 'Society', 'Business'],['Arts']
4886,['Arts', 'Recreation', 'News', 'Shopping'],['Arts']
38927,['News', 'Sports', 'Computers', 'Society'],['Sports']
4891,['Recreation', 'Sports', 'Shopping', 'Business'],['Arts']
4905,['Recreation', 'Health', 'Games', 'Arts'],['Arts']
4908,['News', 'Computers', 'Arts', 'Sports'],['Arts']
38950,['Computers', 'Sports', 'Arts', 'Health'],['Sports']
38960,['Society', 'Sports', 'Shopping', 'Recreation'],['Sports']
4923,['Recreation', 'Arts', 'Reference', 'Society'],['Arts']
4929,['Health', 'Society', 'Business', 'Recreation'],['Arts']
38985,['Business', 'Sports', 'Recreation', 'Arts'],['Sports']
38987,['News', 'Society', 'Arts', 'Sports'],['Sports']
38990,['Society', 'Arts', 'Sports', 'Shopping'],['Sports']
38997,['Arts', 'News', 'Sports', 'Shopping'],['Sports']
38998,['Computers', 'Society', 'Shopping', 'Arts'],['Sports']
4963,['Arts', 'Science', 'Sports', 'Recreation'],['Arts']
39009,['Recreation', 'Computers', 'Sports', 'Arts'],['Sports']
4970,['Arts', 'Health', 'Computers', 'Recreation'],['Arts']
39010,['Sports', 'Shopping', 'Arts', 'Society'],['Sports']
4973,['Arts', 'Shopping', 'Society', 'Science'],['Arts']
4976,['Arts', 'Shopping', 'Health', 'Business'],['Arts']
4979,['Arts', 'Recreation', 'Reference', 'Computers'],['Arts']
4983,['Business', 'Recreation', 'Sports', 'Society'],['Arts']
39024,['Computers', 'Shopping', 'Reference', 'Games'],['Sports']
4986,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39029,['Sports', 'Games', 'Computers', 'Society'],['Sports']
39033,['Sports', 'Arts', 'Business', 'Society'],['Sports']
4995,['Arts', 'Business', 'Shopping', 'Reference'],['Arts']
4996,['Arts', 'Recreation', 'Shopping', 'Society'],['Arts']
5002,['Arts', 'Reference', 'Recreation', 'Business'],['Arts']
39042,['Sports', 'Games', 'Society', 'Shopping'],['Sports']
5004,['Arts', 'Science', 'Health', 'Reference'],['Arts']
39046,['Shopping', 'Sports', 'Recreation', 'Games'],['Sports']
39047,['Sports', 'Business', 'Shopping', 'Computers'],['Sports']
39049,['Business', 'Sports', 'Shopping', 'Society'],['Sports']
5017,['Science', 'Business', 'Arts', 'Recreation'],['Arts']
39062,['Shopping', 'Business', 'Sports', 'Science'],['Sports']
39063,['Society', 'Sports', 'Reference', 'Recreation'],['Sports']
39064,['Business', 'Sports', 'Arts', 'Shopping'],['Sports']
5027,['Games', 'Shopping', 'Recreation', 'Business'],['Arts']
5031,['Arts', 'Games', 'Science', 'Sports'],['Arts']
5046,['Arts', 'Shopping', 'Recreation', 'Society'],['Arts']
39101,['Sports', 'Health', 'Society', 'Business'],['Sports']
39102,['Sports', 'Arts', 'Business', 'Society'],['Sports']
5067,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5068,['Shopping', 'Arts', 'Sports', 'Business'],['Arts']
39108,['Sports', 'Computers', 'Business', 'Arts'],['Sports']
5076,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39117,['Sports', 'Health', 'Business', 'Society'],['Sports']
5080,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39124,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
39127,['News', 'Reference', 'Society', 'Health'],['Sports']
39128,['Sports', 'Business', 'Shopping', 'Science'],['Sports']
39137,['Society', 'Shopping', 'Sports', 'Recreation'],['Sports']
5104,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5112,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5117,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39160,['Sports', 'Recreation', 'Computers', 'Home'],['Sports']
5123,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39173,['Sports', 'Health', 'Society', 'Recreation'],['Sports']
5135,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39175,['Arts', 'Sports', 'Recreation', 'Business'],['Sports']
39182,['Sports', 'Games', 'Computers', 'Business'],['Sports']
39187,['Sports', 'Arts', 'Society', 'Science'],['Sports']
39189,['Business', 'Shopping', 'Society', 'Health'],['Sports']
39204,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
5169,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39209,['Sports', 'Arts', 'Society', 'Health'],['Sports']
5173,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39215,['Sports', 'Recreation', 'News', 'Games'],['Sports']
5176,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5181,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39222,['Business', 'Sports', 'Shopping', 'Recreation'],['Sports']
39235,['Sports', 'Adult', 'Recreation', 'Shopping'],['Sports']
5203,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5208,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39250,['Health', 'Society', 'Shopping', 'Recreation'],['Sports']
39258,['Sports', 'Home', 'Health', 'Computers'],['Sports']
39265,['Recreation', 'Sports', 'Society', 'Computers'],['Sports']
5226,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39277,['Arts', 'Sports', 'Recreation', 'Computers'],['Sports']
39288,['Sports', 'Recreation', 'Games', 'Shopping'],['Sports']
5257,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5258,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5261,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5263,['Arts', 'Business', 'Adult', 'Society'],['Arts']
39315,['Sports', 'Shopping', 'Society', 'Adult'],['Sports']
5275,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39318,['Recreation', 'Health', 'Arts', 'Games'],['Sports']
5281,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39322,['Sports', 'Society', 'Health', 'Games'],['Sports']
5286,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39330,['Sports', 'Arts', 'Recreation', 'News'],['Sports']
5293,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5295,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39338,['Sports', 'Society', 'Arts', 'Science'],['Sports']
39340,['Recreation', 'Business', 'Games', 'Computers'],['Sports']
5300,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5305,['Reference', 'Arts', 'Society', 'Health'],['Arts']
5309,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5316,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5317,['Reference', 'Business', 'Arts', 'Shopping'],['Arts']
39360,['Sports', 'Society', 'Health', 'Science'],['Sports']
39363,['Society', 'Recreation', 'Health', 'Arts'],['Sports']
5324,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39370,['Sports', 'Society', 'Health', 'Computers'],['Sports']
39371,['Recreation', 'Sports', 'Health', 'Business'],['Sports']
39373,['Society', 'Reference', 'Sports', 'Computers'],['Sports']
5333,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39375,['Sports', 'Society', 'Health', 'Science'],['Sports']
39380,['Society', 'Computers', 'Sports', 'Science'],['Sports']
39384,['Sports', 'Society', 'Business', 'Shopping'],['Sports']
5347,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5352,['Arts', 'Recreation', 'Business', 'Computers'],['Arts']
39394,['Recreation', 'Society', 'Arts', 'Computers'],['Sports']
39397,['Society', 'Arts', 'Sports', 'Shopping'],['Sports']
39408,['Arts', 'News', 'Health', 'Sports'],['Sports']
5369,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5371,['Health', 'Society', 'Sports', 'Science'],['Arts']
39418,['Sports', 'Business', 'Society', 'Recreation'],['Sports']
5378,['Recreation', 'Computers', 'Business', 'Arts'],['Arts']
39424,['Health', 'Sports', 'Business', 'Arts'],['Sports']
39431,['Recreation', 'Games', 'Sports', 'Science'],['Sports']
5391,['Society', 'Recreation', 'Computers', 'Arts'],['Arts']
39433,['Sports', 'Recreation', 'Health', 'Arts'],['Sports']
39437,['Sports', 'Recreation', 'Arts', 'Society'],['Sports']
5397,['Arts', 'Recreation', 'News', 'Adult'],['Arts']
39439,['Sports', 'Arts', 'Health', 'Computers'],['Sports']
5409,['Health', 'Arts', 'Recreation', 'Society'],['Arts']
5412,['Computers', 'Sports', 'Recreation', 'Business'],['Arts']
5418,['Sports', 'Society', 'Shopping', 'Science'],['Arts']
39461,['Sports', 'Recreation', 'Arts', 'Society'],['Sports']
39466,['Society', 'Shopping', 'Arts', 'Science'],['Sports']
5434,['Shopping', 'Society', 'Sports', 'Reference'],['Arts']
5436,['Health', 'Business', 'Science', 'Arts'],['Arts']
5440,['Arts', 'Sports', 'Society', 'Health'],['Arts']
5441,['Arts', 'Business', 'Recreation', 'Sports'],['Arts']
39484,['Arts', 'Sports', 'Society', 'Shopping'],['Sports']
5443,['Sports', 'Health', 'Society', 'Shopping'],['Arts']
39486,['Health', 'Sports', 'Society', 'Science'],['Sports']
39494,['Society', 'Shopping', 'Recreation', 'Health'],['Sports']
5458,['Recreation', 'Arts', 'Science', 'Computers'],['Arts']
39502,['Sports', 'Recreation', 'Business', 'Society'],['Sports']
5468,['Recreation', 'Arts', 'News', 'Society'],['Arts']
39515,['Recreation', 'Health', 'Business', 'Society'],['Sports']
5482,['Computers', 'Business', 'Health', 'Sports'],['Arts']
39528,['Sports', 'Recreation', 'Business', 'Health'],['Sports']
5492,['Shopping', 'Recreation', 'Business', 'Arts'],['Arts', 'Society']
39539,['Sports', 'Recreation', 'Science', 'Games'],['Sports']
5505,['Recreation', 'Health', 'Business', 'Arts'],['Arts']
5506,['Reference', 'Science', 'Business', 'Arts'],['Arts']
5511,['Arts', 'News', 'Sports', 'Society'],['Arts']
5521,['News', 'Arts', 'Sports', 'Reference'],['Arts']
39565,['Sports', 'Business', 'Shopping', 'Society'],['Sports']
5525,['Recreation', 'Reference', 'Science', 'Arts'],['Arts', 'Reference']
39572,['Shopping', 'Society', 'Recreation', 'Computers'],['Sports']
39575,['Shopping', 'Business', 'Science', 'Games'],['Sports']
39578,['Society', 'Sports', 'Business', 'Science'],['Sports']
5541,['Recreation', 'Business', 'Arts', 'Sports'],['Arts']
5542,['Games', 'Reference', 'Science', 'Recreation'],['Arts']
39592,['Business', 'Shopping', 'Sports', 'Recreation'],['Sports']
39595,['Sports', 'Computers', 'Business', 'Arts'],['Sports']
5554,['Arts', 'Business', 'Recreation', 'Games'],['Arts']
39598,['Business', 'Society', 'Sports', 'Shopping'],['Sports']
5556,['Business', 'Arts', 'Recreation', 'Sports'],['Arts']
39615,['Recreation', 'Business', 'Arts', 'Shopping'],['Sports']
39624,['Health', 'Sports', 'Business', 'Arts'],['Sports']
39625,['Sports', 'Arts', 'Shopping', 'Society'],['Sports']
5585,['Arts', 'News', 'Home', 'Sports'],['Arts']
5590,['Arts', 'Society', 'Shopping', 'Business'],['Arts']
39646,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
39648,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39649,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
5605,['Arts', 'Business', 'News', 'Sports'],['Arts']
5606,['Arts', 'Sports', 'News', 'Recreation'],['Arts']
5607,['Arts', 'News', 'Sports', 'Society'],['Arts']
39655,['Sports', 'Arts', 'Society', 'Science'],['Sports']
39656,['Sports', 'Shopping', 'Society', 'Health'],['Sports']
5614,['Arts', 'Society', 'Computers', 'Sports'],['Arts']
5624,['Arts', 'News', 'Health', 'Sports'],['Arts']
39677,['Sports', 'Recreation', 'Games', 'Society'],['Sports']
5635,['Games', 'Business', 'Recreation', 'Arts'],['Arts']
39688,['Health', 'Sports', 'Science', 'Business'],['Sports']
5646,['Arts', 'News', 'Sports', 'Health'],['Arts']
5654,['Arts', 'News', 'Sports', 'Society'],['Arts']
39708,['Sports', 'Arts', 'Society', 'Recreation'],['Sports']
5665,['Business', 'Home', 'Health', 'Sports'],['Arts']
39720,['Sports', 'Business', 'Health', 'Society'],['Sports']
39721,['Business', 'Sports', 'Society', 'Shopping'],['Sports']
5684,['Arts', 'Health', 'Computers', 'Society'],['Arts']
5686,['Recreation', 'Business', 'Health', 'Arts'],['Arts']
5689,['Arts', 'Health', 'Society', 'Science'],['Arts']
5691,['Health', 'Sports', 'Recreation', 'Society'],['Arts']
39738,['Games', 'Society', 'Science', 'Business'],['Sports']
39742,['Arts', 'Sports', 'Computers', 'Society'],['Sports']
39745,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39755,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
5711,['Recreation', 'Arts', 'Reference', 'Games'],['Arts']
5712,['Science', 'Recreation', 'Arts', 'News'],['Arts']
39758,['Sports', 'News', 'Society', 'Arts'],['Sports']
39760,['Arts', 'Shopping', 'Health', 'Business'],['Sports']
39761,['Sports', 'Business', 'Recreation', 'Shopping'],['Sports']
5718,['Shopping', 'Sports', 'Society', 'Computers'],['Arts']
5723,['Shopping', 'Sports', 'Business', 'Adult'],['Arts']
5728,['Recreation', 'Computers', 'Health', 'Adult'],['Arts']
5737,['Arts', 'Business', 'Shopping', 'Reference'],['Arts']
39790,['Society', 'Recreation', 'Health', 'Computers'],['Sports']
5743,['Arts', 'Recreation', 'Games', 'Business'],['Arts']
39793,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5750,['Arts', 'Business', 'Recreation', 'Games'],['Arts']
39798,['Sports', 'Society', 'Recreation', 'Business'],['Sports']
5754,['Recreation', 'Computers', 'Arts', 'Sports'],['Arts']
39806,['Shopping', 'Sports', 'Reference', 'Recreation'],['Sports']
39810,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39817,['Sports', 'Computers', 'Shopping', 'Recreation'],['Sports']
5772,['Arts', 'Recreation', 'Science', 'Computers'],['Arts']
5774,['Arts', 'Shopping', 'Society', 'Sports'],['Arts']
5780,['Arts', 'Shopping', 'Recreation', 'Health'],['Arts']
39829,['Health', 'Adult', 'Sports', 'Society'],['Sports']
5784,['Arts', 'Science', 'Health', 'Sports'],['Arts', 'Shopping']
39833,['Recreation', 'Shopping', 'Society', 'Games'],['Sports']
39835,['Sports', 'News', 'Recreation', 'Games'],['Sports']
5788,['Society', 'Science', 'Reference', 'Health'],['Arts', 'Home']
39838,['Shopping', 'Sports', 'Business', 'Society'],['Sports']
5791,['Health', 'Shopping', 'Business', 'Society'],['Arts']
5798,['Arts', 'Society', 'Reference', 'Sports'],['Arts']
5799,['Reference', 'Arts', 'Science', 'Society'],['Arts']
5801,['Games', 'Adult', 'Reference', 'Recreation'],['Arts']
39850,['Sports', 'Science', 'Health', 'News'],['Sports']
5812,['Society', 'Arts', 'Sports', 'Recreation'],['Arts']
39861,['Sports', 'Society', 'Health', 'Arts'],['Sports']
39863,['Sports', 'Shopping', 'Society', 'Recreation'],['Sports']
5817,['Arts', 'Recreation', 'Computers', 'Reference'],['Arts']
39869,['Society', 'Shopping', 'Recreation', 'Health'],['Sports']
39870,['Sports', 'Arts', 'Games', 'Computers'],['Sports']
5826,['Arts', 'Recreation', 'Sports', 'Adult'],['Arts']
5833,['Recreation', 'Arts', 'Games', 'Computers'],['Arts']
39892,['Sports', 'News', 'Business', 'Arts'],['Sports']
5845,['Shopping', 'Business', 'Recreation', 'Sports'],['Arts']
5847,['Sports', 'Arts', 'Society', 'Recreation'],['Arts']
5851,['Arts', 'Games', 'Science', 'Reference'],['Arts']
5852,['Arts', 'Business', 'Recreation', 'Shopping'],['Arts']
39902,['Sports', 'Adult', 'Games', 'Society'],['Sports']
39909,['Sports', 'Shopping', 'Society', 'Health'],['Sports']
5876,['Games', 'Society', 'Health', 'Arts'],['Arts']
39927,['Games', 'Recreation', 'Sports', 'Shopping'],['Sports']
39929,['Sports', 'Recreation', 'Business', 'Society'],['Sports']
39935,['Arts', 'Shopping', 'Computers', 'Sports'],['Sports']
39947,['Computers', 'Arts', 'Sports', 'Games'],['Sports']
5910,['Arts', 'Games', 'Shopping', 'Science'],['Recreation']
5912,['Recreation', 'Society', 'Sports', 'Science'],['Recreation']
39965,['Arts', 'Shopping', 'Recreation', 'Health'],['Sports']
5919,['Arts', 'Sports', 'Recreation', 'Computers'],['Arts']
39969,['Business', 'Health', 'Sports', 'Society'],['Sports']
39971,['Sports', 'Health', 'Society', 'Business'],['Sports']
39972,['Arts', 'Games', 'Computers', 'Society'],['Sports']
39978,['Arts', 'Sports', 'Recreation', 'Business'],['Sports']
5934,['Business', 'Society', 'Shopping', 'Recreation'],['Arts']
5938,['Health', 'Reference', 'Computers', 'Science'],['Arts']
39989,['Business', 'Health', 'Sports', 'News'],['Sports']
5952,['Games', 'Arts', 'Science', 'Sports'],['Arts']
40007,['Sports', 'Adult', 'Home', 'Society'],['Sports']
40013,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
40019,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
40029,['Sports', 'Shopping', 'Health', 'Science'],['Sports']
5981,['Business', 'Arts', 'Recreation', 'Health'],['Arts']
40032,['Sports', 'Games', 'Computers', 'Arts'],['Sports']
5986,['Health', 'Sports', 'Science', 'Computers'],['Arts', 'News']
5988,['Health', 'Business', 'Science', 'Computers'],['Arts']
40038,['Sports', 'Shopping', 'Arts', 'Society'],['Sports']
5991,['Recreation', 'Health', 'Arts', 'Games'],['Arts']
40041,['Sports', 'Arts', 'Shopping', 'News'],['Sports']
40045,['Recreation', 'Shopping', 'Games', 'Arts'],['Sports']
6016,['Business', 'Science', 'Computers', 'Arts'],['Arts']
6018,['Business', 'Arts', 'Shopping', 'Recreation'],['Arts']
6021,['Recreation', 'Computers', 'Health', 'Society'],['Arts']
6022,['Health', 'Recreation', 'Arts', 'Reference'],['Arts']
6028,['Business', 'Home', 'Shopping', 'Science'],['Business']
6030,['Recreation', 'Society', 'Shopping', 'Reference'],['Business']
6032,['Games', 'Sports', 'Recreation', 'Society'],['Business']
40082,['Computers', 'Society', 'Sports', 'Shopping'],['Sports']
40087,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
40091,['Sports', 'Society', 'Recreation', 'Arts'],['Sports']
40092,['Sports', 'Society', 'Games', 'Business'],['Sports']
40095,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
6047,['Business', 'Computers', 'Science', 'Recreation'],['Business']
40098,['Sports', 'Health', 'Society', 'Reference'],['Sports']
40099,['Sports', 'Arts', 'Society', 'Recreation'],['Sports']
6063,['Business', 'Computers', 'Society', 'Science'],['Business']
40114,['Sports', 'Health', 'Games', 'Society'],['Sports']
40119,['Sports', 'Health', 'News', 'Arts'],['Sports']
6069,['Business', 'Health', 'Sports', 'Society'],['Business']
40123,['Sports', 'Health', 'Society', 'Science'],['Sports']
40130,['Sports', 'Business', 'Arts', 'Society'],['Sports']
6081,['Shopping', 'Society', 'Science', 'Recreation'],['Business']
6087,['Business', 'Society', 'Science', 'Reference'],['Business']
40141,['Shopping', 'Sports', 'Adult', 'Arts'],['Sports']
40143,['Sports', 'Society', 'Health', 'Arts'],['Sports']
40146,['Sports', 'Science', 'Reference', 'Games'],['Sports']
6095,['Business', 'Recreation', 'Science', 'Reference'],['Business']
40149,['Society', 'Arts', 'Sports', 'Health'],['Sports']
6106,['Computers', 'Reference', 'Recreation', 'Business'],['Business']
6114,['Recreation', 'Business', 'Health', 'Arts'],['Business']
6119,['Business', 'Computers', 'Science', 'Recreation'],['Business']
40174,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
6122,['Computers', 'Business', 'Reference', 'Recreation'],['Business']
40175,['Sports', 'Recreation', 'News', 'Computers'],['Sports']
40176,['Sports', 'Recreation', 'Computers', 'Business'],['Sports']
40178,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
40182,['Business', 'Sports', 'Society', 'Recreation'],['Sports']
6130,['Computers', 'Business', 'Society', 'Science'],['Business']
6136,['Games', 'Science', 'Recreation', 'Health'],['Business']
6137,['Business', 'Computers', 'Society', 'Reference'],['Business']
6142,['Business', 'Society', 'Reference', 'Health'],['Business']
6145,['Recreation', 'Computers', 'Adult', 'Shopping'],['Business']
40200,['Health', 'Shopping', 'Science', 'Recreation'],['Sports']
6148,['Sports', 'Business', 'Shopping', 'Reference'],['Business']
40202,['Computers', 'Society', 'Science', 'Arts'],['Sports']
40203,['Arts', 'Sports', 'Home', 'Games'],['Sports']
6156,['Recreation', 'Sports', 'Home', 'Health'],['Business']
6165,['Society', 'Recreation', 'Business', 'Computers'],['Business']
6173,['Arts', 'Recreation', 'Society', 'Shopping'],['Business', 'Society']
6176,['Recreation', 'Business', 'Society', 'Computers'],['Business']
40233,['Sports', 'Recreation', 'Shopping', 'News'],['Sports']
6183,['Science', 'Reference', 'Recreation', 'Health'],['Business']
6185,['Business', 'Recreation', 'Shopping', 'Arts'],['Business']
6190,['Business', 'Recreation', 'Health', 'Sports'],['Business', 'Science']
40243,['Computers', 'Sports', 'Adult', 'Science'],['Sports']
40247,['Sports', 'Business', 'Society', 'News'],['Sports']
40248,['Computers', 'Business', 'Shopping', 'Reference'],['Sports']
6199,['Business', 'Computers', 'Recreation', 'Health'],['Business']
6203,['Business', 'Health', 'Computers', 'Science'],['Business']
6204,['Business', 'Sports', 'Computers', 'Society'],['Business']
6205,['Business', 'Shopping', 'Recreation', 'Health'],['Business']
40256,['Sports', 'Recreation', 'Shopping', 'Science'],['Sports']
6209,['Business', 'Computers', 'Adult', 'Society'],['Business']
40262,['Sports', 'Society', 'Arts', 'Shopping'],['Sports']
40275,['Shopping', 'Sports', 'Society', 'Business'],['Sports']
6224,['Recreation', 'Business', 'Computers', 'Health'],['Business']
40277,['Sports', 'Science', 'Recreation', 'Business'],['Sports']
40279,['Shopping', 'Arts', 'Sports', 'Business'],['Sports']
40282,['Sports', 'Games', 'Recreation', 'Computers'],['Sports']
40287,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
40294,['Sports', 'Arts', 'Society', 'Science'],['Sports']
6243,['Recreation', 'Arts', 'Games', 'Business'],['Business']
40296,['Sports', 'Business', 'Shopping', 'Science'],['Sports']
40300,['Sports', 'Business', 'Shopping', 'Science'],['Sports']
6248,['Recreation', 'Computers', 'Arts', 'Sports'],['Business']
6257,['Business', 'Arts', 'Society', 'Games'],['Business']
6264,['Arts', 'Business', 'Recreation', 'Shopping'],['Business']
6268,['Reference', 'Arts', 'Science', 'Recreation'],['Business']
40322,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
6279,['Computers', 'Business', 'Science', 'Health'],['Business']
6283,['Sports', 'Health', 'Games', 'Business'],['Business']
6284,['Shopping', 'Computers', 'Society', 'Recreation'],['Business']
40337,['Society', 'Sports', 'Recreation', 'Business'],['Sports']
6287,['Shopping', 'Recreation', 'Business', 'Arts'],['Business']
6290,['Science', 'Recreation', 'Arts', 'Home'],['Business']
40348,['Recreation', 'Computers', 'Arts', 'Sports'],['Sports']
6296,['Shopping', 'Home', 'Business', 'Society'],['Business']
6298,['News', 'Arts', 'Science', 'Recreation'],['Business']
40351,['Sports', 'Games', 'Home', 'Health'],['Sports']
40353,['Sports', 'Health', 'Business', 'Recreation'],['Sports']
40354,['Sports', 'Arts', 'Games', 'Science'],['Sports']
6306,['Society', 'Recreation', 'Games', 'Business'],['Business']
6307,['Shopping', 'Arts', 'Home', 'Recreation'],['Business']
40364,['Sports', 'Business', 'Society', 'Shopping'],['Sports']
40370,['Business', 'Sports', 'Society', 'Arts'],['Sports']
40371,['Sports', 'Shopping', 'Arts', 'Society'],['Sports']
6329,['Arts', 'News', 'Computers', 'Sports'],['Business']
40391,['Sports', 'Shopping', 'Recreation', 'Arts'],['Sports']
6341,['Arts', 'Recreation', 'Sports', 'Society'],['Business', 'Sports']
6346,['Business', 'Shopping', 'Reference', 'Recreation'],['Business']
