ref id,Predicted,Actual
0,['Adult', 'Society', 'Recreation', 'Computers'],['Adult']
39624,['Sports', 'Society', 'Recreation', 'Computers'],['Sports']
39625,['Sports', 'Business', 'Recreation', 'Shopping'],['Sports']
5585,['Arts', 'News', 'Recreation', 'Society'],['Arts']
5590,['Arts', 'News', 'Recreation', 'Business'],['Arts']
39646,['Sports', 'Games', 'Shopping', 'Business'],['Sports']
39648,['Sports', 'News', 'Recreation', 'Shopping'],['Sports']
39649,['Sports', 'Shopping', 'Arts', 'Games'],['Sports']
5605,['News', 'Arts', 'Recreation', 'Business'],['Arts']
5606,['Arts', 'News', 'Recreation', 'Business'],['Arts']
5607,['News', 'Arts', 'Recreation', 'Business'],['Arts']
39655,['Sports', 'Shopping', 'Business', 'News'],['Sports']
39656,['Recreation', 'Shopping', 'Computers', 'Sports'],['Sports']
5614,['Society', 'Arts', 'Recreation', 'Adult'],['Arts']
5624,['News', 'Arts', 'Recreation', 'Business'],['Arts']
39677,['Sports', 'Shopping', 'Recreation', 'Science'],['Sports']
5635,['Games', 'Arts', 'Business', 'Recreation'],['Arts']
39688,['Sports', 'Business', 'Arts', 'Recreation'],['Sports']
5646,['News', 'Arts', 'Health', 'Recreation'],['Arts']
5654,['Arts', 'News', 'Business', 'Society'],['Arts']
39708,['Sports', 'Arts', 'Shopping', 'Games'],['Sports']
5665,['Society', 'Home', 'Business', 'Arts'],['Arts']
39720,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
39721,['Sports', 'Arts', 'Society', 'Reference'],['Sports']
5684,['Arts', 'Recreation', 'News', 'Science'],['Arts']
5686,['Arts', 'Recreation', 'Science', 'Business'],['Arts']
5689,['Society', 'Arts', 'Recreation', 'Science'],['Arts']
5691,['Arts', 'Business', 'Sports', 'Science'],['Arts']
39738,['Sports', 'Games', 'Shopping', 'Computers'],['Sports']
39742,['Business', 'Shopping', 'Society', 'Sports'],['Sports']
39745,['Sports', 'Shopping', 'News', 'Recreation'],['Sports']
39755,['Sports', 'Society', 'Adult', 'Shopping'],['Sports']
5711,['Recreation', 'Business', 'Arts', 'Computers'],['Arts']
5712,['Arts', 'Computers', 'News', 'Science'],['Arts']
39758,['Sports', 'News', 'Shopping', 'Business'],['Sports']
39760,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
39761,['Sports', 'Arts', 'Shopping', 'Society'],['Sports']
5718,['Shopping', 'Recreation', 'Computers', 'Society'],['Arts']
5723,['Shopping', 'Computers', 'Business', 'Arts'],['Arts']
5728,['Computers', 'Recreation', 'Arts', 'Science'],['Arts']
5737,['Arts', 'Computers', 'Reference', 'Business'],['Arts']
39790,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
5743,['Arts', 'Computers', 'Recreation', 'Adult'],['Arts']
39793,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
5750,['Arts', 'Recreation', 'Reference', 'Business'],['Arts']
39798,['Sports', 'Shopping', 'Society', 'Recreation'],['Sports']
5754,['Arts', 'Business', 'Computers', 'Society'],['Arts']
39806,['Shopping', 'Computers', 'Games', 'Recreation'],['Sports']
39810,['Computers', 'Shopping', 'Recreation', 'Society'],['Sports']
39817,['Sports', 'Computers', 'Shopping', 'Games'],['Sports']
5772,['Arts', 'Business', 'Recreation', 'Computers'],['Arts']
5774,['Arts', 'Shopping', 'Adult', 'News'],['Arts']
5780,['Arts', 'Shopping', 'Recreation', 'Business'],['Arts']
39829,['Sports', 'Recreation', 'Business', 'Arts'],['Sports']
5784,['Reference', 'Society', 'Recreation', 'Arts'],['Arts', 'Shopping']
39833,['Sports', 'Shopping', 'Arts', 'Recreation'],['Sports']
39835,['Sports', 'Games', 'News', 'Shopping'],['Sports']
5788,['Reference', 'Science', 'Recreation', 'Home'],['Arts', 'Home']
39838,['Sports', 'Computers', 'Arts', 'Business'],['Sports']
5791,['Reference', 'Arts', 'Shopping', 'Recreation'],['Arts']
5798,['Arts', 'News', 'Society', 'Reference'],['Arts']
5799,['Arts', 'Recreation', 'Reference', 'Science'],['Arts']
5801,['Adult', 'Arts', 'Recreation', 'Games'],['Arts']
39850,['Sports', 'Games', 'Shopping', 'Recreation'],['Sports']
5812,['Arts', 'Recreation', 'Computers', 'Shopping'],['Arts']
39861,['Sports', 'Shopping', 'Computers', 'Society'],['Sports']
39863,['Sports', 'Games', 'Shopping', 'Recreation'],['Sports']
5817,['Arts', 'Recreation', 'Computers', 'Reference'],['Arts']
39869,['Sports', 'Shopping', 'Business', 'Health'],['Sports']
39870,['Sports', 'Games', 'Shopping', 'Business'],['Sports']
5826,['Arts', 'Recreation', 'Business', 'Computers'],['Arts']
5833,['Arts', 'Reference', 'Recreation', 'News'],['Arts']
39892,['Sports', 'Games', 'Shopping', 'Recreation'],['Sports']
5845,['Shopping', 'Recreation', 'Business', 'Arts'],['Arts']
5847,['Arts', 'Reference', 'Recreation', 'Shopping'],['Arts']
5851,['Arts', 'Games', 'Recreation', 'Shopping'],['Arts']
5852,['Arts', 'Recreation', 'Home', 'Shopping'],['Arts']
39902,['Sports', 'Shopping', 'Recreation', 'Computers'],['Sports']
39909,['Shopping', 'Computers', 'Recreation', 'Society'],['Sports']
5876,['Recreation', 'Games', 'Arts', 'Computers'],['Arts']
39927,['Sports', 'Computers', 'Shopping', 'Business'],['Sports']
39929,['Sports', 'Games', 'Shopping', 'Business'],['Sports']
39935,['Sports', 'Computers', 'Shopping', 'Games'],['Sports']
39947,['Sports', 'Games', 'Computers', 'Shopping'],['Sports']
5910,['Recreation', 'Computers', 'Games', 'Arts'],['Recreation']
5912,['Recreation', 'Society', 'Sports', 'Science'],['Recreation']
39965,['Sports', 'Recreation', 'Shopping', 'Games'],['Sports']
5919,['Arts', 'Business', 'News', 'Computers'],['Arts']
39969,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
39971,['Sports', 'Shopping', 'Health', 'Recreation'],['Sports']
39972,['Sports', 'Shopping', 'Arts', 'Recreation'],['Sports']
39978,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
5934,['Arts', 'Business', 'Computers', 'News'],['Arts']
5938,['Science', 'Arts', 'Health', 'Recreation'],['Arts']
39989,['Sports', 'Business', 'Recreation', 'Shopping'],['Sports']
5952,['Sports', 'Science', 'Recreation', 'Arts'],['Arts']
40007,['Sports', 'Business', 'Recreation', 'Shopping'],['Sports']
40013,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
40019,['Sports', 'Recreation', 'Shopping', 'Computers'],['Sports']
40029,['Sports', 'Shopping', 'Business', 'Health'],['Sports']
5981,['Arts', 'Business', 'News', 'Computers'],['Arts']
40032,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
5986,['Arts', 'Business', 'Recreation', 'Health'],['Arts', 'News']
5988,['Health', 'Arts', 'Science', 'Business'],['Arts']
40038,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
5991,['Business', 'Recreation', 'Science', 'Arts'],['Arts']
40041,['Sports', 'Recreation', 'Shopping', 'Games'],['Sports']
40045,['Sports', 'Shopping', 'Business', 'Computers'],['Sports']
6016,['Arts', 'Computers', 'Science', 'Business'],['Arts']
6018,['Arts', 'Business', 'Games', 'Computers'],['Arts']
6021,['Science', 'Recreation', 'Health', 'Reference'],['Arts']
6022,['Computers', 'Recreation', 'Business', 'Arts'],['Arts']
6028,['Business', 'News', 'Society', 'Computers'],['Business']
6030,['Science', 'Arts', 'Business', 'Recreation'],['Business']
6032,['Business', 'Computers', 'Recreation', 'Society'],['Business']
40082,['Sports', 'Shopping', 'Recreation', 'Society'],['Sports']
40087,['Sports', 'Shopping', 'Recreation', 'Games'],['Sports']
40091,['Sports', 'Recreation', 'Society', 'Games'],['Sports']
40092,['Sports', 'Society', 'Recreation', 'Business'],['Sports']
40095,['Sports', 'Games', 'Recreation', 'Arts'],['Sports']
6047,['Business', 'News', 'Society', 'Adult'],['Business']
40098,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
40099,['Sports', 'Recreation', 'Science', 'Games'],['Sports']
6063,['Business', 'Computers', 'Recreation', 'Home'],['Business']
40114,['Sports', 'Games', 'Recreation', 'Arts'],['Sports']
40119,['Sports', 'Society', 'Computers', 'Shopping'],['Sports']
6069,['Business', 'Science', 'Home', 'Society'],['Business']
40123,['Sports', 'Games', 'Recreation', 'Computers'],['Sports']
40130,['Sports', 'Games', 'Arts', 'Computers'],['Sports']
6081,['Society', 'Business', 'Shopping', 'Recreation'],['Business']
6087,['Business', 'Society', 'Computers', 'Recreation'],['Business']
40141,['Sports', 'Business', 'Shopping', 'Games'],['Sports']
40143,['Sports', 'Recreation', 'Computers', 'Arts'],['Sports']
40146,['Sports', 'Shopping', 'Recreation', 'Games'],['Sports']
6095,['Business', 'Computers', 'Recreation', 'Science'],['Business']
40149,['Sports', 'Arts', 'Recreation', 'Society'],['Sports']
6106,['Business', 'Shopping', 'Computers', 'Home'],['Business']
6114,['Business', 'Home', 'Recreation', 'Computers'],['Business']
6119,['Business', 'Computers', 'Recreation', 'Home'],['Business']
40174,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
6122,['Business', 'Science', 'Reference', 'Computers'],['Business']
40175,['Sports', 'Shopping', 'Games', 'Recreation'],['Sports']
40176,['Sports', 'Games', 'Recreation', 'Shopping'],['Sports']
40178,['Sports', 'Shopping', 'Computers', 'Recreation'],['Sports']
40182,['Sports', 'Business', 'Society', 'Recreation'],['Sports']
6130,['Business', 'Computers', 'Science', 'Society'],['Business']
6136,['Business', 'Computers', 'Recreation', 'Home'],['Business']
6137,['Business', 'Computers', 'Reference', 'Society'],['Business']
6142,['Business', 'Reference', 'Society', 'Computers'],['Business']
6145,['Business', 'Home', 'Computers', 'Recreation'],['Business']
40200,['Sports', 'Games', 'Recreation', 'Shopping'],['Sports']
6148,['Business', 'Shopping', 'Computers', 'Recreation'],['Business']
40202,['Computers', 'Business', 'Arts', 'Recreation'],['Sports']
40203,['Sports', 'Games', 'Recreation', 'Computers'],['Sports']
6156,['Business', 'Health', 'Recreation', 'Science'],['Business']
6165,['Recreation', 'Health', 'Science', 'Arts'],['Business']
6173,['Society', 'Games', 'Recreation', 'Science'],['Business', 'Society']
6176,['Business', 'Society', 'News', 'Science'],['Business']
40233,['Sports', 'Games', 'Shopping', 'News'],['Sports']
6183,['Business', 'Science', 'Recreation', 'Computers'],['Business']
6185,['Business', 'Recreation', 'Shopping', 'Computers'],['Business']
6190,['Science', 'Reference', 'News', 'Recreation'],['Business', 'Science']
40243,['Sports', 'Recreation', 'Shopping', 'Games'],['Sports']
40247,['Sports', 'News', 'Business', 'Reference'],['Sports']
40248,['Sports', 'Shopping', 'Society', 'Recreation'],['Sports']
6199,['Business', 'Recreation', 'News', 'Computers'],['Business']
6203,['Business', 'Science', 'Computers', 'Reference'],['Business']
6204,['Business', 'Recreation', 'Computers', 'Health'],['Business']
6205,['Business', 'Recreation', 'Computers', 'Shopping'],['Business']
40256,['Sports', 'Games', 'Shopping', 'Recreation'],['Sports']
6209,['Business', 'Computers', 'Recreation', 'Science'],['Business']
40262,['Sports', 'Arts', 'Games', 'Recreation'],['Sports']
40275,['Sports', 'Arts', 'Recreation', 'Society'],['Sports']
6224,['Business', 'Recreation', 'Science', 'Computers'],['Business']
40277,['Sports', 'News', 'Business', 'Recreation'],['Sports']
40279,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
40282,['Sports', 'Society', 'Recreation', 'Shopping'],['Sports']
40287,['Sports', 'Business', 'Games', 'Shopping'],['Sports']
40294,['Sports', 'Games', 'Recreation', 'Shopping'],['Sports']
6243,['Business', 'Recreation', 'News', 'Computers'],['Business']
40296,['Sports', 'Business', 'Shopping', 'Computers'],['Sports']
40300,['Sports', 'Business', 'Shopping', 'Computers'],['Sports']
6248,['Recreation', 'Shopping', 'Arts', 'Games'],['Business']
6257,['Recreation', 'Business', 'Science', 'Arts'],['Business']
6264,['Recreation', 'Business', 'Arts', 'Computers'],['Business']
6268,['Recreation', 'Business', 'Reference', 'Computers'],['Business']
40322,['Sports', 'Recreation', 'Shopping', 'Science'],['Sports']
6279,['Business', 'Computers', 'Science', 'Reference'],['Business']
6283,['Business', 'Science', 'Recreation', 'Computers'],['Business']
6284,['Recreation', 'Business', 'Shopping', 'Science'],['Business']
40337,['Sports', 'Recreation', 'Society', 'Arts'],['Sports']
6287,['Business', 'Recreation', 'Science', 'Home'],['Business']
6290,['Science', 'Business', 'News', 'Home'],['Business']
40348,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
6296,['Home', 'Business', 'Shopping', 'Science'],['Business']
6298,['News', 'Business', 'Science', 'Recreation'],['Business']
40351,['Sports', 'Shopping', 'Games', 'Recreation'],['Sports']
40353,['Sports', 'Recreation', 'Shopping', 'Computers'],['Sports']
40354,['Sports', 'Recreation', 'Games', 'Society'],['Sports']
6306,['Business', 'Science', 'Recreation', 'Computers'],['Business']
6307,['Home', 'Science', 'Shopping', 'Recreation'],['Business']
40364,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
40370,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
40371,['Sports', 'Society', 'Recreation', 'Shopping'],['Sports']
6329,['Computers', 'Recreation', 'Science', 'Business'],['Business']
40391,['Sports', 'Shopping', 'Business', 'Games'],['Sports']
6341,['Computers', 'Society', 'Recreation', 'Business'],['Business', 'Sports']
6346,['Recreation', 'Business', 'Arts', 'Science'],['Business']
6350,['Business', 'Computers', 'Shopping', 'Recreation'],['Business']
40410,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
40418,['Sports', 'Business', 'Shopping', 'Computers'],['Sports']
40419,['Sports', 'Recreation', 'Society', 'Business'],['Sports']
6367,['Business', 'Science', 'Society', 'Health'],['Business']
6368,['Business', 'Science', 'Health', 'Computers'],['Business']
40428,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
6382,['Business', 'Shopping', 'Recreation', 'Home'],['Business']
40442,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
6389,['Business', 'Science', 'Computers', 'Recreation'],['Business']
40445,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
6396,['Business', 'Shopping', 'Recreation', 'Computers'],['Business']
6397,['Business', 'Health', 'Science', 'Recreation'],['Business']
6408,['Business', 'Science', 'Computers', 'Recreation'],['Business']
6409,['Business', 'Science', 'Recreation', 'News'],['Business']
40485,['Sports', 'Shopping', 'Business', 'Computers'],['Sports']
40492,['Sports', 'Recreation', 'Society', 'Business'],['Sports']
40503,['Sports', 'Recreation', 'Society', 'Arts'],['Sports']
40507,['Sports', 'Business', 'Shopping', 'Computers'],['Sports']
6454,['Business', 'Computers', 'Reference', 'Shopping'],['Business']
40508,['Computers', 'Shopping', 'Business', 'Science'],['Sports']
6456,['Computers', 'Arts', 'Shopping', 'Business'],['Business', 'Science']
40511,['Sports', 'Shopping', 'Recreation', 'Society'],['Sports']
40512,['Sports', 'Recreation', 'Society', 'Arts'],['Sports']
40513,['Sports', 'Shopping', 'Business', 'Society'],['Sports']
6460,['Business', 'Recreation', 'Science', 'Computers'],['Business', 'Recreation']
40515,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
6466,['Business', 'Recreation', 'Science', 'Computers'],['Business']
40521,['Sports', 'Society', 'News', 'Recreation'],['Sports']
40523,['Sports', 'Recreation', 'Games', 'Computers'],['Sports']
40529,['Sports', 'Business', 'Shopping', 'Games'],['Sports']
6481,['Business', 'Computers', 'Science', 'Recreation'],['Business']
40537,['Shopping', 'Sports', 'Recreation', 'Computers'],['Sports']
40539,['Sports', 'Shopping', 'Home', 'Arts'],['Sports']
6489,['Recreation', 'Business', 'Computers', 'Home'],['Business']
6490,['Business', 'Recreation', 'Science', 'Shopping'],['Business']
40545,['Sports', 'Business', 'Recreation', 'Society'],['Sports']
40547,['Sports', 'Recreation', 'Shopping', 'Games'],['Sports']
6497,['Shopping', 'Recreation', 'Business', 'Arts'],['Business']
6498,['Recreation', 'Business', 'Computers', 'Games'],['Business']
6503,['Business', 'Shopping', 'Computers', 'Recreation'],['Business']
6504,['Business', 'Recreation', 'Computers', 'Arts'],['Business']
40561,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
40572,['Sports', 'Shopping', 'Games', 'Recreation'],['Sports']
40573,['Sports', 'Arts', 'Recreation', 'Computers'],['Sports']
6522,['Business', 'Recreation', 'Shopping', 'Computers'],['Business']
40580,['Sports', 'Business', 'Recreation', 'Society'],['Sports']
40583,['Sports', 'Games', 'Arts', 'Shopping'],['Sports']
40586,['Arts', 'Recreation', 'Sports', 'Shopping'],['Sports']
6537,['Business', 'Society', 'Health', 'Science'],['Business']
6553,['News', 'Business', 'Health', 'Reference'],['Business']
6562,['Business', 'Recreation', 'Science', 'Computers'],['Business']
6569,['Science', 'Business', 'Health', 'Computers'],['Business']
40625,['Sports', 'Games', 'Recreation', 'Business'],['Sports']
40628,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
40632,['Sports', 'Games', 'Shopping', 'Arts'],['Sports']
6579,['Business', 'Health', 'Computers', 'Science'],['Business']
40635,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
40636,['Computers', 'Recreation', 'Shopping', 'Society'],['Sports']
6585,['Health', 'Science', 'Business', 'Recreation'],['Business']
40642,['Shopping', 'Computers', 'Recreation', 'Sports'],['Sports']
40646,['Computers', 'Shopping', 'Recreation', 'Society'],['Sports']
6596,['Health', 'Computers', 'Business', 'Arts'],['Business']
40655,['Sports', 'Health', 'Business', 'Shopping'],['Sports']
6600,['Business', 'Health', 'Recreation', 'Computers'],['Business']
6611,['Health', 'Business', 'Recreation', 'Shopping'],['Business']
40669,['Sports', 'Recreation', 'Computers', 'Shopping'],['Sports']
40676,['Sports', 'Society', 'Recreation', 'Computers'],['Sports']
40683,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
40686,['Business', 'Computers', 'Society', 'Sports'],['Sports']
40694,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
6640,['Business', 'Health', 'Computers', 'Science'],['Business']
6643,['Business', 'Health', 'Science', 'Computers'],['Business']
6647,['Business', 'Science', 'Recreation', 'Computers'],['Business']
40705,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
6655,['Health', 'Business', 'Computers', 'Recreation'],['Business']
6656,['Science', 'Business', 'Recreation', 'Computers'],['Business']
40722,['Sports', 'Shopping', 'Computers', 'Recreation'],['Sports']
40730,['Sports', 'Shopping', 'Society', 'Computers'],['Sports']
6677,['Business', 'Computers', 'Shopping', 'Recreation'],['Business']
40734,['Sports', 'Arts', 'Shopping', 'Business'],['Sports']
6686,['Business', 'Arts', 'Recreation', 'Computers'],['Business']
6688,['Business', 'Computers', 'Science', 'Society'],['Business']
6692,['Business', 'Computers', 'Home', 'Recreation'],['Business']
6701,['Business', 'Computers', 'Arts', 'Reference'],['Business']
40760,['Sports', 'Recreation', 'News', 'Shopping'],['Sports']
40763,['Sports', 'Shopping', 'Society', 'Recreation'],['Sports']
40775,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
6722,['Business', 'Computers', 'Science', 'Recreation'],['Business']
40788,['Shopping', 'Recreation', 'Computers', 'Society'],['Sports']
6732,['Business', 'Sports', 'Recreation', 'Shopping'],['Business']
40793,['Shopping', 'Sports', 'Recreation', 'Computers'],['Sports']
40809,['Sports', 'Society', 'Arts', 'Recreation'],['Sports']
40813,['Sports', 'Reference', 'Business', 'Health'],['Sports']
40825,['Sports', 'Recreation', 'Shopping', 'Games'],['Sports']
6769,['Business', 'Shopping', 'Computers', 'Games'],['Business']
40828,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
6773,['Business', 'Home', 'Computers', 'Reference'],['Business']
40845,['Shopping', 'Computers', 'Arts', 'Sports'],['Sports']
6789,['Home', 'Business', 'Recreation', 'Arts'],['Business']
40852,['Sports', 'Shopping', 'Computers', 'Recreation'],['Sports']
40853,['Sports', 'Shopping', 'Recreation', 'Computers'],['Sports']
40859,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
40861,['Sports', 'Health', 'Business', 'Shopping'],['Sports']
6807,['Business', 'Science', 'News', 'Recreation'],['Business']
40866,['Sports', 'Society', 'Arts', 'Recreation'],['Sports']
6814,['Business', 'Home', 'Computers', 'Recreation'],['Business']
40877,['Sports', 'Recreation', 'Society', 'Business'],['Sports']
6826,['Business', 'Computers', 'Science', 'News'],['Business']
6832,['Arts', 'Business', 'Computers', 'Shopping'],['Business']
40894,['Sports', 'Arts', 'Recreation', 'Business'],['Sports']
6837,['Business', 'Science', 'Shopping', 'Adult'],['Business']
40896,['Sports', 'Shopping', 'Computers', 'Recreation'],['Sports']
6846,['Business', 'Science', 'Shopping', 'Computers'],['Business']
6849,['Business', 'Science', 'Computers', 'Reference'],['Business']
40913,['Sports', 'Recreation', 'Arts', 'Computers'],['Sports']
6856,['Business', 'Shopping', 'Science', 'Reference'],['Business']
6867,['Science', 'Business', 'Home', 'Shopping'],['Business']
40926,['Sports', 'Shopping', 'Society', 'Health'],['Sports']
40928,['Sports', 'Shopping', 'Business', 'Arts'],['Sports']
6870,['Business', 'Adult', 'Arts', 'Computers'],['Business']
40934,['Sports', 'Shopping', 'Society', 'Recreation'],['Sports']
6882,['Business', 'Computers', 'Reference', 'Recreation'],['Business']
40945,['Sports', 'Arts', 'Society', 'Recreation'],['Sports']
6897,['Business', 'Shopping', 'Home', 'Recreation'],['Business']
40960,['Society', 'Sports', 'Shopping', 'Arts'],['Sports']
40961,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
40964,['Sports', 'Recreation', 'Society', 'Arts'],['Sports']
6906,['Business', 'Shopping', 'Science', 'Computers'],['Business']
40971,['Shopping', 'Sports', 'Recreation', 'Computers'],['Sports']
40975,['Society', 'Sports', 'Shopping', 'Business'],['Sports']
6919,['Business', 'Arts', 'Society', 'Home'],['Business']
6930,['Computers', 'Business', 'Science', 'Arts'],['Business']
40999,['Sports', 'Shopping', 'Recreation', 'Arts'],['Sports']
6946,['Business', 'Science', 'Computers', 'Recreation'],['Business']
41006,['Sports', 'Business', 'Computers', 'Society'],['Sports']
6959,['Business', 'Recreation', 'Health', 'Arts'],['Business']
6960,['Society', 'Home', 'Business', 'Arts'],['Business']
41021,['Recreation', 'Computers', 'Shopping', 'Society'],['Sports']
41060,['Sports', 'Recreation', 'Society', 'Business'],['Sports']
7002,['Business', 'Recreation', 'Science', 'Home'],['Business']
41078,['Sports', 'Recreation', 'Shopping', 'Computers'],['Sports']
7031,['Home', 'Business', 'Shopping', 'Science'],['Business']
7032,['Shopping', 'Business', 'Society', 'Recreation'],['Business']
7034,['Recreation', 'Shopping', 'Computers', 'Business'],['Business']
7035,['Games', 'Business', 'Shopping', 'Recreation'],['Business']
41093,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
41098,['Computers', 'Business', 'Shopping', 'Sports'],['Sports']
7046,['Business', 'Shopping', 'Arts', 'Recreation'],['Business']
41106,['Sports', 'Recreation', 'Computers', 'Shopping'],['Sports']
7050,['Shopping', 'Business', 'Recreation', 'Society'],['Business']
7054,['Recreation', 'Business', 'Arts', 'Games'],['Business']
41115,['Shopping', 'Recreation', 'Business', 'Computers'],['Sports']
7056,['Shopping', 'Business', 'Arts', 'Games'],['Business']
41119,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
7063,['Shopping', 'Arts', 'Business', 'Recreation'],['Business']
7070,['Recreation', 'Shopping', 'Business', 'Arts'],['Business']
7071,['Business', 'Arts', 'Science', 'Computers'],['Business']
7074,['Business', 'Shopping', 'Recreation', 'Computers'],['Business']
7075,['Business', 'Recreation', 'Shopping', 'Computers'],['Business']
41140,['Sports', 'Shopping', 'Computers', 'Recreation'],['Sports']
41142,['Sports', 'Recreation', 'Shopping', 'Games'],['Sports']
41147,['Sports', 'Recreation', 'Games', 'Computers'],['Sports']
41163,['Sports', 'Recreation', 'Shopping', 'Games'],['Sports']
7103,['Shopping', 'Business', 'Recreation', 'News'],['Business']
7107,['Business', 'Health', 'Science', 'Home'],['Business']
41177,['Sports', 'Recreation', 'Arts', 'Business'],['Sports']
41179,['Sports', 'Shopping', 'Computers', 'Recreation'],['Sports']
7119,['Recreation', 'Computers', 'Shopping', 'Business'],['Business']
41181,['Sports', 'Society', 'Arts', 'Health'],['Sports']
7129,['Business', 'Computers', 'Science', 'Society'],['Business']
41192,['Recreation', 'Science', 'Business', 'Computers'],['Sports']
7136,['Business', 'Computers', 'Society', 'Shopping'],['Business']
41202,['Computers', 'Shopping', 'Recreation', 'Society'],['Sports']
7143,['Business', 'Games', 'Science', 'Shopping'],['Business']
41205,['Shopping', 'Recreation', 'Sports', 'Society'],['Sports']
41207,['Business', 'Health', 'Shopping', 'Society'],['Sports']
41210,['Sports', 'Shopping', 'Computers', 'Recreation'],['Sports']
41215,['Sports', 'Shopping', 'Recreation', 'Society'],['Sports']
41219,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
7161,['Business', 'Computers', 'Science', 'Reference'],['Business']
7164,['Business', 'Reference', 'Computers', 'Science'],['Business']
7165,['Business', 'Computers', 'Science', 'Games'],['Business']
7166,['Business', 'Computers', 'Science', 'Games'],['Business']
7168,['Computers', 'Business', 'Reference', 'Recreation'],['Business']
7170,['Business', 'Health', 'Recreation', 'Computers'],['Business']
41233,['Sports', 'Recreation', 'Shopping', 'Computers'],['Sports']
41235,['Sports', 'Games', 'Shopping', 'Recreation'],['Sports']
7178,['Business', 'Recreation', 'Computers', 'Science'],['Business']
7181,['Business', 'Computers', 'Recreation', 'Society'],['Business']
41244,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
41246,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
7185,['Computers', 'Business', 'Recreation', 'Games'],['Business']
7186,['Business', 'Computers', 'Shopping', 'Health'],['Business']
41247,['Sports', 'Shopping', 'Recreation', 'Society'],['Sports']
7194,['Business', 'Computers', 'Recreation', 'Arts'],['Business']
41264,['Sports', 'Shopping', 'Recreation', 'Arts'],['Sports']
7204,['Computers', 'Business', 'Reference', 'Science'],['Business']
41267,['Sports', 'Recreation', 'Shopping', 'Computers'],['Sports']
41270,['Sports', 'Recreation', 'Shopping', 'Computers'],['Sports']
41275,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
7216,['Business', 'Computers', 'Recreation', 'Health'],['Business']
41279,['Sports', 'Recreation', 'Shopping', 'Computers'],['Sports']
7219,['Business', 'Games', 'Recreation', 'Science'],['Business']
41285,['Sports', 'Games', 'Shopping', 'Business'],['Sports']
7222,['Business', 'Computers', 'Science', 'Reference'],['Business']
41296,['Shopping', 'Recreation', 'Computers', 'Sports'],['Sports']
41297,['Sports', 'Games', 'Recreation', 'Shopping'],['Sports']
7236,['Business', 'Computers', 'Arts', 'Recreation'],['Business']
41300,['Sports', 'Shopping', 'Recreation', 'Games'],['Sports']
41303,['Sports', 'Recreation', 'Shopping', 'Computers'],['Sports']
41309,['Shopping', 'Computers', 'Recreation', 'Society'],['Sports']
7246,['Computers', 'Recreation', 'Business', 'Health'],['Business']
41310,['Sports', 'Shopping', 'Recreation', 'Computers'],['Sports']
41315,['Sports', 'Shopping', 'Society', 'Recreation'],['Sports']
7254,['Business', 'Health', 'Recreation', 'Computers'],['Business']
41318,['Shopping', 'Computers', 'Recreation', 'Society'],['Sports']
7257,['Business', 'Computers', 'Recreation', 'Arts'],['Business']
7258,['Reference', 'Business', 'Shopping', 'Recreation'],['Business']
7259,['News', 'Business', 'Shopping', 'Computers'],['Business']
41323,['Sports', 'Shopping', 'Recreation', 'Computers'],['Sports']
41327,['Sports', 'Recreation', 'Shopping', 'Games'],['Sports']
7264,['Business', 'Shopping', 'Computers', 'Society'],['Business']
