ref id,Predicted,Actual
57141,['Shopping', 'Business', 'Games', 'Arts'],['Adult']
35981,['Shopping', 'Games', 'Sports', 'Recreation'],['Sports']
8860,['Business', 'Recreation', 'Computers', 'Science'],['Shopping']
55298,['Shopping', 'Games', 'Arts', 'Society'],['Arts']
26297,['Arts', 'Recreation', 'Society', 'Reference'],['Health']
27146,['Computers', 'Shopping', 'Games', 'Adult'],['Sports']
17371,['Business', 'Reference', 'Society', 'Adult'],['Adult']
54853,['Business', 'Computers', 'Recreation', 'Science'],['Adult']
33433,['Business', 'Shopping', 'Health', 'Computers'],['Health']
22350,['Recreation', 'Computers', 'Business', 'Science'],['Shopping']
1820,['Computers', 'Business', 'Adult', 'Recreation'],['Adult']
45847,['Business', 'Recreation', 'Arts', 'Science'],['Computers']
21571,['Business', 'Recreation', 'Computers', 'Reference'],['Sports']
47754,['Business', 'Recreation', 'Computers', 'Adult'],['Adult']
40893,['Business', 'Recreation', 'Computers', 'Society'],['Sports']
22924,['Business', 'Computers', 'Science', 'Recreation'],['Arts']
14770,['Recreation', 'Computers', 'Adult', 'Arts'],['Adult']
43472,['Business', 'Computers', 'Science', 'Recreation'],['Business']
29023,['Business', 'Recreation', 'Reference', 'Society'],['Business']
53841,['Business', 'Recreation', 'Computers', 'Adult'],['Adult']
28218,['Business', 'Recreation', 'Science', 'Computers'],['Shopping']
12812,['Business', 'Computers', 'Recreation', 'Society'],['Sports']
26345,['Recreation', 'Computers', 'Reference', 'Society'],['Adult']
23905,['Games', 'Shopping', 'Arts', 'Business'],['Sports']
25242,['Business', 'Computers', 'Recreation', 'Adult'],['Arts']
35926,['Business', 'Adult', 'Computers', 'Reference'],['Shopping']
12940,['Games', 'Business', 'Science', 'Society'],['Business']
48708,['Business', 'Computers', 'Reference', 'Recreation'],['Health']
28935,['Shopping', 'Business', 'Games', 'Society'],['Arts']
45719,['Business', 'Computers', 'Arts', 'Adult'],['Arts']
49823,['Computers', 'Society', 'Adult', 'Recreation'],['Shopping']
48436,['Shopping', 'Society', 'Business', 'Science'],['Adult']
57267,['Business', 'Recreation', 'Computers', 'Arts'],['Sports']
48050,['Recreation', 'Computers', 'Arts', 'Shopping'],['Computers']
24075,['Reference', 'Society', 'Business', 'Arts'],['Business']
24405,['Business', 'Shopping', 'Recreation', 'Health'],['Sports']
58581,['Recreation', 'Reference', 'Arts', 'Shopping'],['Sports']
34802,['Recreation', 'Computers', 'Arts', 'Reference'],['Arts']
7611,['Computers', 'Recreation', 'Society', 'Arts'],['Recreation']
42095,['Business', 'Recreation', 'Computers', 'Arts'],['Sports']
11680,['Recreation', 'Computers', 'Shopping', 'Arts'],['Arts']
17789,['Science', 'Computers', 'Recreation', 'Reference'],['Games']
49238,['Business', 'Computers', 'Recreation', 'Science'],['Shopping']
11869,['Shopping', 'Games', 'Arts', 'Society'],['Sports']
40260,['Business', 'Computers', 'Shopping', 'Recreation'],['Shopping']
47764,['Recreation', 'Business', 'Games', 'Arts'],['Business']
8617,['Computers', 'Business', 'Recreation', 'Adult'],['Shopping']
40827,['Computers', 'Shopping', 'Business', 'Arts'],['Reference', 'Arts']
50563,['Arts', 'Games', 'Computers', 'Recreation'],['Adult', 'Games']
2822,['Business', 'Computers', 'Recreation', 'Adult'],['Adult']
51248,['Society', 'Business', 'Health', 'Science'],['Sports']
49639,['Business', 'Health', 'Society', 'Reference'],['Health']
40033,['Business', 'Computers', 'Adult', 'Society'],['Arts']
58543,['Computers', 'Shopping', 'Business', 'Arts'],['Shopping']
42054,['Adult', 'Arts', 'Games', 'Recreation'],['Adult']
30318,['Business', 'Recreation', 'Health', 'Sports'],['Sports']
33216,['Adult', 'Society', 'Computers', 'Recreation'],['Adult']
39237,['Computers', 'Recreation', 'Science', 'Games'],['Health']
8985,['Reference', 'Games', 'Business', 'Science'],['Business']
20729,['Business', 'Science', 'Reference', 'Society'],['Health']
49070,['Business', 'Recreation', 'Science', 'Computers'],['Shopping']
26266,['Computers', 'Society', 'Science', 'Business'],['Arts']
29499,['Adult', 'Business', 'Computers', 'Recreation'],['Adult']
30817,['Business', 'Computers', 'Recreation', 'Science'],['Computers', 'Business']
11683,['Business', 'Recreation', 'Computers', 'Health'],['Sports']
14689,['Business', 'Science', 'Reference', 'Computers'],['Business']
43178,['Business', 'Computers', 'Reference', 'Adult'],['Health']
17169,['Games', 'Recreation', 'Business', 'Computers'],['Arts']
44906,['Business', 'Computers', 'Recreation', 'Adult'],['Sports']
11415,['Computers', 'Business', 'Recreation', 'Shopping'],['Arts']
37457,['Health', 'Shopping', 'Sports', 'Society'],['Health']
21936,['Business', 'Computers', 'Recreation', 'Science'],['Arts']
47959,['Business', 'Reference', 'Science', 'Society'],['Business']
49142,['Recreation', 'Society', 'Business', 'Computers'],['Shopping']
14738,['Business', 'Recreation', 'Computers', 'Arts'],['Sports']
57244,['Business', 'Adult', 'Society', 'Science'],['Business']
47616,['Business', 'Computers', 'Science', 'Recreation'],['Arts']
1183,['Business', 'Computers', 'Science', 'Recreation'],['Business']
51243,['Business', 'Recreation', 'Computers', 'Health'],['Health']
32271,['Health', 'Recreation', 'Adult', 'Business'],['Society']
2481,['Shopping', 'Computers', 'Business', 'Arts'],['Society']
2026,['Science', 'Recreation', 'Computers', 'Business'],['Health']
59207,['Recreation', 'Adult', 'Society', 'Computers'],['Adult']
58351,['Computers', 'Business', 'Recreation', 'Science'],['Adult']
53466,['Business', 'Health', 'Recreation', 'Society'],['Sports']
49351,['Arts', 'Business', 'Reference', 'Recreation'],['Arts']
16007,['Business', 'Computers', 'Arts', 'Health'],['Health']
40698,['Computers', 'Arts', 'Recreation', 'Adult'],['Adult']
43629,['Science', 'Recreation', 'Computers', 'Business'],['Sports']
9932,['Business', 'Computers', 'Arts', 'Science'],['Recreation']
51366,['Business', 'Computers', 'Recreation', 'Science'],['Business']
21845,['Business', 'Health', 'Shopping', 'Adult'],['Sports']
23063,['Business', 'Reference', 'Society', 'Health'],['Health']
50620,['Business', 'Recreation', 'Computers', 'Adult'],['Adult']
30437,['Games', 'Science', 'Recreation', 'Computers'],['Recreation']
36115,['Society', 'Computers', 'Recreation', 'Business'],['Health']
53142,['Society', 'Business', 'Science', 'Recreation'],['Shopping']
25394,['Computers', 'Recreation', 'Arts', 'Business'],['Sports']
17500,['Business', 'Computers', 'Recreation', 'Science'],['Health']
3992,['Recreation', 'Business', 'Shopping', 'Adult'],['Adult']
43509,['Business', 'Recreation', 'Computers', 'Games'],['Sports']
31913,['Computers', 'Business', 'Recreation', 'Arts'],['Arts']
43639,['Business', 'Recreation', 'Adult', 'Reference'],['Recreation']
22248,['Business', 'Adult', 'Society', 'Arts'],['Adult']
2393,['Adult', 'Arts', 'Computers', 'Business'],['Adult']
22424,['Business', 'Science', 'Recreation', 'Computers'],['Sports']
12140,['Recreation', 'Adult', 'Business', 'Science'],['Adult']
54681,['Recreation', 'Health', 'Business', 'Society'],['Shopping']
42898,['Shopping', 'Science', 'Society', 'Health'],['Shopping']
1611,['Business', 'Adult', 'Science', 'Computers'],['Arts']
47932,['Shopping', 'Games', 'Business', 'Arts'],['Health']
14634,['Business', 'Adult', 'Computers', 'Science'],['Business']
22494,['Business', 'Reference', 'Society', 'Adult'],['Recreation']
57423,['Business', 'Health', 'Computers', 'Recreation'],['Health']
57233,['Computers', 'Science', 'Adult', 'Recreation'],['Business']
21902,['Computers', 'Games', 'Shopping', 'Arts'],['Shopping']
36242,['Adult', 'Recreation', 'Arts', 'Reference'],['Sports']
44022,['Arts', 'Business', 'Computers', 'Adult'],['Arts']
30935,['Science', 'Recreation', 'Reference', 'Business'],['Shopping', 'Business']
27332,['Computers', 'Recreation', 'Science', 'Games'],['Recreation']
2964,['Business', 'Recreation', 'Computers', 'Science'],['Adult']
50541,['Games', 'Shopping', 'Recreation', 'Business'],['Shopping']
26342,['Business', 'Recreation', 'Computers', 'Society'],['Arts']
645,['Recreation', 'Society', 'Business', 'Computers'],['Recreation']
9090,['Computers', 'Recreation', 'Arts', 'Shopping'],['Adult']
10164,['Business', 'Recreation', 'Games', 'Computers'],['Business']
46388,['Business', 'Recreation', 'Computers', 'Adult'],['Arts']
22543,['Recreation', 'Computers', 'Business', 'Society'],['Adult']
12189,['Recreation', 'Computers', 'Science', 'Games'],['Sports']
20570,['Business', 'Computers', 'Recreation', 'Science'],['Shopping']
36161,['Computers', 'Business', 'Adult', 'Recreation'],['Arts']
48583,['Business', 'Computers', 'Adult', 'Society'],['Recreation']
11543,['Business', 'Computers', 'Science', 'Recreation'],['Sports']
4342,['Business', 'Recreation', 'Computers', 'Society'],['Arts']
49850,['Shopping', 'Society', 'Games', 'Business'],['Health']
14879,['Recreation', 'Business', 'Science', 'Computers'],['Recreation']
29796,['Business', 'Computers', 'Recreation', 'Science'],['Business']
27817,['Business', 'Recreation', 'Computers', 'Science'],['Sports']
38514,['Computers', 'Recreation', 'Business', 'Science'],['Arts']
28359,['Business', 'Recreation', 'Adult', 'Health'],['Adult']
51249,['Recreation', 'Shopping', 'Business', 'Adult'],['Health']
9858,['Shopping', 'Society', 'Games', 'Arts'],['Health']
53399,['Business', 'Shopping', 'Recreation', 'Reference'],['Shopping']
13762,['Shopping', 'Adult', 'Science', 'Recreation'],['Shopping']
38603,['Recreation', 'Sports', 'Health', 'Society'],['Sports']
41389,['Computers', 'Recreation', 'Business', 'Adult'],['Sports']
31124,['Shopping', 'Business', 'Games', 'Society'],['Arts']
53665,['Recreation', 'Business', 'Computers', 'Arts'],['Health']
24406,['Computers', 'Science', 'Adult', 'Games'],['Business']
19004,['Computers', 'Arts', 'Shopping', 'Recreation'],['Recreation']
829,['Business', 'Health', 'Shopping', 'Adult'],['Health']
15417,['Recreation', 'Computers', 'Business', 'Society'],['Health']
15609,['Business', 'Shopping', 'Science', 'Adult'],['Shopping']
1607,['Computers', 'Adult', 'Health', 'Science'],['Adult']
53678,['Recreation', 'Business', 'Science', 'Computers'],['Business']
26409,['Business', 'Recreation', 'Computers', 'Arts'],['Recreation']
45999,['Computers', 'Business', 'Recreation', 'Adult'],['Arts']
27963,['Business', 'Computers', 'Adult', 'Recreation'],['Sports']
52033,['Business', 'Adult', 'Computers', 'Recreation'],['Sports']
51001,['Business', 'Recreation', 'Computers', 'Adult'],['Business']
25381,['Business', 'Adult', 'Computers', 'Recreation'],['Sports']
29394,['Computers', 'Business', 'Recreation', 'Science'],['Arts']
57762,['Shopping', 'Computers', 'Games', 'Reference'],['Shopping']
11006,['Recreation', 'Computers', 'Business', 'Reference'],['Health']
6604,['Business', 'Computers', 'Recreation', 'Science'],['Adult']
2335,['Shopping', 'Sports', 'Recreation', 'Arts'],['Arts']
50497,['Adult', 'Business', 'Computers', 'Recreation'],['Sports']
36794,['Business', 'Recreation', 'Computers', 'Science'],['Adult']
58473,['Recreation', 'Business', 'Adult', 'Health'],['Adult']
8430,['Business', 'Adult', 'Computers', 'Recreation'],['Sports']
7462,['Business', 'Computers', 'Recreation', 'Science'],['Shopping']
53964,['Shopping', 'Computers', 'Games', 'Reference'],['Health']
52825,['Shopping', 'Computers', 'Business', 'Arts'],['Recreation']
23790,['Reference', 'Shopping', 'Recreation', 'Adult'],['Arts']
38858,['Business', 'Computers', 'Recreation', 'Adult'],['Sports']
58902,['Computers', 'Business', 'Recreation', 'Science'],['Sports']
28379,['Reference', 'Recreation', 'Computers', 'Business'],['Arts']
5391,['Computers', 'Business', 'Science', 'Recreation'],['Recreation']
11837,['Business', 'Recreation', 'Computers', 'Reference'],['Health']
30931,['Science', 'Recreation', 'Computers', 'Business'],['Business']
49281,['Business', 'Computers', 'Arts', 'Recreation'],['Adult']
38504,['Business', 'Recreation', 'Computers', 'Science'],['Business']
24076,['Business', 'Recreation', 'Computers', 'Games'],['Adult']
54339,['Business', 'Computers', 'Recreation', 'Adult'],['Arts']
52350,['Computers', 'Recreation', 'Society', 'Business'],['Business']
10692,['Shopping', 'Business', 'Games', 'Arts'],['Health']
33705,['Business', 'Adult', 'Recreation', 'Arts'],['Health']
40533,['Recreation', 'Health', 'Reference', 'Science'],['Business']
5697,['Adult', 'Society', 'Science', 'Shopping'],['Adult']
22591,['Recreation', 'Computers', 'Business', 'Society'],['Health']
41919,['Computers', 'Games', 'Society', 'Shopping'],['Arts']
22452,['Recreation', 'Reference', 'Adult', 'Business'],['Business']
27254,['Business', 'Computers', 'Recreation', 'Science'],['Sports']
8122,['Business', 'Computers', 'Society', 'Science'],['Health']
27197,['Business', 'Arts', 'Adult', 'Reference'],['Recreation']
37334,['Games', 'Business', 'Arts', 'Recreation'],['Shopping']
51486,['Recreation', 'Science', 'Business', 'Computers'],['Business']
57060,['Society', 'Science', 'Adult', 'Computers'],['Recreation']
30891,['Business', 'Computers', 'Science', 'Recreation'],['Business']
40676,['Recreation', 'Science', 'Reference', 'Business'],['Recreation']
30802,['Business', 'Shopping', 'Health', 'Computers'],['Shopping']
30494,['Shopping', 'Business', 'Computers', 'Recreation'],['Shopping']
7289,['Business', 'Recreation', 'Computers', 'Science'],['Shopping']
15562,['Business', 'Computers', 'Science', 'Recreation'],['Business']
30347,['Games', 'Adult', 'Recreation', 'Science'],['Adult']
6946,['Computers', 'Business', 'Arts', 'Recreation'],['Shopping']
8477,['Computers', 'Business', 'Science', 'Recreation'],['Arts']
30744,['Recreation', 'Computers', 'Business', 'Society'],['Shopping']
10609,['Arts', 'Society', 'Business', 'Games'],['Sports']
42635,['Recreation', 'Computers', 'Arts', 'Society'],['Recreation']
341,['Adult', 'Reference', 'Business', 'Shopping'],['Adult']
45581,['Reference', 'Recreation', 'Science', 'Business'],['Recreation']
28986,['Computers', 'Shopping', 'Recreation', 'Adult'],['Sports']
6390,['Business', 'Reference', 'Computers', 'Arts'],['Health']
19914,['Business', 'Shopping', 'Computers', 'Recreation'],['Shopping']
29003,['Business', 'Society', 'Adult', 'Arts'],['Arts']
12280,['Business', 'Recreation', 'Arts', 'Adult'],['Sports']
47403,['Society', 'Arts', 'Business', 'Games'],['Arts']
29597,['Recreation', 'Business', 'Shopping', 'Science'],['Business']
8928,['Business', 'Computers', 'Recreation', 'Adult'],['Shopping']
25482,['Recreation', 'Business', 'Computers', 'Society'],['Recreation']
45676,['Shopping', 'Computers', 'Sports', 'Games'],['Business']
1793,['Computers', 'Science', 'Recreation', 'Business'],['Business']
30725,['Business', 'Recreation', 'Science', 'Arts'],['Recreation']
2686,['Society', 'Recreation', 'Business', 'Science'],['Shopping']
37568,['Arts', 'Business', 'Computers', 'Shopping'],['Arts']
16562,['Business', 'Computers', 'Reference', 'Recreation'],['Arts']
16768,['Health', 'Computers', 'Recreation', 'Society'],['Adult']
44649,['Recreation', 'Science', 'Health', 'Business'],['Recreation']
39486,['Computers', 'Shopping', 'Health', 'Business'],['Business']
10156,['Business', 'Computers', 'Recreation', 'Science'],['Shopping']
28804,['Business', 'Computers', 'Science', 'Shopping'],['Recreation']
34606,['Computers', 'Business', 'Adult', 'Arts'],['Arts']
2182,['Business', 'Recreation', 'Computers', 'Arts'],['Business']
58331,['Health', 'Recreation', 'Business', 'Arts'],['Health']
10674,['Recreation', 'Computers', 'Business', 'Science'],['Adult']
27174,['Computers', 'Recreation', 'Society', 'Adult'],['Computers']
51529,['Computers', 'Reference', 'Recreation', 'Business'],['Health']
7534,['Science', 'Games', 'Business', 'Adult'],['Computers']
185,['Shopping', 'Business', 'Adult', 'Society'],['Shopping']
32419,['Computers', 'Arts', 'Shopping', 'Reference'],['Adult']
29624,['Business', 'Reference', 'Recreation', 'Health'],['Sports']
2062,['Business', 'Computers', 'Recreation', 'Science'],['Adult']
2360,['Business', 'Recreation', 'Computers', 'Society'],['Recreation']
14603,['Adult', 'Recreation', 'Computers', 'Arts'],['Adult']
27569,['Business', 'Computers', 'Recreation', 'Adult'],['Sports']
24071,['Business', 'Recreation', 'Adult', 'Computers'],['Adult']
58527,['Society', 'Recreation', 'Business', 'Sports'],['Sports']
1934,['Shopping', 'Computers', 'Arts', 'Reference'],['Shopping']
10223,['Science', 'Recreation', 'Business', 'Games'],['Adult']
35001,['Business', 'Recreation', 'Arts', 'Computers'],['Sports']
15774,['Computers', 'Business', 'Recreation', 'Society'],['Arts']
57713,['Business', 'Recreation', 'Computers', 'Reference'],['Health']
42895,['Society', 'Health', 'Reference', 'Business'],['Recreation']
45715,['Computers', 'Reference', 'Arts', 'Business'],['Computers']
32629,['Computers', 'Recreation', 'Reference', 'Adult'],['Recreation']
47698,['Business', 'Computers', 'Recreation', 'Science'],['Shopping']
3022,['Computers', 'Business', 'Recreation', 'Society'],['Computers']
54013,['Society', 'Reference', 'Science', 'Computers'],['Adult']
4148,['Computers', 'Science', 'Adult', 'Arts'],['Computers']
5942,['Computers', 'Games', 'Adult', 'Reference'],['Shopping']
50771,['Business', 'Computers', 'Adult', 'Recreation'],['Sports']
22528,['Computers', 'Business', 'Recreation', 'Adult'],['Arts']
31039,['Computers', 'Business', 'Recreation', 'Adult'],['Sports']
23166,['Recreation', 'Business', 'Adult', 'Computers'],['Adult']
27108,['Computers', 'Society', 'Arts', 'Reference'],['Recreation']
27545,['Business', 'Recreation', 'Computers', 'Science'],['Shopping']
36621,['Recreation', 'Arts', 'Business', 'Computers'],['Arts']
42675,['Recreation', 'Business', 'Computers', 'Games'],['Shopping']
12418,['Business', 'Recreation', 'Computers', 'Society'],['Sports']
29754,['Shopping', 'Computers', 'Arts', 'Business'],['Health']
4137,['Business', 'Recreation', 'Computers', 'Society'],['Sports']
52029,['Recreation', 'Computers', 'Business', 'Health'],['Health']
34799,['Computers', 'Reference', 'Society', 'Science'],['Computers']
15749,['Business', 'Recreation', 'Computers', 'Arts'],['Computers']
57791,['Recreation', 'Health', 'Adult', 'Shopping'],['Recreation']
11123,['Computers', 'Games', 'Business', 'Adult'],['Arts']
52547,['Business', 'Computers', 'Society', 'Reference'],['Computers']
47777,['Computers', 'Recreation', 'Society', 'Science'],['Health']
10846,['Business', 'Recreation', 'Health', 'Adult'],['Health']
153,['Recreation', 'Society', 'Computers', 'Science'],['Health']
47397,['Recreation', 'Society', 'Computers', 'Arts'],['Arts']
6293,['Business', 'Computers', 'Recreation', 'Science'],['Computers']
5529,['Business', 'Adult', 'Recreation', 'Society'],['Adult']
29894,['Business', 'Computers', 'Recreation', 'Adult'],['Arts']
54041,['Business', 'Adult', 'Reference', 'Computers'],['Adult']
59221,['Recreation', 'Computers', 'Science', 'Business'],['Computers']
57178,['Business', 'Computers', 'Recreation', 'Science'],['Shopping']
38249,['Games', 'Computers', 'Society', 'Recreation'],['Sports']
38020,['Business', 'Sports', 'Computers', 'Recreation'],['Sports']
43169,['Computers', 'Recreation', 'Society', 'Adult'],['Shopping']
33376,['Business', 'Computers', 'Recreation', 'Science'],['Sports']
23961,['Business', 'Recreation', 'Arts', 'Adult'],['Arts']
24701,['Business', 'Arts', 'Computers', 'Adult'],['Arts']
21727,['Recreation', 'Adult', 'Science', 'Reference'],['Health']
45260,['Business', 'Recreation', 'Computers', 'Adult'],['Health']
3885,['Recreation', 'Business', 'Computers', 'Science'],['Health']
285,['Business', 'Recreation', 'Computers', 'Shopping'],['Shopping']
46555,['Business', 'Computers', 'Reference', 'Society'],['Computers']
32655,['Business', 'Recreation', 'Computers', 'Arts'],['Adult']
10551,['Recreation', 'Science', 'Games', 'Computers'],['Recreation']
58857,['Business', 'Computers', 'Society', 'Games'],['Shopping']
51716,['Business', 'Health', 'Recreation', 'Adult'],['Adult']
13376,['Recreation', 'Computers', 'Business', 'Arts'],['Adult']
21686,['Shopping', 'Arts', 'Adult', 'Games'],['Shopping']
35456,['Business', 'Recreation', 'Computers', 'Arts'],['Shopping']
8357,['Society', 'Computers', 'Business', 'Recreation'],['Recreation']
31182,['Computers', 'Recreation', 'Business', 'Adult'],['Shopping']
36316,['Business', 'Recreation', 'Health', 'Computers'],['Health']
15747,['Computers', 'Recreation', 'Society', 'Business'],['Computers']
28380,['Recreation', 'Business', 'Society', 'Arts'],['Health']
38894,['Reference', 'Adult', 'Science', 'Society'],['Recreation']
54531,['Business', 'Health', 'Computers', 'Recreation'],['Health']
36105,['Business', 'Shopping', 'Adult', 'Arts'],['Shopping']
22877,['Business', 'Computers', 'Recreation', 'Reference'],['Computers']
15383,['Computers', 'Recreation', 'Shopping', 'Society'],['Health']
34487,['Reference', 'Society', 'Business', 'Games'],['Computers']
52726,['Science', 'Games', 'Business', 'Recreation'],['Recreation']
41094,['Reference', 'Business', 'Recreation', 'Arts'],['Sports']
33878,['Science', 'Recreation', 'Sports', 'Adult'],['Recreation']
30263,['Business', 'Computers', 'Recreation', 'Adult'],['Shopping']
36454,['Business', 'Recreation', 'Computers', 'Science'],['Sports']
50240,['Business', 'Reference', 'Shopping', 'Recreation'],['Arts']
55117,['Recreation', 'Computers', 'Adult', 'Games'],['Computers']
35669,['Business', 'Computers', 'Recreation', 'Society'],['Arts']
33232,['Computers', 'Arts', 'Society', 'Health'],['Science']
21940,['Reference', 'Society', 'Business', 'Arts'],['Recreation']
13099,['Business', 'Recreation', 'Adult', 'Computers'],['Recreation']
27379,['Computers', 'Recreation', 'Science', 'Games'],['Adult']
46417,['Business', 'Arts', 'Society', 'Shopping'],['Shopping']
41749,['Business', 'Recreation', 'Health', 'Shopping'],['Sports']
12973,['Computers', 'Business', 'Recreation', 'Science'],['Arts']
47269,['Computers', 'Arts', 'Business', 'Recreation'],['Arts']
44695,['Recreation', 'Computers', 'Shopping', 'Business'],['Society', 'Science']
43926,['Society', 'Shopping', 'Business', 'Games'],['Recreation']
13468,['Games', 'Shopping', 'Arts', 'Business'],['Sports']
39586,['Business', 'Computers', 'Recreation', 'Adult'],['Arts']
34846,['Business', 'Recreation', 'Computers', 'Games'],['Shopping']
34566,['Recreation', 'Business', 'Reference', 'Shopping'],['Recreation']
42375,['Business', 'Recreation', 'Society', 'Computers'],['Sports']
53822,['Shopping', 'Games', 'Computers', 'Arts'],['Shopping']
13296,['Business', 'Computers', 'Science', 'Recreation'],['Arts']
23021,['Recreation', 'Computers', 'Business', 'Games'],['Adult']
7556,['Shopping', 'Society', 'Games', 'Business'],['Reference']
33113,['Business', 'Recreation', 'Computers', 'Arts'],['Science']
58238,['Business', 'Arts', 'Shopping', 'Sports'],['Science']
23123,['Business', 'Computers', 'Arts', 'Shopping'],['Recreation']
51804,['Recreation', 'Science', 'Games', 'Computers'],['Computers']
30451,['Recreation', 'Reference', 'Computers', 'Business'],['Computers']
35418,['Business', 'Society', 'Recreation', 'Shopping'],['Arts']
45610,['Computers', 'Business', 'Recreation', 'Science'],['Adult']
22753,['Business', 'Recreation', 'Computers', 'Science'],['Sports']
44726,['Business', 'Computers', 'Science', 'Recreation'],['Sports']
1799,['Business', 'Society', 'Computers', 'Recreation'],['Reference']
39301,['Computers', 'Science', 'Society', 'Business'],['Shopping']
26121,['Games', 'Shopping', 'Arts', 'Business'],['Computers']
4134,['Shopping', 'Games', 'Arts', 'Science'],['Recreation']
10640,['Business', 'Computers', 'Reference', 'Science'],['Recreation']
6090,['Society', 'Recreation', 'Business', 'Computers'],['Recreation']
57480,['Computers', 'Business', 'Recreation', 'Adult'],['Recreation']
54637,['Business', 'Games', 'Society', 'Arts'],['Recreation']
28795,['Computers', 'Business', 'Recreation', 'Arts'],['Arts']
6830,['Business', 'Computers', 'Recreation', 'Shopping'],['Adult']
32550,['Shopping', 'Business', 'Society', 'Health'],['Recreation']
46691,['Business', 'Computers', 'Science', 'Games'],['Computers', 'Science']
4566,['Sports', 'Shopping', 'Science', 'Health'],['Sports']
12430,['Society', 'Science', 'Reference', 'Business'],['Computers']
11417,['Business', 'Computers', 'Recreation', 'Reference'],['Computers']
50419,['Computers', 'Recreation', 'Reference', 'Science'],['Arts']
38384,['Business', 'Computers', 'Shopping', 'Recreation'],['Sports']
49924,['Business', 'Recreation', 'Arts', 'Computers'],['Adult']
4847,['Business', 'Computers', 'Adult', 'Science'],['Shopping']
16341,['Business', 'Computers', 'Games', 'Reference'],['Recreation']
9797,['Computers', 'Recreation', 'Business', 'Adult'],['Shopping']
47819,['Business', 'Science', 'Reference', 'Society'],['Computers']
10084,['Computers', 'Science', 'Recreation', 'Business'],['Arts']
16520,['Computers', 'Business', 'Arts', 'Recreation'],['Computers']
41401,['Business', 'Computers', 'Recreation', 'Society'],['Sports']
25766,['Computers', 'Business', 'Recreation', 'Adult'],['Arts']
1834,['Business', 'Recreation', 'Computers', 'Science'],['Shopping']
15309,['Society', 'Health', 'Recreation', 'Science'],['Sports']
45516,['Business', 'Computers', 'Society', 'Science'],['Adult']
8348,['Recreation', 'Society', 'Science', 'Computers'],['Recreation']
48006,['Adult', 'Business', 'Computers', 'Society'],['Adult']
12289,['Computers', 'Recreation', 'Business', 'Shopping'],['Arts']
27007,['Business', 'Recreation', 'Computers', 'Society'],['Recreation']
58369,['Arts', 'Shopping', 'Business', 'Society'],['Shopping']
21725,['Business', 'Recreation', 'Shopping', 'Sports'],['Sports']
30135,['Business', 'Computers', 'Recreation', 'Society'],['Recreation']
11364,['Business', 'Adult', 'Arts', 'Computers'],['Arts']
14606,['Computers', 'Society', 'Recreation', 'Business'],['Arts']
44944,['Business', 'Computers', 'Recreation', 'Science'],['Sports']
7108,['Recreation', 'Health', 'Business', 'Reference'],['Sports']
14944,['Recreation', 'Sports', 'Arts', 'Health'],['Sports']
16299,['Business', 'Science', 'Reference', 'Computers'],['Computers']
47142,['Recreation', 'Health', 'Science', 'Computers'],['Shopping']
52638,['Arts', 'Recreation', 'Adult', 'Reference'],['Arts']
90,['Recreation', 'Business', 'Society', 'Computers'],['Shopping']
10305,['Business', 'Games', 'Shopping', 'Adult'],['Recreation']
30415,['Recreation', 'Computers', 'Society', 'Business'],['Recreation']
42972,['Recreation', 'Computers', 'Sports', 'Reference'],['Recreation']
6787,['Business', 'Health', 'Recreation', 'Games'],['Recreation']
5081,['Computers', 'Business', 'Recreation', 'Adult'],['Shopping']
32920,['Business', 'Recreation', 'Computers', 'Society'],['Recreation']
42220,['Business', 'Society', 'Recreation', 'Science'],['Recreation', 'Sports']
1957,['Recreation', 'Computers', 'Arts', 'Health'],['Arts']
9288,['Games', 'Science', 'Recreation', 'Adult'],['Computers']
21651,['Science', 'Reference', 'Adult', 'Sports'],['Sports']
10041,['Games', 'Business', 'Sports', 'Society'],['Sports']
33049,['Business', 'Computers', 'Recreation', 'Science'],['Shopping']
21744,['Recreation', 'Computers', 'Arts', 'Business'],['Arts']
4464,['Business', 'Recreation', 'Computers', 'Reference'],['Sports']
48126,['Science', 'Recreation', 'Computers', 'Business'],['Sports']
37552,['Computers', 'Recreation', 'Science', 'Arts'],['Arts']
157,['Business', 'Computers', 'Recreation', 'Adult'],['Arts']
5744,['Business', 'Computers', 'Recreation', 'Arts'],['Arts']
23404,['Business', 'Computers', 'Recreation', 'Science'],['Recreation']
33940,['Business', 'Computers', 'Recreation', 'Adult'],['Recreation']
11356,['Computers', 'Science', 'Adult', 'Recreation'],['Recreation']
1580,['Business', 'Recreation', 'Computers', 'Adult'],['Recreation']
13266,['Shopping', 'Business', 'Sports', 'Computers'],['Arts']
26445,['Computers', 'Business', 'Recreation', 'Adult'],['Arts']
4098,['Computers', 'Recreation', 'Business', 'Adult'],['Recreation']
57583,['Recreation', 'Business', 'Adult', 'Science'],['Computers']
8258,['Business', 'Games', 'Arts', 'Science'],['Shopping']
7542,['Recreation', 'Science', 'Shopping', 'Society'],['Recreation']
35982,['Games', 'Recreation', 'Science', 'Computers'],['Recreation']
2513,['Business', 'Computers', 'Games', 'Society'],['Recreation']
47817,['Business', 'Computers', 'Recreation', 'Science'],['Shopping']
31354,['Business', 'Computers', 'Recreation', 'Science'],['Arts']
19363,['Business', 'Computers', 'Recreation', 'Adult'],['Recreation']
