ref id,Predicted,Actual
57141,['Adult', 'Society', 'Arts', 'Reference'],['Adult']
30494,['Shopping', 'Recreation', 'Business', 'Games'],['Shopping']
7289,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
15562,['Recreation', 'Business', 'Computers', 'Science'],['Business']
30347,['Games', 'Recreation', 'Reference', 'Computers'],['Adult']
6946,['Arts', 'Reference', 'Society', 'Shopping'],['Shopping']
8477,['Society', 'Arts', 'Sports', 'Recreation'],['Arts']
30744,['Shopping', 'Games', 'Adult', 'Business'],['Shopping']
10609,['Recreation', 'Sports', 'Society', 'Shopping'],['Sports']
42635,['Recreation', 'Games', 'Business', 'Arts'],['Recreation']
341,['Adult', 'Shopping', 'Business', 'Games'],['Adult']
45581,['Recreation', 'Shopping', 'Games', 'Adult'],['Recreation']
28986,['Sports', 'Recreation', 'Society', 'Games'],['Sports']
6390,['Health', 'Society', 'Science', 'Reference'],['Health']
19914,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
29003,['Society', 'Reference', 'Health', 'Arts'],['Arts']
12280,['Sports', 'Recreation', 'Society', 'Games'],['Sports']
47403,['Society', 'Science', 'Reference', 'Health'],['Arts']
29597,['Recreation', 'Business', 'Games', 'Science'],['Business']
8928,['Shopping', 'Business', 'Society', 'Arts'],['Shopping']
25482,['Recreation', 'Games', 'Science', 'Arts'],['Recreation']
45676,['Recreation', 'Games', 'Reference', 'Health'],['Business']
1793,['Shopping', 'Business', 'Computers', 'Science'],['Business']
30725,['Recreation', 'Business', 'Shopping', 'Science'],['Recreation']
2686,['Games', 'Society', 'Arts', 'Recreation'],['Shopping']
37568,['Reference', 'Society', 'Arts', 'Recreation'],['Arts']
16562,['Society', 'Sports', 'Arts', 'Reference'],['Arts']
16768,['Adult', 'Recreation', 'Health', 'Reference'],['Adult']
44649,['Recreation', 'Business', 'Science', 'Reference'],['Recreation']
39486,['Business', 'Shopping', 'Recreation', 'Games'],['Business']
10156,['Society', 'Computers', 'Sports', 'Arts'],['Shopping']
28804,['Recreation', 'Business', 'Arts', 'Science'],['Recreation']
34606,['Arts', 'Society', 'Reference', 'Sports'],['Arts']
2182,['Business', 'Shopping', 'Recreation', 'Adult'],['Business']
58331,['Health', 'Society', 'Sports', 'Shopping'],['Health']
10674,['Society', 'Adult', 'Recreation', 'Sports'],['Adult']
27174,['Computers', 'Reference', 'Science', 'Games'],['Computers']
51529,['Society', 'Health', 'Arts', 'Reference'],['Health']
7534,['Computers', 'Science', 'Games', 'Reference'],['Computers']
185,['Society', 'Business', 'Health', 'Recreation'],['Shopping']
32419,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
29624,['Society', 'Reference', 'Science', 'Recreation'],['Sports']
2062,['Sports', 'Recreation', 'Adult', 'Games'],['Adult']
2360,['Recreation', 'Reference', 'Science', 'Games'],['Recreation']
14603,['Adult', 'Games', 'Recreation', 'Health'],['Adult']
27569,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
24071,['Adult', 'Society', 'Recreation', 'Reference'],['Adult']
58527,['Games', 'Sports', 'Recreation', 'Society'],['Sports']
1934,['Shopping', 'Arts', 'Games', 'Society'],['Shopping']
10223,['Adult', 'Reference', 'Recreation', 'Arts'],['Adult']
35001,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
15774,['Society', 'Health', 'Recreation', 'Science'],['Arts']
57713,['Health', 'Society', 'Reference', 'Sports'],['Health']
42895,['Business', 'Science', 'Health', 'Recreation'],['Recreation']
45715,['Computers', 'Science', 'Reference', 'Recreation'],['Computers']
32629,['Recreation', 'Games', 'Arts', 'Computers'],['Recreation']
47698,['Shopping', 'Games', 'Business', 'Recreation'],['Shopping']
3022,['Reference', 'Science', 'Computers', 'Recreation'],['Computers']
54013,['Arts', 'Adult', 'Reference', 'Recreation'],['Adult']
4148,['Science', 'Computers', 'Reference', 'Health'],['Computers']
5942,['Arts', 'Shopping', 'Adult', 'Games'],['Shopping']
50771,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
22528,['Games', 'Society', 'Arts', 'Recreation'],['Arts']
31039,['Sports', 'Games', 'Society', 'Arts'],['Sports']
23166,['Adult', 'Arts', 'Recreation', 'Games'],['Adult']
27108,['Recreation', 'Society', 'Science', 'Health'],['Recreation']
27545,['Shopping', 'Arts', 'Sports', 'Games'],['Shopping']
36621,['Reference', 'Society', 'Arts', 'Recreation'],['Arts']
42675,['Shopping', 'Arts', 'Adult', 'Games'],['Shopping']
12418,['Sports', 'Society', 'Games', 'Recreation'],['Sports']
29754,['Health', 'Society', 'Science', 'Adult'],['Health']
4137,['Sports', 'Recreation', 'Games', 'Business'],['Sports']
52029,['Health', 'Society', 'Computers', 'Recreation'],['Health']
34799,['Computers', 'Science', 'Reference', 'Games'],['Computers']
15749,['Computers', 'Games', 'Arts', 'Recreation'],['Computers']
57791,['Games', 'Recreation', 'Sports', 'Arts'],['Recreation']
11123,['Computers', 'Shopping', 'Business', 'Arts'],['Arts']
52547,['Reference', 'Computers', 'Science', 'Health'],['Computers']
47777,['Health', 'Sports', 'Society', 'Shopping'],['Health']
10846,['Health', 'Society', 'Science', 'Reference'],['Health']
153,['Health', 'Society', 'Business', 'Reference'],['Health']
47397,['Shopping', 'Arts', 'Computers', 'Science'],['Arts']
6293,['Computers', 'Science', 'Reference', 'Business'],['Computers']
5529,['Adult', 'Recreation', 'Games', 'Health'],['Adult']
29894,['Arts', 'Games', 'Computers', 'Society'],['Arts']
54041,['Adult', 'Shopping', 'Society', 'Reference'],['Adult']
59221,['Computers', 'Science', 'Reference', 'Games'],['Computers']
57178,['Arts', 'Shopping', 'Society', 'Recreation'],['Shopping']
38249,['Sports', 'Games', 'Arts', 'Computers'],['Sports']
38020,['Sports', 'Arts', 'Society', 'Games'],['Sports']
43169,['Shopping', 'Arts', 'Society', 'Games'],['Shopping']
33376,['Sports', 'Society', 'Arts', 'Recreation'],['Sports']
23961,['Arts', 'Sports', 'Society', 'Recreation'],['Arts']
24701,['Arts', 'Society', 'Recreation', 'Sports'],['Arts']
21727,['Health', 'Sports', 'Society', 'Recreation'],['Health']
45260,['Health', 'Sports', 'Society', 'Shopping'],['Health']
3885,['Health', 'Society', 'Science', 'Sports'],['Health']
285,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
46555,['Science', 'Computers', 'Reference', 'Health'],['Computers']
32655,['Recreation', 'Games', 'Business', 'Adult'],['Adult']
10551,['Recreation', 'Science', 'Reference', 'Arts'],['Recreation']
58857,['Sports', 'Arts', 'Recreation', 'Shopping'],['Shopping']
51716,['Arts', 'Recreation', 'Adult', 'Business'],['Adult']
13376,['Adult', 'Arts', 'Shopping', 'Recreation'],['Adult']
21686,['Arts', 'Society', 'Adult', 'Computers'],['Shopping']
35456,['Shopping', 'Adult', 'Games', 'Arts'],['Shopping']
8357,['Recreation', 'Science', 'Reference', 'Computers'],['Recreation']
31182,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
36316,['Games', 'Sports', 'Recreation', 'Society'],['Health']
15747,['Reference', 'Science', 'Computers', 'Health'],['Computers']
28380,['Health', 'Society', 'Sports', 'Science'],['Health']
38894,['Recreation', 'Science', 'Reference', 'Health'],['Recreation']
54531,['Health', 'Society', 'Business', 'Sports'],['Health']
36105,['Shopping', 'Business', 'Society', 'Arts'],['Shopping']
22877,['Computers', 'Reference', 'Science', 'Health'],['Computers']
15383,['Health', 'Business', 'Society', 'Sports'],['Health']
34487,['Science', 'Reference', 'Computers', 'Health'],['Computers']
52726,['Recreation', 'Reference', 'Science', 'Health'],['Recreation']
41094,['Sports', 'Society', 'Arts', 'Recreation'],['Sports']
33878,['Recreation', 'Reference', 'Science', 'Health'],['Recreation']
30263,['Business', 'Shopping', 'Computers', 'Recreation'],['Shopping']
36454,['Sports', 'Arts', 'Games', 'Society'],['Sports']
50240,['Arts', 'Society', 'Games', 'Recreation'],['Arts']
55117,['Science', 'Computers', 'Reference', 'Business'],['Computers']
35669,['Society', 'Business', 'Recreation', 'Arts'],['Arts']
33232,['Science', 'Reference', 'Business', 'Society'],['Science']
21940,['Reference', 'Recreation', 'Science', 'Arts'],['Recreation']
13099,['Science', 'Computers', 'Reference', 'Business'],['Recreation']
27379,['Recreation', 'Health', 'Adult', 'Games'],['Adult']
46417,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
41749,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
12973,['Arts', 'Society', 'Games', 'Sports'],['Arts']
47269,['Society', 'Arts', 'Sports', 'Games'],['Arts']
44695,['Society', 'Reference', 'Business', 'Health'],['Society', 'Science']
43926,['Recreation', 'Science', 'Arts', 'Business'],['Recreation']
13468,['Business', 'Sports', 'Health', 'Recreation'],['Sports']
39586,['Arts', 'Computers', 'Society', 'Recreation'],['Arts']
34846,['Shopping', 'Business', 'Society', 'Adult'],['Shopping']
34566,['Recreation', 'Sports', 'Society', 'Reference'],['Recreation']
42375,['Sports', 'Society', 'Games', 'Recreation'],['Sports']
53822,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
13296,['Arts', 'Recreation', 'Society', 'Computers'],['Arts']
23021,['Recreation', 'Health', 'Games', 'Science'],['Adult']
7556,['Reference', 'Arts', 'Recreation', 'Science'],['Reference']
33113,['Science', 'Reference', 'Society', 'Health'],['Science']
58238,['Science', 'Society', 'Reference', 'Computers'],['Science']
23123,['Arts', 'Recreation', 'Society', 'Games'],['Recreation']
51804,['Science', 'Recreation', 'Games', 'Reference'],['Computers']
30451,['Computers', 'Science', 'Recreation', 'Reference'],['Computers']
35418,['Society', 'Business', 'Recreation', 'Arts'],['Arts']
45610,['Adult', 'Games', 'Recreation', 'Arts'],['Adult']
22753,['Sports', 'Games', 'Recreation', 'Arts'],['Sports']
44726,['Sports', 'Society', 'Recreation', 'Arts'],['Sports']
1799,['Society', 'Reference', 'Health', 'Science'],['Reference']
39301,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
26121,['Recreation', 'Computers', 'Reference', 'Games'],['Computers']
4134,['Arts', 'Society', 'Recreation', 'Shopping'],['Recreation']
10640,['Recreation', 'Games', 'Arts', 'Reference'],['Recreation']
6090,['Society', 'Sports', 'Science', 'Reference'],['Recreation']
57480,['Shopping', 'Business', 'Recreation', 'Computers'],['Recreation']
54637,['Recreation', 'Games', 'Adult', 'Sports'],['Recreation']
28795,['Society', 'Arts', 'Reference', 'Health'],['Arts']
6830,['Recreation', 'Arts', 'Games', 'Sports'],['Adult']
32550,['Recreation', 'Shopping', 'Reference', 'Arts'],['Recreation']
46691,['Science', 'Business', 'Computers', 'Recreation'],['Computers', 'Science']
4566,['Sports', 'Business', 'Health', 'Society'],['Sports']
12430,['Business', 'Computers', 'Science', 'Reference'],['Computers']
11417,['Computers', 'Business', 'Reference', 'Science'],['Computers']
50419,['Arts', 'Computers', 'Science', 'Sports'],['Arts']
38384,['Sports', 'Arts', 'Society', 'Business'],['Sports']
49924,['Adult', 'Recreation', 'Computers', 'Arts'],['Adult']
4847,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
16341,['Recreation', 'Games', 'Sports', 'Business'],['Recreation']
9797,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
47819,['Science', 'Computers', 'Business', 'Reference'],['Computers']
10084,['Sports', 'Society', 'Arts', 'Recreation'],['Arts']
16520,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
41401,['Sports', 'Recreation', 'Society', 'Games'],['Sports']
25766,['Sports', 'Arts', 'Society', 'Recreation'],['Arts']
1834,['Shopping', 'Society', 'Recreation', 'Business'],['Shopping']
15309,['Sports', 'Recreation', 'Society', 'Games'],['Sports']
45516,['Adult', 'Health', 'Arts', 'Recreation'],['Adult']
8348,['Recreation', 'Games', 'Arts', 'Sports'],['Recreation']
48006,['Adult', 'Health', 'Recreation', 'Arts'],['Adult']
12289,['Sports', 'Arts', 'Society', 'Recreation'],['Arts']
27007,['Business', 'Recreation', 'Computers', 'Shopping'],['Recreation']
58369,['Shopping', 'Recreation', 'Arts', 'Society'],['Shopping']
21725,['Sports', 'Arts', 'Recreation', 'Games'],['Sports']
30135,['Recreation', 'Shopping', 'Business', 'Science'],['Recreation']
11364,['Arts', 'Society', 'Business', 'Reference'],['Arts']
14606,['Arts', 'Games', 'Recreation', 'Adult'],['Arts']
44944,['Sports', 'Society', 'Arts', 'Reference'],['Sports']
7108,['Sports', 'Recreation', 'Reference', 'Society'],['Sports']
14944,['Sports', 'Reference', 'Recreation', 'Society'],['Sports']
16299,['Computers', 'Business', 'Science', 'Reference'],['Computers']
47142,['Business', 'Society', 'Shopping', 'Computers'],['Shopping']
52638,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
90,['Shopping', 'Recreation', 'Business', 'Adult'],['Shopping']
10305,['Recreation', 'Games', 'Arts', 'Computers'],['Recreation']
30415,['Recreation', 'Business', 'Science', 'Computers'],['Recreation']
42972,['Recreation', 'Sports', 'Games', 'Arts'],['Recreation']
6787,['Recreation', 'Games', 'Computers', 'Arts'],['Recreation']
5081,['Shopping', 'Business', 'Society', 'Arts'],['Shopping']
32920,['Recreation', 'Society', 'Business', 'Science'],['Recreation']
42220,['Recreation', 'Reference', 'Business', 'Games'],['Recreation', 'Sports']
1957,['Arts', 'Computers', 'Games', 'Recreation'],['Arts']
9288,['Business', 'Computers', 'Science', 'Reference'],['Computers']
21651,['Sports', 'Shopping', 'Games', 'Recreation'],['Sports']
10041,['Sports', 'Games', 'Arts', 'Recreation'],['Sports']
33049,['Adult', 'Shopping', 'Computers', 'Business'],['Shopping']
21744,['Society', 'Arts', 'Reference', 'Health'],['Arts']
4464,['Sports', 'Society', 'Reference', 'Health'],['Sports']
48126,['Sports', 'Society', 'Games', 'Arts'],['Sports']
37552,['Computers', 'Science', 'Arts', 'Games'],['Arts']
157,['Arts', 'Society', 'Shopping', 'Business'],['Arts']
5744,['Reference', 'Arts', 'Computers', 'Society'],['Arts']
23404,['Recreation', 'Sports', 'Society', 'Science'],['Recreation']
33940,['Recreation', 'Society', 'Sports', 'Science'],['Recreation']
11356,['Recreation', 'Science', 'Reference', 'Games'],['Recreation']
1580,['Arts', 'Recreation', 'Society', 'Sports'],['Recreation']
13266,['Shopping', 'Business', 'Arts', 'Science'],['Arts']
26445,['Games', 'Arts', 'Computers', 'Recreation'],['Arts']
4098,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
57583,['Recreation', 'Science', 'Health', 'Business'],['Computers']
8258,['Shopping', 'Society', 'Sports', 'Science'],['Shopping']
7542,['Recreation', 'Reference', 'Science', 'Business'],['Recreation']
35982,['Recreation', 'Games', 'Science', 'Reference'],['Recreation']
2513,['Recreation', 'Health', 'Society', 'Reference'],['Recreation']
47817,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
31354,['Arts', 'Sports', 'Society', 'Recreation'],['Arts']
19363,['Computers', 'Business', 'Recreation', 'Reference'],['Recreation']
17323,['Recreation', 'Games', 'Reference', 'Computers'],['Recreation']
36541,['Reference', 'Science', 'Arts', 'Society'],['Arts']
41046,['Sports', 'Recreation', 'Society', 'Shopping'],['Recreation']
6565,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
31499,['Science', 'Reference', 'Computers', 'Business'],['Computers']
407,['Shopping', 'Business', 'Society', 'Arts'],['Shopping']
57492,['Business', 'Computers', 'Reference', 'Science'],['Computers']
9514,['Recreation', 'Reference', 'Games', 'Science'],['Recreation']
10911,['Recreation', 'Reference', 'Health', 'Games'],['Recreation']
24908,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
47079,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
40632,['Computers', 'Business', 'Science', 'Reference'],['Computers']
51992,['Computers', 'Recreation', 'Business', 'Science'],['Recreation']
40331,['Computers', 'Business', 'Recreation', 'Society'],['Recreation']
1147,['Sports', 'Society', 'Recreation', 'Arts'],['Recreation']
41325,['Recreation', 'Reference', 'Health', 'Society'],['Recreation']
40113,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
15058,['Arts', 'Computers', 'Recreation', 'Games'],['Arts']
22438,['Recreation', 'Health', 'Business', 'Games'],['Recreation']
1667,['Recreation', 'Sports', 'Games', 'Shopping'],['Recreation', 'Sports']
13977,['Shopping', 'Society', 'Arts', 'Business'],['Shopping']
17501,['Sports', 'Society', 'Games', 'Business'],['Sports']
28769,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
14903,['Recreation', 'Society', 'Sports', 'Games'],['Recreation']
22962,['Computers', 'Reference', 'Business', 'Games'],['Arts']
32544,['Science', 'Society', 'Recreation', 'Reference'],['Recreation']
33326,['Recreation', 'Sports', 'Society', 'Arts'],['Recreation']
22143,['Recreation', 'Health', 'Reference', 'Sports'],['Recreation']
15470,['Computers', 'Business', 'Science', 'Reference'],['Computers']
43157,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
27503,['Shopping', 'Society', 'Recreation', 'Health'],['Shopping']
6010,['Society', 'Shopping', 'Arts', 'Business'],['Shopping']
50807,['Shopping', 'Society', 'Arts', 'Business'],['Shopping']
40420,['Society', 'Shopping', 'Business', 'Arts'],['Shopping']
48018,['Games', 'Arts', 'Shopping', 'Society'],['Recreation']
44583,['Games', 'Recreation', 'Sports', 'Computers'],['Recreation']
52097,['Sports', 'Society', 'Recreation', 'Business'],['Sports']
9010,['Business', 'Society', 'Recreation', 'Shopping'],['Recreation']
38519,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
46834,['Recreation', 'Health', 'Sports', 'Society'],['Recreation']
29450,['Recreation', 'Health', 'Society', 'Reference'],['Recreation']
27190,['Recreation', 'Reference', 'Arts', 'Society'],['Recreation']
34411,['Society', 'Games', 'Reference', 'Recreation'],['Arts']
14773,['Recreation', 'Games', 'Shopping', 'Sports'],['Recreation']
32685,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
38377,['Recreation', 'Shopping', 'Games', 'Business'],['Recreation']
52459,['Arts', 'Society', 'Business', 'Computers'],['Arts']
49234,['Reference', 'Recreation', 'Arts', 'Science'],['Recreation']
41670,['Reference', 'Science', 'Arts', 'Recreation'],['Arts']
2242,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
10613,['Reference', 'Science', 'Health', 'Computers'],['Computers']
10435,['Computers', 'Games', 'Recreation', 'Science'],['Arts']
45253,['Games', 'Recreation', 'Sports', 'Society'],['Recreation']
39965,['Shopping', 'Recreation', 'Business', 'Sports'],['Shopping']
41822,['Recreation', 'Reference', 'Arts', 'Games'],['Arts']
22270,['Shopping', 'Adult', 'Business', 'Recreation'],['Shopping']
58533,['Recreation', 'Reference', 'Science', 'Health'],['Recreation']
28960,['Recreation', 'Society', 'Games', 'Adult'],['Recreation']
57555,['Sports', 'Business', 'Computers', 'Society'],['Recreation']
42430,['Science', 'Business', 'Health', 'Reference'],['Computers']
48554,['Business', 'Computers', 'Society', 'Reference'],['Business']
11108,['Business', 'Society', 'Science', 'Recreation'],['Recreation']
2530,['Recreation', 'Reference', 'Business', 'Games'],['Arts']
3191,['Society', 'Health', 'Science', 'Reference'],['Computers']
10101,['Recreation', 'Health', 'Reference', 'Business'],['Recreation']
3325,['Business', 'Society', 'Computers', 'Recreation'],['Business']
42844,['Recreation', 'Reference', 'Business', 'Health'],['Recreation']
6159,['Computers', 'Business', 'Society', 'Games'],['Business']
42871,['Shopping', 'Recreation', 'Adult', 'Business'],['Arts']
8302,['Arts', 'Recreation', 'Reference', 'Games'],['Arts']
257,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
37720,['Reference', 'Science', 'Health', 'Computers'],['Computers']
35619,['Sports', 'Business', 'Recreation', 'Society'],['Sports']
33771,['Shopping', 'Recreation', 'Sports', 'Society'],['Shopping']
45064,['Business', 'Computers', 'Society', 'Science'],['Recreation']
39195,['Computers', 'Games', 'Recreation', 'Science'],['Computers']
52429,['Shopping', 'Recreation', 'Society', 'Business'],['Shopping']
45078,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
15644,['Recreation', 'Games', 'Computers', 'Arts'],['Recreation']
6269,['Reference', 'Science', 'Computers', 'Health'],['Computers']
46569,['Recreation', 'Arts', 'Reference', 'Games'],['Arts']
49605,['Recreation', 'Reference', 'Arts', 'Computers'],['Recreation']
2576,['Recreation', 'Games', 'Computers', 'Sports'],['Recreation']
9604,['Reference', 'Science', 'Computers', 'Health'],['Computers']
7507,['Sports', 'Shopping', 'Business', 'Recreation'],['Recreation']
16971,['Shopping', 'Recreation', 'Business', 'Games'],['Shopping']
53116,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
11268,['Computers', 'Reference', 'Science', 'Society'],['Computers']
28286,['Business', 'Computers', 'Society', 'Health'],['Business']
40612,['Science', 'Computers', 'Reference', 'Health'],['Computers']
3353,['Arts', 'Reference', 'Recreation', 'Shopping'],['Arts']
3455,['Recreation', 'Games', 'Arts', 'Science'],['Recreation']
53372,['Society', 'Recreation', 'Health', 'Business'],['Recreation']
28250,['Recreation', 'Games', 'Reference', 'Science'],['Recreation']
53835,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
11410,['Business', 'Shopping', 'Recreation', 'Sports'],['Recreation']
11133,['Games', 'Reference', 'Recreation', 'Society'],['Recreation']
43698,['Science', 'Reference', 'Health', 'Society'],['Computers']
24304,['Games', 'Sports', 'Society', 'Recreation'],['Sports']
50802,['Arts', 'Society', 'Computers', 'Games'],['Recreation']
48782,['Arts', 'Reference', 'Recreation', 'Games'],['Arts']
16085,['Reference', 'Computers', 'Sports', 'Society'],['Computers']
54848,['Sports', 'Games', 'Society', 'Recreation'],['Sports']
32512,['Recreation', 'Shopping', 'Business', 'Arts'],['Shopping']
31185,['Business', 'Society', 'Recreation', 'Shopping'],['Business']
25076,['Computers', 'Society', 'Reference', 'Games'],['Recreation']
3461,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
54944,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
44957,['Arts', 'Reference', 'Recreation', 'Science'],['Arts']
1918,['Recreation', 'Reference', 'Arts', 'Games'],['Arts']
48686,['Recreation', 'Arts', 'Health', 'Science'],['Recreation']
7904,['Reference', 'Science', 'Arts', 'Computers'],['Arts']
5801,['Sports', 'Games', 'Recreation', 'Shopping'],['Sports']
58353,['Recreation', 'Adult', 'Shopping', 'Arts'],['Recreation']
33716,['Sports', 'Shopping', 'Recreation', 'Business'],['Recreation']
43040,['Recreation', 'Games', 'Shopping', 'Society'],['Recreation']
36889,['Computers', 'Business', 'Science', 'Reference'],['Computers']
16604,['Sports', 'Society', 'Recreation', 'Games'],['Sports']
51818,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
26268,['Recreation', 'Reference', 'Science', 'Games'],['Recreation']
57363,['Society', 'Arts', 'Shopping', 'Recreation'],['Recreation']
3661,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
25283,['Arts', 'Reference', 'Games', 'Recreation'],['Arts']
21866,['Sports', 'Games', 'Arts', 'Society'],['Recreation']
39347,['Recreation', 'Business', 'Reference', 'Health'],['Recreation']
2890,['Arts', 'Recreation', 'Reference', 'Games'],['Arts']
49244,['Reference', 'Arts', 'Recreation', 'Games'],['Arts']
20193,['Business', 'Science', 'Society', 'Health'],['Business']
11220,['Arts', 'Recreation', 'Reference', 'Games'],['Arts']
58048,['Recreation', 'Reference', 'Sports', 'Business'],['Recreation']
20661,['Reference', 'Recreation', 'Arts', 'Games'],['Arts']
52375,['Recreation', 'Reference', 'Games', 'Business'],['Recreation']
4295,['Recreation', 'Science', 'Reference', 'Business'],['Recreation']
9593,['Society', 'Shopping', 'Recreation', 'Games'],['Shopping']
48478,['Business', 'Science', 'Arts', 'Shopping'],['Science', 'Business']
22912,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
24782,['Shopping', 'Society', 'Business', 'Recreation'],['Shopping']
10670,['Recreation', 'Business', 'Science', 'Sports'],['Recreation']
54448,['Business', 'Science', 'Computers', 'Reference'],['Computers']
46117,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
3549,['Arts', 'Shopping', 'Adult', 'Reference'],['Arts']
1691,['Business', 'Computers', 'Recreation', 'Science'],['Computers']
51418,['Recreation', 'Arts', 'Sports', 'Shopping'],['Recreation']
17187,['Computers', 'Business', 'Science', 'Reference'],['Computers']
11054,['Shopping', 'Business', 'Society', 'Science'],['Business']
6177,['Recreation', 'Sports', 'Society', 'Arts'],['Recreation']
15538,['Science', 'Recreation', 'Health', 'Games'],['Computers']
19506,['Recreation', 'Sports', 'Business', 'Reference'],['Recreation']
14869,['Recreation', 'Sports', 'Business', 'Reference'],['Recreation']
34951,['Recreation', 'Health', 'Games', 'Arts'],['Recreation']
22816,['Shopping', 'Business', 'Society', 'Science'],['Business']
38655,['Sports', 'Games', 'Society', 'Recreation'],['Sports']
37906,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
29446,['Recreation', 'Sports', 'Shopping', 'Games'],['Recreation']
37977,['Arts', 'Recreation', 'Adult', 'Health'],['Arts']
9499,['Arts', 'Recreation', 'Games', 'Business'],['Arts']
38639,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
45904,['Sports', 'Recreation', 'Games', 'Society'],['Sports']
29580,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
34249,['Arts', 'Recreation', 'Health', 'Adult'],['Arts']
42353,['Health', 'Business', 'Science', 'Computers'],['Computers']
26422,['Sports', 'Recreation', 'Society', 'Games'],['Sports']
42847,['Sports', 'Society', 'Recreation', 'Business'],['Business']
2837,['Shopping', 'Society', 'Arts', 'Games'],['Shopping']
7997,['Recreation', 'Reference', 'Science', 'Games'],['Recreation']
53008,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
13083,['Business', 'Computers', 'Science', 'Reference'],['Computers']
28601,['Sports', 'Society', 'Recreation', 'Health'],['Sports']
52978,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
30079,['Business', 'Health', 'Computers', 'Science'],['Computers']
5727,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
8862,['Business', 'Recreation', 'Computers', 'Shopping'],['Business']
46553,['Business', 'Computers', 'Science', 'Reference'],['Computers']
15330,['Games', 'Recreation', 'Society', 'Computers'],['Recreation']
3037,['Recreation', 'Games', 'Reference', 'Science'],['Recreation']
29872,['Computers', 'Business', 'Science', 'Reference'],['Computers']
52134,['Reference', 'Recreation', 'Science', 'Health'],['Reference', 'Recreation']
8897,['Sports', 'Society', 'Health', 'Business'],['Sports']
25343,['Recreation', 'Games', 'Sports', 'Arts'],['Recreation']
43413,['Recreation', 'Business', 'Shopping', 'Society'],['Business']
29703,['Recreation', 'Arts', 'Games', 'Reference'],['Arts']
2342,['Arts', 'Recreation', 'Adult', 'Games'],['Arts']
14221,['Business', 'Computers', 'Science', 'Recreation'],['Computers']
31183,['Shopping', 'Recreation', 'Business', 'Computers'],['Business']
26540,['Business', 'Recreation', 'Shopping', 'Computers'],['Business']
44541,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
16200,['Sports', 'Recreation', 'Society', 'Games'],['Sports']
47399,['Recreation', 'Games', 'Sports', 'Arts'],['Recreation']
58294,['Computers', 'Business', 'Society', 'Arts'],['Recreation']
43815,['Business', 'Recreation', 'Games', 'Shopping'],['Business']
4366,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
35853,['Games', 'Shopping', 'Computers', 'Recreation'],['Recreation']
918,['Arts', 'Society', 'Reference', 'Games'],['Recreation']
36495,['Recreation', 'Reference', 'Society', 'Arts'],['Recreation']
11374,['Computers', 'Business', 'Sports', 'Society'],['Computers']
10776,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
39880,['Recreation', 'Business', 'Shopping', 'Sports'],['Business']
