ref id,Predicted,Actual
57141,['Adult', 'Arts', 'Business', 'Sports'],['Adult']
5065,['Computers', 'Games', 'Business', 'Sports'],['Business']
46841,['Health', 'Society', 'Reference', 'Arts'],['Health']
37119,['Society', 'Sports', 'Arts', 'Games'],['Games', 'Arts']
17569,['Shopping', 'Society', 'Sports', 'Recreation'],['Shopping']
43546,['Society', 'Recreation', 'Business', 'Arts'],['Arts']
33211,['Games', 'Sports', 'Shopping', 'Recreation'],['Games']
4627,['Society', 'Sports', 'Business', 'Shopping'],['Shopping']
51133,['Adult', 'Society', 'Recreation', 'Health'],['Adult']
51295,['Business', 'Sports', 'Shopping', 'Adult'],['Business']
43819,['Health', 'Computers', 'Recreation', 'Business'],['Health']
2707,['Society', 'Sports', 'Shopping', 'Reference'],['Society']
52393,['Adult', 'Sports', 'Shopping', 'Business'],['Adult']
28312,['Adult', 'Reference', 'Recreation', 'Sports'],['Adult']
4502,['Society', 'Shopping', 'Computers', 'Business'],['Society']
31929,['Society', 'Health', 'Arts', 'Science'],['Health']
53556,['Business', 'Computers', 'Arts', 'Recreation'],['Business']
24479,['Society', 'Reference', 'Computers', 'Business'],['Society']
5912,['Computers', 'Business', 'Shopping', 'Science'],['Business']
6645,['Shopping', 'Sports', 'Society', 'Science'],['Sports']
37657,['Business', 'Computers', 'Adult', 'Games'],['Business']
12244,['Society', 'Arts', 'Reference', 'Recreation'],['Arts']
9690,['Business', 'Arts', 'Games', 'Computers'],['Business']
4708,['Shopping', 'Sports', 'Society', 'Recreation'],['Sports']
40284,['Shopping', 'Arts', 'Business', 'Adult'],['Shopping']
51573,['Recreation', 'Computers', 'Business', 'Sports'],['Health']
59157,['Sports', 'Society', 'Shopping', 'Recreation'],['Recreation']
34127,['Computers', 'Business', 'Science', 'Recreation'],['Business']
646,['Sports', 'Arts', 'Adult', 'Society'],['Sports']
27466,['Recreation', 'Adult', 'Shopping', 'Health'],['Adult']
32024,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
26314,['Health', 'Sports', 'Society', 'Shopping'],['Health']
28081,['Business', 'Reference', 'Arts', 'Science'],['Business']
2701,['Games', 'Adult', 'Society', 'Reference'],['Adult']
29035,['Science', 'Business', 'Health', 'Reference'],['Society', 'Business']
25629,['Sports', 'Society', 'Shopping', 'Games'],['Sports']
36577,['Business', 'Computers', 'Shopping', 'Science'],['Business']
8996,['Sports', 'Business', 'Society', 'Shopping'],['Sports']
48553,['Business', 'Arts', 'Adult', 'Sports'],['Adult']
17751,['Arts', 'Society', 'Shopping', 'Recreation'],['Arts']
30789,['Adult', 'Reference', 'Arts', 'Sports'],['Adult']
36097,['Business', 'Shopping', 'Recreation', 'Science'],['Business']
59055,['Business', 'Arts', 'Science', 'Recreation'],['Business']
43289,['Business', 'Sports', 'Shopping', 'Science'],['Business']
15895,['Computers', 'Business', 'Arts', 'Sports'],['Business']
46383,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
35981,['Sports', 'Shopping', 'Society', 'Recreation'],['Sports']
8860,['Shopping', 'Business', 'Society', 'Sports'],['Shopping']
55298,['Arts', 'Reference', 'Society', 'Business'],['Arts']
26297,['Health', 'Shopping', 'Sports', 'Society'],['Health']
27146,['Sports', 'Business', 'Society', 'Games'],['Sports']
17371,['Adult', 'Science', 'Shopping', 'Recreation'],['Adult']
54853,['Recreation', 'Business', 'Arts', 'Shopping'],['Adult']
33433,['Arts', 'Recreation', 'Computers', 'Science'],['Health']
22350,['Shopping', 'Society', 'Business', 'Sports'],['Shopping']
1820,['Adult', 'Recreation', 'Health', 'Business'],['Adult']
45847,['Business', 'Computers', 'Arts', 'Sports'],['Computers']
21571,['Sports', 'Society', 'Games', 'Computers'],['Sports']
47754,['Adult', 'Recreation', 'Reference', 'Health'],['Adult']
40893,['Sports', 'Recreation', 'Arts', 'Science'],['Sports']
22924,['Arts', 'Health', 'Shopping', 'Sports'],['Arts']
14770,['Adult', 'Health', 'Computers', 'Sports'],['Adult']
43472,['Business', 'Society', 'Recreation', 'Computers'],['Business']
29023,['Science', 'Recreation', 'Computers', 'Reference'],['Business']
53841,['Adult', 'Computers', 'Arts', 'Sports'],['Adult']
28218,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
12812,['Sports', 'Games', 'Computers', 'Society'],['Sports']
26345,['Adult', 'Business', 'Recreation', 'Science'],['Adult']
23905,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
25242,['Arts', 'Society', 'Shopping', 'Computers'],['Arts']
35926,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
12940,['Business', 'Computers', 'Society', 'Reference'],['Business']
48708,['Society', 'Health', 'Business', 'Sports'],['Health']
28935,['Shopping', 'Computers', 'Business', 'Sports'],['Arts']
45719,['Shopping', 'Science', 'Health', 'Sports'],['Arts']
49823,['Shopping', 'Society', 'Sports', 'Science'],['Shopping']
48436,['Sports', 'Society', 'Shopping', 'Recreation'],['Adult']
57267,['Sports', 'Society', 'Shopping', 'Games'],['Sports']
48050,['Computers', 'Science', 'Reference', 'Recreation'],['Computers']
24075,['Business', 'Health', 'Shopping', 'Reference'],['Business']
24405,['Sports', 'Games', 'Shopping', 'Arts'],['Sports']
58581,['Sports', 'Society', 'Recreation', 'Computers'],['Sports']
34802,['Arts', 'Computers', 'Society', 'Health'],['Arts']
7611,['Recreation', 'Business', 'Reference', 'Health'],['Recreation']
42095,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
11680,['Shopping', 'Arts', 'Sports', 'Games'],['Arts']
17789,['Business', 'Sports', 'Society', 'Computers'],['Games']
49238,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
11869,['Sports', 'Society', 'Science', 'Health'],['Sports']
40260,['Shopping', 'Computers', 'Sports', 'Society'],['Shopping']
47764,['Business', 'Recreation', 'Health', 'Society'],['Business']
8617,['Shopping', 'Sports', 'Society', 'Arts'],['Shopping']
40827,['Society', 'Arts', 'Sports', 'Reference'],['Reference', 'Arts']
50563,['Computers', 'Recreation', 'Business', 'Sports'],['Adult', 'Games']
2822,['Business', 'Adult', 'Reference', 'Games'],['Adult']
51248,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
49639,['Health', 'Society', 'Arts', 'Sports'],['Health']
40033,['Shopping', 'Society', 'Health', 'Sports'],['Arts']
58543,['Shopping', 'Recreation', 'Arts', 'Sports'],['Shopping']
42054,['Business', 'Science', 'Arts', 'Health'],['Adult']
30318,['Sports', 'Society', 'Recreation', 'Health'],['Sports']
33216,['Adult', 'Games', 'Sports', 'Society'],['Adult']
39237,['Health', 'Recreation', 'Arts', 'Business'],['Health']
8985,['Computers', 'Science', 'Arts', 'Recreation'],['Business']
20729,['Science', 'Computers', 'Business', 'Recreation'],['Health']
49070,['Shopping', 'Arts', 'Sports', 'Society'],['Shopping']
26266,['Arts', 'Computers', 'Business', 'Society'],['Arts']
29499,['Business', 'Recreation', 'Sports', 'Science'],['Adult']
30817,['Computers', 'Recreation', 'Arts', 'Science'],['Computers', 'Business']
11683,['Arts', 'Society', 'Reference', 'Shopping'],['Sports']
14689,['Business', 'Computers', 'Reference', 'Science'],['Business']
43178,['Health', 'Business', 'Society', 'Sports'],['Health']
17169,['Shopping', 'Sports', 'Computers', 'Society'],['Arts']
44906,['Sports', 'Reference', 'Computers', 'Society'],['Sports']
11415,['Arts', 'Sports', 'Shopping', 'Society'],['Arts']
37457,['Health', 'Shopping', 'Business', 'Sports'],['Health']
21936,['Society', 'Games', 'Business', 'Health'],['Arts']
47959,['Computers', 'Business', 'Science', 'Reference'],['Business']
49142,['Computers', 'Shopping', 'Health', 'Business'],['Shopping']
14738,['Sports', 'Shopping', 'Arts', 'Society'],['Sports']
57244,['Business', 'Society', 'Science', 'Reference'],['Business']
47616,['Shopping', 'Arts', 'Sports', 'Recreation'],['Arts']
1183,['Business', 'Computers', 'Reference', 'Arts'],['Business']
51243,['Health', 'Games', 'Computers', 'Sports'],['Health']
32271,['Health', 'Arts', 'Society', 'Science'],['Society']
2481,['Recreation', 'Health', 'Business', 'Shopping'],['Society']
2026,['Health', 'Sports', 'Shopping', 'Arts'],['Health']
59207,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
58351,['Adult', 'Health', 'Reference', 'Computers'],['Adult']
53466,['Sports', 'Arts', 'Society', 'Shopping'],['Sports']
49351,['Arts', 'Society', 'Reference', 'Computers'],['Arts']
16007,['Society', 'Arts', 'Sports', 'Reference'],['Health']
40698,['Adult', 'Recreation', 'Society', 'Shopping'],['Adult']
43629,['Sports', 'Shopping', 'Society', 'Business'],['Sports']
9932,['Recreation', 'Business', 'Computers', 'Society'],['Recreation']
51366,['Health', 'Business', 'Arts', 'Society'],['Business']
21845,['Business', 'Computers', 'Society', 'Recreation'],['Sports']
23063,['Health', 'Business', 'Sports', 'Computers'],['Health']
50620,['Business', 'Sports', 'Games', 'Society'],['Adult']
30437,['Recreation', 'Arts', 'Shopping', 'Science'],['Recreation']
36115,['Society', 'Health', 'Shopping', 'Arts'],['Health']
53142,['Shopping', 'Computers', 'Sports', 'Society'],['Shopping']
25394,['Sports', 'Society', 'Computers', 'Arts'],['Sports']
17500,['Business', 'Shopping', 'Science', 'Reference'],['Health']
3992,['Business', 'Shopping', 'Recreation', 'Arts'],['Adult']
43509,['Sports', 'Health', 'Society', 'Games'],['Sports']
31913,['Arts', 'Society', 'Health', 'Sports'],['Arts']
43639,['Recreation', 'Science', 'Society', 'Arts'],['Recreation']
22248,['Business', 'Shopping', 'Recreation', 'Health'],['Adult']
2393,['Adult', 'Recreation', 'Science', 'Reference'],['Adult']
22424,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
12140,['Arts', 'Recreation', 'Health', 'Games'],['Adult']
54681,['Sports', 'Computers', 'Business', 'Society'],['Shopping']
42898,['Shopping', 'Business', 'Sports', 'Computers'],['Shopping']
1611,['Arts', 'Computers', 'Sports', 'Society'],['Arts']
47932,['Computers', 'Business', 'Science', 'Shopping'],['Health']
14634,['Recreation', 'Business', 'Shopping', 'Science'],['Business']
22494,['Recreation', 'Computers', 'Shopping', 'Health'],['Recreation']
57423,['Computers', 'Sports', 'Society', 'Recreation'],['Health']
57233,['Business', 'Recreation', 'Science', 'Computers'],['Business']
21902,['Shopping', 'Computers', 'Sports', 'Business'],['Shopping']
36242,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
44022,['Arts', 'Adult', 'Sports', 'Society'],['Arts']
30935,['Business', 'Shopping', 'Science', 'Reference'],['Shopping', 'Business']
27332,['Recreation', 'Science', 'Arts', 'Reference'],['Recreation']
2964,['Adult', 'Recreation', 'Arts', 'Sports'],['Adult']
50541,['Shopping', 'Reference', 'Business', 'Sports'],['Shopping']
26342,['Arts', 'Recreation', 'Business', 'Shopping'],['Arts']
645,['Recreation', 'Science', 'Reference', 'Computers'],['Recreation']
9090,['Recreation', 'Adult', 'Shopping', 'Health'],['Adult']
10164,['Computers', 'Business', 'Society', 'Shopping'],['Business']
46388,['Arts', 'Reference', 'Health', 'Games'],['Arts']
22543,['Adult', 'Arts', 'Reference', 'Sports'],['Adult']
12189,['Sports', 'Reference', 'Games', 'Society'],['Sports']
20570,['Shopping', 'Arts', 'Sports', 'Society'],['Shopping']
36161,['Shopping', 'Business', 'Society', 'Recreation'],['Arts']
48583,['Recreation', 'Arts', 'Sports', 'Shopping'],['Recreation']
11543,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4342,['Recreation', 'Arts', 'Society', 'Reference'],['Arts']
49850,['Games', 'Arts', 'Sports', 'Society'],['Health']
14879,['Recreation', 'Society', 'Science', 'Health'],['Recreation']
29796,['Business', 'Computers', 'Sports', 'Society'],['Business']
27817,['Sports', 'Games', 'Science', 'Society'],['Sports']
38514,['Arts', 'Sports', 'Health', 'Recreation'],['Arts']
28359,['Recreation', 'Adult', 'Society', 'Reference'],['Adult']
51249,['Society', 'Health', 'Arts', 'Recreation'],['Health']
9858,['Health', 'Society', 'Sports', 'Games'],['Health']
53399,['Shopping', 'Computers', 'Business', 'Arts'],['Shopping']
13762,['Shopping', 'Society', 'Business', 'Arts'],['Shopping']
38603,['Sports', 'Arts', 'Science', 'Adult'],['Sports']
41389,['Sports', 'Arts', 'Society', 'Shopping'],['Sports']
31124,['Society', 'Games', 'Arts', 'Recreation'],['Arts']
53665,['Health', 'Sports', 'Arts', 'Society'],['Health']
24406,['Business', 'Shopping', 'Recreation', 'Health'],['Business']
19004,['Recreation', 'Arts', 'Science', 'Reference'],['Recreation']
829,['Sports', 'Society', 'Arts', 'Recreation'],['Health']
15417,['Society', 'Health', 'Business', 'Shopping'],['Health']
15609,['Shopping', 'Business', 'Adult', 'Sports'],['Shopping']
1607,['Adult', 'Recreation', 'Computers', 'Sports'],['Adult']
53678,['Recreation', 'Business', 'Shopping', 'Science'],['Business']
26409,['Arts', 'Recreation', 'Business', 'Reference'],['Recreation']
45999,['Society', 'Computers', 'Business', 'Recreation'],['Arts']
27963,['Sports', 'Business', 'Society', 'Recreation'],['Sports']
52033,['Sports', 'Shopping', 'Health', 'Computers'],['Sports']
51001,['Recreation', 'Games', 'Shopping', 'Health'],['Business']
25381,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
29394,['Arts', 'Sports', 'Society', 'Recreation'],['Arts']
57762,['Shopping', 'Society', 'Adult', 'Sports'],['Shopping']
11006,['Health', 'Society', 'Sports', 'Shopping'],['Health']
6604,['Recreation', 'Adult', 'Health', 'Computers'],['Adult']
2335,['Games', 'Arts', 'Sports', 'Shopping'],['Arts']
50497,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
36794,['Arts', 'Adult', 'Science', 'Health'],['Adult']
58473,['Adult', 'Science', 'Business', 'Arts'],['Adult']
8430,['Sports', 'Games', 'Society', 'Business'],['Sports']
7462,['Shopping', 'Society', 'Business', 'Arts'],['Shopping']
53964,['Health', 'Sports', 'Society', 'Shopping'],['Health']
52825,['Science', 'Business', 'Shopping', 'Recreation'],['Recreation']
23790,['Arts', 'Sports', 'Society', 'Science'],['Arts']
38858,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
58902,['Sports', 'Business', 'Society', 'Shopping'],['Sports']
28379,['Arts', 'Computers', 'Sports', 'Society'],['Arts']
5391,['Computers', 'Science', 'Business', 'Reference'],['Recreation']
11837,['Health', 'Shopping', 'Sports', 'Society'],['Health']
30931,['Business', 'Sports', 'Science', 'Recreation'],['Business']
49281,['Adult', 'Health', 'Sports', 'Society'],['Adult']
38504,['Business', 'Computers', 'Society', 'Arts'],['Business']
24076,['Adult', 'Recreation', 'Sports', 'Society'],['Adult']
54339,['Computers', 'Society', 'Reference', 'Health'],['Arts']
52350,['Business', 'Games', 'Society', 'Health'],['Business']
10692,['Business', 'Sports', 'Shopping', 'Science'],['Health']
33705,['Business', 'Shopping', 'Health', 'Arts'],['Health']
40533,['Business', 'Arts', 'Shopping', 'Science'],['Business']
5697,['Adult', 'Health', 'Games', 'Arts'],['Adult']
22591,['Sports', 'Society', 'Computers', 'Shopping'],['Health']
41919,['Society', 'Sports', 'Health', 'Shopping'],['Arts']
22452,['Business', 'Science', 'Reference', 'Recreation'],['Business']
27254,['Sports', 'Society', 'Arts', 'Shopping'],['Sports']
8122,['Health', 'Business', 'Sports', 'Society'],['Health']
27197,['Recreation', 'Science', 'Society', 'Games'],['Recreation']
37334,['Shopping', 'Sports', 'Recreation', 'Games'],['Shopping']
51486,['Business', 'Computers', 'Health', 'Reference'],['Business']
57060,['Science', 'Recreation', 'Business', 'Reference'],['Recreation']
30891,['Business', 'Shopping', 'Reference', 'Recreation'],['Business']
40676,['Recreation', 'Business', 'Shopping', 'Science'],['Recreation']
30802,['Shopping', 'Recreation', 'Games', 'Business'],['Shopping']
30494,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
7289,['Shopping', 'Arts', 'Sports', 'Society'],['Shopping']
15562,['Recreation', 'Business', 'Health', 'Games'],['Business']
30347,['Games', 'Recreation', 'Computers', 'Sports'],['Adult']
6946,['Arts', 'Business', 'Society', 'Shopping'],['Shopping']
8477,['Arts', 'Sports', 'Society', 'Business'],['Arts']
30744,['Shopping', 'Society', 'Computers', 'Sports'],['Shopping']
10609,['Shopping', 'Games', 'Society', 'Arts'],['Sports']
42635,['Recreation', 'Science', 'Computers', 'Games'],['Recreation']
341,['Shopping', 'Reference', 'Health', 'Games'],['Adult']
45581,['Recreation', 'Reference', 'Computers', 'Arts'],['Recreation']
28986,['Sports', 'Society', 'Arts', 'Shopping'],['Sports']
6390,['Health', 'Society', 'Sports', 'Shopping'],['Health']
19914,['Shopping', 'Computers', 'Society', 'Business'],['Shopping']
29003,['Arts', 'Recreation', 'Computers', 'Reference'],['Arts']
12280,['Sports', 'Business', 'Recreation', 'Shopping'],['Sports']
47403,['Society', 'Reference', 'Health', 'Business'],['Arts']
29597,['Business', 'Shopping', 'Recreation', 'Health'],['Business']
8928,['Shopping', 'Society', 'Business', 'Sports'],['Shopping']
25482,['Recreation', 'Games', 'Business', 'Science'],['Recreation']
45676,['Computers', 'Recreation', 'Health', 'Reference'],['Business']
1793,['Science', 'Computers', 'Shopping', 'Business'],['Business']
30725,['Recreation', 'Shopping', 'Science', 'Reference'],['Recreation']
2686,['Society', 'Shopping', 'Adult', 'Health'],['Shopping']
37568,['Arts', 'Shopping', 'Business', 'Health'],['Arts']
16562,['Arts', 'Shopping', 'Society', 'Reference'],['Arts']
16768,['Adult', 'Reference', 'Recreation', 'Health'],['Adult']
44649,['Arts', 'Health', 'Computers', 'Science'],['Recreation']
39486,['Business', 'Games', 'Shopping', 'Recreation'],['Business']
10156,['Shopping', 'Arts', 'Sports', 'Society'],['Shopping']
28804,['Recreation', 'Health', 'Science', 'Reference'],['Recreation']
34606,['Shopping', 'Arts', 'Sports', 'Science'],['Arts']
2182,['Business', 'Science', 'Recreation', 'Health'],['Business']
58331,['Health', 'Business', 'Sports', 'Games'],['Health']
10674,['Recreation', 'Science', 'Health', 'Adult'],['Adult']
27174,['Computers', 'Science', 'Recreation', 'Health'],['Computers']
51529,['Computers', 'Shopping', 'Sports', 'Society'],['Health']
7534,['Computers', 'Science', 'Reference', 'Recreation'],['Computers']
185,['Shopping', 'Arts', 'Society', 'Health'],['Shopping']
32419,['Adult', 'Shopping', 'Recreation', 'Arts'],['Adult']
29624,['Sports', 'Society', 'Health', 'Shopping'],['Sports']
2062,['Recreation', 'Business', 'Health', 'Games'],['Adult']
2360,['Business', 'Recreation', 'Games', 'Computers'],['Recreation']
14603,['Adult', 'Health', 'Business', 'Sports'],['Adult']
27569,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
24071,['Adult', 'Recreation', 'Reference', 'Computers'],['Adult']
58527,['Shopping', 'Arts', 'Sports', 'Society'],['Sports']
1934,['Shopping', 'Society', 'Science', 'Computers'],['Shopping']
10223,['Business', 'Adult', 'Recreation', 'Reference'],['Adult']
35001,['Sports', 'Society', 'Games', 'Shopping'],['Sports']
15774,['Society', 'Sports', 'Health', 'Shopping'],['Arts']
57713,['Health', 'Shopping', 'Society', 'Reference'],['Health']
42895,['Science', 'Business', 'Reference', 'Recreation'],['Recreation']
45715,['Recreation', 'Computers', 'Science', 'Shopping'],['Computers']
32629,['Recreation', 'Business', 'Shopping', 'Science'],['Recreation']
47698,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
3022,['Science', 'Recreation', 'Games', 'Computers'],['Computers']
54013,['Adult', 'Science', 'Health', 'Computers'],['Adult']
4148,['Science', 'Health', 'Business', 'Recreation'],['Computers']
5942,['Shopping', 'Society', 'Games', 'Recreation'],['Shopping']
50771,['Sports', 'Society', 'Arts', 'Shopping'],['Sports']
22528,['Arts', 'Science', 'Health', 'Computers'],['Arts']
31039,['Sports', 'Business', 'Shopping', 'Arts'],['Sports']
23166,['Business', 'Games', 'Science', 'Recreation'],['Adult']
27108,['Reference', 'Science', 'Shopping', 'Recreation'],['Recreation']
27545,['Shopping', 'Business', 'Computers', 'Arts'],['Shopping']
36621,['Arts', 'Business', 'Reference', 'Adult'],['Arts']
42675,['Shopping', 'Society', 'Sports', 'Science'],['Shopping']
12418,['Sports', 'Games', 'Business', 'Arts'],['Sports']
29754,['Health', 'Society', 'Shopping', 'Recreation'],['Health']
4137,['Shopping', 'Sports', 'Health', 'Society'],['Sports']
52029,['Society', 'Computers', 'Business', 'Recreation'],['Health']
34799,['Computers', 'Health', 'Games', 'Adult'],['Computers']
15749,['Computers', 'Recreation', 'Health', 'Games'],['Computers']
57791,['Recreation', 'Games', 'Science', 'Computers'],['Recreation']
11123,['Shopping', 'Business', 'Recreation', 'Games'],['Arts']
52547,['Computers', 'Science', 'Reference', 'Arts'],['Computers']
47777,['Health', 'Society', 'Adult', 'Sports'],['Health']
10846,['Health', 'Arts', 'Society', 'Adult'],['Health']
153,['Health', 'Society', 'Recreation', 'Sports'],['Health']
47397,['Society', 'Shopping', 'Business', 'Sports'],['Arts']
6293,['Science', 'Computers', 'Business', 'Sports'],['Computers']
5529,['Adult', 'Recreation', 'Games', 'Arts'],['Adult']
29894,['Computers', 'Society', 'Recreation', 'Games'],['Arts']
54041,['Adult', 'Shopping', 'Science', 'Recreation'],['Adult']
59221,['Computers', 'Reference', 'Recreation', 'Arts'],['Computers']
57178,['Shopping', 'Society', 'Reference', 'Health'],['Shopping']
38249,['Sports', 'Reference', 'Society', 'Shopping'],['Sports']
38020,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
43169,['Shopping', 'Society', 'Sports', 'Games'],['Shopping']
33376,['Sports', 'Arts', 'Shopping', 'Recreation'],['Sports']
23961,['Arts', 'Business', 'Shopping', 'Reference'],['Arts']
24701,['Sports', 'Society', 'Arts', 'Shopping'],['Arts']
21727,['Sports', 'Arts', 'Society', 'Recreation'],['Health']
45260,['Health', 'Society', 'Sports', 'Shopping'],['Health']
3885,['Society', 'Health', 'Sports', 'Games'],['Health']
285,['Shopping', 'Recreation', 'Games', 'Computers'],['Shopping']
46555,['Computers', 'Games', 'Reference', 'Business'],['Computers']
32655,['Business', 'Computers', 'Recreation', 'Arts'],['Adult']
10551,['Arts', 'Recreation', 'Society', 'Reference'],['Recreation']
58857,['Shopping', 'Sports', 'Computers', 'Arts'],['Shopping']
51716,['Arts', 'Health', 'Society', 'Reference'],['Adult']
13376,['Recreation', 'Business', 'Reference', 'Computers'],['Adult']
21686,['Society', 'Adult', 'Sports', 'Recreation'],['Shopping']
35456,['Shopping', 'Computers', 'Arts', 'Sports'],['Shopping']
8357,['Recreation', 'Reference', 'Computers', 'Adult'],['Recreation']
31182,['Shopping', 'Arts', 'Society', 'Games'],['Shopping']
36316,['Recreation', 'Games', 'Sports', 'Society'],['Health']
15747,['Computers', 'Science', 'Games', 'Adult'],['Computers']
28380,['Society', 'Science', 'Health', 'Adult'],['Health']
38894,['Recreation', 'Reference', 'Computers', 'Business'],['Recreation']
54531,['Health', 'Society', 'Shopping', 'Recreation'],['Health']
36105,['Shopping', 'Society', 'Sports', 'Science'],['Shopping']
22877,['Computers', 'Business', 'Science', 'Reference'],['Computers']
15383,['Sports', 'Society', 'Business', 'Shopping'],['Health']
34487,['Science', 'Health', 'Computers', 'Reference'],['Computers']
52726,['Recreation', 'Science', 'Reference', 'Computers'],['Recreation']
41094,['Sports', 'Society', 'Arts', 'Computers'],['Sports']
33878,['Recreation', 'Games', 'Business', 'Society'],['Recreation']
30263,['Shopping', 'Business', 'Society', 'Health'],['Shopping']
36454,['Sports', 'Games', 'Science', 'Health'],['Sports']
50240,['Arts', 'Society', 'Sports', 'Shopping'],['Arts']
55117,['Science', 'Computers', 'Health', 'Games'],['Computers']
35669,['Health', 'Business', 'Arts', 'Sports'],['Arts']
33232,['Society', 'Computers', 'Business', 'Science'],['Science']
21940,['Recreation', 'Arts', 'Sports', 'Business'],['Recreation']
13099,['Sports', 'Science', 'Adult', 'Society'],['Recreation']
27379,['Adult', 'Recreation', 'Business', 'Shopping'],['Adult']
46417,['Shopping', 'Health', 'Games', 'Sports'],['Shopping']
41749,['Sports', 'Arts', 'Society', 'Shopping'],['Sports']
12973,['Shopping', 'Sports', 'Society', 'Games'],['Arts']
47269,['Sports', 'Arts', 'Society', 'Games'],['Arts']
44695,['Society', 'Business', 'Computers', 'Arts'],['Society', 'Science']
43926,['Business', 'Shopping', 'Games', 'Arts'],['Recreation']
13468,['Shopping', 'Sports', 'Arts', 'Adult'],['Sports']
39586,['Sports', 'Shopping', 'Computers', 'Business'],['Arts']
34846,['Shopping', 'Society', 'Recreation', 'Health'],['Shopping']
34566,['Society', 'Shopping', 'Business', 'Sports'],['Recreation']
42375,['Sports', 'Shopping', 'Arts', 'Society'],['Sports']
53822,['Shopping', 'Society', 'Computers', 'Sports'],['Shopping']
13296,['Arts', 'Computers', 'Sports', 'Science'],['Arts']
23021,['Recreation', 'Reference', 'Health', 'Games'],['Adult']
7556,['Arts', 'Recreation', 'Society', 'Shopping'],['Reference']
33113,['Shopping', 'Sports', 'Health', 'Society'],['Science']
58238,['Health', 'Sports', 'Society', 'Shopping'],['Science']
23123,['Recreation', 'Arts', 'Science', 'Health'],['Recreation']
51804,['Computers', 'Recreation', 'Science', 'Health'],['Computers']
30451,['Recreation', 'Science', 'Reference', 'Health'],['Computers']
35418,['Society', 'Health', 'Sports', 'Arts'],['Arts']
45610,['Adult', 'Arts', 'Recreation', 'Computers'],['Adult']
22753,['Sports', 'Arts', 'Society', 'Shopping'],['Sports']
44726,['Sports', 'Shopping', 'Society', 'Recreation'],['Sports']
1799,['Society', 'Business', 'Recreation', 'Sports'],['Reference']
39301,['Shopping', 'Society', 'Health', 'Business'],['Shopping']
26121,['Computers', 'Sports', 'Recreation', 'Society'],['Computers']
4134,['Recreation', 'Arts', 'Society', 'Games'],['Recreation']
10640,['Recreation', 'Health', 'Games', 'Reference'],['Recreation']
6090,['Society', 'Sports', 'Science', 'Recreation'],['Recreation']
57480,['Shopping', 'Society', 'Sports', 'Science'],['Recreation']
54637,['Shopping', 'Society', 'Recreation', 'Science'],['Recreation']
28795,['Society', 'Arts', 'Shopping', 'Health'],['Arts']
6830,['Recreation', 'Computers', 'Business', 'Arts'],['Adult']
32550,['Society', 'Business', 'Shopping', 'Science'],['Recreation']
46691,['Computers', 'Business', 'Science', 'Reference'],['Computers', 'Science']
4566,['Sports', 'Society', 'Shopping', 'Games'],['Sports']
12430,['Computers', 'Business', 'Recreation', 'Reference'],['Computers']
11417,['Computers', 'Science', 'Business', 'Society'],['Computers']
50419,['Games', 'Computers', 'Sports', 'Society'],['Arts']
38384,['Sports', 'Society', 'Shopping', 'Games'],['Sports']
49924,['Adult', 'Recreation', 'Games', 'Computers'],['Adult']
4847,['Shopping', 'Health', 'Arts', 'Recreation'],['Shopping']
16341,['Recreation', 'Games', 'Sports', 'Science'],['Recreation']
9797,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
47819,['Health', 'Business', 'Science', 'Computers'],['Computers']
10084,['Arts', 'Health', 'Sports', 'Society'],['Arts']
16520,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
41401,['Business', 'Sports', 'Society', 'Shopping'],['Sports']
25766,['Sports', 'Business', 'Arts', 'Shopping'],['Arts']
1834,['Shopping', 'Adult', 'Health', 'Business'],['Shopping']
15309,['Sports', 'Society', 'Computers', 'Business'],['Sports']
45516,['Adult', 'Health', 'Reference', 'Games'],['Adult']
8348,['Arts', 'Recreation', 'Shopping', 'Science'],['Recreation']
48006,['Recreation', 'Adult', 'Science', 'Reference'],['Adult']
12289,['Sports', 'Computers', 'Society', 'Shopping'],['Arts']
27007,['Society', 'Shopping', 'Business', 'Sports'],['Recreation']
58369,['Shopping', 'Society', 'Science', 'Arts'],['Shopping']
21725,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
