ref id,Predicted,Actual
0,['Adult', 'Science', 'Arts', 'Sports'],['Adult']
42433,['Sports', 'Society', 'Shopping', 'Games'],['Sports']
8376,['Recreation', 'Business', 'Shopping', 'Science'],['Business']
42437,['Sports', 'Society', 'Recreation', 'Games'],['Sports']
8378,['Health', 'Recreation', 'Business', 'Reference'],['Business']
8379,['Business', 'Arts', 'Recreation', 'News'],['Business']
8383,['Science', 'Health', 'Reference', 'Recreation'],['Business', 'Society']
8384,['Business', 'Reference', 'Recreation', 'News'],['Business']
8389,['Business', 'Computers', 'Science', 'Recreation'],['Business']
42450,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8394,['Business', 'News', 'Computers', 'Arts'],['Business']
42456,['Sports', 'Society', 'Science', 'Recreation'],['Sports']
8400,['Business', 'Recreation', 'Shopping', 'Reference'],['Business']
8402,['Business', 'Shopping', 'News', 'Games'],['Business']
42463,['Sports', 'Shopping', 'Recreation', 'Society'],['Sports']
42466,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8408,['Business', 'Home', 'Arts', 'Science'],['Business']
8409,['Business', 'Recreation', 'Home', 'Health'],['Business']
8412,['Business', 'Computers', 'Games', 'Sports'],['Business']
8413,['Arts', 'Recreation', 'Home', 'Computers'],['Business', 'Home']
8415,['Computers', 'Business', 'Games', 'Sports'],['Business']
42478,['Sports', 'Computers', 'Society', 'Shopping'],['Sports']
8419,['Business', 'Science', 'Recreation', 'News'],['Business']
42482,['Sports', 'Business', 'Health', 'Shopping'],['Sports']
8435,['Business', 'Shopping', 'Recreation', 'Computers'],['Business']
8449,['Business', 'Health', 'Science', 'Arts'],['Business']
8450,['Business', 'Recreation', 'Home', 'Games'],['Business']
42512,['Sports', 'Adult', 'Society', 'News'],['Sports']
42513,['Sports', 'Adult', 'Health', 'Society'],['Sports']
42525,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8473,['Business', 'Health', 'Computers', 'Sports'],['Business']
42535,['Business', 'Sports', 'Health', 'Society'],['Sports']
42538,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8483,['Science', 'Business', 'Computers', 'Reference'],['Business']
8484,['Business', 'Health', 'Sports', 'Reference'],['Business']
42547,['Sports', 'Shopping', 'Computers', 'Business'],['Sports']
8487,['Science', 'Business', 'Reference', 'Home'],['Business']
8489,['Business', 'Health', 'Recreation', 'Home'],['Business']
8495,['Business', 'Computers', 'Sports', 'Society'],['Business']
42558,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
42562,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8508,['Science', 'Business', 'Arts', 'Society'],['Business']
8510,['Business', 'Health', 'Home', 'Computers'],['Business']
8513,['Computers', 'Reference', 'Adult', 'Business'],['Business']
42575,['Sports', 'News', 'Society', 'Shopping'],['Sports']
42576,['Sports', 'Health', 'Games', 'Society'],['Sports']
42582,['Sports', 'Recreation', 'Games', 'Society'],['Sports']
8523,['Business', 'Health', 'Arts', 'Reference'],['Business']
42600,['Sports', 'Shopping', 'Business', 'Society'],['Sports']
42603,['Sports', 'Society', 'Recreation', 'Games'],['Sports']
8543,['Business', 'Science', 'Reference', 'Recreation'],['Business']
42609,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8547,['Business', 'Science', 'Adult', 'Sports'],['Business']
8564,['Science', 'Business', 'Recreation', 'Health'],['Business', 'Science', 'Society']
8569,['Business', 'Science', 'Computers', 'Sports'],['Business']
8580,['Science', 'Business', 'Reference', 'Recreation'],['Business']
42646,['Sports', 'Business', 'Arts', 'Society'],['Sports']
42648,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8600,['Business', 'Recreation', 'Sports', 'Shopping'],['Business']
8601,['Business', 'Recreation', 'Shopping', 'Games'],['Business']
8602,['Computers', 'Business', 'Science', 'Reference'],['Business']
42682,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8619,['Shopping', 'Business', 'Arts', 'Recreation'],['Business']
42686,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
42688,['Sports', 'Arts', 'Society', 'Shopping'],['Sports']
8625,['Business', 'Reference', 'Recreation', 'Home'],['Business']
8627,['Shopping', 'Business', 'Science', 'Recreation'],['Business']
42692,['Sports', 'Society', 'Shopping', 'Arts'],['Sports']
8629,['Computers', 'Business', 'Recreation', 'Games'],['Business']
8632,['Business', 'Recreation', 'Computers', 'Games'],['Business']
42706,['Sports', 'Shopping', 'Games', 'Society'],['Sports']
8645,['Business', 'Sports', 'Society', 'Science'],['Business', 'Reference']
8649,['Science', 'Arts', 'Shopping', 'Recreation'],['Business']
42716,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8654,['Computers', 'Recreation', 'News', 'Arts'],['Business']
42725,['Sports', 'Health', 'Business', 'Society'],['Sports']
42726,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8664,['Games', 'Computers', 'Business', 'Reference'],['Business']
8666,['Business', 'Recreation', 'Society', 'Reference'],['Business']
8667,['Business', 'Arts', 'Recreation', 'News'],['Business']
8668,['Recreation', 'Arts', 'Sports', 'Science'],['Business']
42735,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
42736,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8675,['Computers', 'Business', 'Society', 'Science'],['Business']
42743,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
42744,['Sports', 'Science', 'Arts', 'Society'],['Sports']
42748,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8687,['Science', 'Recreation', 'Health', 'Computers'],['Business']
42755,['Sports', 'Shopping', 'Computers', 'Society'],['Sports']
42756,['Sports', 'Shopping', 'Recreation', 'Home'],['Sports']
8692,['Business', 'Science', 'Home', 'Sports'],['Business']
8700,['Health', 'Business', 'Sports', 'Society'],['Business']
8709,['Computers', 'Business', 'Science', 'Reference'],['Business']
42774,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
42782,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
42786,['Sports', 'Society', 'Recreation', 'Health'],['Sports']
42789,['Sports', 'Shopping', 'Health', 'Society'],['Sports']
8726,['Business', 'Reference', 'Home', 'Shopping'],['Business']
8733,['Business', 'Reference', 'Home', 'Computers'],['Business']
8742,['Business', 'Recreation', 'Society', 'Science'],['Business']
42813,['Sports', 'Games', 'Computers', 'Business'],['Sports']
42826,['Sports', 'Business', 'Health', 'Games'],['Sports']
8763,['Business', 'Sports', 'Health', 'Society'],['Business']
42838,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
42841,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8779,['Business', 'Arts', 'Computers', 'Recreation'],['Business']
8786,['Science', 'Health', 'Society', 'Home'],['Business']
42855,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
8790,['Science', 'Recreation', 'Business', 'Reference'],['Business']
8796,['Business', 'Computers', 'Health', 'Science'],['Business']
42869,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8804,['Business', 'Shopping', 'Recreation', 'Health'],['Business']
42873,['Sports', 'Arts', 'Society', 'Shopping'],['Sports']
42874,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
42879,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
8814,['Business', 'Science', 'Computers', 'News'],['Business']
42883,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
42891,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8828,['Business', 'Health', 'Computers', 'Recreation'],['Business']
8832,['Recreation', 'Science', 'News', 'Health'],['Business']
8841,['Computers', 'Business', 'Health', 'Arts'],['Business']
42911,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
42912,['Sports', 'Health', 'Society', 'Shopping'],['Sports']
8852,['Health', 'Business', 'Science', 'Recreation'],['Business']
42924,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
42937,['Sports', 'Adult', 'Recreation', 'Society'],['Sports']
8872,['Business', 'Sports', 'Science', 'Reference'],['Business']
42940,['Computers', 'Business', 'Society', 'Health'],['Sports']
8877,['Business', 'Science', 'Home', 'News'],['Business']
8882,['Recreation', 'Shopping', 'News', 'Computers'],['Business']
8886,['Business', 'Sports', 'Society', 'Shopping'],['Business']
8888,['Business', 'Computers', 'Science', 'Reference'],['Business']
8895,['Business', 'Reference', 'Computers', 'News'],['Business']
8896,['Arts', 'Sports', 'Recreation', 'Home'],['Business']
42966,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
42972,['Sports', 'Shopping', 'News', 'Business'],['Sports']
8911,['Business', 'Computers', 'Shopping', 'Recreation'],['Business']
8921,['Business', 'Computers', 'Science', 'Recreation'],['Business', 'News']
42988,['Society', 'Recreation', 'Sports', 'Shopping'],['Sports']
42990,['Shopping', 'Society', 'Recreation', 'Business'],['Sports']
8942,['Business', 'Science', 'News', 'Sports'],['Business']
43012,['Sports', 'Society', 'Shopping', 'Business'],['Sports']
8946,['Business', 'Health', 'Games', 'Society'],['Business']
8949,['Business', 'Computers', 'Reference', 'Sports'],['Business']
8950,['Computers', 'Recreation', 'Health', 'Science'],['Business', 'Computers']
43021,['Sports', 'Health', 'Society', 'Science'],['Sports']
8953,['Business', 'Recreation', 'News', 'Home'],['Business']
8956,['Computers', 'News', 'Reference', 'Recreation'],['Business']
43026,['Sports', 'Society', 'Shopping', 'Games'],['Sports']
43032,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
43042,['Sports', 'Arts', 'Society', 'Health'],['Sports']
43056,['Sports', 'Arts', 'Society', 'Recreation'],['Sports']
43057,['Sports', 'Computers', 'Business', 'Shopping'],['Sports']
8990,['Business', 'Computers', 'Science', 'Sports'],['Business']
43059,['Shopping', 'Business', 'Arts', 'Sports'],['Sports']
8993,['Business', 'Recreation', 'Games', 'Computers'],['Business']
43066,['Shopping', 'Sports', 'Science', 'Recreation'],['Sports']
43067,['Sports', 'Arts', 'Society', 'Science'],['Sports']
9006,['Business', 'Computers', 'Recreation', 'Home'],['Business']
43079,['Society', 'Sports', 'Adult', 'Science'],['Sports']
43081,['Sports', 'Shopping', 'Arts', 'Health'],['Sports']
43083,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
43084,['Shopping', 'Society', 'Sports', 'Recreation'],['Sports']
43090,['Sports', 'Shopping', 'Business', 'Society'],['Sports']
43092,['Shopping', 'Society', 'Business', 'Sports'],['Sports']
43108,['Sports', 'Health', 'Society', 'Recreation'],['Sports']
9044,['Business', 'News', 'Arts', 'Sports'],['Business']
9046,['Computers', 'Business', 'Science', 'Sports'],['Business']
9049,['Games', 'Shopping', 'Science', 'Recreation'],['Business', 'Computers']
9059,['Science', 'Computers', 'Shopping', 'Recreation'],['Business']
43132,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
43137,['Sports', 'Shopping', 'Arts', 'Society'],['Sports']
43139,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
9072,['Business', 'Computers', 'Arts', 'Recreation'],['Business']
43141,['Sports', 'Society', 'Business', 'Shopping'],['Sports']
9076,['News', 'Society', 'Science', 'Home'],['Business']
9077,['Arts', 'Recreation', 'Business', 'Sports'],['Business']
9083,['Business', 'News', 'Home', 'Health'],['Business']
43154,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
43155,['Sports', 'Home', 'Shopping', 'Computers'],['Sports']
43162,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
9093,['Business', 'Science', 'Health', 'Computers'],['Business']
9096,['Recreation', 'Business', 'Arts', 'Reference'],['Business']
9099,['Recreation', 'Computers', 'Business', 'Science'],['Business']
43183,['Sports', 'Society', 'Home', 'Health'],['Sports']
9117,['Business', 'Reference', 'News', 'Games'],['Business']
9118,['Society', 'Computers', 'Arts', 'Science'],['Business']
43195,['Society', 'Business', 'Recreation', 'Health'],['Sports']
9127,['Shopping', 'Arts', 'Sports', 'Home'],['Business']
43201,['Sports', 'Society', 'Business', 'Health'],['Sports']
9131,['Reference', 'Business', 'Shopping', 'Recreation'],['Business']
9133,['Business', 'Recreation', 'Health', 'Computers'],['Business']
43204,['Sports', 'Recreation', 'Business', 'Adult'],['Sports']
43207,['Sports', 'Society', 'Shopping', 'Arts'],['Sports']
43211,['Sports', 'Business', 'Society', 'Recreation'],['Sports']
9143,['Business', 'Shopping', 'Recreation', 'Home'],['Business']
43221,['Sports', 'Society', 'Shopping', 'Health'],['Sports']
9151,['Business', 'Recreation', 'Sports', 'News'],['Business']
9156,['Business', 'Arts', 'Recreation', 'Sports'],['Business']
43233,['Sports', 'Shopping', 'Society', 'Recreation'],['Sports']
9163,['Computers', 'Business', 'Shopping', 'Reference'],['Business']
43234,['Sports', 'Games', 'Society', 'Recreation'],['Sports']
9168,['Shopping', 'Science', 'Home', 'Arts'],['Business']
9172,['News', 'Computers', 'Science', 'Business'],['Business']
9183,['Arts', 'Recreation', 'Computers', 'Society'],['Business']
43257,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
9191,['Business', 'Science', 'Society', 'Reference'],['Business']
9192,['Science', 'Recreation', 'Business', 'Shopping'],['Business']
43264,['Sports', 'Arts', 'Society', 'Recreation'],['Sports']
43268,['Sports', 'Shopping', 'Reference', 'Recreation'],['Sports']
9200,['Recreation', 'Computers', 'Science', 'Health'],['Business']
43274,['Sports', 'Society', 'Arts', 'Shopping'],['Sports']
9217,['Reference', 'Health', 'Business', 'News'],['Business']
43292,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
9229,['Business', 'Computers', 'Sports', 'Shopping'],['Business']
43309,['Sports', 'Society', 'Shopping', 'Reference'],['Sports']
9238,['Business', 'Computers', 'Science', 'Recreation'],['Business']
9240,['Business', 'Arts', 'Sports', 'Shopping'],['Business']
9247,['Arts', 'Recreation', 'Games', 'Business'],['Business', 'Recreation']
43323,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
9253,['Business', 'Health', 'Recreation', 'Sports'],['Business']
9266,['Business', 'Computers', 'Arts', 'Recreation'],['Business']
9269,['Recreation', 'Society', 'Arts', 'Computers'],['Recreation']
9276,['Arts', 'Recreation', 'Shopping', 'Games'],['Recreation']
43350,['Sports', 'Society', 'Shopping', 'Home'],['Sports']
43351,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
9285,['Arts', 'Science', 'Games', 'Society'],['Recreation']
43359,['Sports', 'Shopping', 'Games', 'Society'],['Sports']
43360,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
9290,['Recreation', 'Games', 'Arts', 'Shopping'],['Recreation']
43364,['Sports', 'Society', 'News', 'Computers'],['Sports']
9292,['Arts', 'Home', 'Recreation', 'Games'],['Recreation']
9296,['Recreation', 'Business', 'Reference', 'Home'],['Recreation']
9298,['Arts', 'Recreation', 'Business', 'Shopping'],['Recreation']
9300,['Recreation', 'Business', 'Shopping', 'Science'],['Recreation']
43373,['Society', 'Business', 'Recreation', 'Sports'],['Sports']
9305,['Games', 'Shopping', 'Science', 'Reference'],['Recreation']
43383,['Society', 'Sports', 'Shopping', 'Science'],['Reference']
9309,['Recreation', 'Computers', 'Business', 'Home'],['Recreation']
43384,['Society', 'News', 'Shopping', 'Recreation'],['News']
43386,['Society', 'Shopping', 'Sports', 'Reference'],['Reference']
43390,['Computers', 'Home', 'Business', 'Sports'],['Sports']
9343,['Science', 'Recreation', 'Business', 'Reference'],['Business']
43421,['Society', 'Business', 'Adult', 'Sports'],['Adult']
9349,['Business', 'Recreation', 'Science', 'Reference'],['Business']
9351,['Business', 'Science', 'Recreation', 'Sports'],['Business']
9353,['Business', 'Society', 'Recreation', 'Home'],['Business']
9356,['Health', 'Business', 'Shopping', 'Recreation'],['Business']
43434,['Society', 'Sports', 'Recreation', 'Computers'],['Adult']
43438,['Sports', 'Society', 'Arts', 'Adult'],['Adult']
9364,['Business', 'Health', 'Society', 'News'],['Business']
9373,['Computers', 'Business', 'Society', 'Science'],['Business']
43456,['Adult', 'Shopping', 'Society', 'Sports'],['Adult']
9381,['Arts', 'Shopping', 'Business', 'Recreation'],['Business']
43463,['Games', 'Computers', 'Arts', 'Society'],['Adult']
9387,['Business', 'Shopping', 'Science', 'Reference'],['Business']
9388,['Business', 'Recreation', 'Computers', 'News'],['Business']
43471,['Sports', 'Shopping', 'News', 'Business'],['Adult']
9403,['Shopping', 'Home', 'Computers', 'Business'],['Business']
43503,['Adult', 'Society', 'Shopping', 'Recreation'],['Adult']
9432,['Business', 'Recreation', 'Science', 'Reference'],['Business']
43513,['Adult', 'Arts', 'Society', 'Shopping'],['Adult']
43524,['Adult', 'Society', 'Computers', 'Business'],['Adult']
43525,['Adult', 'Shopping', 'Games', 'Arts'],['Adult']
9448,['Health', 'Business', 'Recreation', 'News'],['Business']
9459,['Business', 'Arts', 'Society', 'Science'],['Business']
43543,['Computers', 'Arts', 'Society', 'Shopping'],['Arts', 'Computers']
43544,['Society', 'Shopping', 'Arts', 'Sports'],['Arts']
43548,['Shopping', 'Sports', 'Society', 'News'],['Arts', 'News']
9481,['Business', 'Recreation', 'Shopping', 'Health'],['Business']
43567,['Sports', 'Arts', 'Society', 'Recreation'],['Arts']
9493,['Business', 'Games', 'Recreation', 'Sports'],['Business']
43573,['Computers', 'Sports', 'Arts', 'Science'],['Arts']
9499,['Science', 'Business', 'Recreation', 'Arts'],['Business']
9503,['Business', 'Home', 'Health', 'Computers'],['Business']
43596,['Arts', 'Society', 'Shopping', 'Recreation'],['Arts']
9519,['Business', 'Science', 'Recreation', 'Health'],['Business']
9520,['Science', 'Games', 'Computers', 'Sports'],['Business']
43601,['Sports', 'Games', 'Arts', 'Recreation'],['Arts']
43603,['Computers', 'Sports', 'Arts', 'Shopping'],['Arts']
9529,['Recreation', 'Business', 'Sports', 'Reference'],['Business']
9533,['Health', 'Business', 'Shopping', 'Recreation'],['Business']
43616,['Computers', 'Society', 'Arts', 'Sports'],['Arts', 'Computers']
43618,['Arts', 'Sports', 'Shopping', 'Health'],['Arts']
9540,['Science', 'Recreation', 'Shopping', 'Home'],['Business']
9548,['Computers', 'Arts', 'Society', 'Science'],['Business']
9561,['News', 'Arts', 'Home', 'Business'],['Business']
43648,['Society', 'Arts', 'Recreation', 'Games'],['Arts']
43650,['Business', 'Society', 'Shopping', 'Sports'],['Business']
43652,['Society', 'Games', 'Sports', 'Shopping'],['Business', 'News']
9612,['Recreation', 'Society', 'Shopping', 'Science'],['Business']
43692,['Sports', 'Shopping', 'Computers', 'Business'],['Business', 'News']
43694,['Business', 'Shopping', 'Society', 'Arts'],['Business']
9616,['Arts', 'Reference', 'Science', 'Recreation'],['Business']
9617,['Business', 'Recreation', 'Computers', 'Health'],['Business']
9624,['Business', 'Reference', 'Recreation', 'Games'],['Business']
43705,['Business', 'Computers', 'Society', 'Arts'],['Business']
9631,['Business', 'Reference', 'Shopping', 'Recreation'],['Business']
9632,['Computers', 'Business', 'Shopping', 'Reference'],['Business']
43714,['Health', 'Business', 'Society', 'Sports'],['Business', 'Health']
43717,['Shopping', 'Business', 'Science', 'Computers'],['Business']
9643,['Business', 'Health', 'Arts', 'Science'],['Business']
9646,['Computers', 'Business', 'Shopping', 'Science'],['Business']
9659,['Business', 'Recreation', 'Science', 'Reference'],['Business']
43740,['Business', 'Shopping', 'Games', 'Computers'],['Business']
43742,['Business', 'Society', 'Shopping', 'Health'],['Business']
9670,['Reference', 'Computers', 'Business', 'Society'],['Business']
43762,['Health', 'Business', 'Society', 'Shopping'],['Business']
9684,['Computers', 'Games', 'Recreation', 'News'],['Business']
9689,['Business', 'Science', 'Health', 'Reference'],['Business']
43774,['Sports', 'Reference', 'Recreation', 'Health'],['Computers']
9694,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
9697,['Recreation', 'Business', 'Computers', 'Science'],['Business']
43780,['Games', 'Business', 'Shopping', 'Health'],['Computers']
9702,['Business', 'Computers', 'Society', 'Shopping'],['Business']
43785,['Computers', 'Business', 'Society', 'Shopping'],['Computers']
9704,['Recreation', 'Business', 'Society', 'Science'],['Business']
43789,['Computers', 'Shopping', 'Business', 'Sports'],['Computers']
43793,['Games', 'Business', 'Adult', 'Sports'],['Computers']
9727,['Computers', 'Business', 'Shopping', 'Recreation'],['Business']
9729,['Recreation', 'Health', 'Business', 'Home'],['Business']
9730,['Business', 'Health', 'Science', 'Reference'],['Business']
43811,['Shopping', 'Computers', 'Business', 'Recreation'],['Computers']
43817,['Business', 'Shopping', 'Computers', 'Health'],['Computers']
9742,['Computers', 'Home', 'Business', 'Shopping'],['Business']
9747,['Home', 'Business', 'News', 'Arts'],['Business']
9748,['Games', 'Sports', 'Science', 'Recreation'],['Business', 'Shopping']
43830,['Business', 'Shopping', 'Computers', 'Sports'],['Computers']
43831,['Computers', 'Shopping', 'Business', 'Games'],['Computers']
43840,['Shopping', 'Games', 'Society', 'Recreation'],['Computers']
9758,['Reference', 'Health', 'Business', 'News'],['Business']
43846,['Computers', 'Reference', 'Business', 'Sports'],['Computers']
43847,['Computers', 'Society', 'Shopping', 'Games'],['Computers']
43849,['Shopping', 'Computers', 'Society', 'Science'],['Computers']
43852,['Computers', 'Shopping', 'Games', 'Society'],['Computers']
43855,['Computers', 'Society', 'Business', 'Reference'],['Computers']
9773,['Shopping', 'Arts', 'Computers', 'Recreation'],['Business']
9775,['Business', 'News', 'Science', 'Recreation'],['Business']
43859,['Computers', 'Arts', 'Sports', 'Shopping'],['Computers']
43860,['Society', 'Arts', 'Science', 'News'],['Computers']
43863,['Sports', 'Reference', 'Recreation', 'Home'],['Computers']
9781,['Business', 'Computers', 'Science', 'Reference'],['Business']
9790,['Business', 'Computers', 'Home', 'Sports'],['Business']
9793,['Business', 'Shopping', 'Science', 'Recreation'],['Business']
43878,['Computers', 'Business', 'Home', 'Adult'],['Computers']
9799,['Shopping', 'Business', 'Arts', 'Sports'],['Business']
9802,['Recreation', 'Business', 'Shopping', 'Reference'],['Business']
9803,['Science', 'Health', 'Reference', 'Recreation'],['Business']
43885,['Business', 'Computers', 'Sports', 'Society'],['Computers']
43892,['Sports', 'Games', 'Business', 'Shopping'],['Computers']
9810,['Science', 'News', 'Health', 'Arts'],['Business']
9813,['Shopping', 'Recreation', 'Business', 'Science'],['Business']
9821,['Business', 'Society', 'Home', 'Recreation'],['Business']
43905,['Computers', 'Business', 'Sports', 'Society'],['Games']
43910,['Health', 'Games', 'Business', 'News'],['Games']
43914,['Sports', 'Health', 'Computers', 'Society'],['Games']
43925,['Games', 'Sports', 'Arts', 'Society'],['Games']
43926,['Sports', 'Arts', 'Society', 'Shopping'],['Games']
43929,['Games', 'Computers', 'Society', 'Shopping'],['Games']
9850,['Business', 'Recreation', 'Health', 'Computers'],['Business']
9853,['Business', 'Recreation', 'Health', 'Science'],['Business']
43937,['Sports', 'Computers', 'Arts', 'Society'],['Games']
43943,['Games', 'Arts', 'Sports', 'Shopping'],['Games']
43945,['Sports', 'Arts', 'Society', 'Recreation'],['Games']
43954,['Computers', 'Business', 'Sports', 'Shopping'],['Games']
9880,['Business', 'Computers', 'Society', 'Science'],['Business']
9885,['Business', 'Recreation', 'Health', 'Computers'],['Business']
43968,['Business', 'Computers', 'Society', 'Shopping'],['Games']
9887,['Business', 'Recreation', 'Science', 'Sports'],['Business']
43969,['Reference', 'Games', 'Arts', 'Sports'],['Games']
43977,['Sports', 'Society', 'Games', 'Business'],['Games']
9898,['Business', 'Health', 'Science', 'Computers'],['Business']
43984,['Sports', 'Games', 'Computers', 'Arts'],['Games']
9904,['Reference', 'Recreation', 'Business', 'Arts'],['Business']
43988,['Sports', 'Recreation', 'Society', 'Shopping'],['Games']
43992,['Sports', 'Shopping', 'Recreation', 'Health'],['Games', 'Computers']
43996,['Shopping', 'Arts', 'Sports', 'Home'],['Games']
9916,['Science', 'Recreation', 'Business', 'Reference'],['Business']
44004,['Sports', 'Society', 'Shopping', 'Recreation'],['Games']
9922,['Business', 'Home', 'Computers', 'Sports'],['Business']
44010,['Health', 'Society', 'Home', 'Computers'],['Health']
9947,['Recreation', 'Games', 'Shopping', 'Science'],['Business']
9951,['Reference', 'Recreation', 'Business', 'Science'],['Business']
9952,['Business', 'Science', 'Recreation', 'Home'],['Business']
9953,['Recreation', 'Business', 'News', 'Home'],['Business']
44035,['Shopping', 'Computers', 'Business', 'Society'],['Health']
44042,['Health', 'Society', 'Science', 'Computers'],['Business', 'Health']
44047,['Sports', 'Society', 'Shopping', 'Health'],['Business', 'Society', 'Health']
9965,['Business', 'News', 'Science', 'Sports'],['Business']
9971,['Business', 'Shopping', 'Society', 'News'],['Business']
9975,['Recreation', 'Health', 'Arts', 'Home'],['Business']
44059,['Arts', 'Society', 'Games', 'Sports'],['Health']
44062,['Health', 'Business', 'Society', 'Sports'],['Health']
9981,['Business', 'Sports', 'Arts', 'Society'],['Business']
9982,['Science', 'Business', 'Health', 'Shopping'],['Business']
44077,['Health', 'Computers', 'Reference', 'Sports'],['Health']
44081,['Health', 'Sports', 'Society', 'Shopping'],['Health']
44083,['Shopping', 'Recreation', 'Arts', 'Society'],['Health']
10007,['Business', 'Recreation', 'Sports', 'Shopping'],['Business']
10008,['Business', 'Shopping', 'Arts', 'News'],['Business']
44091,['Society', 'Shopping', 'Computers', 'Business'],['Health']
10010,['Recreation', 'Reference', 'Arts', 'Sports'],['Business']
10018,['Business', 'Shopping', 'Computers', 'Recreation'],['Business']
44104,['Arts', 'Business', 'Society', 'Shopping'],['Society', 'Home']
44106,['Business', 'Computers', 'Shopping', 'Reference'],['Home']
10023,['Computers', 'Business', 'Science', 'Arts'],['Business']
44107,['Shopping', 'Arts', 'Business', 'Adult'],['Home']
10034,['Business', 'Shopping', 'Reference', 'Sports'],['Business']
10040,['Business', 'Reference', 'Recreation', 'Health'],['Business']
10042,['Business', 'Computers', 'Science', 'Reference'],['Business']
44131,['Shopping', 'Home', 'Sports', 'Health'],['Home']
10051,['Business', 'Recreation', 'Arts', 'Reference'],['Business']
10054,['Shopping', 'Business', 'Reference', 'Home'],['Business']
10058,['Computers', 'Business', 'Science', 'Reference'],['Business']
44143,['Society', 'Health', 'Sports', 'Shopping'],['Home']
44144,['Shopping', 'Computers', 'Business', 'Sports'],['Business', 'Home']
44145,['Business', 'Society', 'Computers', 'Shopping'],['Society', 'Computers', 'Home']
10064,['Business', 'Science', 'Computers', 'Health'],['Business']
44152,['Computers', 'Business', 'Sports', 'Shopping'],['Home']
10070,['Science', 'Health', 'Computers', 'Business'],['Business']
10072,['Business', 'Computers', 'Science', 'Adult'],['Business']
44156,['Home', 'Shopping', 'Health', 'Games'],['Home']
10075,['Computers', 'Recreation', 'Business', 'Science'],['Business']
44162,['Home', 'Arts', 'Shopping', 'Recreation'],['Home']
10089,['Business', 'Recreation', 'Home', 'Computers'],['Business']
44174,['Computers', 'Recreation', 'Arts', 'Sports'],['Home']
44176,['Arts', 'Society', 'Shopping', 'Sports'],['Home']
44178,['Shopping', 'Computers', 'Home', 'Games'],['Home']
10103,['Business', 'Recreation', 'Health', 'Computers'],['Business']
10105,['Business', 'Computers', 'Shopping', 'Recreation'],['Business']
44193,['Sports', 'Recreation', 'Health', 'Society'],['Reference']
10109,['Recreation', 'Health', 'Arts', 'Science'],['Business']
44205,['Recreation', 'Computers', 'Arts', 'Society'],['Science']
10114,['Business', 'Arts', 'Reference', 'Recreation'],['Business']
10115,['Shopping', 'Sports', 'Society', 'Computers'],['Business']
44218,['Society', 'Computers', 'Business', 'Science'],['Science']
44230,['Society', 'Computers', 'Sports', 'Recreation'],['Arts']
10127,['Business', 'Games', 'Computers', 'Arts'],['Business']
10134,['Business', 'Reference', 'Recreation', 'Shopping'],['Business']
10135,['News', 'Business', 'Computers', 'Science'],['Business']
10140,['Business', 'Science', 'Recreation', 'Health'],['Business']
44263,['News', 'Health', 'Arts', 'Sports'],['News']
44271,['Sports', 'Health', 'News', 'Arts'],['News']
10150,['Business', 'Science', 'News', 'Computers'],['Business']
