ref id,Predicted,Actual
0,['Business', 'Society', 'Arts', 'Sports'],['Adult']
38019,['Arts', 'Business', 'Shopping', 'Health'],['Society']
3989,['Arts', 'Science', 'Reference', 'Health'],['Arts']
3990,['Games', 'Science', 'Arts', 'Reference'],['Arts']
38020,['Business', 'Society', 'Health', 'Computers'],['Society']
38030,['Society', 'Health', 'Arts', 'Business'],['Society']
4009,['Arts', 'Adult', 'Recreation', 'News'],['Arts', 'Society']
38040,['Society', 'Sports', 'Health', 'Business'],['Society']
38045,['Society', 'Health', 'Science', 'Computers'],['Society']
4016,['Computers', 'Shopping', 'Business', 'Arts'],['Arts']
4020,['Arts', 'Recreation', 'Home', 'News'],['Arts']
38054,['Home', 'Society', 'Shopping', 'Adult'],['Society']
38064,['Society', 'Science', 'Health', 'Business'],['Society']
4037,['Arts', 'Health', 'Recreation', 'Society'],['Arts']
4040,['Arts', 'Games', 'News', 'Shopping'],['Arts']
4043,['Recreation', 'Arts', 'Sports', 'Business'],['Arts']
4055,['Recreation', 'Games', 'Arts', 'Computers'],['Arts']
4060,['Arts', 'Reference', 'Science', 'Home'],['Arts']
38093,['Sports', 'Recreation', 'Society', 'Games'],['Sports']
4066,['Society', 'Sports', 'Recreation', 'Home'],['Arts']
4067,['Arts', 'Science', 'Society', 'Health'],['Arts']
38100,['Sports', 'Recreation', 'Society', 'News'],['Sports']
38115,['Sports', 'Recreation', 'Games', 'Society'],['Sports']
38117,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
4086,['Arts', 'Computers', 'Recreation', 'Society'],['Arts']
4090,['Arts', 'Games', 'Computers', 'News'],['Arts']
38124,['Sports', 'Recreation', 'Games', 'Adult'],['Sports']
38129,['Shopping', 'Business', 'Science', 'Arts'],['Sports']
4101,['Shopping', 'Business', 'Arts', 'Science'],['Arts']
38134,['Sports', 'Shopping', 'Recreation', 'Society'],['Sports']
4105,['News', 'Business', 'Society', 'Arts'],['Arts']
4107,['Arts', 'Health', 'News', 'Society'],['Arts']
4115,['Games', 'Arts', 'Recreation', 'Computers'],['Arts']
4119,['Shopping', 'Business', 'Recreation', 'Science'],['Arts']
38153,['Sports', 'Society', 'Shopping', 'Games'],['Sports']
38154,['Sports', 'Games', 'Society', 'Recreation'],['Sports']
38156,['Sports', 'Society', 'Recreation', 'Shopping'],['Sports']
4123,['Arts', 'Recreation', 'News', 'Adult'],['Arts']
4125,['Arts', 'News', 'Recreation', 'Games'],['Arts']
38161,['Sports', 'Society', 'Computers', 'Recreation'],['Sports']
38162,['Sports', 'Recreation', 'Computers', 'Arts'],['Sports']
4129,['Arts', 'Adult', 'Recreation', 'Games'],['Arts']
38165,['Sports', 'Computers', 'Games', 'Recreation'],['Sports']
4136,['Games', 'Arts', 'News', 'Reference'],['Arts']
38172,['Shopping', 'Business', 'Science', 'Arts'],['Sports']
38182,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
38183,['Shopping', 'Arts', 'Sports', 'Recreation'],['Sports']
4152,['Computers', 'Business', 'Adult', 'Arts'],['Arts']
38197,['Sports', 'Recreation', 'Games', 'Society'],['Sports']
38203,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
38207,['Sports', 'Business', 'Games', 'Society'],['Sports']
4174,['News', 'Arts', 'Recreation', 'Games'],['Arts']
4176,['Games', 'Arts', 'Computers', 'Reference'],['Arts', 'Games']
38211,['Sports', 'Recreation', 'Computers', 'Arts'],['Sports']
38215,['Arts', 'Sports', 'Society', 'Business'],['Sports']
38218,['Computers', 'Sports', 'Business', 'Recreation'],['Sports']
4188,['Arts', 'Games', 'News', 'Science'],['Arts']
38225,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
4195,['Science', 'Arts', 'Reference', 'News'],['Arts']
38230,['Sports', 'Business', 'Society', 'News'],['Sports']
4201,['Arts', 'Society', 'Health', 'Recreation'],['Arts']
4205,['Adult', 'Recreation', 'Games', 'Computers'],['Arts']
4215,['Recreation', 'Arts', 'Games', 'Reference'],['Arts']
38250,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
4217,['Games', 'Recreation', 'Arts', 'Reference'],['Arts']
4223,['Reference', 'News', 'Society', 'Arts'],['Arts']
4225,['Recreation', 'Arts', 'Games', 'Computers'],['Arts']
38261,['Sports', 'Society', 'Health', 'Recreation'],['Sports']
4228,['Arts', 'Recreation', 'Games', 'Science'],['Arts']
38268,['Sports', 'Arts', 'Recreation', 'Computers'],['Sports']
38275,['Computers', 'Society', 'Business', 'Health'],['Sports']
38288,['Sports', 'Recreation', 'Arts', 'Society'],['Sports']
38292,['Sports', 'Games', 'Society', 'Recreation'],['Sports']
4258,['Business', 'Shopping', 'Arts', 'Reference'],['Arts']
4263,['Arts', 'Computers', 'Business', 'Reference'],['Arts']
38304,['Shopping', 'Business', 'Sports', 'Society'],['Sports']
4269,['Games', 'Arts', 'Home', 'News'],['Arts']
38305,['Sports', 'Games', 'Society', 'Recreation'],['Sports']
4271,['Arts', 'Shopping', 'News', 'Adult'],['Arts']
4279,['Arts', 'Recreation', 'Home', 'Adult'],['Arts']
38317,['Sports', 'Shopping', 'Business', 'Arts'],['Sports']
4284,['Arts', 'News', 'Recreation', 'Reference'],['Arts']
4293,['Arts', 'Sports', 'Shopping', 'Recreation'],['Arts']
4301,['Arts', 'Business', 'Recreation', 'Computers'],['Arts']
4302,['Shopping', 'Business', 'Science', 'Arts'],['Arts']
38338,['Sports', 'News', 'Society', 'Arts'],['Sports']
4313,['Arts', 'Shopping', 'News', 'Reference'],['Arts']
38349,['Sports', 'Shopping', 'Recreation', 'Games'],['Sports']
38350,['Shopping', 'Business', 'Science', 'Arts'],['Sports']
4318,['Arts', 'Reference', 'Science', 'News'],['Arts']
4319,['Arts', 'Business', 'Science', 'Computers'],['Arts']
38357,['Shopping', 'Business', 'Sports', 'Arts'],['Sports']
4324,['Arts', 'Business', 'Computers', 'Health'],['Arts']
38360,['Sports', 'Society', 'Adult', 'Recreation'],['Sports']
4330,['Sports', 'Arts', 'Recreation', 'Computers'],['Arts']
4332,['Arts', 'News', 'Shopping', 'Adult'],['Arts']
38370,['Shopping', 'Business', 'Science', 'Arts'],['Sports']
38386,['Sports', 'News', 'Society', 'Arts'],['Sports']
4352,['Reference', 'Arts', 'Science', 'Recreation'],['Arts', 'Reference']
38392,['Sports', 'Society', 'Arts', 'News'],['Sports']
38397,['Shopping', 'Business', 'Sports', 'Arts'],['Sports']
38404,['Sports', 'Business', 'Shopping', 'Society'],['Sports']
38418,['Sports', 'Games', 'Recreation', 'Arts'],['Sports']
4382,['Games', 'Arts', 'Recreation', 'Computers'],['Arts']
4383,['Recreation', 'Arts', 'Science', 'Reference'],['Arts', 'Society', 'Reference']
4384,['Arts', 'Society', 'News', 'Reference'],['Arts', 'News']
4388,['Shopping', 'Business', 'Science', 'Arts'],['Arts']
38432,['Sports', 'Business', 'Games', 'Shopping'],['Sports']
38436,['Shopping', 'Business', 'Science', 'Arts'],['Sports']
4400,['Arts', 'Recreation', 'Games', 'Business'],['Arts']
4403,['Computers', 'Business', 'Recreation', 'Arts'],['Arts']
4406,['Arts', 'Reference', 'Recreation', 'Games'],['Arts', 'Business']
4415,['Arts', 'Reference', 'Shopping', 'Science'],['Arts']
38455,['Business', 'Sports', 'Arts', 'Shopping'],['Sports']
4425,['Recreation', 'Arts', 'News', 'Reference'],['Arts']
38464,['Sports', 'Arts', 'Society', 'Business'],['Sports']
38466,['Sports', 'News', 'Society', 'Arts'],['Sports']
4433,['Arts', 'Reference', 'Science', 'Health'],['Arts']
4435,['Arts', 'Health', 'News', 'Science'],['Arts']
38474,['Sports', 'Computers', 'Arts', 'Society'],['Sports']
4443,['Arts', 'Reference', 'Science', 'News'],['Arts']
38482,['Sports', 'News', 'Society', 'Arts'],['Sports']
4448,['Arts', 'News', 'Reference', 'Recreation'],['Arts']
38488,['Arts', 'Shopping', 'Business', 'Society'],['Sports']
38489,['Sports', 'News', 'Society', 'Arts'],['Sports']
4455,['Arts', 'Recreation', 'News', 'Business'],['Arts']
4466,['Recreation', 'Arts', 'Reference', 'Science'],['Arts']
38503,['Sports', 'Society', 'Arts', 'Games'],['Sports']
38506,['Sports', 'News', 'Games', 'Recreation'],['Sports']
38507,['Sports', 'News', 'Society', 'Shopping'],['Sports']
38509,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
4473,['Arts', 'Games', 'Reference', 'News'],['Arts']
38520,['Arts', 'Sports', 'Games', 'Recreation'],['Sports']
4490,['Arts', 'Recreation', 'Business', 'News'],['Arts']
4495,['Arts', 'News', 'Recreation', 'Reference'],['Arts']
38548,['Recreation', 'Sports', 'Adult', 'Shopping'],['Sports']
38552,['Shopping', 'Business', 'Science', 'Arts'],['Sports']
38555,['Sports', 'Recreation', 'Business', 'Society'],['Sports']
38558,['Shopping', 'Sports', 'Business', 'Arts'],['Sports']
38562,['Shopping', 'Business', 'Science', 'Arts'],['Sports']
4526,['Arts', 'Games', 'News', 'Recreation'],['Arts']
4529,['Arts', 'News', 'Recreation', 'Reference'],['Arts']
4530,['Arts', 'Adult', 'Sports', 'Computers'],['Arts']
38569,['Sports', 'Recreation', 'Computers', 'Society'],['Sports']
38576,['Sports', 'Home', 'Games', 'Recreation'],['Sports']
38578,['Sports', 'Recreation', 'Society', 'Arts'],['Sports']
4543,['Arts', 'Adult', 'Recreation', 'News'],['Arts']
4546,['Shopping', 'Business', 'Science', 'Arts'],['Arts']
4564,['Arts', 'Adult', 'Society', 'Reference'],['Arts']
38608,['Sports', 'Games', 'Recreation', 'Business'],['Sports']
38609,['Sports', 'Recreation', 'Computers', 'Society'],['Sports']
38612,['Sports', 'Recreation', 'Games', 'Society'],['Sports']
4577,['Arts', 'Shopping', 'Business', 'Science'],['Arts']
38618,['Sports', 'Recreation', 'Society', 'Games'],['Sports']
4588,['Arts', 'Recreation', 'Games', 'Adult'],['Arts']
4590,['Arts', 'Adult', 'Computers', 'Sports'],['Arts']
4593,['Arts', 'Adult', 'News', 'Computers'],['Arts']
38634,['Sports', 'Recreation', 'Games', 'Society'],['Sports']
38635,['Sports', 'Recreation', 'Computers', 'Business'],['Sports']
38642,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
38652,['Sports', 'Recreation', 'Society', 'Arts'],['Sports']
38656,['Sports', 'Recreation', 'Games', 'Society'],['Sports']
38664,['Sports', 'Recreation', 'Games', 'Shopping'],['Sports']
38678,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
4651,['Arts', 'Adult', 'Computers', 'Sports'],['Arts']
38693,['Sports', 'Arts', 'News', 'Society'],['Sports']
4664,['Business', 'Science', 'Computers', 'Recreation'],['Arts']
4666,['Shopping', 'Business', 'Science', 'Arts'],['Arts', 'Computers']
4677,['Computers', 'Recreation', 'Arts', 'Business'],['Arts']
4678,['Arts', 'Business', 'Shopping', 'Sports'],['Arts']
38717,['Society', 'Arts', 'Reference', 'Health'],['Sports']
4687,['Shopping', 'Business', 'Arts', 'Science'],['Arts']
4691,['Recreation', 'Arts', 'Business', 'Games'],['Arts']
4692,['Arts', 'Recreation', 'Shopping', 'Home'],['Arts']
4694,['Shopping', 'Business', 'Arts', 'Recreation'],['Arts']
4703,['Shopping', 'Business', 'Science', 'Arts'],['Arts']
4707,['Recreation', 'Computers', 'Business', 'Reference'],['Arts']
4712,['Shopping', 'Business', 'Arts', 'Science'],['Arts']
4713,['Arts', 'News', 'Recreation', 'Reference'],['Arts']
38750,['Shopping', 'Business', 'Science', 'Arts'],['Sports']
38759,['Sports', 'Society', 'Shopping', 'Arts'],['Sports']
38760,['Sports', 'Arts', 'Society', 'News'],['Sports']
4723,['Business', 'Computers', 'Science', 'News'],['Arts']
38762,['Sports', 'News', 'Society', 'Arts'],['Sports']
38769,['Sports', 'Health', 'Business', 'Recreation'],['Sports']
4736,['Computers', 'Recreation', 'Games', 'Business'],['Arts']
4738,['Shopping', 'Arts', 'Business', 'Recreation'],['Arts']
38778,['Sports', 'Recreation', 'Society', 'Games'],['Sports']
4743,['Arts', 'Games', 'Recreation', 'Computers'],['Arts']
38781,['Sports', 'Society', 'Arts', 'Recreation'],['Sports']
38785,['Arts', 'Sports', 'Society', 'News'],['Sports']
4751,['Society', 'Arts', 'Recreation', 'Shopping'],['Arts']
38792,['Sports', 'Society', 'Arts', 'Shopping'],['Sports']
38793,['Sports', 'Society', 'Arts', 'Shopping'],['Sports']
4767,['Computers', 'Science', 'Recreation', 'Arts'],['Arts']
4768,['Recreation', 'Arts', 'Games', 'Home'],['Arts']
38806,['Sports', 'Business', 'Arts', 'Shopping'],['Sports']
38811,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
4779,['Computers', 'Recreation', 'Arts', 'Health'],['Arts']
38831,['Sports', 'Recreation', 'Games', 'Arts'],['Sports']
4794,['Computers', 'Recreation', 'Arts', 'Business'],['Arts']
38838,['Sports', 'Business', 'Recreation', 'Arts'],['Sports']
38844,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
4809,['Arts', 'Recreation', 'Reference', 'Games'],['Arts']
4810,['Arts', 'Recreation', 'Computers', 'Games'],['Arts']
4811,['Home', 'Health', 'News', 'Arts'],['Arts']
38858,['Sports', 'Recreation', 'Society', 'Arts'],['Sports']
4823,['Computers', 'Arts', 'Recreation', 'Business'],['Arts']
4827,['Arts', 'News', 'Reference', 'Games'],['Arts']
38871,['Sports', 'Computers', 'Arts', 'Society'],['Sports']
4834,['Computers', 'Business', 'Science', 'Home'],['Arts']
4840,['Recreation', 'Arts', 'Reference', 'Games'],['Arts']
4842,['Arts', 'Adult', 'News', 'Reference'],['Arts']
4843,['Arts', 'Recreation', 'Games', 'Reference'],['Arts']
38889,['Sports', 'Science', 'News', 'Society'],['Sports']
4851,['Recreation', 'Computers', 'Arts', 'Business'],['Arts']
38890,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
38894,['Sports', 'News', 'Games', 'Shopping'],['Sports']
38895,['Sports', 'Recreation', 'Society', 'Science'],['Sports']
38901,['Sports', 'Shopping', 'Society', 'Games'],['Sports']
4869,['Computers', 'Recreation', 'Arts', 'Business'],['Arts']
38909,['Sports', 'Society', 'Arts', 'Adult'],['Sports']
4873,['Arts', 'Business', 'Recreation', 'News'],['Arts']
4877,['Arts', 'Recreation', 'Computers', 'Reference'],['Arts']
4881,['Arts', 'Society', 'News', 'Recreation'],['Arts']
4886,['Arts', 'Recreation', 'Games', 'Society'],['Arts']
38927,['News', 'Shopping', 'Sports', 'Business'],['Sports']
4891,['Arts', 'Recreation', 'Sports', 'Business'],['Arts']
4905,['Arts', 'News', 'Reference', 'Science'],['Arts']
4908,['Arts', 'Shopping', 'Computers', 'Business'],['Arts']
38950,['Society', 'Business', 'Computers', 'Arts'],['Sports']
38960,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
4923,['Arts', 'Reference', 'Recreation', 'Home'],['Arts']
4929,['Health', 'Society', 'Science', 'Recreation'],['Arts']
38985,['Sports', 'Shopping', 'Business', 'Arts'],['Sports']
38987,['News', 'Shopping', 'Business', 'Science'],['Sports']
38990,['Sports', 'Society', 'Business', 'Arts'],['Sports']
38997,['News', 'Sports', 'Business', 'Society'],['Sports']
38998,['Sports', 'Shopping', 'Computers', 'Society'],['Sports']
4963,['Arts', 'Health', 'Society', 'Science'],['Arts']
39009,['Sports', 'Arts', 'Recreation', 'Society'],['Sports']
4970,['Arts', 'Reference', 'News', 'Science'],['Arts']
39010,['Sports', 'News', 'Games', 'Arts'],['Sports']
4973,['Shopping', 'Arts', 'Business', 'News'],['Arts']
4976,['Arts', 'Reference', 'News', 'Society'],['Arts']
4979,['Arts', 'News', 'Reference', 'Recreation'],['Arts']
4983,['Arts', 'Recreation', 'Shopping', 'Business'],['Arts']
39024,['Sports', 'Society', 'Business', 'Shopping'],['Sports']
4986,['Arts', 'News', 'Shopping', 'Reference'],['Arts']
39029,['Sports', 'Business', 'Games', 'News'],['Sports']
39033,['Sports', 'Society', 'Business', 'Arts'],['Sports']
4995,['Arts', 'Reference', 'Health', 'News'],['Arts']
4996,['Arts', 'Health', 'Recreation', 'News'],['Arts']
5002,['Arts', 'Reference', 'Health', 'News'],['Arts']
39042,['Sports', 'News', 'Recreation', 'Games'],['Sports']
5004,['Health', 'Arts', 'News', 'Science'],['Arts']
39046,['Sports', 'Society', 'Games', 'Arts'],['Sports']
39047,['Sports', 'Recreation', 'Games', 'Arts'],['Sports']
39049,['Sports', 'Recreation', 'Games', 'Shopping'],['Sports']
5017,['Arts', 'Reference', 'Health', 'Science'],['Arts']
39062,['Sports', 'Recreation', 'Society', 'News'],['Sports']
39063,['Sports', 'Society', 'Games', 'Recreation'],['Sports']
39064,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
5027,['Recreation', 'Health', 'Arts', 'Business'],['Arts']
5031,['Arts', 'Reference', 'News', 'Games'],['Arts']
5046,['Arts', 'Business', 'Computers', 'Home'],['Arts']
39101,['Sports', 'Recreation', 'Games', 'Shopping'],['Sports']
39102,['Sports', 'News', 'Shopping', 'Arts'],['Sports']
5067,['Arts', 'News', 'Computers', 'Business'],['Arts']
5068,['Arts', 'Business', 'Health', 'Recreation'],['Arts']
39108,['Sports', 'Arts', 'Shopping', 'Society'],['Sports']
5076,['Arts', 'News', 'Computers', 'Business'],['Arts']
39117,['Sports', 'Business', 'Society', 'Arts'],['Sports']
5080,['Arts', 'News', 'Computers', 'Business'],['Arts']
39124,['Sports', 'Society', 'Arts', 'Games'],['Sports']
39127,['News', 'Sports', 'Society', 'Health'],['Sports']
39128,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
39137,['Sports', 'Recreation', 'Society', 'Health'],['Sports']
5104,['Arts', 'News', 'Computers', 'Business'],['Arts']
5112,['Arts', 'News', 'Computers', 'Business'],['Arts']
5117,['Arts', 'News', 'Computers', 'Adult'],['Arts']
39160,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
5123,['Arts', 'News', 'Computers', 'Business'],['Arts']
39173,['Shopping', 'Health', 'Business', 'Sports'],['Sports']
5135,['Arts', 'Computers', 'Reference', 'News'],['Arts']
39175,['Sports', 'Recreation', 'Arts', 'Games'],['Sports']
39182,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
39187,['Sports', 'Games', 'Arts', 'News'],['Sports']
39189,['Business', 'Shopping', 'Society', 'Sports'],['Sports']
39204,['Sports', 'Recreation', 'Games', 'Society'],['Sports']
5169,['Arts', 'News', 'Computers', 'Business'],['Arts']
39209,['Sports', 'Games', 'Society', 'Arts'],['Sports']
5173,['Arts', 'News', 'Computers', 'Reference'],['Arts']
39215,['Sports', 'Games', 'Society', 'Adult'],['Sports']
5176,['Arts', 'News', 'Computers', 'Adult'],['Arts']
5181,['Arts', 'News', 'Adult', 'Computers'],['Arts']
39222,['Sports', 'Society', 'Recreation', 'Shopping'],['Sports']
39235,['Sports', 'Games', 'News', 'Society'],['Sports']
5203,['Arts', 'News', 'Computers', 'Science'],['Arts']
5208,['Arts', 'News', 'Computers', 'Science'],['Arts']
39250,['Sports', 'Society', 'Health', 'News'],['Sports']
39258,['Sports', 'Computers', 'Recreation', 'Arts'],['Sports']
39265,['Sports', 'Shopping', 'Recreation', 'Society'],['Sports']
5226,['Arts', 'News', 'Computers', 'Business'],['Arts']
39277,['Sports', 'Games', 'Recreation', 'Arts'],['Sports']
39288,['Sports', 'Adult', 'Society', 'Games'],['Sports']
5257,['Arts', 'News', 'Recreation', 'Science'],['Arts']
5258,['Arts', 'News', 'Computers', 'Business'],['Arts']
5261,['Arts', 'News', 'Computers', 'Adult'],['Arts']
5263,['Arts', 'Recreation', 'Business', 'Games'],['Arts']
39315,['Sports', 'Computers', 'Recreation', 'Arts'],['Sports']
5275,['Arts', 'News', 'Computers', 'Reference'],['Arts']
39318,['Sports', 'Games', 'Recreation', 'Computers'],['Sports']
5281,['Arts', 'News', 'Computers', 'Society'],['Arts']
39322,['Sports', 'Society', 'Computers', 'Shopping'],['Sports']
5286,['Arts', 'News', 'Computers', 'Business'],['Arts']
39330,['Sports', 'Society', 'Recreation', 'Arts'],['Sports']
5293,['Arts', 'News', 'Computers', 'Business'],['Arts']
5295,['Arts', 'News', 'Reference', 'Computers'],['Arts']
39338,['Sports', 'Society', 'Health', 'Arts'],['Sports']
39340,['Sports', 'Arts', 'Recreation', 'Games'],['Sports']
5300,['Arts', 'News', 'Computers', 'Science'],['Arts']
5305,['Arts', 'Reference', 'Science', 'News'],['Arts']
5309,['Arts', 'News', 'Reference', 'Computers'],['Arts']
5316,['Arts', 'News', 'Computers', 'Adult'],['Arts']
5317,['Business', 'Recreation', 'Arts', 'Reference'],['Arts']
39360,['Sports', 'Society', 'Health', 'Games'],['Sports']
39363,['Shopping', 'Business', 'Health', 'Science'],['Sports']
5324,['Arts', 'News', 'Computers', 'Adult'],['Arts']
39370,['Sports', 'News', 'Recreation', 'Health'],['Sports']
39371,['Sports', 'Society', 'Health', 'Recreation'],['Sports']
39373,['Sports', 'Society', 'News', 'Health'],['Sports']
5333,['Arts', 'News', 'Computers', 'Reference'],['Arts']
39375,['Sports', 'Society', 'Recreation', 'Games'],['Sports']
39380,['Society', 'Sports', 'Health', 'Arts'],['Sports']
39384,['Society', 'Sports', 'Recreation', 'Business'],['Sports']
5347,['Arts', 'News', 'Computers', 'Reference'],['Arts']
5352,['Arts', 'Reference', 'Science', 'Recreation'],['Arts']
39394,['Society', 'Health', 'Recreation', 'Sports'],['Sports']
39397,['Sports', 'Society', 'Health', 'Arts'],['Sports']
39408,['News', 'Arts', 'Society', 'Sports'],['Sports']
5369,['Arts', 'News', 'Reference', 'Computers'],['Arts']
5371,['Health', 'Arts', 'Science', 'Recreation'],['Arts']
39418,['Games', 'Sports', 'Computers', 'Recreation'],['Sports']
5378,['Arts', 'Recreation', 'News', 'Home'],['Arts']
39424,['Sports', 'Society', 'Health', 'Recreation'],['Sports']
39431,['Sports', 'Recreation', 'Society', 'Arts'],['Sports']
5391,['Arts', 'Recreation', 'Computers', 'Science'],['Arts']
39433,['Sports', 'Games', 'Society', 'Recreation'],['Sports']
39437,['Sports', 'Games', 'Society', 'Recreation'],['Sports']
5397,['Arts', 'Reference', 'News', 'Science'],['Arts']
39439,['Sports', 'Games', 'Reference', 'Arts'],['Sports']
5409,['Arts', 'Science', 'Recreation', 'Business'],['Arts']
5412,['Sports', 'Arts', 'Adult', 'Society'],['Arts']
5418,['Arts', 'Society', 'Science', 'Shopping'],['Arts']
39461,['Sports', 'Games', 'Recreation', 'News'],['Sports']
39466,['Society', 'Business', 'Recreation', 'Sports'],['Sports']
5434,['Computers', 'Recreation', 'Sports', 'Arts'],['Arts']
5436,['Recreation', 'Arts', 'Home', 'Health'],['Arts']
5440,['Recreation', 'Arts', 'Adult', 'Science'],['Arts']
5441,['Arts', 'Shopping', 'Reference', 'News'],['Arts']
39484,['Games', 'Sports', 'Society', 'Recreation'],['Sports']
5443,['Arts', 'Recreation', 'Computers', 'Sports'],['Arts']
39486,['Science', 'Health', 'Sports', 'Shopping'],['Sports']
39494,['Sports', 'Society', 'Arts', 'Shopping'],['Sports']
5458,['Reference', 'Recreation', 'Arts', 'Society'],['Arts']
39502,['Sports', 'Recreation', 'Society', 'Games'],['Sports']
5468,['Shopping', 'Business', 'Science', 'Arts'],['Arts']
39515,['Business', 'Society', 'News', 'Health'],['Sports']
5482,['Recreation', 'Arts', 'Adult', 'Games'],['Arts']
39528,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
5492,['Arts', 'Society', 'Recreation', 'Shopping'],['Arts', 'Society']
39539,['Business', 'Shopping', 'Recreation', 'Society'],['Sports']
5505,['Arts', 'Computers', 'Recreation', 'Games'],['Arts']
5506,['Arts', 'Health', 'News', 'Society'],['Arts']
5511,['Shopping', 'Business', 'Science', 'Arts'],['Arts']
5521,['Arts', 'News', 'Reference', 'Society'],['Arts']
39565,['Shopping', 'Society', 'Sports', 'Business'],['Sports']
5525,['Science', 'Recreation', 'Arts', 'News'],['Arts', 'Reference']
39572,['Sports', 'Society', 'Recreation', 'Shopping'],['Sports']
39575,['Society', 'Sports', 'Recreation', 'Shopping'],['Sports']
39578,['Society', 'Health', 'Sports', 'Business'],['Sports']
5541,['News', 'Arts', 'Recreation', 'Games'],['Arts']
5542,['Arts', 'Recreation', 'Games', 'Computers'],['Arts']
39592,['Sports', 'Business', 'Shopping', 'Society'],['Sports']
39595,['Sports', 'Society', 'Recreation', 'Arts'],['Sports']
5554,['Arts', 'Recreation', 'Business', 'Computers'],['Arts']
39598,['Sports', 'Society', 'Business', 'Games'],['Sports']
5556,['Business', 'Arts', 'Recreation', 'News'],['Arts']
39615,['Society', 'Sports', 'Arts', 'Health'],['Sports']
39624,['Sports', 'Society', 'News', 'Arts'],['Sports']
39625,['Sports', 'News', 'Games', 'Society'],['Sports']
5585,['News', 'Arts', 'Recreation', 'Science'],['Arts']
5590,['Arts', 'News', 'Business', 'Shopping'],['Arts']
39646,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
39648,['Sports', 'News', 'Shopping', 'Games'],['Sports']
39649,['Sports', 'Shopping', 'Business', 'Arts'],['Sports']
5605,['News', 'Arts', 'Sports', 'Recreation'],['Arts']
5606,['Arts', 'Shopping', 'Business', 'Science'],['Arts']
5607,['Arts', 'News', 'Health', 'Recreation'],['Arts']
39655,['Sports', 'News', 'Games', 'Society'],['Sports']
39656,['Sports', 'Recreation', 'Computers', 'Arts'],['Sports']
5614,['Arts', 'Adult', 'Society', 'Recreation'],['Arts']
5624,['Shopping', 'Business', 'Arts', 'Science'],['Arts']
39677,['Sports', 'Recreation', 'Shopping', 'Games'],['Sports']
5635,['Games', 'Arts', 'Recreation', 'Home'],['Arts']
39688,['Sports', 'Health', 'Shopping', 'Business'],['Sports']
5646,['Arts', 'News', 'Science', 'Health'],['Arts']
5654,['News', 'Arts', 'Health', 'Society'],['Arts']
39708,['Sports', 'Games', 'News', 'Arts'],['Sports']
5665,['Business', 'Health', 'Science', 'Society'],['Arts']
39720,['Sports', 'Shopping', 'Business', 'Arts'],['Sports']
39721,['Business', 'Shopping', 'Health', 'Society'],['Sports']
5684,['Arts', 'News', 'Science', 'Society'],['Arts']
5686,['Arts', 'Recreation', 'Science', 'Reference'],['Arts']
5689,['Health', 'Arts', 'Science', 'Recreation'],['Arts']
5691,['Health', 'Business', 'Arts', 'Society'],['Arts']
39738,['Games', 'Sports', 'News', 'Society'],['Sports']
39742,['Sports', 'Arts', 'Society', 'Business'],['Sports']
39745,['Sports', 'News', 'Games', 'Shopping'],['Sports']
39755,['Sports', 'Shopping', 'Business', 'Science'],['Sports']
5711,['Recreation', 'Arts', 'Business', 'Computers'],['Arts']
5712,['Arts', 'Computers', 'Science', 'Reference'],['Arts']
39758,['Sports', 'News', 'Shopping', 'Business'],['Sports']
39760,['Sports', 'Shopping', 'Arts', 'Business'],['Sports']
39761,['Arts', 'Sports', 'Society', 'Recreation'],['Sports']
5718,['Sports', 'Recreation', 'Arts', 'Computers'],['Arts']
5723,['Shopping', 'Business', 'Science', 'Arts'],['Arts']
5728,['Computers', 'Recreation', 'Health', 'Science'],['Arts']
5737,['Arts', 'Computers', 'Home', 'Reference'],['Arts']
39790,['Sports', 'Society', 'Games', 'Recreation'],['Sports']
5743,['Arts', 'Games', 'Adult', 'Computers'],['Arts']
39793,['Sports', 'Recreation', 'Society', 'Computers'],['Sports']
5750,['Arts', 'Recreation', 'Reference', 'Business'],['Arts']
39798,['Sports', 'Society', 'Recreation', 'Games'],['Sports']
5754,['Arts', 'Computers', 'Reference', 'News'],['Arts']
39806,['Shopping', 'Business', 'Recreation', 'Arts'],['Sports']
39810,['Sports', 'Computers', 'Recreation', 'Arts'],['Sports']
