ref id,Predicted,Actual
34079,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
3924,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
37957,['Society', 'Sports', 'Shopping', 'Science'],['Society']
3928,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
37965,['Society', 'Sports', 'Shopping', 'Science'],['Society']
37969,['Society', 'Sports', 'Shopping', 'Science'],['Society']
37972,['Society', 'Sports', 'Shopping', 'Science'],['Society']
3942,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
37974,['Society', 'Sports', 'Shopping', 'Science'],['Society']
37977,['Computers', 'Sports', 'Society', 'Shopping'],['Society']
3954,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
3957,['Computers', 'Sports', 'Society', 'Shopping'],['Arts']
3976,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38016,['Society', 'Sports', 'Shopping', 'Science'],['Society']
38019,['Society', 'Sports', 'Shopping', 'Science'],['Society']
38023,['Society', 'Sports', 'Shopping', 'Science'],['Society']
3994,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38025,['Society', 'Sports', 'Shopping', 'Science'],['Society']
4000,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4006,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4009,['Society', 'Arts', 'Sports', 'Shopping'],['Society', 'Arts']
38054,['Business', 'Sports', 'Society', 'Shopping'],['Society']
38056,['Society', 'Sports', 'Shopping', 'Science'],['Society']
4029,['Recreation', 'Arts', 'Sports', 'Society'],['Recreation', 'Arts']
38063,['Society', 'Sports', 'Shopping', 'Science'],['Society']
38064,['Society', 'Sports', 'Shopping', 'Science'],['Society']
4045,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38076,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38083,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38087,['Shopping', 'Sports', 'Society', 'Science'],['Sports']
4067,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38101,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4072,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4073,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4081,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38117,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38126,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4100,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38133,['Society', 'Sports', 'Shopping', 'Science'],['Sports']
4105,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4106,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38140,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38150,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4119,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38152,['Games', 'Sports', 'Society', 'Shopping'],['Sports']
4125,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38172,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4139,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38174,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4148,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4149,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38192,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38195,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4162,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4171,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4173,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38221,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4188,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4189,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4192,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4209,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4222,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38259,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4227,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38266,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4232,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38274,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38277,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38282,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4248,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38288,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4257,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38301,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4270,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4280,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38320,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38323,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38325,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38329,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4294,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4297,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38344,['Shopping', 'Sports', 'Society', 'Science'],['Sports']
38346,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4313,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38351,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38352,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38363,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38365,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4332,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4335,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38382,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4347,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38385,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38386,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4371,['Computers', 'Sports', 'Society', 'Shopping'],['Arts']
38410,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38415,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38418,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38434,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4398,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4401,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38450,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38454,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38455,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4419,['Shopping', 'Arts', 'Sports', 'Society'],['Shopping', 'Arts']
4422,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38463,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4432,['Recreation', 'Adult', 'Sports', 'Society'],['Arts']
4435,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4436,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38476,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4440,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4443,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38481,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4450,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38493,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38494,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4459,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38496,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4463,['Kids', 'Arts', 'Sports', 'Society'],['Arts']
4469,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4474,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4475,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4477,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4479,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4483,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38523,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4492,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4493,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4499,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4501,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4502,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38538,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4505,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4506,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38546,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38549,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4514,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38559,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4529,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4535,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4545,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38584,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4550,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38587,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38591,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38600,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4571,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4572,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38611,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38616,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38627,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4599,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38637,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4605,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38646,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38654,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38656,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38672,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38675,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4640,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4642,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4649,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38687,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38688,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4656,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38693,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38700,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4668,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38709,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4674,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4678,['Recreation', 'Sports', 'Society', 'Shopping'],['Arts']
38722,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4688,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38732,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38738,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38742,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38743,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38745,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38750,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4724,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38766,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4736,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38779,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4751,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4755,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4759,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38797,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38801,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38808,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38812,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38817,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4783,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38822,['Games', 'Sports', 'Society', 'Shopping'],['Sports']
38824,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38826,['Society', 'Sports', 'Shopping', 'Science'],['Sports']
38834,['Shopping', 'Sports', 'Society', 'Science'],['Sports']
4808,['Recreation', 'Sports', 'Society', 'Shopping'],['Arts']
38850,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4827,['Recreation', 'Sports', 'Society', 'Shopping'],['Arts']
38867,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38873,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4842,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38882,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38884,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4846,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4847,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4848,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38885,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38890,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4856,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38897,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4860,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4862,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4863,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38902,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4869,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38909,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4871,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38911,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4874,['Home', 'Sports', 'Society', 'Shopping'],['Arts']
38915,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38919,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38923,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4884,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4889,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4895,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38936,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4898,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38944,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38946,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4914,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38959,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38961,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4924,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38969,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4933,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4934,['Recreation', 'Sports', 'Society', 'Shopping'],['Arts']
4936,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38990,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38991,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4955,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38996,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38997,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4959,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38999,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
39002,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4969,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39011,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39020,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4988,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39028,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4991,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39036,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39045,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39055,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5018,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5019,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39069,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5032,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5035,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5037,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39080,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39082,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5049,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39089,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5053,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39093,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39095,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39111,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5073,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5074,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5078,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39138,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39139,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39142,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5104,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5110,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5112,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39154,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39159,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5126,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39169,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39170,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5131,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5132,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39175,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5141,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39181,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39184,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5148,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5166,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5169,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5179,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39222,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39224,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5185,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39226,['Society', 'Shopping', 'Sports', 'Science'],['Sports']
39232,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39234,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5198,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5202,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39248,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39251,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5215,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39258,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5233,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5236,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39282,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39293,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5254,['Kids', 'Arts', 'Sports', 'Society'],['Arts']
39300,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5263,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5267,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5270,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5277,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39318,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39332,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39333,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39335,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5295,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5297,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5301,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5305,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39348,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5308,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5314,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39362,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5324,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5351,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5353,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39406,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5368,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39411,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39412,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5371,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39421,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5380,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39425,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39426,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5385,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39447,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5411,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39455,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5418,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39463,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39464,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39466,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5426,['Computers', 'Sports', 'Society', 'Shopping'],['Arts']
5430,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39474,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39476,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39483,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39486,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39490,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39491,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5454,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39514,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39522,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5503,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39555,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5523,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39566,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5525,['Reference', 'Arts', 'Sports', 'Society'],['Reference', 'Arts']
39567,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39575,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5537,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5538,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39588,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39590,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5549,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5554,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39599,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39607,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5566,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39612,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39617,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5575,['Computers', 'Sports', 'Society', 'Shopping'],['Arts']
39624,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5586,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39630,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5596,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39647,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39653,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39662,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39669,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39671,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39674,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39676,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5635,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39685,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5640,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5641,['Sports', 'Society', 'Shopping', 'Science'],['Arts']
39689,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5646,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39692,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5651,['Home', 'Sports', 'Society', 'Shopping'],['Arts']
39701,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39702,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39709,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5675,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5676,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39724,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5679,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39729,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39730,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5691,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39746,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39758,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5713,['Computers', 'Sports', 'Society', 'Shopping'],['Arts']
5720,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5728,['Computers', 'Sports', 'Society', 'Shopping'],['Arts']
5732,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39781,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39783,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39784,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5743,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
39792,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39795,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39796,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39797,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39803,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39812,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39813,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39819,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5774,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5775,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
5782,['Arts', 'Science', 'Reference', 'Kids'],['Arts']
39833,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5792,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
