ref id,Predicted,Actual
34079,['Society', 'Shopping', 'Recreation', 'Sports'],['Shopping']
8385,['Reference', 'Arts', 'Business', 'Computers'],['Business']
42446,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
42452,['Computers', 'Shopping', 'Business', 'Recreation'],['Sports']
42457,['Arts', 'Sports', 'Recreation', 'Computers'],['Sports']
42462,['Sports', 'Games', 'Business', 'Recreation'],['Sports']
42463,['Computers', 'Business', 'Shopping', 'Recreation'],['Sports']
8411,['Business', 'Computers', 'Recreation', 'Reference'],['Business']
42472,['Sports', 'Games', 'Recreation', 'Business'],['Sports']
8421,['Business', 'Science', 'Computers', 'Reference'],['Business']
8425,['Business', 'Home', 'Recreation', 'Science'],['Business']
8429,['Business', 'Recreation', 'Health', 'Computers'],['Business']
8430,['Business', 'Recreation', 'Society', 'Science'],['Business']
42491,['Adult', 'Society', 'Computers', 'Shopping'],['Sports']
8433,['Recreation', 'Health', 'Business', 'Computers'],['Business']
42507,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
8448,['Business', 'Shopping', 'Recreation', 'Arts'],['Business']
8449,['Business', 'Science', 'Health', 'Reference'],['Business']
42511,['Sports', 'Computers', 'Business', 'Shopping'],['Sports']
8455,['Business', 'Home', 'Health', 'Computers'],['Business']
42525,['Sports', 'Recreation', 'Computers', 'News'],['Sports']
8464,['Business', 'Recreation', 'Health', 'Society'],['Business']
8473,['Business', 'Computers', 'Reference', 'Recreation'],['Business']
42539,['Sports', 'Reference', 'Business', 'Society'],['Sports']
8478,['Business', 'Computers', 'Recreation', 'Shopping'],['Business']
8484,['Business', 'Health', 'Science', 'Shopping'],['Business']
8485,['Business', 'Recreation', 'News', 'Computers'],['Business']
8488,['Business', 'Health', 'Science', 'Recreation'],['Business']
42550,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
8490,['Business', 'News', 'Reference', 'Computers'],['Business']
42560,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
42563,['Sports', 'Arts', 'Business', 'Shopping'],['Sports']
8509,['Business', 'Computers', 'Health', 'Reference'],['Business']
42576,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
42579,['Sports', 'Business', 'Games', 'Recreation'],['Sports']
42581,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
8522,['Business', 'Recreation', 'Home', 'Computers'],['Business']
42593,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
8531,['Business', 'Science', 'Computers', 'Society'],['Business']
42595,['Sports', 'Business', 'Recreation', 'Shopping'],['Sports']
42611,['Arts', 'Sports', 'Society', 'Computers'],['Sports']
42612,['Sports', 'Business', 'Shopping', 'Computers'],['Sports']
42628,['Sports', 'Business', 'Recreation', 'Shopping'],['Sports']
42630,['Sports', 'Recreation', 'Business', 'Health'],['Sports']
42631,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
42640,['Sports', 'Business', 'Recreation', 'Computers'],['Sports']
42645,['Sports', 'News', 'Shopping', 'Business'],['Sports']
42650,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
42651,['Sports', 'Recreation', 'Arts', 'Business'],['Sports']
8589,['Business', 'Computers', 'Science', 'Recreation'],['Business']
8590,['Business', 'Computers', 'Science', 'Arts'],['Business']
8592,['Business', 'Computers', 'Recreation', 'Science'],['Business']
8595,['Computers', 'Business', 'Science', 'Arts'],['Business']
42671,['Sports', 'Recreation', 'Business', 'Arts'],['Sports']
8619,['Shopping', 'Business', 'Recreation', 'Science'],['Business']
42685,['Sports', 'Business', 'Recreation', 'Shopping'],['Sports']
8622,['Shopping', 'Business', 'Recreation', 'Computers'],['Business']
8624,['Computers', 'Business', 'Recreation', 'Reference'],['Business']
42689,['Sports', 'Recreation', 'Business', 'Arts'],['Sports']
8628,['Business', 'Science', 'Recreation', 'Shopping'],['Business']
8630,['Business', 'Computers', 'Recreation', 'Health'],['Business']
8632,['Business', 'Recreation', 'Science', 'Reference'],['Business']
42698,['Sports', 'Arts', 'Reference', 'Business'],['Sports']
8640,['Shopping', 'Business', 'Arts', 'Recreation'],['Business']
8650,['Business', 'Computers', 'Reference', 'Science'],['Business']
42717,['Sports', 'Shopping', 'Recreation', 'Arts'],['Sports']
42731,['Sports', 'Arts', 'Recreation', 'Shopping'],['Sports']
42734,['Sports', 'Recreation', 'Shopping', 'News'],['Sports']
42736,['Sports', 'Business', 'Recreation', 'Shopping'],['Sports']
42739,['Sports', 'Business', 'Recreation', 'Shopping'],['Sports']
8675,['Business', 'Computers', 'Reference', 'Science'],['Business']
8682,['Business', 'News', 'Computers', 'Reference'],['Business']
42748,['Sports', 'Business', 'Arts', 'Recreation'],['Sports']
42749,['Sports', 'Recreation', 'News', 'Business'],['Sports']
8689,['Business', 'Shopping', 'Computers', 'Science'],['Business']
42758,['Sports', 'Business', 'Shopping', 'News'],['Sports']
42762,['Business', 'Shopping', 'Sports', 'Recreation'],['Sports']
42766,['Sports', 'Shopping', 'Arts', 'Recreation'],['Sports']
8703,['Business', 'Recreation', 'Computers', 'Shopping'],['Business']
42769,['Sports', 'Business', 'Arts', 'Recreation'],['Sports']
42771,['Business', 'Sports', 'Recreation', 'Shopping'],['Sports']
8708,['Business', 'Shopping', 'Science', 'Arts'],['Business']
8709,['Computers', 'Business', 'Science', 'Recreation'],['Business']
42783,['Sports', 'Recreation', 'Business', 'Games'],['Sports']
8720,['Business', 'Computers', 'Arts', 'Recreation'],['Business']
42789,['Sports', 'Business', 'Arts', 'Recreation'],['Sports']
8727,['Business', 'Recreation', 'Arts', 'Science'],['Business']
8729,['Business', 'News', 'Recreation', 'Science'],['Business']
42795,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
8735,['Business', 'Computers', 'Shopping', 'Recreation'],['Business']
8739,['Arts', 'Business', 'Computers', 'Recreation'],['Business']
42806,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
8746,['Business', 'Recreation', 'Science', 'Society'],['Business']
42812,['Sports', 'Recreation', 'Shopping', 'Arts'],['Sports']
42824,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
42826,['Sports', 'Computers', 'Business', 'Recreation'],['Sports']
42828,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
8778,['Business', 'Games', 'Computers', 'Recreation'],['Business']
8782,['Arts', 'Business', 'Recreation', 'Computers'],['Business']
8789,['Business', 'Computers', 'Recreation', 'Science'],['Business']
42860,['Sports', 'Arts', 'Shopping', 'Recreation'],['Sports']
42865,['Sports', 'Business', 'Shopping', 'Computers'],['Sports']
42870,['Sports', 'Business', 'Recreation', 'Shopping'],['Sports']
42871,['Sports', 'Shopping', 'Recreation', 'Arts'],['Sports']
8806,['Business', 'Computers', 'Recreation', 'Reference'],['Business']
8809,['Computers', 'Business', 'Games', 'Shopping'],['Business']
42878,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
42882,['Business', 'Sports', 'Recreation', 'Shopping'],['Sports']
8819,['Business', 'Home', 'Society', 'Recreation'],['Business']
8820,['Business', 'News', 'Home', 'Arts'],['Business']
8824,['Business', 'Computers', 'Shopping', 'Science'],['Business']
8828,['Business', 'Computers', 'Recreation', 'Shopping'],['Business']
42901,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
42902,['Business', 'Shopping', 'Sports', 'Recreation'],['Sports']
42904,['Sports', 'Arts', 'Business', 'Recreation'],['Sports']
42906,['Sports', 'Arts', 'Shopping', 'Recreation'],['Sports']
8842,['Business', 'Games', 'News', 'Home'],['Business']
42915,['Sports', 'Business', 'Shopping', 'News'],['Sports']
8851,['Business', 'Shopping', 'Society', 'Recreation'],['Business']
8859,['Business', 'Reference', 'Recreation', 'Shopping'],['Business']
42932,['Business', 'Shopping', 'Recreation', 'Computers'],['Sports']
8874,['Business', 'News', 'Society', 'Reference'],['Business']
42942,['Sports', 'Business', 'Shopping', 'Computers'],['Sports']
8877,['Business', 'Computers', 'Home', 'Science'],['Business']
8878,['Business', 'Games', 'News', 'Computers'],['Games', 'Business']
8882,['News', 'Recreation', 'Arts', 'Health'],['Business']
8883,['Business', 'Computers', 'Science', 'Shopping'],['Business']
42960,['Sports', 'Business', 'Shopping', 'Computers'],['Sports']
42970,['Sports', 'Society', 'Recreation', 'Business'],['Sports']
8904,['Business', 'Computers', 'Recreation', 'Science'],['Business']
8910,['Business', 'Home', 'Arts', 'Recreation'],['Business']
42977,['Sports', 'Business', 'Recreation', 'News'],['Sports']
8916,['Business', 'Computers', 'Reference', 'Science'],['Business']
42992,['Sports', 'Shopping', 'Business', 'Arts'],['Sports']
8927,['Business', 'Science', 'Recreation', 'News'],['Business']
43001,['Sports', 'Recreation', 'Arts', 'Business'],['Sports']
43010,['Sports', 'Recreation', 'Reference', 'Arts'],['Sports']
8946,['Business', 'Science', 'Computers', 'Health'],['Business']
43016,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
43022,['Sports', 'Recreation', 'Arts', 'Shopping'],['Sports']
8963,['Business', 'Reference', 'Computers', 'Arts'],['Business']
43037,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
43038,['Business', 'Shopping', 'Computers', 'Recreation'],['Sports']
43045,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
8977,['Business', 'Computers', 'Reference', 'Recreation'],['Business']
43051,['Sports', 'Arts', 'Recreation', 'Business'],['Sports']
8983,['Business', 'Computers', 'Reference', 'Science'],['Business']
8986,['Business', 'Reference', 'Computers', 'Health'],['Business']
43062,['Sports', 'Arts', 'Recreation', 'Shopping'],['Sports']
8994,['Business', 'Computers', 'Reference', 'Science'],['Business']
8995,['Business', 'Computers', 'Recreation', 'Reference'],['Business']
43068,['Sports', 'Society', 'Arts', 'Recreation'],['Sports']
9004,['Business', 'Computers', 'Science', 'Reference'],['Business']
43076,['Arts', 'News', 'Recreation', 'Science'],['Sports']
43077,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
9009,['Computers', 'Home', 'Business', 'Reference'],['Business']
9010,['Business', 'Computers', 'Recreation', 'Science'],['Business']
9016,['Business', 'Health', 'Reference', 'Computers'],['Business']
43086,['Sports', 'Business', 'Recreation', 'Shopping'],['Sports']
9018,['Business', 'Science', 'Society', 'Computers'],['Business']
43090,['Business', 'Recreation', 'Sports', 'Society'],['Sports']
9022,['Business', 'Health', 'Computers', 'Science'],['Business']
9023,['Business', 'Home', 'Reference', 'Computers'],['Business']
9027,['Business', 'Recreation', 'Health', 'Computers'],['Business']
43096,['Sports', 'Business', 'Shopping', 'Computers'],['Sports']
9029,['Computers', 'Recreation', 'Health', 'Business'],['Business']
9033,['Business', 'Recreation', 'Computers', 'Health'],['Business']
9039,['Arts', 'Business', 'Computers', 'Reference'],['Reference', 'Business']
9043,['Business', 'Computers', 'Health', 'Reference'],['Business']
9044,['Business', 'Health', 'Computers', 'Science'],['Business']
43112,['Sports', 'News', 'Business', 'Shopping'],['Sports']
9046,['Business', 'Computers', 'Science', 'Reference'],['Business']
43113,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
43118,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
43123,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
43124,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
9060,['Health', 'Computers', 'Business', 'Recreation'],['Business']
43129,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
43135,['Business', 'Science', 'Society', 'Computers'],['Sports']
9068,['Business', 'Computers', 'Health', 'News'],['Business']
9071,['Computers', 'Business', 'Arts', 'Recreation'],['Business']
43141,['Sports', 'Business', 'Shopping', 'News'],['Sports']
9076,['News', 'Business', 'Arts', 'Computers'],['Business']
43157,['Sports', 'Recreation', 'Business', 'News'],['Sports']
9088,['Business', 'Computers', 'Recreation', 'News'],['Business']
9092,['Business', 'Computers', 'Society', 'Shopping'],['Business']
43179,['Business', 'Shopping', 'Computers', 'Sports'],['Sports']
9112,['Business', 'Science', 'Health', 'Arts'],['Business']
43185,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
9125,['Business', 'Computers', 'Home', 'News'],['Business']
43196,['Sports', 'Recreation', 'Society', 'Business'],['Sports']
9138,['Business', 'Shopping', 'Recreation', 'Computers'],['Business']
9139,['Business', 'Recreation', 'Arts', 'Computers'],['Business']
43214,['Sports', 'Business', 'Shopping', 'Society'],['Sports']
9145,['Business', 'Computers', 'Recreation', 'Reference'],['Business']
9150,['Business', 'Computers', 'Arts', 'Recreation'],['Business']
43221,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
43227,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
9159,['Business', 'Science', 'Reference', 'Computers'],['Business']
9166,['Business', 'Health', 'Computers', 'Arts'],['Business']
9171,['Shopping', 'Business', 'Computers', 'Science'],['Business']
43246,['Sports', 'Recreation', 'Business', 'Computers'],['Sports']
43248,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
43249,['Computers', 'Society', 'Health', 'Games'],['Sports']
43268,['Sports', 'Computers', 'Recreation', 'Business'],['Sports']
9204,['Business', 'Shopping', 'Society', 'Science'],['Business']
9208,['Business', 'Recreation', 'Science', 'Computers'],['Business']
43283,['Business', 'Shopping', 'Recreation', 'Computers'],['Sports']
9221,['Business', 'Science', 'Computers', 'Reference'],['Business']
9226,['Business', 'Recreation', 'Computers', 'Games'],['Business']
43300,['Business', 'Shopping', 'Arts', 'Recreation'],['Sports']
9228,['Business', 'Computers', 'Reference', 'Recreation'],['Business', 'Arts']
9234,['Business', 'Recreation', 'Science', 'Society'],['Business']
9238,['Computers', 'Business', 'Science', 'Reference'],['Business']
9240,['Business', 'Computers', 'Recreation', 'Shopping'],['Business']
9244,['Business', 'Recreation', 'Shopping', 'Computers'],['Business']
43318,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
9249,['Business', 'Shopping', 'Recreation', 'Arts'],['Business']
43331,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
9268,['Recreation', 'Business', 'Computers', 'Reference'],['Business']
43341,['Sports', 'Recreation', 'Business', 'Arts'],['Sports']
43344,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
43349,['Sports', 'News', 'Recreation', 'Business'],['Sports']
43354,['Arts', 'Sports', 'Society', 'Computers'],['Sports']
43355,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
43356,['Sports', 'Society', 'Business', 'Shopping'],['Sports']
9285,['Computers', 'Recreation', 'Reference', 'News'],['Recreation']
43358,['Sports', 'Business', 'Recreation', 'Computers'],['Sports']
9295,['Recreation', 'Home', 'Arts', 'Science'],['Recreation']
9299,['Shopping', 'Business', 'Computers', 'Recreation'],['Recreation']
43374,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
9304,['Home', 'Recreation', 'Health', 'Computers'],['Recreation']
9316,['Recreation', 'Computers', 'Business', 'Health'],['Recreation']
9330,['Business', 'Recreation', 'Reference', 'Arts'],['Recreation']
43411,['Adult', 'Recreation', 'Shopping', 'Business'],['Adult']
9334,['Business', 'Recreation', 'Shopping', 'Computers'],['Recreation']
43433,['Adult', 'Recreation', 'Arts', 'Shopping'],['Adult']
43444,['Adult', 'Society', 'Computers', 'Recreation'],['Adult']
43449,['Adult', 'Society', 'Business', 'Recreation'],['Adult']
43471,['Business', 'Shopping', 'Recreation', 'Computers'],['Adult']
9398,['Business', 'Recreation', 'Health', 'Computers'],['Business']
9405,['Business', 'Science', 'Arts', 'Recreation'],['Business']
9417,['Computers', 'Business', 'Shopping', 'Science'],['Business']
9425,['Business', 'Science', 'Computers', 'Recreation'],['Business']
43506,['Adult', 'Society', 'Business', 'Shopping'],['Adult']
9438,['Business', 'Recreation', 'Computers', 'Science'],['Business']
9444,['Science', 'Business', 'Computers', 'Recreation'],['Business']
9448,['Business', 'Recreation', 'Arts', 'Computers'],['Business']
9449,['Shopping', 'Business', 'Recreation', 'Sports'],['Business']
43527,['Computers', 'Shopping', 'Business', 'Recreation'],['Adult']
43528,['Adult', 'Business', 'Computers', 'Shopping'],['Adult']
43535,['Adult', 'Business', 'Shopping', 'Society'],['Adult']
9458,['Business', 'Recreation', 'Computers', 'Science'],['Business']
9468,['Science', 'Business', 'Computers', 'Health'],['Business']
9473,['Business', 'Recreation', 'Computers', 'Arts'],['Business']
43554,['Computers', 'Arts', 'Business', 'Shopping'],['Computers', 'Arts']
9480,['Recreation', 'Business', 'Reference', 'Shopping'],['Business']
9481,['Business', 'Recreation', 'Science', 'Arts'],['Business']
43571,['Arts', 'Shopping', 'Society', 'Business'],['Arts']
9492,['Business', 'Recreation', 'Arts', 'Science'],['Business']
9497,['Business', 'Recreation', 'Science', 'Reference'],['Business']
9512,['Recreation', 'Health', 'Business', 'Games'],['Business']
43600,['Arts', 'Sports', 'Shopping', 'Business'],['Arts']
9521,['Business', 'Recreation', 'Home', 'Computers'],['Business']
9525,['Business', 'Computers', 'Recreation', 'Arts'],['Business']
9528,['Business', 'Recreation', 'Shopping', 'Computers'],['Business']
9531,['Business', 'Computers', 'Science', 'Society'],['Business']
9534,['Business', 'Recreation', 'Reference', 'Science'],['Business']
43620,['Arts', 'Business', 'Science', 'Society'],['Arts']
43621,['Society', 'Arts', 'Sports', 'Computers'],['Arts']
43637,['Arts', 'Games', 'Recreation', 'Shopping'],['Arts']
9565,['Business', 'Computers', 'Reference', 'Science'],['Business']
43645,['Arts', 'Business', 'Society', 'News'],['Arts']
43646,['Arts', 'News', 'Society', 'Sports'],['Arts']
43652,['Business', 'Shopping', 'Recreation', 'Computers'],['News', 'Business']
9574,['Business', 'Science', 'Computers', 'Health'],['Business']
9593,['Business', 'Computers', 'Reference', 'Science'],['Business']
43675,['Business', 'Science', 'Computers', 'Shopping'],['Business', 'Shopping']
43678,['Business', 'Home', 'News', 'Reference'],['Business']
43682,['Business', 'Recreation', 'Shopping', 'Computers'],['Business', 'Recreation']
9603,['Business', 'Arts', 'News', 'Science'],['Business']
9604,['Arts', 'Recreation', 'News', 'Business'],['Business']
43686,['Business', 'Computers', 'Reference', 'Society'],['Business']
9611,['Business', 'Computers', 'News', 'Science'],['Business']
43693,['Shopping', 'Business', 'Home', 'Society'],['Business']
9617,['Business', 'Recreation', 'Computers', 'Health'],['Business']
43698,['Business', 'Shopping', 'Health', 'Society'],['Business']
43701,['Shopping', 'Business', 'Recreation', 'Computers'],['Business']
9630,['Business', 'News', 'Reference', 'Recreation'],['Business']
9638,['Business', 'Recreation', 'Arts', 'Computers'],['Business']
9639,['Recreation', 'Business', 'Computers', 'Shopping'],['Business']
43719,['Business', 'Society', 'Health', 'Computers'],['Business']
9641,['Shopping', 'Business', 'Recreation', 'Arts'],['Business', 'Shopping']
43721,['Business', 'Computers', 'News', 'Reference'],['Business']
43727,['Business', 'Computers', 'Shopping', 'Arts'],['Business']
43729,['Society', 'Business', 'Computers', 'Shopping'],['Business', 'Computers']
9651,['Arts', 'Business', 'Health', 'Computers'],['Business']
9660,['Business', 'Recreation', 'Computers', 'Arts'],['Business']
9661,['Business', 'Health', 'Shopping', 'Recreation'],['Business']
43742,['Business', 'Home', 'Shopping', 'Society'],['Business']
9665,['Home', 'Business', 'Recreation', 'Shopping'],['Business']
43746,['Business', 'Society', 'Shopping', 'Computers'],['Business']
9670,['Business', 'Shopping', 'Computers', 'News'],['Business']
43760,['Business', 'Society', 'Computers', 'Shopping'],['Business']
9681,['Business', 'Computers', 'Arts', 'Recreation'],['Business']
43763,['Business', 'Shopping', 'Computers', 'Home'],['Business']
9687,['Games', 'Business', 'Computers', 'Shopping'],['Business']
9696,['Business', 'Recreation', 'Health', 'Arts'],['Business']
43779,['Shopping', 'Home', 'Business', 'Computers'],['Computers']
9698,['Computers', 'Science', 'Business', 'Arts'],['Business']
9700,['Business', 'Recreation', 'Sports', 'Society'],['Business']
9701,['Business', 'Computers', 'Recreation', 'Shopping'],['Business']
43785,['Computers', 'Business', 'Shopping', 'Recreation'],['Computers']
43786,['Games', 'Computers', 'Business', 'Arts'],['Computers']
43787,['Computers', 'Society', 'Reference', 'Science'],['Computers']
9704,['Business', 'Computers', 'Arts', 'Home'],['Business']
9707,['Business', 'Recreation', 'Health', 'Computers'],['Business']
43790,['Business', 'Computers', 'Arts', 'Shopping'],['Computers']
9709,['Shopping', 'Arts', 'Business', 'Recreation'],['Business']
9712,['Recreation', 'Business', 'Computers', 'News'],['Business']
43798,['Computers', 'Science', 'Reference', 'Business'],['Computers']
43808,['Business', 'Computers', 'Arts', 'Home'],['Computers']
9741,['Business', 'Home', 'Health', 'Computers'],['Business']
43824,['Computers', 'Recreation', 'Business', 'Sports'],['Computers']
9744,['Business', 'Shopping', 'Recreation', 'Arts'],['Business']
43830,['Business', 'Shopping', 'Computers', 'Society'],['Computers']
43843,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
43845,['Computers', 'Business', 'Games', 'Shopping'],['Computers']
9776,['Business', 'Science', 'Arts', 'Computers'],['Business']
43871,['Business', 'Computers', 'Arts', 'Reference'],['Computers']
9794,['News', 'Business', 'Science', 'Computers'],['Business']
9796,['Business', 'Shopping', 'Computers', 'Science'],['Business']
9800,['Shopping', 'Arts', 'Business', 'Health'],['Business']
43887,['Computers', 'Science', 'Business', 'Society'],['Computers']
43900,['Sports', 'Games', 'Computers', 'Business'],['Games']
9823,['Business', 'Shopping', 'Computers', 'Arts'],['Business', 'Shopping']
43918,['Games', 'Business', 'Computers', 'Shopping'],['Games']
9836,['Business', 'Recreation', 'Science', 'Reference'],['Business']
9841,['Business', 'Computers', 'Shopping', 'Recreation'],['Business']
43924,['Sports', 'Business', 'Computers', 'Shopping'],['Games']
9844,['Science', 'Reference', 'Business', 'Arts'],['Business']
43927,['Business', 'Computers', 'Games', 'Arts'],['Games']
9858,['Business', 'Science', 'Home', 'Health'],['Business']
9860,['Business', 'Recreation', 'Society', 'Home'],['Business']
43943,['Games', 'Computers', 'Shopping', 'Business'],['Games']
43946,['Shopping', 'Business', 'Recreation', 'Games'],['Games']
9866,['Business', 'News', 'Computers', 'Arts'],['Business']
9869,['Business', 'Home', 'Shopping', 'Science'],['Business']
9870,['Arts', 'Health', 'News', 'Business'],['Business']
9873,['Business', 'Shopping', 'Recreation', 'Arts'],['Business']
43961,['Games', 'Business', 'Shopping', 'Computers'],['Games']
43970,['Games', 'Computers', 'Recreation', 'News'],['Games']
43972,['Games', 'Computers', 'Shopping', 'Home'],['Games']
43976,['Games', 'Shopping', 'Computers', 'Society'],['Games']
43979,['Computers', 'Arts', 'Home', 'Sports'],['Games']
9902,['Business', 'Computers', 'Recreation', 'Society'],['Business']
43986,['Arts', 'Shopping', 'Computers', 'Society'],['Games']
43990,['Computers', 'Games', 'Business', 'Shopping'],['Games']
9908,['Business', 'Shopping', 'Computers', 'Society'],['Business']
43992,['Computers', 'Arts', 'Business', 'Society'],['Games', 'Computers']
43994,['Games', 'Sports', 'Business', 'Computers'],['Games']
43995,['Business', 'Computers', 'Shopping', 'Recreation'],['Games']
9920,['Business', 'Shopping', 'Computers', 'Sports'],['Business']
44009,['Health', 'Shopping', 'Business', 'Sports'],['Health']
9928,['Business', 'Computers', 'Society', 'Health'],['Business']
44015,['Computers', 'Recreation', 'Business', 'Sports'],['Health']
9938,['Business', 'Recreation', 'Science', 'Arts'],['Business']
9944,['Business', 'Society', 'Home', 'Sports'],['Business']
44027,['Business', 'Shopping', 'Computers', 'Recreation'],['Science', 'Health']
44031,['Business', 'Health', 'Computers', 'Shopping'],['Business', 'Shopping', 'Health']
44035,['Sports', 'Business', 'Society', 'Health'],['Health']
44036,['Health', 'Science', 'Business', 'Computers'],['Health']
9956,['Business', 'News', 'Recreation', 'Arts'],['Business']
44041,['Shopping', 'Business', 'Computers', 'Health'],['Health']
9959,['Business', 'Health', 'Science', 'Computers'],['Business']
44046,['Health', 'Business', 'Society', 'Computers'],['Health']
9966,['Business', 'Recreation', 'Computers', 'Reference'],['Business']
9967,['Recreation', 'Business', 'Computers', 'Arts'],['Business']
9974,['Business', 'Society', 'Shopping', 'Recreation'],['Business']
44061,['News', 'Society', 'Arts', 'Health'],['Health']
44064,['Health', 'Business', 'Science', 'Society'],['Health']
44066,['Home', 'Health', 'Shopping', 'Society'],['Health']
44067,['Health', 'Business', 'Arts', 'Computers'],['Health']
44068,['Business', 'Computers', 'Arts', 'Reference'],['Science', 'Health']
44069,['Health', 'Business', 'Shopping', 'Recreation'],['Health']
44073,['Computers', 'Business', 'Reference', 'Home'],['Health']
9990,['Business', 'Society', 'Recreation', 'Computers'],['Business']
9997,['Business', 'Recreation', 'Arts', 'Reference'],['Business']
9998,['Health', 'Business', 'Computers', 'Science'],['Business']
44082,['Health', 'Business', 'Sports', 'Shopping'],['Health']
44084,['Business', 'Shopping', 'Recreation', 'Arts'],['Health']
10009,['Business', 'Shopping', 'Recreation', 'Adult'],['Business']
44093,['Business', 'Computers', 'Society', 'Arts'],['Society', 'Health']
44096,['Health', 'Home', 'Recreation', 'Shopping'],['Health']
10020,['Business', 'Health', 'Science', 'Society'],['Business']
10021,['Business', 'News', 'Recreation', 'Home'],['Business']
44104,['Business', 'Computers', 'Shopping', 'Reference'],['Home', 'Society']
44107,['Business', 'Home', 'Shopping', 'Health'],['Home']
10026,['Business', 'Computers', 'Science', 'Society'],['Business']
44110,['Computers', 'Business', 'Arts', 'Home'],['Home']
10028,['Business', 'Computers', 'Reference', 'Shopping'],['Business']
10029,['Business', 'Shopping', 'Recreation', 'Arts'],['Business']
10031,['Business', 'Recreation', 'Computers', 'Arts'],['Business']
44118,['Arts', 'Home', 'Sports', 'Recreation'],['Home']
44120,['Home', 'Arts', 'Recreation', 'Shopping'],['Home']
10037,['Shopping', 'Business', 'Arts', 'Recreation'],['Business']
10042,['Business', 'Computers', 'News', 'Science'],['Business']
10055,['Business', 'Shopping', 'Computers', 'Sports'],['Business']
10059,['Business', 'News', 'Health', 'Society'],['Business']
10062,['Health', 'Recreation', 'Computers', 'Business'],['Business']
44149,['Society', 'Health', 'Home', 'Business'],['Home']
44152,['Business', 'Computers', 'Reference', 'Shopping'],['Home']
10071,['Business', 'Recreation', 'Arts', 'Computers'],['Business']
10078,['Business', 'Computers', 'Home', 'Recreation'],['Business']
10079,['Business', 'Shopping', 'Computers', 'Recreation'],['Business']
44167,['Health', 'Business', 'Recreation', 'Arts'],['Home']
44168,['Home', 'Business', 'Shopping', 'Adult'],['Home']
10086,['Business', 'Health', 'Computers', 'Recreation'],['Business']
44173,['Business', 'Arts', 'Shopping', 'Society'],['Home']
44176,['Recreation', 'Home', 'Society', 'Sports'],['Home']
10099,['Business', 'Computers', 'Games', 'Science'],['Business']
10101,['Business', 'Computers', 'Reference', 'Recreation'],['Business']
10107,['Business', 'Home', 'Reference', 'Shopping'],['Business']
44197,['Society', 'Home', 'Reference', 'Business'],['Business']
10117,['Computers', 'Business', 'Science', 'Recreation'],['Business']
44239,['Society', 'Business', 'Computers', 'Arts'],['Society']
44240,['Computers', 'Business', 'Shopping', 'Science'],['Computers']
44247,['Arts', 'Recreation', 'Business', 'Home'],['Science']
44248,['Computers', 'Reference', 'Society', 'Business'],['Arts']
10133,['Business', 'Computers', 'Science', 'Shopping'],['Business']
44262,['Arts', 'News', 'Society', 'Business'],['News']
10140,['Business', 'Science', 'Computers', 'Recreation'],['Business']
10141,['Business', 'Home', 'Computers', 'Reference'],['Business']
44264,['Arts', 'News', 'Business', 'Shopping'],['News']
44272,['Shopping', 'News', 'Business', 'Arts'],['News']
10150,['Business', 'Shopping', 'Reference', 'Computers'],['Business']
10155,['Business', 'Computers', 'Health', 'Home'],['Business']
10158,['Computers', 'Recreation', 'Business', 'Health'],['Business']
44282,['News', 'Arts', 'Sports', 'Business'],['News']
10163,['Business', 'Arts', 'Society', 'News'],['Business']
