ref id,Predicted,Actual
0,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
42016,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
7965,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42028,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42029,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42037,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
7988,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
7989,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42044,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
7993,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
7994,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
7996,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42052,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42055,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42056,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42058,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8014,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8029,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42085,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8038,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42096,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8043,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42099,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42102,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42103,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8051,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8053,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42109,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42111,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8061,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42115,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42116,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42118,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8072,['Health', 'Shopping', 'Recreation', 'Games'],['Business', 'Shopping']
8075,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8078,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42135,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8092,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8097,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42152,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42153,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42173,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8121,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42176,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42181,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8130,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42185,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8132,['Health', 'Shopping', 'Recreation', 'Games'],['Business', 'Home']
42187,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8134,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42188,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42191,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8152,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42207,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8160,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8162,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8163,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42217,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42221,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42226,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42229,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42237,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8185,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42240,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42254,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42256,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8213,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8216,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8217,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8222,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8223,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42283,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8230,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8233,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42300,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42303,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8247,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42308,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42311,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42314,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8259,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42318,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8262,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42322,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8268,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42326,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42327,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42333,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42334,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8281,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42339,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42340,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8287,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42350,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42353,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8301,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42359,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42365,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8310,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8313,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8316,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8322,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42388,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8333,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8336,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8352,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42413,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8355,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8357,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8361,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8362,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42420,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8366,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42426,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42433,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8376,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42437,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8378,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8379,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8383,['Health', 'Shopping', 'Recreation', 'Games'],['Business', 'Society']
8384,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8389,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42450,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8394,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42456,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8400,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8402,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42463,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42466,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8408,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8409,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8412,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8413,['Health', 'Shopping', 'Recreation', 'Games'],['Business', 'Home']
8415,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42478,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8419,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42482,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8435,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8449,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8450,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42512,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42513,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42525,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8473,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42535,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42538,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8483,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8484,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42547,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8487,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8489,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8495,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42558,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42562,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8508,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8510,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8513,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42575,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42576,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42582,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8523,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42600,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42603,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8543,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42609,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8547,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8564,['Health', 'Shopping', 'Recreation', 'Games'],['Business', 'Science', 'Society']
8569,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8580,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42646,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42648,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8600,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8601,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8602,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42682,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8619,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42686,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42688,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8625,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8627,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42692,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8629,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8632,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42706,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8645,['Health', 'Shopping', 'Recreation', 'Games'],['Business', 'Reference']
8649,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42716,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8654,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42725,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42726,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8664,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8666,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8667,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8668,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42735,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42736,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8675,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42743,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42744,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42748,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8687,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42755,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42756,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8692,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8700,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8709,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42774,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42782,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42786,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42789,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8726,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8733,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8742,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42813,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42826,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8763,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42838,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42841,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8779,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8786,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42855,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8790,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8796,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42869,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8804,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42873,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42874,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42879,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8814,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42883,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42891,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8828,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8832,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8841,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42911,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42912,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8852,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42924,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42937,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8872,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42940,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8877,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8882,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8886,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8888,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8895,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8896,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
42966,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42972,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8911,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8921,['Health', 'Shopping', 'Recreation', 'Games'],['Business', 'News']
42988,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
42990,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8942,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43012,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8946,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8949,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8950,['Health', 'Shopping', 'Recreation', 'Games'],['Business', 'Computers']
43021,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8953,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
8956,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43026,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
43032,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
43042,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
43056,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
43057,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8990,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43059,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
8993,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43066,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
43067,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
9006,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43079,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
43081,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
43083,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
43084,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
43090,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
43092,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
43108,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
9044,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9046,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9049,['Health', 'Shopping', 'Recreation', 'Games'],['Business', 'Computers']
9059,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43132,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
43137,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
43139,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
9072,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43141,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
9076,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9077,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9083,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43154,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
43155,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
43162,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
9093,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9096,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9099,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43183,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
9117,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9118,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43195,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
9127,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43201,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
9131,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9133,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43204,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
43207,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
43211,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
9143,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43221,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
9151,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9156,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43233,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
9163,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43234,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
9168,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9172,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9183,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43257,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
9191,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9192,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43264,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
43268,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
9200,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43274,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
9217,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43292,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
9229,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43309,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
9238,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9240,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9247,['Health', 'Shopping', 'Recreation', 'Games'],['Business', 'Recreation']
43323,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
9253,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9266,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9269,['Health', 'Shopping', 'Recreation', 'Games'],['Recreation']
9276,['Health', 'Shopping', 'Recreation', 'Games'],['Recreation']
43350,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
43351,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
9285,['Health', 'Shopping', 'Recreation', 'Games'],['Recreation']
43359,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
43360,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
9290,['Health', 'Shopping', 'Recreation', 'Games'],['Recreation']
43364,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
9292,['Health', 'Shopping', 'Recreation', 'Games'],['Recreation']
9296,['Health', 'Shopping', 'Recreation', 'Games'],['Recreation']
9298,['Health', 'Shopping', 'Recreation', 'Games'],['Recreation']
9300,['Health', 'Shopping', 'Recreation', 'Games'],['Recreation']
43373,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
9305,['Health', 'Shopping', 'Recreation', 'Games'],['Recreation']
43383,['Health', 'Shopping', 'Recreation', 'Games'],['Reference']
9309,['Health', 'Shopping', 'Recreation', 'Games'],['Recreation']
43384,['Health', 'Shopping', 'Recreation', 'Games'],['News']
43386,['Health', 'Shopping', 'Recreation', 'Games'],['Reference']
43390,['Health', 'Shopping', 'Recreation', 'Games'],['Sports']
9343,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43421,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
9349,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9351,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9353,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9356,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43434,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
43438,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
9364,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9373,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43456,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
9381,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43463,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
9387,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9388,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43471,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
9403,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43503,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
9432,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43513,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
43524,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
43525,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
9448,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9459,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43543,['Health', 'Shopping', 'Recreation', 'Games'],['Arts', 'Computers']
43544,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
43548,['Health', 'Shopping', 'Recreation', 'Games'],['Arts', 'News']
9481,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43567,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
9493,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43573,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
9499,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9503,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43596,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
9519,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9520,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43601,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
43603,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
9529,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9533,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43616,['Health', 'Shopping', 'Recreation', 'Games'],['Arts', 'Computers']
43618,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
9540,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9548,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9561,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43648,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
43650,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43652,['Health', 'Shopping', 'Recreation', 'Games'],['Business', 'News']
9612,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43692,['Health', 'Shopping', 'Recreation', 'Games'],['Business', 'News']
43694,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9616,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9617,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9624,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43705,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9631,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9632,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43714,['Health', 'Shopping', 'Recreation', 'Games'],['Business', 'Health']
43717,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9643,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9646,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9659,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43740,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43742,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9670,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43762,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9684,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9689,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43774,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
9694,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
9697,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
43780,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
