ref id,Predicted,Actual
0,['Business', 'Shopping', 'Arts', 'Computers'],['Adult']
41750,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
41760,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
41765,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
41769,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
7720,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
41771,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
41776,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
7732,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
7736,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
7737,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
41788,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
7743,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
7745,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
7747,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
7748,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
41800,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
7753,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
7754,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
41811,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
41812,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
41817,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
41829,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
7782,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
41834,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
41835,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
7793,['Business', 'Shopping', 'Arts', 'Computers'],['Business', 'Science']
41852,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
7805,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
41857,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
7813,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
7818,['Business', 'Shopping', 'Arts', 'Computers'],['Business', 'Science', 'Society']
7827,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
7829,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
7833,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
41885,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
7836,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
7837,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
41891,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
7841,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
41892,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
7843,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
7844,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
41899,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
41910,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
41919,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
7874,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
41931,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
41934,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
7885,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
41939,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
7892,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
41944,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
7897,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
41949,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
41953,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
7905,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
41960,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
7911,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
41964,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
41973,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
7922,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
7932,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
7933,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
41989,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
41990,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
41997,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
41999,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42003,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
7951,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42005,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42008,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
7958,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
7961,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42016,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
7965,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42028,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42029,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42037,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
7988,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
7989,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42044,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
7993,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
7994,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
7996,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42052,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42055,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42056,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42058,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8014,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8029,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42085,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8038,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42096,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8043,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42099,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42102,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42103,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8051,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8053,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42109,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42111,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8061,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42115,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42116,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42118,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8072,['Business', 'Shopping', 'Arts', 'Computers'],['Business', 'Shopping']
8075,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8078,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42135,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8092,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8097,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42152,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42153,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42173,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8121,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42176,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42181,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8130,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42185,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8132,['Business', 'Shopping', 'Arts', 'Computers'],['Business', 'Home']
42187,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8134,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42188,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42191,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8152,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42207,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8160,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8162,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8163,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42217,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42221,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42226,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42229,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42237,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8185,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42240,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42254,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42256,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8213,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8216,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8217,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8222,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8223,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42283,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8230,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8233,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42300,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42303,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8247,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42308,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42311,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42314,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8259,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42318,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8262,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42322,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8268,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42326,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42327,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42333,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42334,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8281,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42339,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42340,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8287,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42350,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42353,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8301,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42359,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42365,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8310,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8313,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8316,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8322,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42388,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8333,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8336,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8352,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42413,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8355,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8357,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8361,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8362,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42420,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8366,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42426,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42433,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8376,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42437,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8378,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8379,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8383,['Business', 'Shopping', 'Arts', 'Computers'],['Business', 'Society']
8384,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8389,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42450,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8394,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42456,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8400,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8402,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42463,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42466,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8408,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8409,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8412,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8413,['Business', 'Shopping', 'Arts', 'Computers'],['Business', 'Home']
8415,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42478,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8419,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42482,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8435,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8449,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8450,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42512,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42513,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42525,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8473,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42535,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42538,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8483,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8484,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42547,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8487,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8489,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8495,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42558,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42562,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8508,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8510,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8513,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42575,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42576,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42582,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8523,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42600,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42603,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8543,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42609,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8547,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8564,['Business', 'Shopping', 'Arts', 'Computers'],['Business', 'Science', 'Society']
8569,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8580,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42646,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42648,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8600,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8601,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8602,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42682,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8619,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42686,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42688,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8625,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8627,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42692,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8629,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8632,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42706,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8645,['Business', 'Shopping', 'Arts', 'Computers'],['Business', 'Reference']
8649,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42716,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8654,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42725,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42726,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8664,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8666,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8667,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8668,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42735,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42736,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8675,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42743,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42744,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42748,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8687,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42755,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42756,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8692,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8700,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8709,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42774,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42782,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42786,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42789,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8726,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8733,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8742,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42813,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42826,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8763,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42838,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42841,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8779,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8786,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42855,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8790,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8796,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42869,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8804,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42873,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42874,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42879,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8814,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42883,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42891,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8828,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8832,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8841,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42911,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42912,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8852,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42924,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42937,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8872,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42940,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8877,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8882,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8886,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8888,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8895,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8896,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
42966,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42972,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8911,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8921,['Business', 'Shopping', 'Arts', 'Computers'],['Business', 'News']
42988,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
42990,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8942,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
43012,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8946,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8949,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8950,['Business', 'Shopping', 'Arts', 'Computers'],['Business', 'Computers']
43021,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8953,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
8956,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
43026,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
43032,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
43042,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
43056,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
43057,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8990,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
43059,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
8993,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
43066,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
43067,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
9006,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
43079,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
43081,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
43083,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
43084,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
43090,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
43092,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
43108,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
9044,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
9046,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
9049,['Business', 'Shopping', 'Arts', 'Computers'],['Business', 'Computers']
9059,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
43132,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
43137,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
43139,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
9072,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
43141,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
9076,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
9077,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
9083,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
43154,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
43155,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
43162,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
9093,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
9096,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
9099,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
43183,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
9117,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
9118,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
43195,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
9127,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
43201,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
9131,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
9133,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
43204,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
43207,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
43211,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
9143,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
43221,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
9151,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
9156,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
43233,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
9163,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
43234,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
9168,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
9172,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
9183,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
43257,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
9191,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
9192,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
43264,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
43268,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
9200,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
43274,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
9217,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
43292,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
9229,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
43309,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
9238,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
9240,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
9247,['Business', 'Shopping', 'Arts', 'Computers'],['Business', 'Recreation']
43323,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
9253,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
9266,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
9269,['Business', 'Shopping', 'Arts', 'Computers'],['Recreation']
9276,['Business', 'Shopping', 'Arts', 'Computers'],['Recreation']
43350,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
43351,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
9285,['Business', 'Shopping', 'Arts', 'Computers'],['Recreation']
43359,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
43360,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
9290,['Business', 'Shopping', 'Arts', 'Computers'],['Recreation']
43364,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
9292,['Business', 'Shopping', 'Arts', 'Computers'],['Recreation']
9296,['Business', 'Shopping', 'Arts', 'Computers'],['Recreation']
9298,['Business', 'Shopping', 'Arts', 'Computers'],['Recreation']
9300,['Business', 'Shopping', 'Arts', 'Computers'],['Recreation']
43373,['Business', 'Shopping', 'Arts', 'Computers'],['Sports']
9305,['Business', 'Shopping', 'Arts', 'Computers'],['Recreation']
43383,['Business', 'Shopping', 'Arts', 'Computers'],['Reference']
9309,['Business', 'Shopping', 'Arts', 'Computers'],['Recreation']
43384,['Business', 'Shopping', 'Arts', 'Computers'],['News']
43386,['Business', 'Shopping', 'Arts', 'Computers'],['Reference']
