ref id,Predicted,Actual
0,['Business', 'Shopping', 'Computers', 'Arts'],['Adult']
41734,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
41745,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
7698,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
41750,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
41760,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
41765,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
41769,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
7720,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
41771,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
41776,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
7732,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
7736,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
7737,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
41788,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
7743,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
7745,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
7747,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
7748,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
41800,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
7753,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
7754,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
41811,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
41812,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
41817,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
41829,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
7782,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
41834,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
41835,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
7793,['Business', 'Shopping', 'Computers', 'Arts'],['Business', 'Science']
41852,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
7805,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
41857,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
7813,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
7818,['Business', 'Shopping', 'Computers', 'Arts'],['Business', 'Science', 'Society']
7827,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
7829,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
7833,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
41885,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
7836,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
7837,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
41891,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
7841,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
41892,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
7843,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
7844,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
41899,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
41910,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
41919,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
7874,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
41931,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
41934,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
7885,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
41939,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
7892,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
41944,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
7897,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
41949,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
41953,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
7905,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
41960,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
7911,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
41964,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
41973,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
7922,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
7932,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
7933,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
41989,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
41990,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
41997,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
41999,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42003,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
7951,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42005,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42008,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
7958,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
7961,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42016,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
7965,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42028,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42029,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42037,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
7988,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
7989,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42044,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
7993,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
7994,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
7996,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42052,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42055,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42056,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42058,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8014,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8029,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42085,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8038,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42096,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8043,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42099,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42102,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42103,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8051,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8053,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42109,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42111,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8061,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42115,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42116,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42118,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8072,['Business', 'Shopping', 'Computers', 'Arts'],['Business', 'Shopping']
8075,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8078,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42135,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8092,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8097,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42152,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42153,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42173,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8121,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42176,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42181,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8130,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42185,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8132,['Business', 'Shopping', 'Computers', 'Arts'],['Business', 'Home']
42187,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8134,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42188,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42191,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8152,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42207,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8160,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8162,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8163,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42217,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42221,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42226,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42229,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42237,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8185,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42240,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42254,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42256,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8213,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8216,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8217,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8222,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8223,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42283,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8230,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8233,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42300,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42303,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8247,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42308,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42311,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42314,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8259,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42318,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8262,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42322,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8268,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42326,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42327,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42333,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42334,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8281,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42339,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42340,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8287,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42350,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42353,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8301,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42359,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42365,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8310,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8313,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8316,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8322,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42388,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8333,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8336,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8352,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42413,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8355,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8357,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8361,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8362,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42420,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8366,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42426,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42433,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8376,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42437,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8378,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8379,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8383,['Business', 'Shopping', 'Computers', 'Arts'],['Business', 'Society']
8384,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8389,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42450,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8394,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42456,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8400,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8402,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42463,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42466,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8408,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8409,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8412,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8413,['Business', 'Shopping', 'Computers', 'Arts'],['Business', 'Home']
8415,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42478,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8419,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42482,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8435,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8449,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8450,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42512,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42513,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42525,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8473,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42535,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42538,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8483,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8484,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42547,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8487,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8489,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8495,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42558,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42562,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8508,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8510,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8513,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42575,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42576,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42582,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8523,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42600,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42603,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8543,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42609,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8547,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8564,['Business', 'Shopping', 'Computers', 'Arts'],['Business', 'Science', 'Society']
8569,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8580,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42646,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42648,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8600,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8601,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8602,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42682,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8619,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42686,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42688,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8625,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8627,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42692,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8629,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8632,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42706,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8645,['Business', 'Shopping', 'Computers', 'Arts'],['Business', 'Reference']
8649,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42716,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8654,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42725,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42726,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8664,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8666,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8667,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8668,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42735,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42736,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8675,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42743,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42744,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42748,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8687,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42755,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42756,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8692,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8700,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8709,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42774,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42782,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42786,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42789,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8726,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8733,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8742,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42813,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42826,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8763,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42838,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42841,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8779,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8786,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42855,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8790,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8796,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42869,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8804,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42873,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42874,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42879,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8814,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42883,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42891,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8828,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8832,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8841,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42911,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42912,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8852,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42924,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42937,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8872,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42940,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8877,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8882,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8886,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8888,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8895,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8896,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
42966,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42972,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8911,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8921,['Business', 'Shopping', 'Computers', 'Arts'],['Business', 'News']
42988,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
42990,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8942,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
43012,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8946,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8949,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8950,['Business', 'Shopping', 'Computers', 'Arts'],['Business', 'Computers']
43021,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8953,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
8956,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
43026,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
43032,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
43042,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
43056,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
43057,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8990,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
43059,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
8993,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
43066,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
43067,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
9006,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
43079,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
43081,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
43083,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
43084,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
43090,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
43092,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
43108,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
9044,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
9046,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
9049,['Business', 'Shopping', 'Computers', 'Arts'],['Business', 'Computers']
9059,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
43132,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
43137,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
43139,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
9072,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
43141,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
9076,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
9077,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
9083,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
43154,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
43155,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
43162,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
9093,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
9096,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
9099,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
43183,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
9117,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
9118,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
43195,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
9127,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
43201,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
9131,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
9133,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
43204,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
43207,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
43211,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
9143,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
43221,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
9151,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
9156,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
43233,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
9163,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
43234,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
9168,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
9172,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
9183,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
43257,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
9191,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
9192,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
43264,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
43268,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
9200,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
43274,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
9217,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
43292,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
9229,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
43309,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
9238,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
9240,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
9247,['Business', 'Shopping', 'Computers', 'Arts'],['Business', 'Recreation']
43323,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
9253,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
9266,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
9269,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
9276,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
43350,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
43351,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
9285,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
43359,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
43360,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
9290,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
43364,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
9292,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
9296,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
9298,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
9300,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
43373,['Business', 'Shopping', 'Computers', 'Arts'],['Sports']
9305,['Business', 'Shopping', 'Computers', 'Arts'],['Recreation']
43383,['Business', 'Shopping', 'Computers', 'Arts'],['Reference']
