ref id,Predicted,Actual
44778,['Society', 'Business', 'Health', 'Sports'],['Society']
41750,['Recreation', 'Health', 'Arts', 'Shopping'],['Recreation']
53245,['Computers', 'Science', 'Recreation', 'Business'],['Adult']
43744,['Recreation', 'Shopping', 'Computers', 'Games'],['Business']
38821,['Health', 'Society', 'Sports', 'Shopping'],['Health']
1681,['Arts', 'Recreation', 'Society', 'Shopping'],['Arts']
25414,['Sports', 'Health', 'Society', 'Recreation'],['Arts']
27849,['Arts', 'Business', 'Sports', 'Society'],['Arts']
52408,['Sports', 'Business', 'Shopping', 'Society'],['Adult']
25353,['Recreation', 'Shopping', 'Health', 'Computers'],['Business']
28295,['Shopping', 'Business', 'Adult', 'Arts'],['Shopping']
20618,['Recreation', 'Sports', 'Shopping', 'Science'],['Adult']
41335,['Recreation', 'Health', 'Society', 'Reference'],['Arts']
1216,['Health', 'Arts', 'Reference', 'Business'],['Adult']
35935,['Society', 'Health', 'Recreation', 'Business'],['Recreation']
10918,['Recreation', 'Arts', 'Games', 'Business'],['Adult']
22515,['Business', 'Shopping', 'Society', 'Recreation'],['Recreation']
29695,['Recreation', 'Arts', 'Health', 'Games'],['Recreation']
10106,['Recreation', 'Computers', 'Arts', 'Sports'],['Arts']
25822,['Health', 'Recreation', 'Science', 'Computers'],['Recreation']
42411,['Sports', 'Society', 'Business', 'Arts'],['Recreation']
54231,['Recreation', 'Computers', 'Health', 'Business'],['Computers']
23159,['Recreation', 'Games', 'Computers', 'Business'],['Recreation']
35872,['Business', 'Sports', 'Shopping', 'Recreation'],['Recreation']
4669,['Arts', 'Recreation', 'Sports', 'Society'],['Recreation']
57197,['Recreation', 'Health', 'Computers', 'Arts'],['Recreation']
43492,['Sports', 'Society', 'Recreation', 'Shopping'],['Shopping']
5229,['Society', 'Health', 'Sports', 'Games'],['Health']
48991,['Sports', 'Computers', 'Shopping', 'Reference'],['Computers']
6250,['Arts', 'Adult', 'Recreation', 'Sports'],['Shopping']
40362,['Sports', 'Shopping', 'Games', 'Society'],['Shopping']
6594,['Health', 'Arts', 'Sports', 'Computers'],['Health']
17914,['Society', 'Health', 'Sports', 'Recreation'],['Health']
26020,['Recreation', 'Computers', 'Society', 'Business'],['Computers']
9588,['Sports', 'Society', 'Shopping', 'Health'],['Sports']
51596,['Recreation', 'Arts', 'Health', 'Games'],['Recreation']
25299,['Computers', 'Science', 'Reference', 'Health'],['Computers']
57187,['Recreation', 'Health', 'Games', 'Computers'],['Shopping']
28738,['Arts', 'Business', 'Shopping', 'Computers'],['Shopping']
15812,['Sports', 'Health', 'Society', 'Shopping'],['Arts']
11513,['Adult', 'Business', 'Shopping', 'Science'],['Adult']
34577,['Shopping', 'Society', 'Business', 'Recreation'],['Shopping']
36444,['Arts', 'Society', 'Games', 'Computers'],['Recreation']
25359,['Shopping', 'Society', 'Business', 'Reference'],['Shopping']
23487,['Shopping', 'Sports', 'Society', 'Business'],['Shopping']
3755,['Shopping', 'Arts', 'Sports', 'Society'],['Arts']
9621,['Sports', 'Recreation', 'Health', 'Computers'],['Health']
2356,['Shopping', 'Society', 'Sports', 'Arts'],['Shopping']
15118,['Arts', 'Sports', 'Shopping', 'Business'],['Recreation']
13077,['Sports', 'Shopping', 'Business', 'Adult'],['Sports']
22010,['Recreation', 'Society', 'Computers', 'Business'],['Arts']
49232,['Sports', 'Society', 'Shopping', 'Recreation'],['Arts']
48154,['Shopping', 'Business', 'Arts', 'Sports'],['Shopping']
9936,['Shopping', 'Computers', 'Business', 'Sports'],['Arts']
35716,['Shopping', 'Recreation', 'Sports', 'Society'],['Health']
1540,['Shopping', 'Games', 'Adult', 'Sports'],['Adult']
597,['Society', 'Computers', 'Sports', 'Arts'],['Arts']
45266,['Shopping', 'Business', 'Health', 'Science'],['Shopping']
9764,['Shopping', 'Business', 'Computers', 'Arts'],['Adult']
26169,['Shopping', 'Business', 'Recreation', 'Sports'],['Shopping']
52996,['Sports', 'Society', 'Recreation', 'Computers'],['Sports']
20565,['Arts', 'Health', 'Sports', 'Society'],['Health']
429,['Recreation', 'Computers', 'Shopping', 'Health'],['Health']
6392,['Business', 'Computers', 'Society', 'Shopping'],['Recreation']
16479,['Shopping', 'Business', 'Arts', 'Recreation'],['Sports']
8596,['Computers', 'Science', 'Health', 'Arts'],['Computers']
4429,['Sports', 'Computers', 'Arts', 'Science'],['Sports']
41603,['Computers', 'Sports', 'Society', 'Shopping'],['Health']
57605,['Society', 'Health', 'Computers', 'Arts'],['Health']
41778,['Recreation', 'Business', 'Sports', 'Society'],['Recreation']
48632,['Shopping', 'Arts', 'Adult', 'Sports'],['Shopping']
54136,['Health', 'Society', 'Business', 'Shopping'],['Health']
42322,['Adult', 'Recreation', 'Arts', 'Sports'],['Adult']
47244,['Society', 'Arts', 'Sports', 'Recreation'],['Health']
1633,['Computers', 'Games', 'Arts', 'Sports'],['Health']
58750,['Shopping', 'Society', 'Sports', 'Recreation'],['Arts']
24557,['Arts', 'Health', 'Society', 'Sports'],['Health']
37252,['Adult', 'Recreation', 'Sports', 'Society'],['Adult']
31859,['Sports', 'Games', 'Adult', 'Society'],['Sports']
12160,['Recreation', 'Reference', 'Science', 'Health'],['Recreation']
42456,['Arts', 'Recreation', 'Sports', 'Computers'],['Sports']
33367,['Shopping', 'Business', 'Games', 'Sports'],['Shopping']
32501,['Society', 'Health', 'Sports', 'Science'],['Health']
555,['Arts', 'Recreation', 'Sports', 'Society'],['Sports']
37044,['Arts', 'Sports', 'Society', 'Business'],['Health']
26077,['Science', 'Computers', 'Reference', 'Health'],['Computers']
49571,['Sports', 'Society', 'Business', 'Arts'],['Shopping']
26390,['Computers', 'Games', 'Reference', 'Recreation'],['Adult']
6130,['Arts', 'Recreation', 'Games', 'Business'],['Arts']
14784,['Shopping', 'Business', 'Recreation', 'Health'],['Adult']
15681,['Business', 'Computers', 'Science', 'Health'],['Computers']
23281,['Shopping', 'Business', 'Computers', 'Sports'],['Recreation']
42260,['Computers', 'Adult', 'Reference', 'Health'],['Computers']
28514,['Adult', 'Reference', 'Games', 'Science'],['Adult']
31783,['Computers', 'Society', 'Science', 'Reference'],['Computers']
57933,['Shopping', 'Recreation', 'Business', 'Computers'],['Adult']
45227,['Shopping', 'Sports', 'Business', 'Society'],['Shopping']
17814,['Shopping', 'Business', 'Arts', 'Society'],['Shopping']
13301,['Business', 'Sports', 'Society', 'Arts'],['Sports']
43323,['Shopping', 'Society', 'Recreation', 'Sports'],['Shopping']
24733,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
45784,['Arts', 'Science', 'Sports', 'Society'],['Arts']
5960,['Computers', 'Recreation', 'Shopping', 'Business'],['Adult']
40208,['Adult', 'Shopping', 'Arts', 'Society'],['Adult']
56469,['Recreation', 'Arts', 'Science', 'Health'],['Recreation']
8946,['Shopping', 'Arts', 'Health', 'Computers'],['Recreation']
54334,['Recreation', 'Adult', 'Computers', 'Shopping'],['Adult']
11104,['Sports', 'Arts', 'Society', 'Shopping'],['Sports']
25326,['Adult', 'Society', 'Shopping', 'Sports'],['Adult']
24749,['Sports', 'Health', 'Adult', 'Computers'],['Sports']
37979,['Sports', 'Society', 'Recreation', 'Health'],['Recreation']
39408,['Recreation', 'Computers', 'Sports', 'Shopping'],['Computers']
24409,['Recreation', 'Science', 'Business', 'Reference'],['Computers']
42426,['Shopping', 'Recreation', 'Health', 'Business'],['Shopping']
23770,['Shopping', 'Business', 'Science', 'Sports'],['Shopping']
592,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
29272,['Recreation', 'Arts', 'Reference', 'Health'],['Recreation']
52101,['Computers', 'Recreation', 'Arts', 'Adult'],['Computers']
59119,['Society', 'Shopping', 'Sports', 'Recreation'],['Sports']
26595,['Adult', 'Business', 'Science', 'Reference'],['Adult']
41560,['Shopping', 'Sports', 'Recreation', 'Computers'],['Shopping']
39399,['Sports', 'Health', 'Computers', 'Games'],['Sports']
5276,['Society', 'Shopping', 'Business', 'Arts'],['Arts']
26176,['Society', 'Health', 'Arts', 'Sports'],['Arts']
17669,['Recreation', 'Health', 'Arts', 'Reference'],['Computers']
8232,['Arts', 'Sports', 'Business', 'Society'],['Arts']
58351,['Arts', 'Science', 'Recreation', 'Society'],['Recreation']
4262,['Sports', 'Shopping', 'Computers', 'Society'],['Sports']
15367,['Sports', 'Business', 'Society', 'Shopping'],['Sports']
37897,['Arts', 'Health', 'Sports', 'Business'],['Arts']
32750,['Shopping', 'Arts', 'Society', 'Sports'],['Arts']
9336,['Arts', 'Sports', 'Recreation', 'Business'],['Arts']
45339,['Recreation', 'Society', 'Health', 'Computers'],['Reference']
50800,['Sports', 'Computers', 'Shopping', 'Reference'],['Computers']
42817,['Shopping', 'Recreation', 'Society', 'Business'],['Shopping']
47186,['Shopping', 'Recreation', 'Sports', 'Computers'],['Arts']
24281,['Sports', 'Recreation', 'Society', 'Science'],['Recreation']
6139,['Arts', 'Health', 'Sports', 'Business'],['Arts']
42246,['Science', 'Adult', 'Reference', 'Health'],['Recreation']
37284,['Recreation', 'Arts', 'Shopping', 'Reference'],['Recreation']
53563,['Shopping', 'Society', 'Sports', 'Recreation'],['Sports']
59053,['Shopping', 'Society', 'Arts', 'Sports'],['Adult']
48966,['Sports', 'Arts', 'Games', 'Computers'],['Sports']
47713,['Games', 'Recreation', 'Society', 'Reference'],['Sports']
36909,['Sports', 'Shopping', 'Computers', 'Society'],['Sports']
50967,['Society', 'Arts', 'Recreation', 'Health'],['Arts']
46012,['Health', 'Recreation', 'Business', 'Games'],['Adult']
43382,['Shopping', 'Business', 'Sports', 'Science'],['Recreation']
41100,['Sports', 'Business', 'Society', 'Shopping'],['Shopping']
2705,['Shopping', 'Business', 'Society', 'Science'],['Shopping']
37183,['Sports', 'Arts', 'Shopping', 'Society'],['Sports']
21528,['Computers', 'Business', 'Recreation', 'Sports'],['Shopping']
12890,['Games', 'Health', 'Arts', 'Sports'],['Arts']
29789,['Arts', 'Society', 'Reference', 'Sports'],['Recreation']
51040,['Adult', 'Arts', 'Sports', 'Society'],['Adult']
13855,['Sports', 'Recreation', 'Shopping', 'Games'],['Shopping']
34002,['Arts', 'Business', 'Society', 'Science'],['Computers']
36691,['Sports', 'Recreation', 'Health', 'Business'],['Recreation']
6557,['Shopping', 'Business', 'Arts', 'Sports'],['Computers']
15270,['Shopping', 'Business', 'Sports', 'Recreation'],['Shopping']
7974,['Adult', 'Recreation', 'Reference', 'Computers'],['Adult']
40495,['Society', 'Sports', 'Shopping', 'Reference'],['Recreation']
6091,['Shopping', 'Society', 'Sports', 'Science'],['Shopping']
16225,['Business', 'Computers', 'Sports', 'Society'],['Computers']
34088,['Adult', 'Society', 'Computers', 'Arts'],['Adult']
24049,['Shopping', 'Business', 'Arts', 'Sports'],['Shopping']
31387,['Shopping', 'Computers', 'Business', 'Recreation'],['Shopping']
17365,['Sports', 'Arts', 'Recreation', 'Games'],['Sports']
37971,['Arts', 'Society', 'Shopping', 'Computers'],['Arts']
50427,['Games', 'Recreation', 'Adult', 'Science'],['Recreation']
5190,['Arts', 'Sports', 'Shopping', 'Recreation'],['Recreation']
41511,['Shopping', 'Sports', 'Society', 'Recreation'],['Shopping']
36023,['Shopping', 'Sports', 'Recreation', 'Society'],['Recreation']
4062,['Health', 'Computers', 'Games', 'Business'],['Recreation']
339,['Sports', 'Recreation', 'Arts', 'Computers'],['Sports']
49904,['Sports', 'Arts', 'Recreation', 'Health'],['Arts']
21494,['Games', 'Computers', 'Recreation', 'Adult'],['Adult']
5356,['Arts', 'Sports', 'Computers', 'Society'],['Arts']
27338,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38446,['Shopping', 'Sports', 'Society', 'Recreation'],['Shopping']
14847,['Shopping', 'Business', 'Society', 'Recreation'],['Arts']
30418,['Adult', 'Arts', 'Sports', 'Computers'],['Sports']
37714,['Recreation', 'Games', 'Reference', 'Business'],['Recreation']
26533,['Recreation', 'Computers', 'Health', 'Society'],['Recreation']
14294,['Shopping', 'Business', 'Society', 'Reference'],['Recreation']
57362,['Health', 'Business', 'Society', 'Science'],['Computers']
17016,['Business', 'Shopping', 'Reference', 'Computers'],['Recreation']
9719,['Business', 'Shopping', 'Computers', 'Health'],['Arts']
10338,['Health', 'Society', 'Arts', 'Business'],['Arts']
12876,['Shopping', 'Health', 'Society', 'Science'],['Arts']
20631,['Computers', 'Arts', 'Sports', 'Recreation'],['Arts']
6249,['Recreation', 'Health', 'Computers', 'Games'],['Recreation']
50019,['Arts', 'Computers', 'Recreation', 'Society'],['Arts']
51825,['Recreation', 'Science', 'Health', 'Society'],['Recreation']
38312,['Arts', 'Adult', 'Shopping', 'Business'],['Recreation']
24846,['Arts', 'Health', 'Sports', 'Recreation'],['Sports']
46338,['Recreation', 'Health', 'Computers', 'Adult'],['Recreation']
25685,['Business', 'Sports', 'Society', 'Recreation'],['Computers']
38657,['Shopping', 'Sports', 'Society', 'Arts'],['Shopping']
30875,['Shopping', 'Recreation', 'Computers', 'Business'],['Recreation']
27029,['Games', 'Society', 'Recreation', 'Sports'],['Arts']
47725,['Shopping', 'Sports', 'Health', 'Adult'],['Shopping']
2577,['Recreation', 'Arts', 'Games', 'Adult'],['Arts']
8064,['Computers', 'Recreation', 'Games', 'Business'],['Recreation']
31284,['Sports', 'Society', 'Shopping', 'Business'],['Arts']
58971,['Computers', 'Reference', 'Games', 'Arts'],['Computers']
57128,['Arts', 'Society', 'Adult', 'Games'],['Arts']
51523,['Recreation', 'Games', 'Computers', 'Arts'],['Recreation']
31562,['Shopping', 'Business', 'Sports', 'Arts'],['Shopping']
52885,['Business', 'Computers', 'Science', 'Arts'],['Computers']
13291,['Recreation', 'Computers', 'Reference', 'Arts'],['Recreation']
17645,['Health', 'Games', 'Recreation', 'Adult'],['Computers']
56599,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8613,['Business', 'Shopping', 'Science', 'Computers'],['Computers']
17433,['Computers', 'Business', 'Recreation', 'Science'],['Computers']
12347,['Shopping', 'Recreation', 'Arts', 'Sports'],['Shopping']
41103,['Arts', 'Shopping', 'Business', 'Recreation'],['Arts']
36440,['Arts', 'Computers', 'Recreation', 'Science'],['Arts']
11169,['Arts', 'Sports', 'Games', 'Shopping'],['Computers']
41827,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
9542,['Recreation', 'Business', 'Arts', 'Adult'],['Arts']
35762,['Shopping', 'Health', 'Business', 'Sports'],['Shopping']
29264,['Health', 'Business', 'Sports', 'Shopping'],['Games', 'Arts']
30353,['Shopping', 'Business', 'Society', 'Sports'],['Sports']
23247,['Games', 'Recreation', 'Arts', 'Science'],['Arts']
32526,['Business', 'Recreation', 'Arts', 'Computers'],['Computers']
57957,['Business', 'Sports', 'Society', 'Shopping'],['Shopping']
22269,['Business', 'Society', 'Recreation', 'Computers'],['Arts']
47106,['Sports', 'Recreation', 'Business', 'Society'],['Arts']
25753,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
9830,['Recreation', 'Arts', 'Games', 'Health'],['Games', 'Arts']
39139,['Business', 'Recreation', 'Health', 'Games'],['Recreation']
38711,['Arts', 'Science', 'Recreation', 'Computers'],['Arts']
2575,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
59195,['Sports', 'Society', 'Shopping', 'Science'],['Arts']
36462,['Arts', 'Recreation', 'Adult', 'Shopping'],['Recreation']
11088,['Sports', 'Recreation', 'Shopping', 'Business'],['Recreation', 'Sports']
45874,['Shopping', 'Computers', 'Business', 'Sports'],['Sports']
45319,['Recreation', 'Business', 'Shopping', 'Science'],['Recreation']
5397,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
31309,['Business', 'Computers', 'Health', 'Science'],['Computers']
54191,['Computers', 'Science', 'Business', 'Shopping'],['Computers']
43815,['Games', 'Sports', 'Science', 'Health'],['Arts']
41540,['Shopping', 'Sports', 'Science', 'Arts'],['Shopping']
52602,['Shopping', 'Business', 'Health', 'Adult'],['Shopping']
46443,['Recreation', 'Arts', 'Sports', 'Adult'],['Arts']
53022,['Games', 'Recreation', 'Arts', 'Adult'],['Recreation']
8953,['Business', 'Sports', 'Society', 'Shopping'],['Recreation']
27300,['Business', 'Shopping', 'Sports', 'Arts'],['Recreation']
44060,['Arts', 'Society', 'Computers', 'Recreation'],['Shopping']
566,['Sports', 'Recreation', 'Arts', 'Shopping'],['Recreation']
34324,['Computers', 'Shopping', 'Business', 'Sports'],['Shopping']
46120,['Recreation', 'Arts', 'Business', 'Shopping'],['Arts']
46469,['Recreation', 'Business', 'Arts', 'Games'],['Recreation']
5748,['Sports', 'Society', 'Shopping', 'Computers'],['Sports']
57207,['Arts', 'Science', 'Recreation', 'Health'],['Arts']
32671,['Arts', 'Business', 'Sports', 'Reference'],['Arts']
16691,['Arts', 'Adult', 'Recreation', 'Games'],['Recreation']
24405,['Business', 'Recreation', 'Science', 'Health'],['Computers']
57608,['Health', 'Society', 'Science', 'Recreation'],['Computers']
22687,['Shopping', 'Adult', 'Recreation', 'Sports'],['Shopping']
22483,['Recreation', 'Health', 'Sports', 'Adult'],['Recreation']
40323,['Sports', 'Business', 'Shopping', 'Science'],['Sports']
39956,['Games', 'Adult', 'Computers', 'Arts'],['Recreation']
28698,['Arts', 'Health', 'Sports', 'Recreation'],['Arts']
47396,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
26106,['Health', 'Science', 'Arts', 'Society'],['Arts']
20657,['Recreation', 'Computers', 'Health', 'Business'],['Computers']
57899,['Recreation', 'Society', 'Science', 'Health'],['Recreation']
57413,['Sports', 'Recreation', 'Science', 'Health'],['Sports']
57851,['Business', 'Society', 'Shopping', 'Health'],['Computers']
23069,['Sports', 'Business', 'Society', 'Shopping'],['Sports']
35348,['Sports', 'Society', 'Recreation', 'Health'],['Recreation']
27968,['Computers', 'Recreation', 'Arts', 'Society'],['Recreation']
11769,['Business', 'Recreation', 'Health', 'Arts'],['Recreation']
6807,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
11000,['Science', 'Computers', 'Health', 'Society'],['Computers']
14716,['Recreation', 'Arts', 'Society', 'Sports'],['Recreation']
7707,['Shopping', 'Society', 'Reference', 'Computers'],['Shopping']
53390,['Arts', 'Business', 'Computers', 'Shopping'],['Arts']
27654,['Arts', 'Games', 'Sports', 'Recreation'],['Sports']
5937,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
45089,['Recreation', 'Science', 'Games', 'Adult'],['Recreation']
38352,['Computers', 'Arts', 'Science', 'Reference'],['Arts']
27075,['Computers', 'Science', 'Reference', 'Health'],['Computers']
318,['Shopping', 'Business', 'Computers', 'Sports'],['Shopping']
50390,['Business', 'Arts', 'Shopping', 'Health'],['Recreation']
14108,['Society', 'Recreation', 'Sports', 'Shopping'],['Business']
11362,['Sports', 'Recreation', 'Business', 'Arts'],['Recreation']
39998,['Computers', 'Recreation', 'Sports', 'Shopping'],['Recreation']
8293,['Shopping', 'Recreation', 'Health', 'Business'],['Shopping']
32033,['Society', 'Sports', 'Shopping', 'Recreation'],['Sports']
31106,['Reference', 'Health', 'Computers', 'Arts'],['Arts']
32416,['Science', 'Computers', 'Business', 'Arts'],['Computers']
42130,['Recreation', 'Business', 'Computers', 'Health'],['Recreation']
30222,['Health', 'Business', 'Recreation', 'Computers'],['Recreation']
20369,['Reference', 'Science', 'Health', 'Computers'],['Computers']
35534,['Games', 'Recreation', 'Health', 'Arts'],['Shopping']
46922,['Business', 'Sports', 'Health', 'Reference'],['Arts', 'Reference']
25746,['Sports', 'Adult', 'Society', 'Shopping'],['Sports']
47580,['Shopping', 'Business', 'Health', 'Society'],['Business']
13355,['Shopping', 'Recreation', 'Arts', 'Sports'],['Shopping']
58648,['Shopping', 'Sports', 'Recreation', 'Society'],['Business']
17803,['Society', 'Sports', 'Business', 'Arts'],['Business']
15794,['Shopping', 'Business', 'Health', 'Society'],['Business']
3810,['Shopping', 'Society', 'Games', 'Sports'],['Shopping']
10342,['Recreation', 'Adult', 'Health', 'Games'],['Recreation']
8244,['Recreation', 'Games', 'Arts', 'Science'],['Recreation']
59218,['Recreation', 'Computers', 'Society', 'Business'],['Computers']
39096,['Society', 'Computers', 'Science', 'Sports'],['Sports']
6288,['Shopping', 'Business', 'Society', 'Arts'],['Business']
58462,['Society', 'Shopping', 'Recreation', 'Games'],['Arts']
35337,['Reference', 'Health', 'Computers', 'Science'],['Computers']
50031,['Shopping', 'Business', 'Society', 'Science'],['Shopping']
42287,['Shopping', 'Recreation', 'Computers', 'Business'],['Shopping']
9491,['Shopping', 'Sports', 'Society', 'Recreation'],['Recreation']
46500,['Computers', 'Science', 'Sports', 'Society'],['Computers']
59075,['Sports', 'Business', 'Society', 'Computers'],['Recreation']
45401,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
22977,['Shopping', 'Society', 'Sports', 'Recreation'],['Recreation']
33913,['Recreation', 'Arts', 'Health', 'Games'],['Arts']
15030,['Shopping', 'Sports', 'Society', 'Reference'],['Shopping']
29759,['Shopping', 'Sports', 'Health', 'Business'],['Shopping']
51016,['Business', 'Recreation', 'Computers', 'Sports'],['Recreation', 'Business']
48974,['Business', 'Sports', 'Recreation', 'Health'],['Recreation']
45189,['Sports', 'Society', 'Shopping', 'Recreation'],['Shopping']
58706,['Society', 'Shopping', 'Sports', 'Recreation'],['Shopping']
34538,['Recreation', 'Arts', 'Games', 'Computers'],['Shopping']
51176,['Business', 'Computers', 'Society', 'Shopping'],['Computers']
39130,['Arts', 'Shopping', 'Business', 'Health'],['Arts']
25404,['Shopping', 'Sports', 'Society', 'Science'],['Sports']
24571,['Business', 'Health', 'Society', 'Shopping'],['Computers']
24717,['Arts', 'Adult', 'Recreation', 'Society'],['Sports']
28592,['Shopping', 'Sports', 'Society', 'Games'],['Business']
53858,['Recreation', 'Society', 'Sports', 'Shopping'],['Business']
8410,['Business', 'Sports', 'Society', 'Shopping'],['Recreation']
30293,['Shopping', 'Health', 'Society', 'Computers'],['Shopping']
58214,['Science', 'Reference', 'Recreation', 'Health'],['Recreation']
43317,['Arts', 'Computers', 'Society', 'Sports'],['Business']
27243,['Recreation', 'Society', 'Shopping', 'Health'],['Recreation']
25233,['Sports', 'Games', 'Arts', 'Recreation'],['Sports']
384,['Shopping', 'Sports', 'Society', 'Health'],['Shopping']
11627,['Sports', 'Computers', 'Reference', 'Recreation'],['Recreation']
42648,['Sports', 'Arts', 'Society', 'Recreation'],['Sports']
15439,['Recreation', 'Computers', 'Shopping', 'Health'],['Recreation']
49610,['Arts', 'Sports', 'Business', 'Shopping'],['Business']
46068,['Business', 'Computers', 'Society', 'Health'],['Computers']
34961,['Shopping', 'Sports', 'Business', 'Computers'],['Shopping']
13264,['Business', 'Recreation', 'Adult', 'Science'],['Computers']
12358,['Business', 'Sports', 'Arts', 'Health'],['Recreation']
51403,['Sports', 'Society', 'Computers', 'Shopping'],['Sports']
15392,['Computers', 'Society', 'Games', 'Sports'],['Arts']
46597,['Society', 'Computers', 'Arts', 'Adult'],['Recreation']
26013,['Arts', 'Business', 'Sports', 'Society'],['Recreation']
11684,['Shopping', 'Arts', 'Society', 'Computers'],['Business']
9310,['Shopping', 'Business', 'Health', 'Computers'],['Business']
41028,['Shopping', 'Sports', 'Business', 'Computers'],['Computers']
25927,['Sports', 'Arts', 'Computers', 'Adult'],['Recreation']
15790,['Shopping', 'Society', 'Sports', 'Recreation'],['Shopping']
41593,['Arts', 'Shopping', 'Computers', 'Sports'],['Arts']
54252,['Recreation', 'Business', 'Health', 'Computers'],['Computers']
53505,['Shopping', 'Sports', 'Science', 'Business'],['Shopping']
57290,['Recreation', 'Health', 'Reference', 'Games'],['Recreation']
13541,['Business', 'Shopping', 'Computers', 'Health'],['Business']
54504,['Computers', 'Science', 'Business', 'Sports'],['Computers']
29898,['Sports', 'Society', 'Shopping', 'Adult'],['Sports']
50372,['Recreation', 'Reference', 'Games', 'Business'],['Recreation']
7075,['Shopping', 'Society', 'Sports', 'Arts'],['Shopping']
55285,['Sports', 'Computers', 'Society', 'Shopping'],['Shopping']
47688,['Health', 'Arts', 'Sports', 'Society'],['Business']
6271,['Sports', 'Society', 'Shopping', 'Recreation'],['Shopping']
45412,['Society', 'Health', 'Shopping', 'Recreation'],['Recreation']
37003,['Shopping', 'Sports', 'Reference', 'Computers'],['Shopping']
27925,['Recreation', 'Society', 'Shopping', 'Games'],['Recreation']
8216,['Recreation', 'Computers', 'Arts', 'Business'],['Computers']
53792,['Arts', 'Recreation', 'Health', 'Computers'],['Sports']
58216,['Shopping', 'Sports', 'Business', 'Arts'],['Recreation']
54442,['Recreation', 'Arts', 'Sports', 'Adult'],['Recreation']
50052,['Computers', 'Business', 'Recreation', 'Science'],['Computers']
43619,['Recreation', 'Computers', 'Science', 'Sports'],['Recreation']
10499,['Shopping', 'Arts', 'Health', 'Business'],['Recreation']
53620,['Arts', 'Sports', 'Business', 'Society'],['Recreation']
32133,['Games', 'Arts', 'Reference', 'Computers'],['Arts']
30682,['Sports', 'Shopping', 'Recreation', 'Computers'],['Arts']
38595,['Science', 'Sports', 'Health', 'Society'],['Business']
8273,['Games', 'Arts', 'Sports', 'Recreation'],['Business']
54754,['Sports', 'Society', 'Health', 'Arts'],['Sports']
32711,['Arts', 'Adult', 'Recreation', 'Business'],['Business']
29233,['Sports', 'Arts', 'Business', 'Shopping'],['Business']
2831,['Arts', 'Computers', 'Society', 'Reference'],['Sports']
45910,['Arts', 'Science', 'Recreation', 'Health'],['Recreation']
9768,['Shopping', 'Adult', 'Sports', 'Society'],['Recreation']
10596,['Shopping', 'Sports', 'Society', 'Arts'],['Shopping']
47481,['Recreation', 'Games', 'Reference', 'Computers'],['Arts']
32533,['Arts', 'Society', 'Sports', 'Shopping'],['Sports']
11953,['Shopping', 'Arts', 'Business', 'Sports'],['Shopping']
32383,['Business', 'Computers', 'Society', 'Shopping'],['Computers']
27361,['Computers', 'Recreation', 'Society', 'Arts'],['Computers']
23832,['Shopping', 'Sports', 'Health', 'Computers'],['Business']
15283,['Computers', 'Science', 'Recreation', 'Sports'],['Recreation']
33388,['Shopping', 'Science', 'Society', 'Health'],['Business']
27986,['Business', 'Society', 'Recreation', 'Computers'],['Recreation']
28122,['Sports', 'Society', 'Games', 'Shopping'],['Shopping']
25966,['Computers', 'Business', 'Reference', 'Sports'],['Computers']
12309,['Recreation', 'Health', 'Games', 'Computers'],['Arts']
32598,['Recreation', 'Games', 'Shopping', 'Computers'],['Shopping']
28127,['Recreation', 'Shopping', 'Science', 'Arts'],['Recreation']
8972,['Science', 'Arts', 'Health', 'Reference'],['Arts']
2509,['Business', 'Computers', 'Reference', 'Recreation'],['Computers']
32403,['Recreation', 'Sports', 'Society', 'Health'],['Recreation']
38501,['Sports', 'Society', 'Computers', 'Games'],['Business']
3544,['Computers', 'Society', 'Recreation', 'Arts'],['Recreation']
17727,['Business', 'Computers', 'Sports', 'Society'],['Business']
43176,['Arts', 'Health', 'Business', 'Reference'],['Arts']
4720,['Games', 'Arts', 'Sports', 'Recreation'],['Sports']
15564,['Sports', 'Society', 'Business', 'Shopping'],['Sports']
39149,['Business', 'Computers', 'Society', 'Shopping'],['Business']
1245,['Sports', 'Health', 'Arts', 'Computers'],['Business']
27787,['Recreation', 'Health', 'Arts', 'Sports'],['Recreation']
16747,['Shopping', 'Society', 'Reference', 'Recreation'],['Shopping']
25880,['Arts', 'Games', 'Adult', 'Society'],['Recreation']
5549,['Sports', 'Business', 'Society', 'Reference'],['Recreation', 'Sports']
23880,['Recreation', 'Arts', 'Sports', 'Society'],['Recreation']
8087,['Arts', 'Recreation', 'Games', 'Business'],['Computers']
37703,['Shopping', 'Reference', 'Arts', 'Science'],['Arts']
