ref id,Predicted,Actual
44778,['Society', 'Health', 'Business', 'Reference'],['Society']
54231,['Science', 'Computers', 'Reference', 'Health'],['Computers']
23159,['Science', 'Recreation', 'Reference', 'Games'],['Recreation']
35872,['Shopping', 'Business', 'Recreation', 'Science'],['Recreation']
4669,['Recreation', 'Computers', 'Arts', 'Business'],['Recreation']
57197,['Recreation', 'Games', 'Reference', 'Science'],['Recreation']
43492,['Society', 'Sports', 'Shopping', 'Business'],['Shopping']
5229,['Health', 'Society', 'Science', 'Arts'],['Health']
48991,['Recreation', 'Health', 'Reference', 'Science'],['Computers']
6250,['Business', 'Society', 'Computers', 'Sports'],['Shopping']
40362,['Shopping', 'Sports', 'Adult', 'Business'],['Shopping']
6594,['Health', 'Society', 'Business', 'Computers'],['Health']
17914,['Society', 'Health', 'Science', 'Computers'],['Health']
26020,['Society', 'Computers', 'Arts', 'Sports'],['Computers']
9588,['Sports', 'Society', 'Recreation', 'Shopping'],['Sports']
51596,['Recreation', 'Adult', 'Games', 'Sports'],['Recreation']
25299,['Reference', 'Science', 'Health', 'Computers'],['Computers']
57187,['Games', 'Sports', 'Society', 'Shopping'],['Shopping']
28738,['Arts', 'Shopping', 'Society', 'Adult'],['Shopping']
15812,['Society', 'Sports', 'Arts', 'Shopping'],['Arts']
11513,['Recreation', 'Adult', 'Reference', 'Games'],['Adult']
34577,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
36444,['Recreation', 'Arts', 'Games', 'Computers'],['Recreation']
25359,['Shopping', 'Adult', 'Computers', 'Arts'],['Shopping']
23487,['Shopping', 'Society', 'Sports', 'Science'],['Shopping']
3755,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
9621,['Society', 'Health', 'Sports', 'Business'],['Health']
2356,['Shopping', 'Arts', 'Adult', 'Society'],['Shopping']
15118,['Recreation', 'Adult', 'Games', 'Sports'],['Recreation']
13077,['Sports', 'Games', 'Recreation', 'Shopping'],['Sports']
22010,['Reference', 'Society', 'Arts', 'Computers'],['Arts']
49232,['Shopping', 'Society', 'Sports', 'Adult'],['Arts']
48154,['Shopping', 'Adult', 'Sports', 'Society'],['Shopping']
9936,['Shopping', 'Business', 'Computers', 'Arts'],['Arts']
35716,['Health', 'Society', 'Business', 'Computers'],['Health']
1540,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
597,['Arts', 'Society', 'Sports', 'Adult'],['Arts']
45266,['Business', 'Sports', 'Shopping', 'Society'],['Shopping']
9764,['Adult', 'Business', 'Shopping', 'Sports'],['Adult']
26169,['Recreation', 'Business', 'Sports', 'Shopping'],['Shopping']
52996,['Sports', 'Games', 'Society', 'Shopping'],['Sports']
20565,['Health', 'Society', 'Sports', 'Shopping'],['Health']
429,['Health', 'Society', 'Business', 'Science'],['Health']
6392,['Business', 'Recreation', 'Science', 'Computers'],['Recreation']
16479,['Shopping', 'Sports', 'Society', 'Science'],['Sports']
8596,['Reference', 'Science', 'Health', 'Computers'],['Computers']
4429,['Sports', 'Reference', 'Health', 'Society'],['Sports']
41603,['Health', 'Society', 'Science', 'Reference'],['Health']
57605,['Society', 'Health', 'Science', 'Reference'],['Health']
41778,['Recreation', 'Science', 'Games', 'Computers'],['Recreation']
48632,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
54136,['Health', 'Sports', 'Society', 'Shopping'],['Health']
42322,['Adult', 'Recreation', 'Reference', 'Science'],['Adult']
47244,['Society', 'Sports', 'Adult', 'Arts'],['Health']
1633,['Health', 'Society', 'Science', 'Reference'],['Health']
58750,['Shopping', 'Arts', 'Sports', 'Society'],['Arts']
24557,['Shopping', 'Society', 'Sports', 'Adult'],['Health']
37252,['Adult', 'Recreation', 'Games', 'Science'],['Adult']
31859,['Sports', 'Games', 'Society', 'Recreation'],['Sports']
12160,['Science', 'Reference', 'Recreation', 'Health'],['Recreation']
42456,['Sports', 'Games', 'Society', 'Recreation'],['Sports']
33367,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
32501,['Society', 'Sports', 'Shopping', 'Science'],['Health']
555,['Sports', 'Arts', 'Society', 'Games'],['Sports']
37044,['Sports', 'Society', 'Arts', 'Adult'],['Health']
26077,['Reference', 'Science', 'Health', 'Computers'],['Computers']
49571,['Shopping', 'Society', 'Adult', 'Business'],['Shopping']
26390,['Recreation', 'Adult', 'Games', 'Reference'],['Adult']
6130,['Sports', 'Arts', 'Society', 'Shopping'],['Arts']
14784,['Adult', 'Science', 'Business', 'Shopping'],['Adult']
15681,['Business', 'Computers', 'Science', 'Sports'],['Computers']
23281,['Business', 'Recreation', 'Shopping', 'Sports'],['Recreation']
42260,['Science', 'Reference', 'Computers', 'Health'],['Computers']
28514,['Adult', 'Recreation', 'Games', 'Reference'],['Adult']
31783,['Science', 'Reference', 'Health', 'Sports'],['Computers']
57933,['Adult', 'Recreation', 'Games', 'Sports'],['Adult']
45227,['Shopping', 'Business', 'Games', 'Society'],['Shopping']
17814,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
13301,['Sports', 'Shopping', 'Games', 'Society'],['Sports']
43323,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
24733,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
45784,['Sports', 'Arts', 'Society', 'Recreation'],['Arts']
5960,['Adult', 'Business', 'Recreation', 'Computers'],['Adult']
40208,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
56469,['Reference', 'Recreation', 'Science', 'Health'],['Recreation']
8946,['Shopping', 'Arts', 'Society', 'Adult'],['Recreation']
54334,['Recreation', 'Games', 'Computers', 'Business'],['Adult']
11104,['Sports', 'Society', 'Arts', 'Recreation'],['Sports']
25326,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
24749,['Sports', 'Business', 'Health', 'Shopping'],['Sports']
37979,['Recreation', 'Reference', 'Science', 'Arts'],['Recreation']
39408,['Computers', 'Science', 'Games', 'Reference'],['Computers']
24409,['Science', 'Reference', 'Recreation', 'Computers'],['Computers']
42426,['Shopping', 'Society', 'Adult', 'Business'],['Shopping']
23770,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
592,['Shopping', 'Business', 'Society', 'Sports'],['Shopping']
29272,['Recreation', 'Reference', 'Science', 'Games'],['Recreation']
52101,['Computers', 'Science', 'Business', 'Reference'],['Computers']
59119,['Sports', 'Society', 'Shopping', 'Games'],['Sports']
26595,['Adult', 'Health', 'Recreation', 'Sports'],['Adult']
41560,['Society', 'Sports', 'Shopping', 'Recreation'],['Shopping']
39399,['Society', 'Arts', 'Sports', 'Shopping'],['Sports']
5276,['Shopping', 'Society', 'Sports', 'Business'],['Arts']
26176,['Society', 'Arts', 'Recreation', 'Sports'],['Arts']
17669,['Science', 'Recreation', 'Reference', 'Games'],['Computers']
8232,['Sports', 'Society', 'Arts', 'Recreation'],['Arts']
58351,['Recreation', 'Science', 'Health', 'Reference'],['Recreation']
4262,['Sports', 'Society', 'Arts', 'Recreation'],['Sports']
15367,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
37897,['Sports', 'Society', 'Arts', 'Shopping'],['Arts']
32750,['Arts', 'Sports', 'Society', 'Games'],['Arts']
9336,['Sports', 'Arts', 'Society', 'Games'],['Arts']
45339,['Society', 'Health', 'Reference', 'Science'],['Reference']
50800,['Reference', 'Science', 'Health', 'Recreation'],['Computers']
42817,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
47186,['Society', 'Arts', 'Computers', 'Sports'],['Arts']
24281,['Society', 'Games', 'Recreation', 'Computers'],['Recreation']
6139,['Sports', 'Society', 'Arts', 'Shopping'],['Arts']
42246,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
37284,['Recreation', 'Reference', 'Science', 'Business'],['Recreation']
53563,['Sports', 'Society', 'Recreation', 'Business'],['Sports']
59053,['Adult', 'Society', 'Arts', 'Shopping'],['Adult']
48966,['Sports', 'Games', 'Society', 'Computers'],['Sports']
47713,['Sports', 'Arts', 'Games', 'Shopping'],['Sports']
36909,['Business', 'Shopping', 'Arts', 'Sports'],['Sports']
50967,['Society', 'Health', 'Science', 'Reference'],['Arts']
46012,['Adult', 'Recreation', 'Games', 'Health'],['Adult']
43382,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
41100,['Business', 'Shopping', 'Society', 'Science'],['Shopping']
2705,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
37183,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
21528,['Shopping', 'Business', 'Computers', 'Science'],['Shopping']
12890,['Sports', 'Games', 'Society', 'Arts'],['Arts']
29789,['Society', 'Reference', 'Arts', 'Sports'],['Recreation']
51040,['Adult', 'Recreation', 'Games', 'Arts'],['Adult']
13855,['Shopping', 'Adult', 'Arts', 'Recreation'],['Shopping']
34002,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
36691,['Society', 'Computers', 'Science', 'Business'],['Recreation']
6557,['Computers', 'Recreation', 'Business', 'Games'],['Computers']
15270,['Shopping', 'Business', 'Recreation', 'Science'],['Shopping']
7974,['Recreation', 'Games', 'Science', 'Adult'],['Adult']
40495,['Shopping', 'Computers', 'Society', 'Arts'],['Recreation']
6091,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
16225,['Business', 'Computers', 'Science', 'Sports'],['Computers']
34088,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
24049,['Shopping', 'Sports', 'Society', 'Adult'],['Shopping']
31387,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
17365,['Sports', 'Recreation', 'Games', 'Shopping'],['Sports']
37971,['Sports', 'Society', 'Arts', 'Shopping'],['Arts']
50427,['Computers', 'Shopping', 'Business', 'Society'],['Recreation']
5190,['Adult', 'Recreation', 'Sports', 'Games'],['Recreation']
41511,['Shopping', 'Society', 'Recreation', 'Business'],['Shopping']
36023,['Shopping', 'Sports', 'Society', 'Business'],['Recreation']
4062,['Recreation', 'Reference', 'Science', 'Games'],['Recreation']
339,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
49904,['Sports', 'Society', 'Recreation', 'Shopping'],['Arts']
21494,['Recreation', 'Health', 'Reference', 'Adult'],['Adult']
5356,['Sports', 'Society', 'Arts', 'Shopping'],['Arts']
27338,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38446,['Shopping', 'Recreation', 'Society', 'Business'],['Shopping']
14847,['Business', 'Computers', 'Science', 'Shopping'],['Arts']
30418,['Sports', 'Society', 'Recreation', 'Business'],['Sports']
37714,['Recreation', 'Reference', 'Games', 'Science'],['Recreation']
26533,['Recreation', 'Games', 'Science', 'Reference'],['Recreation']
14294,['Sports', 'Society', 'Recreation', 'Shopping'],['Recreation']
57362,['Computers', 'Science', 'Business', 'Recreation'],['Computers']
17016,['Business', 'Shopping', 'Computers', 'Recreation'],['Recreation']
9719,['Business', 'Science', 'Computers', 'Sports'],['Arts']
10338,['Society', 'Sports', 'Shopping', 'Science'],['Arts']
12876,['Business', 'Sports', 'Society', 'Shopping'],['Arts']
20631,['Recreation', 'Arts', 'Games', 'Adult'],['Arts']
6249,['Recreation', 'Business', 'Science', 'Computers'],['Recreation']
50019,['Reference', 'Society', 'Arts', 'Shopping'],['Arts']
51825,['Recreation', 'Games', 'Reference', 'Health'],['Recreation']
38312,['Sports', 'Society', 'Business', 'Recreation'],['Recreation']
24846,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
46338,['Recreation', 'Games', 'Adult', 'Computers'],['Recreation']
25685,['Computers', 'Business', 'Science', 'Reference'],['Computers']
38657,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
30875,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
27029,['Society', 'Computers', 'Sports', 'Arts'],['Arts']
47725,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
2577,['Shopping', 'Arts', 'Society', 'Sports'],['Arts']
8064,['Recreation', 'Games', 'Science', 'Reference'],['Recreation']
31284,['Business', 'Sports', 'Society', 'Shopping'],['Arts']
58971,['Computers', 'Science', 'Games', 'Recreation'],['Computers']
57128,['Computers', 'Arts', 'Society', 'Games'],['Arts']
51523,['Recreation', 'Games', 'Reference', 'Science'],['Recreation']
31562,['Shopping', 'Society', 'Business', 'Sports'],['Shopping']
52885,['Business', 'Computers', 'Science', 'Sports'],['Computers']
13291,['Recreation', 'Reference', 'Games', 'Science'],['Recreation']
17645,['Recreation', 'Science', 'Health', 'Reference'],['Computers']
56599,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8613,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
17433,['Computers', 'Science', 'Reference', 'Games'],['Computers']
12347,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
41103,['Sports', 'Society', 'Arts', 'Games'],['Arts']
36440,['Arts', 'Science', 'Computers', 'Games'],['Arts']
11169,['Science', 'Computers', 'Business', 'Reference'],['Computers']
41827,['Sports', 'Society', 'Shopping', 'Games'],['Sports']
9542,['Recreation', 'Games', 'Arts', 'Adult'],['Arts']
35762,['Health', 'Society', 'Shopping', 'Sports'],['Shopping']
29264,['Games', 'Adult', 'Sports', 'Society'],['Games', 'Arts']
30353,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
23247,['Games', 'Adult', 'Arts', 'Recreation'],['Arts']
32526,['Computers', 'Recreation', 'Games', 'Sports'],['Computers']
57957,['Business', 'Shopping', 'Computers', 'Society'],['Shopping']
22269,['Computers', 'Business', 'Society', 'Health'],['Arts']
47106,['Arts', 'Adult', 'Sports', 'Recreation'],['Arts']
25753,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
9830,['Recreation', 'Computers', 'Games', 'Reference'],['Games', 'Arts']
39139,['Business', 'Computers', 'Science', 'Recreation'],['Recreation']
38711,['Arts', 'Games', 'Recreation', 'Computers'],['Arts']
2575,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
59195,['Society', 'Arts', 'Reference', 'Recreation'],['Arts']
36462,['Sports', 'Shopping', 'Society', 'Adult'],['Recreation']
11088,['Sports', 'Recreation', 'Society', 'Shopping'],['Recreation', 'Sports']
45874,['Sports', 'Society', 'Games', 'Recreation'],['Sports']
45319,['Recreation', 'Reference', 'Games', 'Science'],['Recreation']
5397,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
31309,['Computers', 'Science', 'Business', 'Reference'],['Computers']
54191,['Computers', 'Business', 'Science', 'Sports'],['Computers']
43815,['Games', 'Arts', 'Computers', 'Adult'],['Arts']
41540,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
52602,['Shopping', 'Society', 'Sports', 'Science'],['Shopping']
46443,['Shopping', 'Society', 'Computers', 'Sports'],['Arts']
53022,['Sports', 'Recreation', 'Society', 'Games'],['Recreation']
8953,['Recreation', 'Sports', 'Society', 'Games'],['Recreation']
27300,['Recreation', 'Sports', 'Shopping', 'Society'],['Recreation']
44060,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
566,['Sports', 'Shopping', 'Adult', 'Society'],['Recreation']
34324,['Recreation', 'Shopping', 'Society', 'Games'],['Shopping']
46120,['Reference', 'Recreation', 'Science', 'Arts'],['Arts']
46469,['Recreation', 'Games', 'Arts', 'Reference'],['Recreation']
5748,['Sports', 'Recreation', 'Games', 'Society'],['Sports']
57207,['Recreation', 'Arts', 'Games', 'Computers'],['Arts']
32671,['Society', 'Computers', 'Business', 'Arts'],['Arts']
16691,['Games', 'Sports', 'Shopping', 'Arts'],['Recreation']
24405,['Business', 'Computers', 'Games', 'Science'],['Computers']
57608,['Games', 'Arts', 'Computers', 'Recreation'],['Computers']
22687,['Shopping', 'Society', 'Adult', 'Business'],['Shopping']
22483,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
40323,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39956,['Shopping', 'Sports', 'Business', 'Society'],['Recreation']
28698,['Arts', 'Society', 'Computers', 'Adult'],['Arts']
47396,['Shopping', 'Business', 'Computers', 'Science'],['Shopping']
26106,['Reference', 'Science', 'Sports', 'Society'],['Arts']
20657,['Computers', 'Science', 'Sports', 'Society'],['Computers']
57899,['Recreation', 'Science', 'Reference', 'Health'],['Recreation']
57413,['Sports', 'Games', 'Society', 'Recreation'],['Sports']
57851,['Computers', 'Business', 'Science', 'Society'],['Computers']
23069,['Sports', 'Society', 'Arts', 'Shopping'],['Sports']
35348,['Society', 'Reference', 'Health', 'Computers'],['Recreation']
27968,['Society', 'Sports', 'Recreation', 'Science'],['Recreation']
11769,['Recreation', 'Reference', 'Health', 'Games'],['Recreation']
6807,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
11000,['Reference', 'Science', 'Health', 'Computers'],['Computers']
14716,['Recreation', 'Arts', 'Games', 'Health'],['Recreation']
7707,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
53390,['Society', 'Business', 'Computers', 'Sports'],['Arts']
27654,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5937,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
45089,['Recreation', 'Reference', 'Science', 'Health'],['Recreation']
38352,['Reference', 'Science', 'Health', 'Computers'],['Arts']
27075,['Reference', 'Science', 'Health', 'Sports'],['Computers']
318,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
50390,['Business', 'Society', 'Sports', 'Shopping'],['Recreation']
14108,['Society', 'Computers', 'Shopping', 'Science'],['Business']
11362,['Society', 'Science', 'Arts', 'Recreation'],['Recreation']
39998,['Society', 'Sports', 'Arts', 'Computers'],['Recreation']
8293,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
32033,['Sports', 'Shopping', 'Society', 'Games'],['Sports']
31106,['Reference', 'Sports', 'Society', 'Shopping'],['Arts']
32416,['Reference', 'Science', 'Computers', 'Health'],['Computers']
42130,['Recreation', 'Health', 'Science', 'Reference'],['Recreation']
30222,['Shopping', 'Business', 'Sports', 'Society'],['Recreation']
20369,['Reference', 'Sports', 'Society', 'Shopping'],['Computers']
35534,['Business', 'Society', 'Computers', 'Sports'],['Shopping']
46922,['Arts', 'Recreation', 'Reference', 'Business'],['Arts', 'Reference']
25746,['Sports', 'Society', 'Shopping', 'Games'],['Sports']
47580,['Business', 'Health', 'Society', 'Science'],['Business']
13355,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
58648,['Society', 'Business', 'Computers', 'Sports'],['Business']
17803,['Society', 'Health', 'Science', 'Sports'],['Business']
15794,['Business', 'Health', 'Science', 'Sports'],['Business']
3810,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
10342,['Recreation', 'Games', 'Reference', 'Science'],['Recreation']
8244,['Recreation', 'Reference', 'Games', 'Business'],['Recreation']
59218,['Computers', 'Reference', 'Science', 'Health'],['Computers']
39096,['Sports', 'Games', 'Society', 'Recreation'],['Sports']
6288,['Business', 'Shopping', 'Sports', 'Society'],['Business']
58462,['Arts', 'Reference', 'Recreation', 'Games'],['Arts']
35337,['Reference', 'Sports', 'Society', 'Shopping'],['Computers']
50031,['Business', 'Shopping', 'Society', 'Health'],['Shopping']
42287,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
9491,['Shopping', 'Society', 'Sports', 'Adult'],['Recreation']
46500,['Reference', 'Science', 'Computers', 'Health'],['Computers']
59075,['Sports', 'Society', 'Arts', 'Business'],['Recreation']
45401,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
22977,['Adult', 'Shopping', 'Sports', 'Society'],['Recreation']
33913,['Recreation', 'Reference', 'Games', 'Science'],['Arts']
15030,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
29759,['Shopping', 'Society', 'Sports', 'Recreation'],['Shopping']
51016,['Business', 'Computers', 'Science', 'Sports'],['Recreation', 'Business']
48974,['Recreation', 'Business', 'Health', 'Science'],['Recreation']
45189,['Shopping', 'Business', 'Adult', 'Sports'],['Shopping']
58706,['Shopping', 'Society', 'Sports', 'Adult'],['Shopping']
34538,['Society', 'Business', 'Health', 'Sports'],['Shopping']
51176,['Business', 'Computers', 'Sports', 'Society'],['Computers']
39130,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
25404,['Computers', 'Reference', 'Business', 'Society'],['Sports']
24571,['Business', 'Computers', 'Sports', 'Society'],['Computers']
24717,['Sports', 'Games', 'Society', 'Arts'],['Sports']
28592,['Shopping', 'Sports', 'Society', 'Science'],['Business']
53858,['Shopping', 'Business', 'Science', 'Recreation'],['Business']
8410,['Arts', 'Computers', 'Society', 'Reference'],['Recreation']
30293,['Shopping', 'Sports', 'Recreation', 'Business'],['Shopping']
58214,['Recreation', 'Games', 'Science', 'Reference'],['Recreation']
43317,['Computers', 'Society', 'Sports', 'Games'],['Business']
27243,['Recreation', 'Games', 'Science', 'Health'],['Recreation']
25233,['Sports', 'Games', 'Society', 'Arts'],['Sports']
384,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
11627,['Business', 'Science', 'Computers', 'Shopping'],['Recreation']
42648,['Sports', 'Games', 'Shopping', 'Society'],['Sports']
15439,['Shopping', 'Recreation', 'Sports', 'Arts'],['Recreation']
49610,['Business', 'Science', 'Society', 'Computers'],['Business']
46068,['Computers', 'Business', 'Sports', 'Society'],['Computers']
34961,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
13264,['Computers', 'Games', 'Science', 'Recreation'],['Computers']
12358,['Recreation', 'Business', 'Adult', 'Sports'],['Recreation']
51403,['Sports', 'Games', 'Shopping', 'Society'],['Sports']
15392,['Recreation', 'Games', 'Arts', 'Adult'],['Arts']
46597,['Recreation', 'Games', 'Computers', 'Arts'],['Recreation']
26013,['Recreation', 'Games', 'Arts', 'Adult'],['Recreation']
11684,['Shopping', 'Business', 'Computers', 'Society'],['Business']
9310,['Business', 'Science', 'Health', 'Sports'],['Business']
41028,['Business', 'Computers', 'Sports', 'Society'],['Computers']
25927,['Computers', 'Arts', 'Society', 'Shopping'],['Recreation']
15790,['Shopping', 'Society', 'Sports', 'Adult'],['Shopping']
41593,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
54252,['Health', 'Business', 'Science', 'Reference'],['Computers']
53505,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
57290,['Recreation', 'Reference', 'Science', 'Games'],['Recreation']
13541,['Business', 'Sports', 'Society', 'Shopping'],['Business']
54504,['Computers', 'Business', 'Sports', 'Society'],['Computers']
29898,['Society', 'Business', 'Computers', 'Health'],['Sports']
50372,['Recreation', 'Reference', 'Science', 'Games'],['Recreation']
7075,['Shopping', 'Adult', 'Sports', 'Society'],['Shopping']
55285,['Shopping', 'Society', 'Games', 'Arts'],['Shopping']
47688,['Society', 'Health', 'Science', 'Reference'],['Business']
6271,['Shopping', 'Society', 'Business', 'Recreation'],['Shopping']
45412,['Society', 'Sports', 'Arts', 'Recreation'],['Recreation']
37003,['Business', 'Shopping', 'Society', 'Computers'],['Shopping']
27925,['Recreation', 'Games', 'Adult', 'Sports'],['Recreation']
8216,['Business', 'Computers', 'Science', 'Health'],['Computers']
53792,['Sports', 'Games', 'Society', 'Recreation'],['Sports']
58216,['Business', 'Shopping', 'Computers', 'Society'],['Recreation']
54442,['Society', 'Arts', 'Games', 'Sports'],['Recreation']
50052,['Science', 'Business', 'Computers', 'Health'],['Computers']
43619,['Recreation', 'Sports', 'Games', 'Society'],['Recreation']
10499,['Shopping', 'Recreation', 'Business', 'Adult'],['Recreation']
53620,['Games', 'Recreation', 'Adult', 'Arts'],['Recreation']
32133,['Arts', 'Reference', 'Recreation', 'Games'],['Arts']
30682,['Arts', 'Adult', 'Recreation', 'Games'],['Arts']
38595,['Business', 'Society', 'Science', 'Computers'],['Business']
8273,['Business', 'Society', 'Shopping', 'Recreation'],['Business']
54754,['Society', 'Sports', 'Health', 'Recreation'],['Sports']
32711,['Business', 'Recreation', 'Shopping', 'Society'],['Business']
29233,['Recreation', 'Business', 'Shopping', 'Sports'],['Business']
2831,['Sports', 'Society', 'Health', 'Recreation'],['Sports']
45910,['Recreation', 'Reference', 'Sports', 'Society'],['Recreation']
9768,['Adult', 'Shopping', 'Arts', 'Games'],['Recreation']
10596,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
47481,['Recreation', 'Arts', 'Health', 'Science'],['Arts']
32533,['Sports', 'Games', 'Society', 'Shopping'],['Sports']
11953,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
32383,['Business', 'Computers', 'Science', 'Society'],['Computers']
27361,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
23832,['Shopping', 'Business', 'Society', 'Recreation'],['Business']
15283,['Shopping', 'Sports', 'Society', 'Computers'],['Recreation']
33388,['Shopping', 'Sports', 'Society', 'Science'],['Business']
27986,['Shopping', 'Adult', 'Recreation', 'Games'],['Recreation']
28122,['Shopping', 'Adult', 'Sports', 'Society'],['Shopping']
25966,['Computers', 'Business', 'Sports', 'Society'],['Computers']
12309,['Recreation', 'Reference', 'Science', 'Games'],['Arts']
32598,['Shopping', 'Business', 'Society', 'Computers'],['Shopping']
28127,['Recreation', 'Games', 'Reference', 'Science'],['Recreation']
8972,['Reference', 'Science', 'Health', 'Arts'],['Arts']
2509,['Business', 'Computers', 'Science', 'Sports'],['Computers']
32403,['Recreation', 'Business', 'Sports', 'Computers'],['Recreation']
38501,['Society', 'Business', 'Health', 'Science'],['Business']
3544,['Recreation', 'Arts', 'Reference', 'Games'],['Recreation']
17727,['Business', 'Sports', 'Society', 'Shopping'],['Business']
43176,['Arts', 'Recreation', 'Reference', 'Science'],['Arts']
4720,['Sports', 'Society', 'Recreation', 'Business'],['Sports']
15564,['Sports', 'Games', 'Society', 'Shopping'],['Sports']
39149,['Business', 'Sports', 'Society', 'Shopping'],['Business']
1245,['Science', 'Business', 'Sports', 'Society'],['Business']
27787,['Sports', 'Shopping', 'Computers', 'Games'],['Recreation']
16747,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
25880,['Recreation', 'Adult', 'Games', 'Sports'],['Recreation']
5549,['Sports', 'Recreation', 'Shopping', 'Business'],['Recreation', 'Sports']
23880,['Recreation', 'Arts', 'Games', 'Shopping'],['Recreation']
8087,['Recreation', 'Computers', 'Reference', 'Science'],['Computers']
37703,['Recreation', 'Arts', 'Computers', 'Games'],['Arts']
1262,['Recreation', 'Games', 'Arts', 'Reference'],['Recreation']
36363,['Arts', 'Games', 'Sports', 'Society'],['Arts']
33686,['Society', 'Health', 'Business', 'Science'],['Business']
34243,['Business', 'Science', 'Computers', 'Society'],['Business']
53230,['Recreation', 'Sports', 'Shopping', 'Arts'],['Recreation']
8993,['Science', 'Computers', 'Reference', 'Recreation'],['Computers']
29981,['Shopping', 'Business', 'Society', 'Computers'],['Shopping']
48185,['Recreation', 'Adult', 'Computers', 'Arts'],['Recreation']
47658,['Recreation', 'Arts', 'Adult', 'Science'],['Recreation']
10605,['Sports', 'Adult', 'Society', 'Shopping'],['Recreation']
6861,['Society', 'Health', 'Business', 'Sports'],['Sports']
56960,['Health', 'Business', 'Science', 'Sports'],['Business']
46732,['Computers', 'Business', 'Science', 'Games'],['Computers']
46691,['Games', 'Science', 'Recreation', 'Reference'],['Computers']
15868,['Computers', 'Science', 'Reference', 'Recreation'],['Computers']
11236,['Computers', 'Recreation', 'Games', 'Science'],['Computers']
46631,['Recreation', 'Games', 'Arts', 'Reference'],['Arts']
17941,['Science', 'Reference', 'Recreation', 'Health'],['Recreation']
32207,['Society', 'Shopping', 'Business', 'Arts'],['Business']
35993,['Reference', 'Science', 'Health', 'Arts'],['Recreation']
15789,['Reference', 'Recreation', 'Science', 'Games'],['Recreation']
16288,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
48408,['Sports', 'Recreation', 'Society', 'Games'],['Sports']
33044,['Sports', 'Society', 'Business', 'Recreation'],['Sports']
29014,['Shopping', 'Business', 'Computers', 'Society'],['Business']
