ref id,Predicted,Actual
57141,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
17789,['Shopping', 'Sports', 'Society', 'Science'],['Games']
49238,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
11869,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
40260,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
47764,['Health', 'Sports', 'Society', 'Shopping'],['Business']
8617,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
40827,['Society', 'Sports', 'Shopping', 'Science'],['Reference', 'Arts']
50563,['Computers', 'Sports', 'Society', 'Shopping'],['Adult', 'Games']
2822,['Recreation', 'Sports', 'Society', 'Shopping'],['Adult']
51248,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
49639,['Health', 'Sports', 'Society', 'Shopping'],['Health']
40033,['Shopping', 'Sports', 'Society', 'Science'],['Arts']
58543,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
42054,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
30318,['Computers', 'Sports', 'Society', 'Shopping'],['Sports']
33216,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
39237,['Health', 'Sports', 'Society', 'Shopping'],['Health']
8985,['Business', 'Sports', 'Society', 'Shopping'],['Business']
20729,['Science', 'Sports', 'Society', 'Shopping'],['Health']
49070,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
26266,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
29499,['Business', 'Sports', 'Society', 'Shopping'],['Adult']
30817,['Science', 'Sports', 'Society', 'Shopping'],['Computers', 'Business']
11683,['Games', 'Sports', 'Society', 'Shopping'],['Sports']
14689,['Recreation', 'Sports', 'Society', 'Shopping'],['Business']
43178,['Health', 'Sports', 'Society', 'Shopping'],['Health']
17169,['Society', 'Sports', 'Shopping', 'Science'],['Arts']
44906,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
11415,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
37457,['Health', 'Sports', 'Society', 'Shopping'],['Health']
21936,['Business', 'Sports', 'Society', 'Shopping'],['Arts']
47959,['Business', 'Sports', 'Society', 'Shopping'],['Business']
49142,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
14738,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
57244,['Computers', 'Sports', 'Society', 'Shopping'],['Business']
47616,['Society', 'Sports', 'Shopping', 'Science'],['Arts']
1183,['Computers', 'Sports', 'Society', 'Shopping'],['Business']
51243,['Health', 'Sports', 'Society', 'Shopping'],['Health']
32271,['Recreation', 'Sports', 'Society', 'Shopping'],['Society']
2481,['Health', 'Sports', 'Society', 'Shopping'],['Society']
2026,['Society', 'Sports', 'Shopping', 'Science'],['Health']
59207,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
58351,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
53466,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
49351,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
16007,['Society', 'Sports', 'Shopping', 'Science'],['Health']
40698,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
43629,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
9932,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
51366,['Business', 'Sports', 'Society', 'Shopping'],['Business']
21845,['Computers', 'Sports', 'Society', 'Shopping'],['Sports']
23063,['Health', 'Sports', 'Society', 'Shopping'],['Health']
50620,['Business', 'Sports', 'Society', 'Shopping'],['Adult']
30437,['Business', 'Sports', 'Society', 'Shopping'],['Recreation']
36115,['Health', 'Sports', 'Society', 'Shopping'],['Health']
53142,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
25394,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
17500,['Business', 'Sports', 'Society', 'Shopping'],['Health']
3992,['Business', 'Sports', 'Society', 'Shopping'],['Adult']
43509,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
31913,['Computers', 'Sports', 'Society', 'Shopping'],['Arts']
43639,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
22248,['Business', 'Sports', 'Society', 'Shopping'],['Adult']
2393,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
22424,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
12140,['Recreation', 'Sports', 'Society', 'Shopping'],['Adult']
54681,['Business', 'Sports', 'Society', 'Shopping'],['Shopping']
42898,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
1611,['Reference', 'Computers', 'Sports', 'Society'],['Arts']
47932,['Computers', 'Business', 'Sports', 'Society'],['Health']
14634,['Computers', 'Sports', 'Society', 'Shopping'],['Business']
22494,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
57423,['Business', 'Arts', 'Sports', 'Society'],['Health']
57233,['Reference', 'Sports', 'Society', 'Shopping'],['Business']
21902,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
36242,['Business', 'Sports', 'Society', 'Shopping'],['Sports']
44022,['Adult', 'Sports', 'Society', 'Shopping'],['Arts']
30935,['Business', 'Sports', 'Society', 'Shopping'],['Shopping', 'Business']
27332,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
2964,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
50541,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
26342,['Recreation', 'Sports', 'Society', 'Shopping'],['Arts']
645,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
9090,['Recreation', 'Sports', 'Society', 'Shopping'],['Adult']
10164,['Science', 'Sports', 'Society', 'Shopping'],['Business']
46388,['Games', 'Sports', 'Society', 'Shopping'],['Arts']
22543,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
12189,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
20570,['Computers', 'Sports', 'Society', 'Shopping'],['Shopping']
36161,['Computers', 'Sports', 'Society', 'Shopping'],['Arts']
48583,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
11543,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
4342,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
49850,['Arts', 'Sports', 'Society', 'Shopping'],['Health']
14879,['Computers', 'Sports', 'Society', 'Shopping'],['Recreation']
29796,['Recreation', 'Sports', 'Society', 'Shopping'],['Business']
27817,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38514,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
28359,['Computers', 'Sports', 'Society', 'Shopping'],['Adult']
51249,['Games', 'Sports', 'Society', 'Shopping'],['Health']
9858,['Adult', 'Sports', 'Society', 'Shopping'],['Health']
53399,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
13762,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
38603,['Society', 'Sports', 'Shopping', 'Science'],['Sports']
41389,['Games', 'Sports', 'Society', 'Shopping'],['Sports']
31124,['Society', 'Sports', 'Shopping', 'Science'],['Arts']
53665,['Society', 'Sports', 'Shopping', 'Science'],['Health']
24406,['Computers', 'Sports', 'Society', 'Shopping'],['Business']
19004,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
829,['Reference', 'Sports', 'Society', 'Shopping'],['Health']
15417,['Society', 'Sports', 'Shopping', 'Science'],['Health']
15609,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
1607,['Recreation', 'Sports', 'Society', 'Shopping'],['Adult']
53678,['Recreation', 'Sports', 'Society', 'Shopping'],['Business']
26409,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
45999,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
27963,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
52033,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
51001,['Business', 'Sports', 'Society', 'Shopping'],['Business']
25381,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
29394,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
57762,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
11006,['Health', 'Sports', 'Society', 'Shopping'],['Health']
6604,['Arts', 'Sports', 'Society', 'Shopping'],['Adult']
2335,['Adult', 'Sports', 'Society', 'Shopping'],['Arts']
50497,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
36794,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
58473,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
8430,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
7462,['Business', 'Sports', 'Society', 'Shopping'],['Shopping']
53964,['Computers', 'Sports', 'Society', 'Shopping'],['Health']
52825,['Computers', 'Sports', 'Society', 'Shopping'],['Recreation']
23790,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38858,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
58902,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
28379,['Society', 'Sports', 'Shopping', 'Science'],['Arts']
5391,['Computers', 'Sports', 'Society', 'Shopping'],['Recreation']
11837,['Health', 'Sports', 'Society', 'Shopping'],['Health']
30931,['Recreation', 'Sports', 'Society', 'Shopping'],['Business']
49281,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
38504,['Reference', 'Business', 'Sports', 'Society'],['Business']
24076,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
54339,['Society', 'Sports', 'Shopping', 'Science'],['Arts']
52350,['Recreation', 'Sports', 'Society', 'Shopping'],['Business']
10692,['Society', 'Sports', 'Shopping', 'Science'],['Health']
33705,['Health', 'Sports', 'Society', 'Shopping'],['Health']
40533,['Business', 'Sports', 'Society', 'Shopping'],['Business']
5697,['Recreation', 'Sports', 'Society', 'Shopping'],['Adult']
22591,['Games', 'Sports', 'Society', 'Shopping'],['Health']
41919,['Society', 'Sports', 'Shopping', 'Science'],['Arts']
22452,['Business', 'Sports', 'Society', 'Shopping'],['Business']
27254,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8122,['Sports', 'Society', 'Shopping', 'Science'],['Health']
27197,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
37334,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
51486,['Business', 'Sports', 'Society', 'Shopping'],['Business']
57060,['Business', 'Sports', 'Society', 'Shopping'],['Recreation']
30891,['Business', 'Sports', 'Society', 'Shopping'],['Business']
40676,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
30802,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
30494,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
7289,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
15562,['Arts', 'Sports', 'Society', 'Shopping'],['Business']
30347,['Games', 'Sports', 'Society', 'Shopping'],['Adult']
6946,['Arts', 'Sports', 'Society', 'Shopping'],['Shopping']
8477,['Computers', 'Sports', 'Society', 'Shopping'],['Arts']
30744,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
10609,['Business', 'Sports', 'Society', 'Shopping'],['Sports']
42635,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
341,['Recreation', 'Sports', 'Society', 'Shopping'],['Adult']
45581,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
28986,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
6390,['Health', 'Sports', 'Society', 'Shopping'],['Health']
19914,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
29003,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
12280,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
47403,['Business', 'Sports', 'Society', 'Shopping'],['Arts']
29597,['Arts', 'Sports', 'Society', 'Shopping'],['Business']
8928,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
25482,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
45676,['Computers', 'Sports', 'Society', 'Shopping'],['Business']
1793,['Recreation', 'Sports', 'Society', 'Shopping'],['Business']
30725,['Arts', 'Sports', 'Society', 'Shopping'],['Recreation']
2686,['Society', 'Sports', 'Shopping', 'Science'],['Shopping']
37568,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
16562,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
16768,['Recreation', 'Sports', 'Society', 'Shopping'],['Adult']
44649,['Arts', 'Sports', 'Society', 'Shopping'],['Recreation']
39486,['Business', 'Sports', 'Society', 'Shopping'],['Business']
10156,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
28804,['Arts', 'Sports', 'Society', 'Shopping'],['Recreation']
34606,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
2182,['Recreation', 'Sports', 'Society', 'Shopping'],['Business']
58331,['Health', 'Sports', 'Society', 'Shopping'],['Health']
10674,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
27174,['Recreation', 'Sports', 'Society', 'Shopping'],['Computers']
51529,['Society', 'Sports', 'Shopping', 'Science'],['Health']
7534,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
185,['Society', 'Sports', 'Shopping', 'Science'],['Shopping']
32419,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
29624,['Business', 'Sports', 'Society', 'Shopping'],['Sports']
2062,['Games', 'Sports', 'Society', 'Shopping'],['Adult']
2360,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
14603,['Games', 'Sports', 'Society', 'Shopping'],['Adult']
27569,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
24071,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
58527,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
1934,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
10223,['Business', 'Sports', 'Society', 'Shopping'],['Adult']
35001,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
15774,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
57713,['Business', 'Sports', 'Society', 'Shopping'],['Health']
42895,['Health', 'Sports', 'Society', 'Shopping'],['Recreation']
45715,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
32629,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
47698,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
3022,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
54013,['Arts', 'Sports', 'Society', 'Shopping'],['Adult']
4148,['Recreation', 'Sports', 'Society', 'Shopping'],['Computers']
5942,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
50771,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
22528,['Society', 'Sports', 'Shopping', 'Science'],['Arts']
31039,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
23166,['Recreation', 'Sports', 'Society', 'Shopping'],['Adult']
27108,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
27545,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
36621,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
42675,['Business', 'Sports', 'Society', 'Shopping'],['Shopping']
12418,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
29754,['Science', 'Sports', 'Society', 'Shopping'],['Health']
4137,['Shopping', 'Sports', 'Society', 'Science'],['Sports']
52029,['Business', 'Sports', 'Society', 'Shopping'],['Health']
34799,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
15749,['Arts', 'Sports', 'Society', 'Shopping'],['Computers']
57791,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
11123,['Science', 'Sports', 'Society', 'Shopping'],['Arts']
52547,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
47777,['Health', 'Sports', 'Society', 'Shopping'],['Health']
10846,['Society', 'Sports', 'Shopping', 'Science'],['Health']
153,['Health', 'Sports', 'Society', 'Shopping'],['Health']
47397,['Recreation', 'Sports', 'Society', 'Shopping'],['Arts']
6293,['Science', 'Sports', 'Society', 'Shopping'],['Computers']
5529,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
29894,['Shopping', 'Sports', 'Society', 'Science'],['Arts']
54041,['Science', 'Sports', 'Society', 'Shopping'],['Adult']
59221,['Arts', 'Sports', 'Society', 'Shopping'],['Computers']
57178,['Arts', 'Sports', 'Society', 'Shopping'],['Shopping']
38249,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
38020,['Arts', 'Sports', 'Society', 'Shopping'],['Sports']
43169,['Arts', 'Sports', 'Society', 'Shopping'],['Shopping']
33376,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
23961,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
24701,['Sports', 'Society', 'Shopping', 'Science'],['Arts']
21727,['Health', 'Sports', 'Society', 'Shopping'],['Health']
45260,['Society', 'Sports', 'Shopping', 'Science'],['Health']
3885,['Computers', 'Sports', 'Society', 'Shopping'],['Health']
285,['Computers', 'Sports', 'Society', 'Shopping'],['Shopping']
46555,['Games', 'Sports', 'Society', 'Shopping'],['Computers']
32655,['Computers', 'Sports', 'Society', 'Shopping'],['Adult']
10551,['Arts', 'Sports', 'Society', 'Shopping'],['Recreation']
58857,['Recreation', 'Sports', 'Society', 'Shopping'],['Shopping']
51716,['Arts', 'Sports', 'Society', 'Shopping'],['Adult']
13376,['Society', 'Sports', 'Shopping', 'Science'],['Adult']
21686,['Arts', 'Sports', 'Society', 'Shopping'],['Shopping']
35456,['Business', 'Sports', 'Society', 'Shopping'],['Shopping']
8357,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
31182,['Adult', 'Sports', 'Society', 'Shopping'],['Shopping']
36316,['Games', 'Recreation', 'Sports', 'Society'],['Health']
15747,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
28380,['Sports', 'Society', 'Shopping', 'Science'],['Health']
38894,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
54531,['Health', 'Sports', 'Society', 'Shopping'],['Health']
36105,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
22877,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
15383,['Sports', 'Society', 'Shopping', 'Science'],['Health']
34487,['Science', 'Sports', 'Society', 'Shopping'],['Computers']
52726,['Science', 'Sports', 'Society', 'Shopping'],['Recreation']
41094,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
33878,['Arts', 'Sports', 'Society', 'Shopping'],['Recreation']
30263,['Business', 'Sports', 'Society', 'Shopping'],['Shopping']
36454,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
50240,['Health', 'Sports', 'Society', 'Shopping'],['Arts']
55117,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
35669,['Health', 'Sports', 'Society', 'Shopping'],['Arts']
33232,['Computers', 'Sports', 'Society', 'Shopping'],['Science']
21940,['Science', 'Sports', 'Society', 'Shopping'],['Recreation']
13099,['Business', 'Sports', 'Society', 'Shopping'],['Recreation']
27379,['Recreation', 'Sports', 'Society', 'Shopping'],['Adult']
46417,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
41749,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
12973,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
47269,['Society', 'Sports', 'Shopping', 'Science'],['Arts']
44695,['Reference', 'Sports', 'Society', 'Shopping'],['Society', 'Science']
43926,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
13468,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39586,['Adult', 'Sports', 'Society', 'Shopping'],['Arts']
34846,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
34566,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
42375,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
53822,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
13296,['Computers', 'Sports', 'Society', 'Shopping'],['Arts']
23021,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
7556,['Arts', 'Sports', 'Society', 'Shopping'],['Reference']
33113,['Science', 'Sports', 'Society', 'Shopping'],['Science']
58238,['Science', 'Sports', 'Society', 'Shopping'],['Science']
23123,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
51804,['Recreation', 'Sports', 'Society', 'Shopping'],['Computers']
30451,['Science', 'Sports', 'Society', 'Shopping'],['Computers']
35418,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
45610,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
22753,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
44726,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
1799,['Sports', 'Society', 'Shopping', 'Science'],['Reference']
39301,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
26121,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
4134,['Arts', 'Sports', 'Society', 'Shopping'],['Recreation']
10640,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
6090,['Society', 'Sports', 'Shopping', 'Science'],['Recreation']
57480,['Shopping', 'Sports', 'Society', 'Science'],['Recreation']
54637,['Shopping', 'Sports', 'Society', 'Science'],['Recreation']
28795,['Computers', 'Sports', 'Society', 'Shopping'],['Arts']
6830,['Shopping', 'Sports', 'Society', 'Science'],['Adult']
32550,['Computers', 'Sports', 'Society', 'Shopping'],['Recreation']
46691,['Science', 'Sports', 'Society', 'Shopping'],['Computers', 'Science']
4566,['Science', 'Sports', 'Society', 'Shopping'],['Sports']
12430,['Reference', 'Sports', 'Society', 'Shopping'],['Computers']
11417,['Shopping', 'Sports', 'Society', 'Science'],['Computers']
50419,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38384,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
49924,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
4847,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
16341,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
9797,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
47819,['Health', 'Sports', 'Society', 'Shopping'],['Computers']
10084,['Health', 'Sports', 'Society', 'Shopping'],['Arts']
16520,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
41401,['Business', 'Sports', 'Society', 'Shopping'],['Sports']
25766,['Sports', 'Society', 'Shopping', 'Science'],['Arts']
1834,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
15309,['Recreation', 'Sports', 'Society', 'Shopping'],['Sports']
45516,['Adult', 'Sports', 'Society', 'Shopping'],['Adult']
8348,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
48006,['Health', 'Sports', 'Society', 'Shopping'],['Adult']
12289,['Business', 'Sports', 'Society', 'Shopping'],['Arts']
27007,['Business', 'Sports', 'Society', 'Shopping'],['Recreation']
58369,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
21725,['Shopping', 'Sports', 'Society', 'Science'],['Sports']
30135,['Sports', 'Computers', 'Society', 'Shopping'],['Recreation']
11364,['Business', 'Sports', 'Society', 'Shopping'],['Arts']
14606,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
44944,['Games', 'Sports', 'Society', 'Shopping'],['Sports']
7108,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
14944,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
16299,['Society', 'Science', 'Sports', 'Shopping'],['Computers']
47142,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
52638,['Computers', 'Sports', 'Society', 'Shopping'],['Arts']
90,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
10305,['Society', 'Sports', 'Shopping', 'Science'],['Recreation']
30415,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
42972,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
6787,['Society', 'Sports', 'Shopping', 'Science'],['Recreation']
5081,['Sports', 'Society', 'Shopping', 'Science'],['Shopping']
32920,['Computers', 'Sports', 'Society', 'Shopping'],['Recreation']
42220,['Health', 'Sports', 'Society', 'Shopping'],['Recreation', 'Sports']
1957,['Computers', 'Sports', 'Society', 'Shopping'],['Arts']
9288,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
21651,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
10041,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
33049,['Recreation', 'Sports', 'Society', 'Shopping'],['Shopping']
21744,['Society', 'Sports', 'Shopping', 'Science'],['Arts']
4464,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
48126,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
37552,['Computers', 'Sports', 'Society', 'Shopping'],['Arts']
157,['Games', 'Sports', 'Society', 'Shopping'],['Arts']
5744,['Games', 'Sports', 'Society', 'Shopping'],['Arts']
23404,['Sports', 'Society', 'Shopping', 'Science'],['Recreation']
33940,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
11356,['Arts', 'Sports', 'Society', 'Shopping'],['Recreation']
1580,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
13266,['Business', 'Sports', 'Society', 'Shopping'],['Arts']
26445,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
4098,['Business', 'Sports', 'Society', 'Shopping'],['Recreation']
57583,['Recreation', 'Sports', 'Society', 'Shopping'],['Computers']
8258,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
7542,['Shopping', 'Sports', 'Society', 'Science'],['Recreation']
35982,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
2513,['Science', 'Sports', 'Society', 'Shopping'],['Recreation']
47817,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
31354,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
19363,['Computers', 'Sports', 'Society', 'Shopping'],['Recreation']
17323,['Games', 'Sports', 'Society', 'Shopping'],['Recreation']
36541,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
41046,['Reference', 'Sports', 'Society', 'Shopping'],['Recreation']
6565,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
31499,['Science', 'Sports', 'Society', 'Shopping'],['Computers']
407,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
57492,['Recreation', 'Sports', 'Society', 'Shopping'],['Computers']
9514,['Science', 'Sports', 'Society', 'Shopping'],['Recreation']
10911,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
24908,['Arts', 'Sports', 'Society', 'Shopping'],['Recreation']
47079,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
40632,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
51992,['Business', 'Sports', 'Society', 'Shopping'],['Recreation']
40331,['Reference', 'Sports', 'Society', 'Shopping'],['Recreation']
1147,['Computers', 'Sports', 'Society', 'Shopping'],['Recreation']
41325,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
40113,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
15058,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
22438,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
1667,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation', 'Sports']
13977,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
17501,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
28769,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
14903,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
22962,['Society', 'Sports', 'Shopping', 'Science'],['Arts']
32544,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
33326,['Computers', 'Sports', 'Society', 'Shopping'],['Recreation']
22143,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
15470,['Business', 'Sports', 'Society', 'Shopping'],['Computers']
43157,['Arts', 'Sports', 'Society', 'Shopping'],['Shopping']
27503,['Society', 'Sports', 'Shopping', 'Science'],['Shopping']
6010,['Society', 'Sports', 'Shopping', 'Science'],['Shopping']
50807,['Arts', 'Sports', 'Society', 'Shopping'],['Shopping']
40420,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
48018,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
