47238, predicted: News, actual: Arts
46640, predicted: Kids, actual: Sports
46684, predicted: Shopping, actual: Sports
46691, predicted: Society, actual: Sports
46765, predicted: Kids, actual: Sports
46778, predicted: Recreation, actual: Sports
46790, predicted: Kids, actual: Sports
46820, predicted: Regional, actual: Sports
47092, predicted: Health, actual: Sports
47093, predicted: Kids, actual: Sports
47100, predicted: Health, actual: Sports
47129, predicted: Adult, actual: Sports
47318, predicted: Recreation, actual: Sports
47319, predicted: Shopping, actual: Sports
47686, predicted: Recreation, actual: Sports
47722, predicted: Health, actual: Sports
47743, predicted: Recreation, actual: Sports
47749, predicted: Health, actual: Sports
47762, predicted: Reference, actual: Sports
47780, predicted: Recreation, actual: Sports
47860, predicted: Recreation, actual: Sports
47906, predicted: Computers, actual: Sports
47916, predicted: Kids, actual: Games
47984, predicted: Society, actual: Reference
48057, predicted: Arts, actual: Adult
48108, predicted: Recreation, actual: Adult
48248, predicted: Sports, actual: Arts
49773, predicted: Business, actual: Arts
52866, predicted: Arts, actual: Regional
47293, predicted: Arts, actual: News
47365, predicted: Sports, actual: Arts
49559, predicted: Sports, actual: Arts
49564, predicted: Home, actual: Arts
49667, predicted: Shopping, actual: Business
49701, predicted: Business, actual: Computers
49714, predicted: Business, actual: Regional
52707, predicted: Health, actual: Business
52749, predicted: Business, actual: Regional
52789, predicted: Regional, actual: Business
52830, predicted: Computers, actual: Business
52837, predicted: Computers, actual: Regional
52846, predicted: Computers, actual: Regional
58235, predicted: Kids, actual: Computers
45276, predicted: Society, actual: Computers
45627, predicted: Kids, actual: Games
45832, predicted: Kids, actual: Regional
45949, predicted: Business, actual: Games
46041, predicted: Kids, actual: Games
46425, predicted: Kids, actual: Games
46567, predicted: Health, actual: Shopping
46930, predicted: Kids, actual: Health
47118, predicted: Business, actual: Health
48141, predicted: Computers, actual: Kids
48187, predicted: Society, actual: Regional
48208, predicted: Society, actual: Regional
48223, predicted: Shopping, actual: Business
48252, predicted: Computers, actual: Shopping
48282, predicted: Arts, actual: Society
48330, predicted: Shopping, actual: Society
48366, predicted: Health, actual: Society
48440, predicted: Reference, actual: Society
48506, predicted: Computers, actual: Adult
48507, predicted: Society, actual: Adult
48522, predicted: Games, actual: Adult
48589, predicted: Society, actual: Adult
48591, predicted: Shopping, actual: Adult
48657, predicted: Recreation, actual: Adult
48717, predicted: Kids, actual: Arts
48731, predicted: Society, actual: Kids
48772, predicted: Recreation, actual: Arts
48792, predicted: Arts, actual: Kids
48851, predicted: Reference, actual: Arts
49037, predicted: Reference, actual: Arts
49128, predicted: News, actual: Arts
49151, predicted: Games, actual: Arts
49260, predicted: Science, actual: Computers
49346, predicted: Arts, actual: Games
49358, predicted: Business, actual: Games
49362, predicted: Computers, actual: Games
49435, predicted: Sports, actual: Games
49444, predicted: Computers, actual: Games
49490, predicted: Society, actual: Games
49545, predicted: Society, actual: Health
51543, predicted: Recreation, actual: Health
51647, predicted: Adult, actual: Health
51694, predicted: Arts, actual: Health
51795, predicted: Computers, actual: Health
51828, predicted: Kids, actual: Health
51829, predicted: Computers, actual: Health
51923, predicted: Society, actual: Health
52060, predicted: Kids, actual: Health
52069, predicted: Reference, actual: Home
52125, predicted: Society, actual: Kids
52169, predicted: Business, actual: Kids
52280, predicted: Regional, actual: Society
52334, predicted: Society, actual: News
52337, predicted: Kids, actual: News
52374, predicted: Society, actual: News
52405, predicted: Society, actual: News
52414, predicted: Kids, actual: News
52427, predicted: Recreation, actual: News
52449, predicted: Sports, actual: Recreation
52580, predicted: Recreation, actual: Regional
52593, predicted: Kids, actual: Recreation
52650, predicted: Science, actual: Reference
37290, predicted: Reference, actual: Society
37301, predicted: News, actual: Regional
38405, predicted: Regional, actual: Shopping
38436, predicted: Sports, actual: Shopping
38466, predicted: News, actual: Society
38496, predicted: Reference, actual: Society
38803, predicted: Health, actual: Society
39085, predicted: Recreation, actual: Sports
40426, predicted: Games, actual: Adult
41219, predicted: Sports, actual: Adult
41250, predicted: Reference, actual: Adult
41643, predicted: Arts, actual: Adult
42022, predicted: Business, actual: Shopping
42657, predicted: Arts, actual: Adult
43142, predicted: Recreation, actual: Adult
43400, predicted: Games, actual: Adult
43780, predicted: Recreation, actual: Adult
43909, predicted: Kids, actual: Arts
44105, predicted: Regional, actual: Arts
44138, predicted: Reference, actual: Arts
44144, predicted: Reference, actual: Arts
44145, predicted: Science, actual: Arts
44146, predicted: Reference, actual: Arts
44161, predicted: News, actual: Arts
44171, predicted: Reference, actual: Arts
44173, predicted: Reference, actual: Arts
44175, predicted: Science, actual: Arts
44184, predicted: Recreation, actual: Arts
44190, predicted: Science, actual: Arts
44203, predicted: Science, actual: Arts
44250, predicted: Reference, actual: Kids
44273, predicted: Reference, actual: Arts
44302, predicted: Health, actual: Arts
44316, predicted: Health, actual: Arts
44318, predicted: Health, actual: Arts
44327, predicted: Reference, actual: Arts
44331, predicted: Reference, actual: Arts
44339, predicted: Reference, actual: Arts
44399, predicted: Recreation, actual: Arts
44401, predicted: Recreation, actual: Arts
44407, predicted: Recreation, actual: Arts
44413, predicted: Business, actual: Arts
44455, predicted: Arts, actual: Business
44457, predicted: Recreation, actual: Arts
44487, predicted: Health, actual: Arts
44499, predicted: Shopping, actual: Arts
44506, predicted: Reference, actual: Arts
44539, predicted: Health, actual: Arts
44553, predicted: Recreation, actual: Reference
44556, predicted: Business, actual: Arts
44632, predicted: Recreation, actual: Arts
44639, predicted: Adult, actual: Arts
44725, predicted: Reference, actual: Arts
44784, predicted: Reference, actual: Arts
44838, predicted: Reference, actual: Arts
44875, predicted: Reference, actual: Arts
45081, predicted: Reference, actual: Arts
45148, predicted: Reference, actual: Arts
45181, predicted: Kids, actual: Arts
45219, predicted: Recreation, actual: Arts
45222, predicted: Recreation, actual: Arts
45237, predicted: Reference, actual: Arts
45250, predicted: Reference, actual: Arts
45351, predicted: Reference, actual: Arts
45362, predicted: Health, actual: Arts
45403, predicted: Society, actual: Arts
45413, predicted: Reference, actual: Arts
45497, predicted: Kids, actual: Arts
45528, predicted: Recreation, actual: Arts
45605, predicted: News, actual: Arts
45647, predicted: Recreation, actual: Arts
45668, predicted: Kids, actual: Arts
45680, predicted: Games, actual: Arts
45758, predicted: Computers, actual: Arts
45830, predicted: Reference, actual: Arts
45835, predicted: Arts, actual: Games
45836, predicted: Recreation, actual: Arts
45892, predicted: Recreation, actual: Games
45896, predicted: Games, actual: Arts
45899, predicted: News, actual: Arts
45902, predicted: Kids, actual: Arts
45926, predicted: Computers, actual: Arts
45977, predicted: Kids, actual: Arts
45987, predicted: Kids, actual: Arts
45998, predicted: Science, actual: Arts
46007, predicted: Recreation, actual: Arts
46071, predicted: Recreation, actual: Arts
46073, predicted: Computers, actual: Arts
46077, predicted: Kids, actual: Arts
46101, predicted: Recreation, actual: Reference
46171, predicted: Recreation, actual: Arts
46172, predicted: Games, actual: Arts
46203, predicted: Kids, actual: Arts
46217, predicted: Reference, actual: Kids
46220, predicted: Recreation, actual: Arts
46319, predicted: Recreation, actual: Arts
46327, predicted: Recreation, actual: Arts
46376, predicted: Business, actual: Arts
46407, predicted: Regional, actual: Arts
46423, predicted: Computers, actual: Arts
46500, predicted: Computers, actual: Arts
46544, predicted: Computers, actual: Arts
46549, predicted: Business, actual: Arts
46620, predicted: Home, actual: Arts
46640, predicted: Recreation, actual: Arts
46691, predicted: Recreation, actual: Arts
46715, predicted: Recreation, actual: Arts
46725, predicted: Recreation, actual: Arts
46745, predicted: Recreation, actual: Arts
46764, predicted: Recreation, actual: Arts
46765, predicted: Games, actual: Arts
46778, predicted: Games, actual: Arts
46781, predicted: Adult, actual: Arts
46790, predicted: Computers, actual: News
46796, predicted: Recreation, actual: Arts
46849, predicted: Games, actual: Arts
46894, predicted: Recreation, actual: Arts
46898, predicted: Games, actual: Arts
46918, predicted: Home, actual: Arts
46924, predicted: News, actual: Arts
46934, predicted: Reference, actual: Arts
46962, predicted: Reference, actual: Arts
46979, predicted: Reference, actual: Arts
46988, predicted: Reference, actual: Arts
47042, predicted: Recreation, actual: Arts
47055, predicted: Shopping, actual: Arts
47077, predicted: Reference, actual: Arts
47092, predicted: Reference, actual: Arts
47385, predicted: Home, actual: Arts
47420, predicted: Business, actual: Shopping
47476, predicted: Reference, actual: Arts
47502, predicted: Kids, actual: Arts
47529, predicted: Recreation, actual: Arts
47575, predicted: Home, actual: Arts
47592, predicted: Adult, actual: Arts
47618, predicted: Recreation, actual: Arts
47636, predicted: Recreation, actual: Arts
47664, predicted: Reference, actual: Arts
47722, predicted: Recreation, actual: Arts
47731, predicted: Recreation, actual: Arts
47762, predicted: Home, actual: Arts
47770, predicted: News, actual: Arts
47773, predicted: Recreation, actual: Arts
47780, predicted: Recreation, actual: Arts
47784, predicted: News, actual: Arts
47786, predicted: Computers, actual: Arts
47802, predicted: Recreation, actual: Arts
47818, predicted: News, actual: Arts
47825, predicted: News, actual: Arts
47860, predicted: News, actual: Arts
47890, predicted: Business, actual: Adult
47891, predicted: Health, actual: Society
47906, predicted: Arts, actual: Adult
47916, predicted: News, actual: Adult
47984, predicted: News, actual: Arts
48050, predicted: News, actual: Arts
48108, predicted: News, actual: Arts
48111, predicted: Arts, actual: Kids
48128, predicted: Computers, actual: Business
48194, predicted: Kids, actual: Arts
48199, predicted: Games, actual: Kids
48248, predicted: Adult, actual: Society
49773, predicted: News, actual: Arts
52866, predicted: News, actual: Arts
47293, predicted: Regional, actual: News
47311, predicted: Health, actual: Regional
47459, predicted: Business, actual: Regional
49564, predicted: Recreation, actual: Business
49568, predicted: Computers, actual: Business
49600, predicted: Business, actual: Regional
49667, predicted: Kids, actual: Business
49697, predicted: Home, actual: Regional
49701, predicted: Recreation, actual: Sports
49714, predicted: Home, actual: Computers
49740, predicted: Reference, actual: Computers
52683, predicted: Home, actual: Computers
52720, predicted: Shopping, actual: Computers
52729, predicted: Kids, actual: Games
52780, predicted: Arts, actual: Kids
52789, predicted: Games, actual: Sports
52837, predicted: Computers, actual: Games
52858, predicted: Business, actual: Games
45949, predicted: Home, actual: Health
45951, predicted: Health, actual: Science
46041, predicted: Home, actual: Health
46567, predicted: Science, actual: Health
47118, predicted: Reference, actual: Health
48168, predicted: Home, actual: Society
48187, predicted: Shopping, actual: Regional
48208, predicted: Home, actual: Recreation
48223, predicted: Recreation, actual: Computers
48234, predicted: Business, actual: Home
48440, predicted: Computers, actual: Recreation
48445, predicted: Reference, actual: Home
48473, predicted: Business, actual: Home
48506, predicted: Reference, actual: Home
48522, predicted: Regional, actual: Kids
48536, predicted: Science, actual: Kids
48557, predicted: Kids, actual: Computers
48566, predicted: Science, actual: Kids
48591, predicted: Science, actual: Recreation
48597, predicted: Science, actual: Reference
48613, predicted: Computers, actual: Kids
48630, predicted: Business, actual: Kids
48657, predicted: Reference, actual: Society
48664, predicted: Reference, actual: Kids
48717, predicted: Business, actual: Society
48724, predicted: Kids, actual: Society
48792, predicted: Regional, actual: News
48851, predicted: Regional, actual: News
48871, predicted: News, actual: Regional
48872, predicted: Arts, actual: News
48877, predicted: Reference, actual: News
48960, predicted: Science, actual: News
49043, predicted: Science, actual: News
49075, predicted: News, actual: Society
49151, predicted: Games, actual: Recreation
49230, predicted: Arts, actual: Recreation
49260, predicted: Home, actual: Recreation
49358, predicted: Arts, actual: Reference
49515, predicted: Business, actual: Reference
49545, predicted: Reference, actual: Business
51555, predicted: Computers, actual: Reference
51614, predicted: Kids, actual: Reference
51694, predicted: Regional, actual: Shopping
51795, predicted: Home, actual: Regional
51829, predicted: Computers, actual: Science
51923, predicted: Health, actual: Science
51959, predicted: Science, actual: Reference
52060, predicted: Computers, actual: Business
52069, predicted: Health, actual: Science
52125, predicted: Science, actual: Recreation
52147, predicted: Reference, actual: Science
52334, predicted: Arts, actual: Shopping
52457, predicted: Business, actual: Shopping
52534, predicted: Recreation, actual: Shopping
52580, predicted: Home, actual: Business
52593, predicted: Health, actual: Shopping
52650, predicted: Kids, actual: Society
58230, predicted: Adult, actual: Society
4053, predicted: Reference, actual: Society
37132, predicted: Health, actual: Society
37290, predicted: Computers, actual: Regional
37301, predicted: Science, actual: Society
37350, predicted: Science, actual: Regional
37517, predicted: Business, actual: Society
37932, predicted: Shopping, actual: Society
38254, predicted: Kids, actual: Society
38304, predicted: Reference, actual: Society
38803, predicted: News, actual: Sports
39085, predicted: Recreation, actual: Sports
39604, predicted: Regional, actual: Sports
39656, predicted: Arts, actual: Sports
40472, predicted: Society, actual: Adult
40625, predicted: Arts, actual: Adult
40765, predicted: Recreation, actual: Adult
40792, predicted: News, actual: Adult
41219, predicted: News, actual: Adult
42553, predicted: Recreation, actual: Adult
42583, predicted: Recreation, actual: Adult
42657, predicted: Computers, actual: Adult
43122, predicted: Games, actual: Adult
43142, predicted: Games, actual: Adult
43692, predicted: Health, actual: Adult
44105, predicted: Recreation, actual: Adult
44106, predicted: Recreation, actual: Adult
44145, predicted: Computers, actual: Adult
44161, predicted: Recreation, actual: Adult
44175, predicted: Recreation, actual: Adult
44184, predicted: Recreation, actual: Adult
44190, predicted: Recreation, actual: Adult
44244, predicted: Shopping, actual: Adult
44290, predicted: Home, actual: Adult
44315, predicted: Shopping, actual: Adult
44316, predicted: Shopping, actual: Adult
44318, predicted: Games, actual: Adult
44327, predicted: Home, actual: Adult
44331, predicted: Recreation, actual: Adult
44339, predicted: Recreation, actual: Adult
44340, predicted: Kids, actual: Adult
44376, predicted: Health, actual: Science
44378, predicted: Kids, actual: Adult
44401, predicted: Arts, actual: Adult
44434, predicted: Kids, actual: Arts
44457, predicted: Games, actual: Arts
44487, predicted: Kids, actual: Arts
44553, predicted: Games, actual: Arts
44558, predicted: Reference, actual: Arts
44583, predicted: Recreation, actual: Arts
44598, predicted: Reference, actual: Arts
44632, predicted: Reference, actual: Arts
44639, predicted: Reference, actual: Arts
44681, predicted: Kids, actual: Arts
44725, predicted: Arts, actual: Reference
44789, predicted: Reference, actual: Arts
44835, predicted: Reference, actual: Arts
44838, predicted: Reference, actual: Arts
44875, predicted: Reference, actual: Arts
44990, predicted: Reference, actual: Arts
45148, predicted: Reference, actual: Kids
45219, predicted: Kids, actual: Arts
45351, predicted: Games, actual: Arts
45389, predicted: Adult, actual: Arts
45528, predicted: Recreation, actual: Arts
45559, predicted: News, actual: Arts
45647, predicted: Health, actual: Arts
45668, predicted: Reference, actual: Arts
45680, predicted: Health, actual: Kids
45704, predicted: Reference, actual: Arts
45758, predicted: Reference, actual: Arts
45830, predicted: Reference, actual: Arts
45835, predicted: Reference, actual: Arts
45836, predicted: Science, actual: Arts
45896, predicted: Games, actual: Arts
45902, predicted: Recreation, actual: Arts
45935, predicted: Games, actual: Arts
45987, predicted: Games, actual: Arts
45998, predicted: Recreation, actual: Arts
46007, predicted: News, actual: Arts
46032, predicted: Kids, actual: Arts
46057, predicted: Shopping, actual: Arts
46073, predicted: Recreation, actual: Arts
46077, predicted: Recreation, actual: Arts
46100, predicted: Recreation, actual: Arts
46101, predicted: Business, actual: Arts
46127, predicted: Home, actual: Science
46171, predicted: Recreation, actual: Arts
46191, predicted: Health, actual: Arts
46217, predicted: Home, actual: Arts
46220, predicted: Shopping, actual: Arts
46300, predicted: Reference, actual: Arts
46319, predicted: Home, actual: Arts
46352, predicted: Games, actual: Arts
46361, predicted: Recreation, actual: Arts
46376, predicted: Games, actual: Arts
46407, predicted: Reference, actual: Arts
46423, predicted: Reference, actual: Arts
46439, predicted: Reference, actual: Arts
46500, predicted: Games, actual: Arts
46507, predicted: Kids, actual: Arts
46529, predicted: Kids, actual: Arts
46549, predicted: Society, actual: Arts
46566, predicted: Reference, actual: Arts
46587, predicted: Reference, actual: Arts
46590, predicted: Kids, actual: Arts
46620, predicted: Health, actual: Arts
46640, predicted: Reference, actual: Arts
46684, predicted: Regional, actual: Arts
46691, predicted: Reference, actual: Arts
46715, predicted: Recreation, actual: Arts
46725, predicted: Kids, actual: Arts
46754, predicted: Shopping, actual: Arts
46764, predicted: News, actual: Arts
46765, predicted: News, actual: Arts
46781, predicted: Games, actual: Arts
46790, predicted: Games, actual: Arts
46796, predicted: News, actual: Arts
46820, predicted: Kids, actual: Arts
46877, predicted: Games, actual: Arts
46898, predicted: Games, actual: Arts
46911, predicted: Games, actual: Arts
46918, predicted: Recreation, actual: Arts
46924, predicted: Games, actual: Arts
46962, predicted: Games, actual: Arts
46964, predicted: Games, actual: Arts
46988, predicted: Science, actual: Arts
47035, predicted: Recreation, actual: Arts
47047, predicted: Arts, actual: News
47055, predicted: Recreation, actual: Arts
47077, predicted: Computers, actual: Arts
47129, predicted: Reference, actual: Arts
47160, predicted: Regional, actual: Arts
47213, predicted: Reference, actual: Arts
47297, predicted: Recreation, actual: Arts
47361, predicted: Games, actual: Arts
47446, predicted: Kids, actual: Arts
47451, predicted: Kids, actual: Arts
47472, predicted: Games, actual: Arts
47490, predicted: Kids, actual: Arts
47517, predicted: Kids, actual: Arts
47521, predicted: Kids, actual: Arts
47529, predicted: Recreation, actual: Arts
47530, predicted: Kids, actual: Arts
47559, predicted: Recreation, actual: Reference
47575, predicted: Recreation, actual: Arts
47592, predicted: Recreation, actual: Arts
47618, predicted: Home, actual: Arts
47619, predicted: Recreation, actual: Arts
47664, predicted: Recreation, actual: Arts
47678, predicted: Kids, actual: Arts
47686, predicted: Kids, actual: Arts
47731, predicted: Recreation, actual: Arts
47743, predicted: Reference, actual: Arts
47747, predicted: Reference, actual: Arts
47749, predicted: Recreation, actual: Arts
47762, predicted: Reference, actual: Arts
47773, predicted: Reference, actual: Arts
47780, predicted: Reference, actual: Arts
47784, predicted: Reference, actual: Arts
47786, predicted: Health, actual: Arts
47802, predicted: Reference, actual: Arts
48029, predicted: Shopping, actual: Arts
48057, predicted: Arts, actual: Kids
48081, predicted: Health, actual: Arts
48111, predicted: Recreation, actual: Arts
48199, predicted: Home, actual: Arts
48246, predicted: Business, actual: Arts
48248, predicted: Recreation, actual: Arts
49773, predicted: Adult, actual: Arts
47238, predicted: News, actual: Arts
47293, predicted: News, actual: Arts
47311, predicted: News, actual: Arts
49564, predicted: News, actual: Arts
49568, predicted: Recreation, actual: Arts
49574, predicted: News, actual: Arts
49587, predicted: News, actual: Arts
49600, predicted: Reference, actual: Arts
49619, predicted: News, actual: Arts
49667, predicted: News, actual: Arts
49697, predicted: News, actual: Arts
49701, predicted: News, actual: Arts
49740, predicted: News, actual: Arts
52669, predicted: Computers, actual: Arts
52683, predicted: Adult, actual: Arts
52707, predicted: Science, actual: Arts
52729, predicted: Shopping, actual: Arts
52733, predicted: Recreation, actual: Arts
52749, predicted: Reference, actual: Arts
52789, predicted: Science, actual: Reference
52830, predicted: Computers, actual: Arts
45211, predicted: Kids, actual: Arts
45409, predicted: Home, actual: Arts
45541, predicted: Reference, actual: Arts
45627, predicted: Reference, actual: Recreation
45832, predicted: Reference, actual: Kids
45949, predicted: Computers, actual: Arts
46041, predicted: Computers, actual: Arts
46221, predicted: Games, actual: Arts
46320, predicted: Kids, actual: Arts
46425, predicted: Computers, actual: Arts
46567, predicted: Science, actual: News
46887, predicted: Reference, actual: Arts
47118, predicted: Science, actual: Business
48282, predicted: Health, actual: Business
48507, predicted: Health, actual: Business
48532, predicted: Recreation, actual: Business
48566, predicted: Science, actual: Business
48585, predicted: Science, actual: Business
48589, predicted: Recreation, actual: Business
48591, predicted: Recreation, actual: Business
48630, predicted: Recreation, actual: Business
48657, predicted: Regional, actual: Business
48724, predicted: Science, actual: Business
48731, predicted: Recreation, actual: Business
48772, predicted: Home, actual: Shopping
48789, predicted: Shopping, actual: Business
48792, predicted: Home, actual: Business
48851, predicted: Health, actual: Business
48871, predicted: Recreation, actual: Business
48877, predicted: Home, actual: Business
48915, predicted: Shopping, actual: Business
49006, predicted: Recreation, actual: Business
49037, predicted: Shopping, actual: Business
49043, predicted: Recreation, actual: Business
49091, predicted: Recreation, actual: Business
49101, predicted: Recreation, actual: Business
49151, predicted: Shopping, actual: Business
49213, predicted: Recreation, actual: Business
49229, predicted: Recreation, actual: Business
49230, predicted: Shopping, actual: Business
49253, predicted: Recreation, actual: Business
49271, predicted: Health, actual: Business
49358, predicted: Health, actual: Business
49362, predicted: Health, actual: Business
49390, predicted: Recreation, actual: Business
49444, predicted: Home, actual: Business
49490, predicted: Science, actual: Business
49515, predicted: Science, actual: Business
51543, predicted: Regional, actual: Business
51614, predicted: Computers, actual: Business
51647, predicted: Computers, actual: Business
51694, predicted: Recreation, actual: Business
51699, predicted: Kids, actual: Business
51743, predicted: Shopping, actual: Business
51828, predicted: Recreation, actual: Business
51923, predicted: Computers, actual: Business
52069, predicted: Home, actual: Business
52457, predicted: Regional, actual: Business
52564, predicted: Recreation, actual: Business
52580, predicted: Shopping, actual: Business
52593, predicted: Computers, actual: Business
52650, predicted: Science, actual: Business
58230, predicted: Shopping, actual: Business
4053, predicted: Home, actual: Business
37290, predicted: Home, actual: Business
37517, predicted: Home, actual: Business
37919, predicted: Science, actual: Business
37932, predicted: Arts, actual: Business
38254, predicted: Home, actual: Business
38304, predicted: Shopping, actual: Business
38330, predicted: Recreation, actual: Business
38496, predicted: Computers, actual: Business
39604, predicted: Computers, actual: Business
39729, predicted: Regional, actual: Business
40260, predicted: Computers, actual: Business
40732, predicted: Computers, actual: Business
40784, predicted: Science, actual: Business
40792, predicted: Computers, actual: Business
41219, predicted: Computers, actual: Business
41250, predicted: Recreation, actual: Business
41642, predicted: Health, actual: Business
42022, predicted: Recreation, actual: Business
42036, predicted: Recreation, actual: Business
42553, predicted: Arts, actual: Business
42583, predicted: Recreation, actual: Business
42707, predicted: Reference, actual: Business
42760, predicted: Recreation, actual: Business
42869, predicted: Recreation, actual: Business
43122, predicted: Computers, actual: Business
43142, predicted: Science, actual: Business
43400, predicted: Shopping, actual: Business
43692, predicted: Recreation, actual: Science
43729, predicted: Regional, actual: Business
43909, predicted: Health, actual: Business
44037, predicted: Regional, actual: Business
44171, predicted: Society, actual: Business
44209, predicted: Science, actual: Business
44244, predicted: Regional, actual: Business
44250, predicted: Reference, actual: Business
44273, predicted: Health, actual: Business
44290, predicted: Business, actual: Regional
44297, predicted: Business, actual: Regional
44302, predicted: Games, actual: Kids
44318, predicted: Recreation, actual: Business
44327, predicted: Home, actual: Business
44331, predicted: Business, actual: Home
44339, predicted: Home, actual: Business
44376, predicted: Health, actual: Business
44378, predicted: Recreation, actual: Business
44399, predicted: Home, actual: Business
44434, predicted: Health, actual: Business
44441, predicted: Health, actual: Business
44454, predicted: Health, actual: Business
44455, predicted: Health, actual: Business
44457, predicted: Computers, actual: Business
44487, predicted: Health, actual: Business
44496, predicted: Health, actual: Business
44499, predicted: Business, actual: Society
44506, predicted: Science, actual: Business
44539, predicted: Computers, actual: Business
44553, predicted: Health, actual: Business
44558, predicted: Home, actual: Business
44561, predicted: Home, actual: Business
44583, predicted: Regional, actual: Business
44632, predicted: Recreation, actual: Business
44639, predicted: Home, actual: Business
44681, predicted: Shopping, actual: Business
44784, predicted: Games, actual: Business
44835, predicted: Health, actual: Business
44838, predicted: Business, actual: Home
44875, predicted: Health, actual: Business
45219, predicted: Health, actual: Business
45250, predicted: Shopping, actual: Business
45403, predicted: Shopping, actual: Business
45413, predicted: Shopping, actual: Business
45758, predicted: Computers, actual: Business
45987, predicted: Business, actual: Home
46007, predicted: Arts, actual: Business
46057, predicted: Business, actual: Society
46071, predicted: Business, actual: Regional
46073, predicted: Science, actual: Business
46172, predicted: Computers, actual: Business
46203, predicted: Health, actual: Business
46217, predicted: Reference, actual: Business
46264, predicted: Computers, actual: Business
46283, predicted: Health, actual: Business
46352, predicted: Computers, actual: Business
46407, predicted: Health, actual: Business
46423, predicted: Society, actual: Business
46451, predicted: Computers, actual: Business
46462, predicted: Arts, actual: Business
46463, predicted: Shopping, actual: Business
46507, predicted: Science, actual: Business
46549, predicted: Home, actual: Business
46587, predicted: Business, actual: Recreation
46590, predicted: Home, actual: Recreation
46640, predicted: Home, actual: Recreation
46725, predicted: Science, actual: Business
46754, predicted: Recreation, actual: Business
46765, predicted: Science, actual: Business
46781, predicted: Science, actual: Business
46790, predicted: Science, actual: Business
46847, predicted: Science, actual: Business
46877, predicted: Regional, actual: Business
46924, predicted: Science, actual: Business
46934, predicted: Regional, actual: Business
46964, predicted: Health, actual: Business
46979, predicted: News, actual: Business
46988, predicted: Recreation, actual: Business
47055, predicted: News, actual: Science
47077, predicted: Recreation, actual: Business
47092, predicted: Computers, actual: Business
47093, predicted: Computers, actual: Business
47100, predicted: Arts, actual: Business
47223, predicted: Shopping, actual: Business
47248, predicted: Recreation, actual: Business
47318, predicted: Home, actual: Business
47319, predicted: Society, actual: Business
47367, predicted: Recreation, actual: Business
47375, predicted: Science, actual: Business
47385, predicted: Home, actual: Business
47392, predicted: Home, actual: Business
47397, predicted: Computers, actual: Business
47407, predicted: Reference, actual: Business
47420, predicted: Reference, actual: Business
47435, predicted: Home, actual: Business
47441, predicted: Shopping, actual: Business
47446, predicted: Computers, actual: Business
47472, predicted: Home, actual: Business
47490, predicted: Society, actual: Business
47502, predicted: Computers, actual: Business
47517, predicted: Recreation, actual: Business
47530, predicted: Recreation, actual: Business
47618, predicted: Recreation, actual: Business
47664, predicted: Recreation, actual: Business
47725, predicted: Home, actual: Business
47747, predicted: Shopping, actual: Business
47749, predicted: Health, actual: Business
47762, predicted: Computers, actual: Business
47773, predicted: Shopping, actual: Business
47780, predicted: Shopping, actual: Business
47784, predicted: Shopping, actual: Business
47825, predicted: Health, actual: Business
47861, predicted: Recreation, actual: Business
47891, predicted: News, actual: Business
47906, predicted: Home, actual: Business
47963, predicted: Computers, actual: Business
47965, predicted: Science, actual: Business
48037, predicted: Science, actual: Business
48050, predicted: Home, actual: Business
48081, predicted: Regional, actual: Business
48108, predicted: Computers, actual: Business
48111, predicted: Computers, actual: Business
48194, predicted: Computers, actual: Business
48199, predicted: Computers, actual: Business
48246, predicted: Computers, actual: Business
48248, predicted: Computers, actual: Business
47238, predicted: Computers, actual: Business
47549, predicted: Shopping, actual: Business
49587, predicted: Recreation, actual: Business
49619, predicted: Reference, actual: Business
49697, predicted: Home, actual: Business
49701, predicted: Recreation, actual: Business
52669, predicted: Shopping, actual: Business
52683, predicted: Games, actual: Computers
52707, predicted: Reference, actual: Computers
52720, predicted: Science, actual: Computers
52729, predicted: Science, actual: Computers
52733, predicted: Science, actual: Computers
52789, predicted: Science, actual: Computers
52830, predicted: Science, actual: Computers
52837, predicted: Science, actual: Computers
52846, predicted: Business, actual: Computers
52858, predicted: Science, actual: Computers
58235, predicted: Science, actual: Computers
45211, predicted: Business, actual: Computers
45276, predicted: Science, actual: Computers
45409, predicted: Science, actual: Computers
46221, predicted: Games, actual: Computers
46320, predicted: Science, actual: Computers
46887, predicted: Business, actual: Computers
48223, predicted: Science, actual: Computers
48252, predicted: Business, actual: Computers
48282, predicted: Recreation, actual: Computers
48432, predicted: Business, actual: Computers
48445, predicted: Games, actual: Computers
48506, predicted: Science, actual: Computers
48507, predicted: Business, actual: Computers
48519, predicted: Reference, actual: Computers
48522, predicted: Science, actual: Computers
48536, predicted: Reference, actual: Computers
48557, predicted: Science, actual: Computers
48566, predicted: Recreation, actual: Computers
48585, predicted: Reference, actual: Computers
48589, predicted: Reference, actual: Computers
48591, predicted: Reference, actual: Computers
48613, predicted: Business, actual: Computers
48630, predicted: Business, actual: Computers
48753, predicted: Business, actual: Computers
48789, predicted: Business, actual: Computers
48872, predicted: Business, actual: Computers
48877, predicted: Business, actual: Computers
49021, predicted: Business, actual: Computers
49037, predicted: Business, actual: Computers
49213, predicted: Science, actual: Computers
49408, predicted: Reference, actual: Computers
49490, predicted: Health, actual: Computers
51555, predicted: Health, actual: Computers
51614, predicted: Health, actual: Computers
