2, predicted: ['Computers', 'Recreation', 'Kids'], actual: Adult
44228, predicted: ['Shopping', 'Computers', 'Arts'], actual: Kids
44190, predicted: ['Sports', 'Arts', 'Games'], actual: Kids
56828, predicted: ['Society', 'Sports', 'Health'], actual: News
19626, predicted: ['Arts', 'Recreation', 'Science'], actual: Kids
1906, predicted: ['Computers', 'Arts', 'Recreation'], actual: Adult
54460, predicted: ['Society', 'Business', 'Reference'], actual: Health
54453, predicted: ['Business', 'Arts', 'Shopping'], actual: Health
3255, predicted: ['Health', 'Science', 'Kids'], actual: Arts
19642, predicted: ['Recreation', 'Shopping', 'Arts'], actual: Kids
1213, predicted: ['Arts', 'Society', 'Business'], actual: Reference
17599, predicted: ['Business', 'Computers', 'Science'], actual: Health
54464, predicted: ['Shopping', 'Society', 'Arts'], actual: Health
25794, predicted: ['Recreation', 'Science', 'Health'], actual: Reference
25796, predicted: ['Recreation', 'Health', 'Computers'], actual: Reference
1221, predicted: ['Business', 'Science', 'Reference'], actual: Shopping
46283, predicted: ['Computers', 'Sports', 'Business'], actual: Arts
1228, predicted: ['Recreation', 'Business', 'Computers'], actual: Reference
56866, predicted: ['Arts', 'Business', 'Health'], actual: News
16589, predicted: ['Arts', 'Recreation', 'Reference'], actual: Health
27858, predicted: ['Health', 'Regional', 'Kids'], actual: Science
25826, predicted: ['Recreation', 'Shopping', 'Science'], actual: Reference
24443, predicted: ['News', 'Science', 'Computers'], actual: Recreation
1254, predicted: ['Business', 'Health', 'Science'], actual: Reference
44263, predicted: ['Business', 'Computers', 'Society'], actual: Regional
1256, predicted: ['Business', 'Arts', 'Recreation'], actual: Reference
1267, predicted: ['Arts', 'News', 'Science'], actual: Business
25847, predicted: ['Computers', 'Science', 'Business'], actual: Reference
19704, predicted: ['Recreation', 'Games', 'Sports'], actual: Kids
46329, predicted: ['Recreation', 'Kids', 'Shopping'], actual: Arts
19706, predicted: ['News', 'Recreation', 'Arts'], actual: Kids
25853, predicted: ['Arts', 'Recreation', 'Health'], actual: Reference
40192, predicted: ['Reference', 'Society', 'Arts'], actual: Sports
46337, predicted: ['Sports', 'Shopping', 'Recreation'], actual: Arts
19714, predicted: ['Recreation', 'Business', 'Computers'], actual: Kids
27907, predicted: ['Business', 'Sports', 'Society'], actual: Science
1288, predicted: ['Business', 'Computers', 'Arts'], actual: Reference
1290, predicted: ['Arts', 'Computers', 'Business'], actual: Reference
3340, predicted: ['Games', 'Kids', 'Computers'], actual: Arts
1295, predicted: ['Arts', 'Kids', 'Health'], actual: Reference
19728, predicted: ['Computers', 'Recreation', 'Business'], actual: Kids
21379, predicted: ['Sports', 'Recreation', 'Arts'], actual: News
5678, predicted: ['Business', 'Recreation', 'Science'], actual: Arts
15641, predicted: ['Recreation', 'Arts', 'Science'], actual: Health
15642, predicted: ['Arts', 'Recreation', 'Business'], actual: Health
26842, predicted: ['Health', 'Business', 'Arts'], actual: Regional
29989, predicted: ['Computers', 'Arts', 'News'], actual: Shopping
44327, predicted: ['Business', 'Arts', 'Recreation'], actual: Regional
14215, predicted: ['Society', 'Computers', 'Business'], actual: Games
54576, predicted: ['Business', 'Sports', 'Arts'], actual: Health
25905, predicted: ['Business', 'Computers', 'Shopping'], actual: Reference
15667, predicted: ['Arts', 'Society', 'Computers'], actual: Health
44340, predicted: ['Home', 'Society', 'Computers'], actual: Science
25909, predicted: ['Home', 'Recreation', 'Health'], actual: Reference
11145, predicted: ['Science', 'Business', 'Reference'], actual: Computers
5434, predicted: ['Computers', 'Recreation', 'Science'], actual: Arts
1339, predicted: ['Computers', 'Science', 'Arts'], actual: Reference
35722, predicted: ['Kids', 'Computers', 'Home'], actual: Society
5439, predicted: ['Reference', 'Recreation', 'Kids'], actual: Arts
19776, predicted: ['Recreation', 'Business', 'Computers'], actual: Kids
38209, predicted: ['Science', 'Society', 'Reference'], actual: Sports
56643, predicted: ['Business', 'Computers', 'Sports'], actual: Society
19780, predicted: ['Recreation', 'Business', 'Computers'], actual: Kids
54601, predicted: ['Games', 'Kids', 'Sports'], actual: Health
19789, predicted: ['Health', 'Home', 'Science'], actual: Kids
25935, predicted: ['Computers', 'Health', 'Business'], actual: Reference
55761, predicted: ['Science', 'Society', 'Business'], actual: Home
48014, predicted: ['Arts', 'Business', 'Computers'], actual: Society
50487, predicted: ['Shopping', 'Computers', 'Society'], actual: Business
39794, predicted: ['Business', 'Recreation', 'Shopping'], actual: Sports
19801, predicted: ['Recreation', 'Health', 'Business'], actual: Kids
3420, predicted: ['Computers', 'Recreation', 'Business'], actual: Arts
1374, predicted: ['Shopping', 'Business', 'Computers'], actual: Regional
1379, predicted: ['Business', 'Home', 'Shopping'], actual: Regional
25956, predicted: ['Business', 'Computers', 'Health'], actual: Reference
28220, predicted: ['Computers', 'Business', 'Recreation'], actual: Science
9580, predicted: ['News', 'Recreation', 'Health'], actual: Business
44399, predicted: ['Science', 'Home', 'Arts'], actual: Recreation
9585, predicted: ['News', 'Recreation', 'Arts'], actual: Business
55187, predicted: ['Computers', 'Kids', 'Arts'], actual: Home
44413, predicted: ['Health', 'Arts', 'Kids'], actual: Reference
3456, predicted: ['Recreation', 'Computers', 'Business'], actual: Arts
19350, predicted: ['Reference', 'Recreation', 'Society'], actual: Kids
44422, predicted: ['Computers', 'Business', 'Shopping'], actual: Society
58737, predicted: ['Recreation', 'Business', 'Arts'], actual: Shopping
56715, predicted: ['Sports', 'Society', 'Kids'], actual: News
48528, predicted: ['Reference', 'Home', 'Adult'], actual: Business
19858, predicted: ['Recreation', 'Business', 'Health'], actual: Kids
44435, predicted: ['Business', 'Arts', 'Computers'], actual: Reference
19861, predicted: ['Recreation', 'Arts', 'Health'], actual: Kids
19862, predicted: ['Home', 'Recreation', 'Health'], actual: Kids
19863, predicted: ['Games', 'Business', 'Recreation'], actual: Kids
54682, predicted: ['Computers', 'Business', 'Society'], actual: Health
24939, predicted: ['Sports', 'Business', 'Shopping'], actual: Recreation
54684, predicted: ['Shopping', 'Business', 'Regional'], actual: Health
3485, predicted: ['Recreation', 'Home', 'Computers'], actual: Arts
19355, predicted: ['Business', 'Science', 'Reference'], actual: Kids
46500, predicted: ['Society', 'Computers', 'Sports'], actual: Arts
46501, predicted: ['Recreation', 'Computers', 'Sports'], actual: Arts
46505, predicted: ['Games', 'Shopping', 'Recreation'], actual: Arts
44463, predicted: ['Business', 'Health', 'Reference'], actual: Regional
1461, predicted: ['Health', 'Business', 'Computers'], actual: Science
50614, predicted: ['Society', 'Business', 'Sports'], actual: Computers
26039, predicted: ['Computers', 'Health', 'Science'], actual: Reference
11706, predicted: ['News', 'Regional', 'Society'], actual: Computers
8095, predicted: ['Science', 'Recreation', 'Health'], actual: Business
26047, predicted: ['Computers', 'Business', 'Arts'], actual: Reference
3522, predicted: ['Business', 'Recreation', 'Arts'], actual: Science
56772, predicted: ['Arts', 'Business', 'Computers'], actual: News
44489, predicted: ['Recreation', 'Business', 'Society'], actual: Regional
56779, predicted: ['Recreation', 'Computers', 'Society'], actual: News
44496, predicted: ['Business', 'Adult', 'Shopping'], actual: Regional
56788, predicted: ['Society', 'Shopping', 'Business'], actual: News
32214, predicted: ['Business', 'Recreation', 'Sports'], actual: Shopping
51449, predicted: ['Arts', 'Recreation', 'Sports'], actual: Computers
44506, predicted: ['News', 'Arts', 'Recreation'], actual: Regional
26077, predicted: ['Health', 'Business', 'Arts'], actual: Reference
36322, predicted: ['Business', 'Sports', 'News'], actual: Society
54758, predicted: ['News', 'Business', 'Arts'], actual: Health
26088, predicted: ['Recreation', 'Business', 'Science'], actual: Reference
1513, predicted: ['Arts', 'Recreation', 'Computers'], actual: Shopping
11756, predicted: ['Arts', 'Kids', 'Business'], actual: Computers
32239, predicted: ['Society', 'Business', 'Regional'], actual: Shopping
34290, predicted: ['Arts', 'Shopping', 'Business'], actual: Society
26100, predicted: ['Business', 'Arts', 'Society'], actual: Reference
46587, predicted: ['Shopping', 'Business', 'Recreation'], actual: Arts
42492, predicted: ['Business', 'Shopping', 'Recreation'], actual: Sports
7678, predicted: ['Recreation', 'Arts', 'Business'], actual: Science
3584, predicted: ['Health', 'Recreation', 'Business'], actual: Arts
28587, predicted: ['Reference', 'Health', 'Arts'], actual: Science
56837, predicted: ['Arts', 'Shopping', 'Recreation'], actual: News
56838, predicted: ['Health', 'Society', 'Business'], actual: News
36361, predicted: ['Sports', 'Business', 'Kids'], actual: Society
57943, predicted: ['Computers', 'Society', 'Arts'], actual: Reference
31285, predicted: ['Computers', 'Business', 'Society'], actual: Shopping
13844, predicted: ['Shopping', 'Business', 'Computers'], actual: Games
56853, predicted: ['Society', 'Recreation', 'Business'], actual: News
10963, predicted: ['Science', 'Business', 'Recreation'], actual: Computers
56856, predicted: ['Society', 'Computers', 'Business'], actual: News
44575, predicted: ['Business', 'Computers', 'Sports'], actual: Science
56864, predicted: ['Business', 'Society', 'Health'], actual: News
13858, predicted: ['Computers', 'Business', 'Recreation'], actual: Games
18011, predicted: ['Business', 'Recreation', 'Arts'], actual: Home
44583, predicted: ['Computers', 'Business', 'Arts'], actual: Science
9769, predicted: ['Reference', 'Computers', 'Science'], actual: Business
26158, predicted: ['Recreation', 'Business', 'Computers'], actual: Reference
44591, predicted: ['Arts', 'Business', 'Computers'], actual: Science
19720, predicted: ['Health', 'Recreation', 'Business'], actual: Kids
46765, predicted: ['Business', 'Shopping', 'Computers'], actual: Arts
40508, predicted: ['Computers', 'Shopping', 'Business'], actual: Sports
19722, predicted: ['Business', 'Science', 'Kids'], actual: Society
56929, predicted: ['Shopping', 'Business', 'Recreation'], actual: News
24136, predicted: ['Sports', 'Home', 'Shopping'], actual: Recreation
4025, predicted: ['Business', 'Recreation', 'Society'], actual: Arts
44632, predicted: ['Home', 'Society', 'Regional'], actual: Shopping
56921, predicted: ['Society', 'Recreation', 'Business'], actual: News
1626, predicted: ['Recreation', 'Reference', 'Arts'], actual: Society
1627, predicted: ['Recreation', 'Arts', 'Reference'], actual: Society
54878, predicted: ['Business', 'Sports', 'Computers'], actual: Health
1633, predicted: ['Arts', 'Recreation', 'Business'], actual: Society
56930, predicted: ['Society', 'Shopping', 'Recreation'], actual: News
1635, predicted: ['Business', 'Recreation', 'Science'], actual: Society
54885, predicted: ['Business', 'Recreation', 'Computers'], actual: Health
1638, predicted: ['Business', 'Recreation', 'Science'], actual: Regional
20071, predicted: ['Arts', 'Recreation', 'Kids'], actual: News
30312, predicted: ['Society', 'Arts', 'Kids'], actual: Shopping
1649, predicted: ['Games', 'News', 'Computers'], actual: Society
3699, predicted: ['Recreation', 'Games', 'Business'], actual: Arts
11892, predicted: ['Shopping', 'Society', 'Recreation'], actual: Computers
56949, predicted: ['Recreation', 'Business', 'Sports'], actual: News
55913, predicted: ['Business', 'Society', 'Computers'], actual: Home
13945, predicted: ['Business', 'Computers', 'Recreation'], actual: Games
18047, predicted: ['Business', 'Home', 'Science'], actual: Society
960, predicted: ['Arts', 'Regional', 'Business'], actual: News
52866, predicted: ['Shopping', 'Arts', 'Recreation'], actual: Games
26243, predicted: ['Recreation', 'Business', 'Computers'], actual: Reference
32392, predicted: ['Health', 'Society', 'Kids'], actual: Shopping
18057, predicted: ['Computers', 'Business', 'Recreation'], actual: Shopping
44687, predicted: ['Shopping', 'Arts', 'Sports'], actual: Society
20113, predicted: ['Arts', 'Business', 'Recreation'], actual: News
5401, predicted: ['Computers', 'Recreation', 'Business'], actual: Arts
46745, predicted: ['Sports', 'Computers', 'Recreation'], actual: Arts
1693, predicted: ['Adult', 'Business', 'Health'], actual: Society
56991, predicted: ['Sports', 'Business', 'Arts'], actual: Recreation
13990, predicted: ['Arts', 'News', 'Recreation'], actual: Computers
52903, predicted: ['Society', 'Reference', 'Sports'], actual: Games
44714, predicted: ['Business', 'Reference', 'Computers'], actual: Society
58311, predicted: ['Society', 'Business', 'Recreation'], actual: Science
26285, predicted: ['Arts', 'Reference', 'Kids'], actual: Shopping
9843, predicted: ['Arts', 'Society', 'Reference'], actual: Business
1717, predicted: ['Reference', 'Business', 'Recreation'], actual: Society
1721, predicted: ['News', 'Science', 'Business'], actual: Society
20154, predicted: ['Business', 'Computers', 'Shopping'], actual: News
45343, predicted: ['Computers', 'Society', 'Recreation'], actual: Health
36032, predicted: ['Health', 'Shopping', 'Sports'], actual: Society
54979, predicted: ['Business', 'Computers', 'Society'], actual: Health
32452, predicted: ['Business', 'Arts', 'Society'], actual: Shopping
21403, predicted: ['Science', 'Reference', 'Regional'], actual: News
14030, predicted: ['Business', 'Computers', 'Recreation'], actual: News
54137, predicted: ['Shopping', 'Business', 'Recreation'], actual: Health
14033, predicted: ['Shopping', 'Recreation', 'Science'], actual: News
20182, predicted: ['Computers', 'Science', 'Society'], actual: News
1657, predicted: ['Arts', 'Science', 'Business'], actual: Society
48856, predicted: ['Society', 'Business', 'Computers'], actual: Regional
3801, predicted: ['Computers', 'Health', 'Adult'], actual: Arts
26332, predicted: ['Arts', 'Reference', 'Kids'], actual: Society
57056, predicted: ['Business', 'Society', 'Regional'], actual: Recreation
16099, predicted: ['Business', 'Computers', 'Recreation'], actual: Health
28398, predicted: ['Society', 'Reference', 'Computers'], actual: Science
20654, predicted: ['Recreation', 'Arts', 'Adult'], actual: Health
52976, predicted: ['Shopping', 'Business', 'Arts'], actual: Games
47400, predicted: ['Health', 'Shopping', 'Business'], actual: Arts
57207, predicted: ['Business', 'Health', 'Society'], actual: Recreation
1781, predicted: ['Recreation', 'Home', 'Business'], actual: Sports
20214, predicted: ['Business', 'Shopping', 'Home'], actual: Regional
24313, predicted: ['Adult', 'Business', 'Health'], actual: Recreation
1793, predicted: ['Recreation', 'Arts', 'Regional'], actual: Sports
18178, predicted: ['Recreation', 'Health', 'Arts'], actual: Home
26371, predicted: ['Arts', 'Recreation', 'Science'], actual: Reference
9991, predicted: ['Shopping', 'Recreation', 'Science'], actual: Business
1809, predicted: ['Arts', 'Recreation', 'Business'], actual: Sports
53014, predicted: ['Shopping', 'Business', 'Sports'], actual: Games
20247, predicted: ['Computers', 'Health', 'Business'], actual: Arts
34584, predicted: ['Shopping', 'Business', 'Arts'], actual: Society
46873, predicted: ['Computers', 'Business', 'Arts'], actual: Kids
34587, predicted: ['Sports', 'Business', 'Recreation'], actual: Society
55068, predicted: ['Business', 'Science', 'Society'], actual: Health
1823, predicted: ['Arts', 'Business', 'Computers'], actual: Sports
12251, predicted: ['Business', 'Science', 'Recreation'], actual: Computers
28458, predicted: ['Arts', 'Recreation', 'News'], actual: Science
24363, predicted: ['Computers', 'Science', 'Business'], actual: Recreation
5932, predicted: ['Computers', 'Business', 'Sports'], actual: Arts
20269, predicted: ['Business', 'Computers', 'Science'], actual: Shopping
59182, predicted: ['Computers', 'Business', 'Sports'], actual: Adult
53213, predicted: ['Shopping', 'Recreation', 'Arts'], actual: Games
18224, predicted: ['Reference', 'Science', 'Society'], actual: Home
36657, predicted: ['Shopping', 'Arts', 'Health'], actual: Society
53555, predicted: ['Computers', 'Sports', 'Business'], actual: Games
12084, predicted: ['Business', 'Recreation', 'Arts'], actual: Computers
18229, predicted: ['Arts', 'Games', 'Shopping'], actual: Home
11913, predicted: ['Recreation', 'Arts', 'Kids'], actual: Computers
32052, predicted: ['Home', 'Society', 'Science'], actual: Shopping
36668, predicted: ['Sports', 'Arts', 'Recreation'], actual: Society
55102, predicted: ['Arts', 'Business', 'Computers'], actual: Health
53055, predicted: ['Computers', 'Society', 'Home'], actual: Games
1856, predicted: ['Business', 'Recreation', 'Arts'], actual: Adult
57005, predicted: ['Computers', 'Home', 'Kids'], actual: Recreation
28483, predicted: ['Arts', 'Computers', 'Business'], actual: Science
3912, predicted: ['Business', 'Health', 'Computers'], actual: Arts
9132, predicted: ['News', 'Society', 'Arts'], actual: Business
1868, predicted: ['Arts', 'Reference', 'Regional'], actual: Adult
10062, predicted: ['Health', 'Computers', 'Adult'], actual: Business
36687, predicted: ['Arts', 'Computers', 'Shopping'], actual: Society
14164, predicted: ['Business', 'Recreation', 'Computers'], actual: Games
51033, predicted: ['Sports', 'Recreation', 'Shopping'], actual: Computers
28508, predicted: ['Computers', 'Recreation', 'Business'], actual: Science
5723, predicted: ['Shopping', 'Computers', 'Business'], actual: Arts
26468, predicted: ['Games', 'News', 'Recreation'], actual: Reference
57194, predicted: ['Arts', 'Shopping', 'Sports'], actual: Recreation
1900, predicted: ['Recreation', 'News', 'Business'], actual: Adult
44909, predicted: ['Computers', 'Business', 'Society'], actual: Adult
59246, predicted: ['Society', 'Sports', 'Business'], actual: Games
54006, predicted: ['Society', 'Shopping', 'Business'], actual: Health
46962, predicted: ['Society', 'Recreation', 'Computers'], actual: Arts
18294, predicted: ['Business', 'Recreation', 'Kids'], actual: Home
6007, predicted: ['Business', 'Science', 'Arts'], actual: News
18296, predicted: ['Recreation', 'Health', 'Business'], actual: Home
58439, predicted: ['Computers', 'Recreation', 'Arts'], actual: Science
1343, predicted: ['Health', 'Computers', 'Business'], actual: Reference
26497, predicted: ['Computers', 'Recreation', 'Business'], actual: Reference
12165, predicted: ['Games', 'Business', 'Sports'], actual: Computers
46778, predicted: ['Business', 'Society', 'Computers'], actual: Arts
53911, predicted: ['Arts', 'Business', 'Sports'], actual: Health
3982, predicted: ['Society', 'Reference', 'Regional'], actual: Arts
46991, predicted: ['Recreation', 'Computers', 'Shopping'], actual: Arts
36753, predicted: ['Health', 'Arts', 'Business'], actual: Society
1939, predicted: ['News', 'Recreation', 'Arts'], actual: Adult
12181, predicted: ['Shopping', 'Business', 'Health'], actual: Computers
24470, predicted: ['Society', 'Sports', 'Science'], actual: Recreation
12183, predicted: ['Arts', 'Kids', 'Business'], actual: Computers
20376, predicted: ['Recreation', 'Health', 'Business'], actual: Kids
3993, predicted: ['Business', 'Health', 'Computers'], actual: Arts
26525, predicted: ['Sports', 'News', 'Recreation'], actual: Reference
20383, predicted: ['Recreation', 'Business', 'Computers'], actual: Home
55201, predicted: ['Business', 'Society', 'Arts'], actual: Health
12200, predicted: ['Health', 'Science', 'Adult'], actual: Computers
26539, predicted: ['Society', 'Arts', 'Recreation'], actual: Reference
12213, predicted: ['Arts', 'News', 'Recreation'], actual: Health
36790, predicted: ['Sports', 'Recreation', 'Kids'], actual: Society
12215, predicted: ['Recreation', 'Arts', 'News'], actual: Computers
1976, predicted: ['Arts', 'News', 'Regional'], actual: Adult
32697, predicted: ['Society', 'Health', 'Kids'], actual: Shopping
42938, predicted: ['Health', 'Society', 'Kids'], actual: Sports
53185, predicted: ['Sports', 'Arts', 'Kids'], actual: Games
53186, predicted: ['Arts', 'Sports', 'Kids'], actual: Games
26573, predicted: ['Society', 'Sports', 'News'], actual: Reference
26576, predicted: ['Recreation', 'Computers', 'Home'], actual: Reference
20473, predicted: ['Arts', 'Computers', 'Shopping'], actual: News
36827, predicted: ['Sports', 'Business', 'Arts'], actual: Society
32733, predicted: ['Recreation', 'Arts', 'Business'], actual: Shopping
21157, predicted: ['Computers', 'Business', 'Health'], actual: News
14310, predicted: ['Computers', 'Arts', 'Science'], actual: Games
14311, predicted: ['Computers', 'Arts', 'Science'], actual: Games
47100, predicted: ['Sports', 'Arts', 'Recreation'], actual: Shopping
14314, predicted: ['Computers', 'Science', 'Arts'], actual: Games
2036, predicted: ['Arts', 'Recreation', 'Science'], actual: Adult
58375, predicted: ['Society', 'Arts', 'Shopping'], actual: Science
22522, predicted: ['Health', 'Business', 'Regional'], actual: Recreation
26620, predicted: ['Business', 'Sports', 'Arts'], actual: Regional
